TIME	Aqua: aOC(O)C(O)[O] + aO2 -> aOC(O)C(=O)O + aHO2	Aqua: aOC(O)C(O)(O)O[O] -> aHO2 + aOC(O)C(=O)O	Gas: O=N(=O)OC1C2OOC1(C)C([O])(O)C(=C2N(=O)=O)O -> CC(C(	Aqua: aOC(O)C(=O)O[O] -> aOC(O)C(=O)O + aHO2 + [aH2O]	Aqua: aO=C([O-])C(O)O[O] -> aHO2 + aOC(O)C(=O)[O-] + [aH	Aqua: aO=CC(O)[O] + aO2 -> aO=C(O)C=O + aHO2	other sources	Gas: O=C(O)C=O -> HO2 + HO2 + CO	Aqua: aOC(O)C(=O)[O-] + aHO -> aO=C([O-])[C](O)O + aO=C(	Gas: OH + O=C(O)C=O -> CO + HO2	Aqua: aOC(O)C(=O)[O-] + aNO3 -> aO=C([O-])[C](O)O + aO=C	other sinks
43.0556	2.35379E-17	5.19641E-16	8.33875E-15	2.36384E-16	3.68709E-16	8.46717E-18	1.1131E-14	-3.1157E-16	-8.48605E-16	-3.04067E-16	-4.07322E-16	-1.0087E-14
43.2222	2.47589E-17	5.18974E-16	1.32528E-14	2.59473E-16	3.81393E-16	9.02943E-18	1.20689E-14	-5.42047E-23	-7.9875E-16	-2.71338E-16	-4.67428E-16	-1.08638E-14
43.3889	2.47062E-17	5.13292E-16	1.64325E-14	2.59508E-16	3.77276E-16	9.02595E-18	1.26237E-14	0	-7.83715E-16	-2.65153E-16	-4.70367E-16	-1.08603E-14
43.5556	2.4744E-17	5.12278E-16	1.6616E-14	2.59468E-16	3.75437E-16	9.04308E-18	1.2702E-14	0	-7.82183E-16	-2.66059E-16	-4.71554E-16	-1.08702E-14
43.7222	2.48105E-17	5.1236E-16	1.5289E-14	2.59639E-16	3.74444E-16	9.06824E-18	1.25237E-14	0	-7.83817E-16	-2.68731E-16	-4.72859E-16	-1.08856E-14
43.8889	2.48777E-17	5.12579E-16	1.34269E-14	2.59832E-16	3.73747E-16	9.09317E-18	1.22523E-14	0	-7.86213E-16	-2.71886E-16	-4.74041E-16	-1.08955E-14
44.0556	2.49398E-17	5.12752E-16	1.15098E-14	2.59997E-16	3.73197E-16	9.11565E-18	1.19716E-14	0	-7.88792E-16	-2.75165E-16	-4.74994E-16	-1.08978E-14
44.2222	2.48581E-17	5.1332E-16	9.74014E-15	2.59767E-16	3.72732E-16	9.14063E-18	1.17171E-14	0	-7.9172E-16	-2.78417E-16	-4.76026E-16	-1.08926E-14
44.3889	2.50512E-17	5.12799E-16	8.18656E-15	2.60203E-16	3.72313E-16	9.15461E-18	1.14981E-14	0	-7.93727E-16	-2.81564E-16	-4.76194E-16	-1.08807E-14
44.5556	2.50996E-17	5.12647E-16	6.85766E-15	2.60246E-16	3.71917E-16	9.1712E-18	1.13177E-14	0	-7.95908E-16	-2.8456E-16	-4.76494E-16	-1.0863E-14
44.7222	2.51456E-17	5.12375E-16	5.7369E-15	2.60255E-16	3.71529E-16	9.18727E-18	1.1172E-14	0	-7.97855E-16	-2.87385E-16	-4.76637E-16	-1.08403E-14
44.8889	2.51907E-17	5.11993E-16	4.79896E-15	2.60231E-16	3.7114E-16	9.20124E-18	1.10562E-14	0	-7.99568E-16	-2.90032E-16	-4.76654E-16	-1.08135E-14
45.0556	2.52285E-17	5.11498E-16	4.01715E-15	2.60183E-16	3.70747E-16	9.21496E-18	1.09655E-14	0	-8.01052E-16	-2.92504E-16	-4.76576E-16	-1.07832E-14
45.2222	2.52672E-17	5.10911E-16	3.36671E-15	2.60113E-16	3.70346E-16	9.22792E-18	1.08956E-14	0	-8.02333E-16	-2.94807E-16	-4.76419E-16	-1.07502E-14
45.3889	2.53043E-17	5.10238E-16	2.82576E-15	2.60024E-16	3.69939E-16	9.24083E-18	1.08426E-14	0	-8.03431E-16	-2.9695E-16	-4.76205E-16	-1.07149E-14
45.5556	2.53398E-17	5.0949E-16	2.3757E-15	2.59919E-16	3.69525E-16	9.25301E-18	1.08034E-14	0	-8.04368E-16	-2.98946E-16	-4.75948E-16	-1.06778E-14
45.7222	2.53752E-17	5.08675E-16	2.00091E-15	2.59804E-16	3.69107E-16	9.26448E-18	1.07754E-14	0	-8.05164E-16	-3.00804E-16	-4.75662E-16	-1.06393E-14
45.8889	2.54097E-17	5.07801E-16	1.68842E-15	2.59678E-16	3.68685E-16	9.27639E-18	1.07562E-14	0	-8.05841E-16	-3.02535E-16	-4.75357E-16	-1.05996E-14
46.0556	2.54441E-17	5.06877E-16	1.42747E-15	2.59546E-16	3.6826E-16	9.28821E-18	1.07441E-14	0	-8.06413E-16	-3.04148E-16	-4.75042E-16	-1.05591E-14
46.2222	2.54785E-17	5.0591E-16	1.20924E-15	2.59408E-16	3.67835E-16	9.30004E-18	1.07377E-14	0	-8.06898E-16	-3.05653E-16	-4.74724E-16	-1.0518E-14
46.3889	2.5513E-17	5.04903E-16	1.02643E-15	2.59267E-16	3.67411E-16	9.31175E-18	1.07358E-14	0	-8.07306E-16	-3.07057E-16	-4.7441E-16	-1.04764E-14
46.5556	2.55475E-17	5.03863E-16	8.73052E-16	2.59123E-16	3.66987E-16	9.32389E-18	1.07374E-14	0	-8.0765E-16	-3.08367E-16	-4.74103E-16	-1.04346E-14
46.7222	2.55824E-17	5.02794E-16	7.44151E-16	2.58978E-16	3.66565E-16	9.33598E-18	1.07417E-14	0	-8.07938E-16	-3.0959E-16	-4.73807E-16	-1.03925E-14
46.7778	2.55958E-17	5.02359E-16	6.98504E-16	2.58919E-16	3.66398E-16	9.34111E-18	1.0744E-14	0	-8.08039E-16	-3.10056E-16	-4.73693E-16	-1.03757E-14
46.9444	5.17395E-17	6.76377E-16	5.11593E-16	3.08556E-16	6.47019E-16	1.98732E-17	1.5501E-14	0	-1.55773E-15	-9.6203E-17	-6.17832E-16	-1.23973E-14
47.0278	1.97E-13	9.06E-14	3.9208E-16	7.38007E-15	3.32867E-14	3.94836E-15	2.14631E-14	0	-3.05862E-14	-1.73665E-21	-5.44254E-15	-2.71262E-14
47.1944	1.87129E-13	8.95545E-14	3.52646E-16	1.15242E-14	1.67147E-14	6.48505E-15	1.32802E-14	0	-1.2099E-14	-7.80026E-21	-1.08463E-14	-2.4019E-14
47.3611	1.51161E-13	7.23935E-14	3.3302E-16	8.55364E-15	1.15027E-14	4.60845E-15	1.07587E-14	0	-9.45703E-15	-1.11264E-20	-1.18453E-14	-1.43591E-14
47.5278	1.49577E-13	7.16056E-14	3.15829E-16	7.58063E-15	1.00928E-14	3.99695E-15	1.00016E-14	0	-9.16792E-15	-1.24919E-20	-1.23443E-14	-1.1317E-14
47.6944	1.45694E-13	6.97595E-14	3.0023E-16	7.23223E-15	9.67611E-15	3.77591E-15	9.77084E-15	0	-9.34409E-15	-1.34455E-20	-1.27723E-14	-1.05552E-14
47.8611	1.4126E-13	6.766E-14	2.85866E-16	7.05185E-15	9.50647E-15	3.65963E-15	9.67664E-15	0	-9.60735E-15	-1.43299E-20	-1.31713E-14	-1.04238E-14
48.0278	1.37041E-13	6.56639E-14	2.72517E-16	6.91905E-15	9.40205E-15	3.57316E-15	9.61807E-15	0	-9.87826E-15	-1.51995E-20	-1.35477E-14	-1.0459E-14
48.1944	1.33216E-13	6.38551E-14	2.60052E-16	6.8028E-15	9.319E-15	3.4972E-15	9.57016E-15	0	-1.01408E-14	-1.60489E-20	-1.39039E-14	-1.05377E-14
48.3611	1.2981E-13	6.22441E-14	2.48393E-16	6.69476E-15	9.24658E-15	3.42661E-15	9.52668E-15	0	-1.03929E-14	-1.6873E-20	-1.42419E-14	-1.06275E-14
48.5278	1.26795E-13	6.08185E-14	2.37486E-16	6.59235E-15	9.18189E-15	3.35975E-15	9.48585E-15	0	-1.06351E-14	-1.76684E-20	-1.45635E-14	-1.07204E-14
48.6944	1.24129E-13	5.9558E-14	2.27294E-16	6.49455E-15	9.12369E-15	3.29593E-15	9.44747E-15	0	-1.08688E-14	-1.84366E-20	-1.48706E-14	-1.0814E-14
48.8611	1.21768E-13	5.84417E-14	2.17782E-16	6.40069E-15	9.07123E-15	3.23475E-15	9.41126E-15	0	-1.10949E-14	-1.918E-20	-1.51646E-14	-1.09076E-14
48.9444	1.20689E-13	5.79315E-14	2.13271E-16	6.3551E-15	9.04694E-15	3.20504E-15	9.3938E-15	0	-1.12055E-14	-1.95423E-20	-1.53071E-14	-1.09544E-14
49.1111	7.11283E-16	5.90836E-16	2.26724E-16	9.32741E-16	0	3.41545E-16	5.549E-15	0	-2.24723E-16	-2.58334E-16	-1.90031E-15	-7.64725E-15
49.1944	3.29651E-16	4.26016E-16	2.39903E-16	6.4606E-16	4.29211E-16	1.49407E-16	5.6458E-15	0	-2.05063E-16	-3.95643E-16	-1.96307E-15	-8.00787E-15
49.3611	6.19525E-17	2.98695E-16	2.482E-16	4.08997E-16	3.67396E-16	2.7033E-17	5.94533E-15	0	-1.66256E-16	-4.18773E-16	-1.57699E-15	-9.3548E-15
49.5278	1.81496E-17	2.69957E-16	2.34948E-16	3.27726E-16	3.08838E-16	7.73029E-18	6.14858E-15	0	-1.42369E-16	-4.3139E-16	-1.2695E-15	-9.86067E-15
49.6944	1.23837E-17	2.62098E-16	2.14414E-16	2.88332E-16	2.70049E-16	5.1885E-18	6.32646E-15	0	-1.28359E-16	-4.40657E-16	-1.07383E-15	-1.02112E-14
49.8611	1.2061E-17	2.58918E-16	1.92797E-16	2.62919E-16	2.44641E-16	4.98608E-18	6.49855E-15	0	-1.26244E-16	-4.47828E-16	-9.43334E-16	-1.04937E-14
50.0278	1.23118E-17	2.56623E-16	1.72414E-16	2.44874E-16	2.25835E-16	5.05788E-18	6.62297E-15	0	-1.17533E-16	-4.53448E-16	-8.53442E-16	-1.06807E-14
50.1944	1.26292E-17	2.55491E-16	1.53973E-16	2.31939E-16	2.13012E-16	5.15645E-18	6.74236E-15	0	-1.15585E-16	-4.58003E-16	-7.90177E-16	-1.08253E-14
50.3611	1.28944E-17	2.54967E-16	1.37597E-16	2.22582E-16	2.03928E-16	5.23939E-18	6.84808E-15	0	-1.15514E-16	-4.6168E-16	-7.45013E-16	-1.09256E-14
50.5278	1.31126E-17	2.54879E-16	1.23192E-16	2.15807E-16	1.97491E-16	5.30913E-18	6.94261E-15	0	-1.16825E-16	-4.64649E-16	-7.1245E-16	-1.09908E-14
50.6944	1.32915E-17	2.55103E-16	1.1058E-16	2.10908E-16	1.92954E-16	5.36661E-18	7.02807E-15	0	-1.19177E-16	-4.67046E-16	-6.88809E-16	-1.10283E-14
50.8611	1.34421E-17	2.55552E-16	9.95643E-17	2.07381E-16	1.89799E-16	5.4151E-18	7.10615E-15	0	-1.22321E-16	-4.6898E-16	-6.71566E-16	-1.10448E-14
51.0278	1.35703E-17	2.5616E-16	8.99537E-17	2.0486E-16	1.87654E-16	5.45693E-18	7.17824E-15	0	-1.26075E-16	-4.70541E-16	-6.5895E-16	-1.10453E-14
51.1944	1.36833E-17	2.5688E-16	8.15717E-17	2.03078E-16	1.86253E-16	5.49406E-18	7.24544E-15	0	-1.30299E-16	-4.71797E-16	-6.49704E-16	-1.1034E-14
51.3611	1.37833E-17	2.57677E-16	7.42605E-17	2.01839E-16	1.85401E-16	5.52803E-18	7.30857E-15	0	-1.34889E-16	-4.72807E-16	-6.42923E-16	-1.1014E-14
51.5278	1.38757E-17	2.58525E-16	6.78814E-17	2.01003E-16	1.84958E-16	5.55935E-18	7.36831E-15	0	-1.39761E-16	-4.73611E-16	-6.37955E-16	-1.09877E-14
51.6944	1.39612E-17	2.59407E-16	6.23121E-17	2.00462E-16	1.84818E-16	5.58948E-18	7.42517E-15	0	-1.44851E-16	-4.74245E-16	-6.34322E-16	-1.09569E-14
51.8611	1.40428E-17	2.60307E-16	5.74468E-17	2.00141E-16	1.84903E-16	5.61849E-18	7.47951E-15	0	-1.50107E-16	-4.74736E-16	-6.31676E-16	-1.09231E-14
52.0278	1.41218E-17	2.61217E-16	5.31937E-17	1.99981E-16	1.85155E-16	5.64614E-18	7.53166E-15	0	-1.55491E-16	-4.75105E-16	-6.29763E-16	-1.08871E-14
52.1944	1.4198E-17	2.62129E-16	4.94731E-17	1.99943E-16	1.85536E-16	5.67342E-18	7.58184E-15	0	-1.60973E-16	-4.75367E-16	-6.28395E-16	-1.08498E-14
52.3611	1.42739E-17	2.63036E-16	4.62159E-17	1.99993E-16	1.86009E-16	5.70001E-18	7.63024E-15	0	-1.66526E-16	-4.75537E-16	-6.27433E-16	-1.08117E-14
52.5278	1.43479E-17	2.63936E-16	4.33624E-17	2.00108E-16	1.86555E-16	5.72677E-18	7.67701E-15	0	-1.72133E-16	-4.75623E-16	-6.26776E-16	-1.07731E-14
52.6944	1.44225E-17	2.64826E-16	4.08606E-17	2.00274E-16	1.87154E-16	5.75391E-18	7.72226E-15	0	-1.77777E-16	-4.75637E-16	-6.26347E-16	-1.07345E-14
52.8611	1.44975E-17	2.65704E-16	3.86655E-17	2.00476E-16	1.87793E-16	5.78121E-18	7.76609E-15	0	-1.83447E-16	-4.75583E-16	-6.26092E-16	-1.06959E-14
53.0278	0	0	3.78054E-17	0	1.78503E-16	0	7.67216E-15	-3.27043E-16	0	-4.77294E-16	0	-9.13006E-15
53.1944	1.09811E-17	2.44684E-16	6.43336E-17	1.46247E-16	1.59476E-16	4.29737E-18	7.41752E-15	-3.99576E-15	-2.24617E-16	-5.59148E-16	-4.33643E-16	-7.72287E-15
53.3611	9.42785E-18	2.96307E-16	8.0522E-17	1.18885E-16	1.79951E-16	3.55913E-18	7.60433E-15	-1.07043E-14	-3.23267E-16	-8.96116E-16	-3.10598E-16	-6.18638E-15
53.5278	8.8346E-18	3.93288E-16	8.74739E-17	1.0837E-16	2.05155E-16	3.21136E-18	7.98683E-15	-1.82246E-14	-4.18095E-16	-1.39211E-15	-2.33031E-16	-5.40319E-15
53.6944	8.608E-18	5.11815E-16	1.22568E-16	1.07958E-16	2.03736E-16	3.04201E-18	8.41621E-15	-2.54705E-14	-4.89895E-16	-1.96905E-15	-1.85988E-16	-4.98014E-15
53.8611	8.65389E-18	6.60282E-16	1.70924E-16	1.15242E-16	2.01788E-16	2.99321E-18	8.88309E-15	-3.2069E-14	-5.60368E-16	-2.68859E-15	-1.56621E-16	-4.80764E-15
54.0278	9.00873E-18	8.34374E-16	2.2901E-16	1.27949E-16	1.6019E-16	3.06065E-18	9.51229E-15	-3.79394E-14	-6.4597E-16	-3.52835E-15	-1.37213E-16	-4.76115E-15
54.1944	9.64771E-18	1.02634E-15	2.95019E-16	1.4423E-16	1.545E-16	3.22676E-18	1.01996E-14	-4.31088E-14	-7.49799E-16	-4.4558E-15	-1.23498E-16	-4.90124E-15
54.3611	1.05017E-17	1.22982E-15	3.67737E-16	1.62812E-16	1.62383E-16	3.46764E-18	1.09522E-14	-4.76399E-14	-8.67728E-16	-5.44904E-15	-1.13261E-16	-5.15162E-15
54.5278	1.15177E-17	1.44057E-15	4.46306E-16	1.82912E-16	1.77699E-16	3.76282E-18	1.17509E-14	-5.16021E-14	-9.96027E-16	-6.49316E-15	-1.05323E-16	-5.4795E-15
54.6944	1.26675E-17	1.65591E-15	5.30089E-16	2.0406E-16	1.96609E-16	4.10288E-18	1.25859E-14	-5.5061E-14	-1.13267E-15	-7.5773E-15	-9.89868E-17	-5.86533E-15
54.8611	1.39352E-17	1.87413E-15	6.18582E-16	2.25963E-16	2.17678E-16	4.48254E-18	1.34516E-14	-5.80748E-14	-1.27653E-15	-8.69264E-15	-9.38143E-17	-6.29698E-15
55.0278	1.53145E-17	2.09407E-15	7.11364E-16	2.48422E-16	2.40454E-16	4.89778E-18	1.43449E-14	-6.06945E-14	-1.42676E-15	-9.83126E-15	-8.95103E-17	-6.76594E-15
55.1944	1.68E-17	2.31488E-15	8.0807E-16	2.71302E-16	2.64745E-16	5.34797E-18	1.52628E-14	-6.2964E-14	-1.58262E-15	-1.09856E-14	-8.58729E-17	-7.2656E-15
55.3611	1.83901E-17	2.53595E-15	9.08388E-16	2.945E-16	2.90425E-16	5.83106E-18	1.6203E-14	-6.49211E-14	-1.7434E-15	-1.21481E-14	-8.27546E-17	-7.79057E-15
55.5278	2.00842E-17	2.75679E-15	1.01206E-15	3.17944E-16	3.17382E-16	6.34727E-18	1.71631E-14	-6.65984E-14	-1.90841E-15	-1.33113E-14	-8.00511E-17	-8.33619E-15
55.6944	2.18823E-17	2.97706E-15	1.11889E-15	3.41578E-16	3.45508E-16	6.89596E-18	1.81406E-14	-6.80244E-14	-2.07694E-15	-1.44676E-14	-7.76811E-17	-8.8984E-15
55.8611	2.37867E-17	3.19648E-15	1.22874E-15	3.65361E-16	3.74703E-16	7.479E-18	1.9133E-14	-6.92236E-14	-2.2483E-15	-1.56098E-14	-7.55846E-17	-9.47353E-15
56.0278	2.57978E-17	3.41487E-15	1.34155E-15	3.89262E-16	4.0486E-16	8.09467E-18	2.01377E-14	-7.02179E-14	-2.42179E-15	-1.67303E-14	-7.37143E-17	-1.00582E-14
56.1944	2.79184E-17	3.63207E-15	1.45736E-15	4.1326E-16	4.35874E-16	8.74534E-18	2.1152E-14	-7.10265E-14	-2.59671E-15	-1.78223E-14	-7.20318E-17	-1.06492E-14
56.3611	3.01486E-17	3.848E-15	1.57624E-15	4.37337E-16	4.67641E-16	9.42985E-18	2.21734E-14	-7.16663E-14	-2.77239E-15	-1.88787E-14	-7.05084E-17	-1.12438E-14
56.5278	3.24901E-17	4.0626E-15	1.69837E-15	4.61484E-16	5.0005E-16	1.01487E-17	2.31993E-14	-7.21525E-14	-2.94816E-15	-1.98932E-14	-6.91205E-17	-1.1839E-14
56.6944	3.49417E-17	4.27582E-15	1.82396E-15	4.85689E-16	5.32992E-16	1.09024E-17	2.42272E-14	-7.24993E-14	-3.12336E-15	-2.08597E-14	-6.78482E-17	-1.24325E-14
56.8611	3.75025E-17	4.48764E-15	1.95327E-15	5.09948E-16	5.66356E-16	1.169E-17	2.52547E-14	-7.27187E-14	-3.29739E-15	-2.17726E-14	-6.66761E-17	-1.30216E-14
57.0278	4.01713E-17	4.69805E-15	2.0866E-15	5.34253E-16	6.00031E-16	1.25109E-17	2.62797E-14	-7.28225E-14	-3.46965E-15	-2.26271E-14	-6.55897E-17	-1.36043E-14
57.1944	4.29424E-17	4.90704E-15	2.22425E-15	5.58598E-16	6.33907E-16	1.33635E-17	2.73002E-14	-7.28208E-14	-3.63958E-15	-2.34188E-14	-6.45798E-17	-1.41783E-14
57.3611	4.58124E-17	5.11456E-15	2.36649E-15	5.82975E-16	6.67873E-16	1.4247E-17	2.83143E-14	-7.27233E-14	-3.80667E-15	-2.41441E-14	-6.36365E-17	-1.47419E-14
57.5278	4.87728E-17	5.32057E-15	2.51357E-15	6.0737E-16	7.01821E-16	1.51586E-17	2.93201E-14	-7.25388E-14	-3.97044E-15	-2.48E-14	-6.27534E-17	-1.52931E-14
57.6944	5.18162E-17	5.52495E-15	2.66569E-15	6.31766E-16	7.35642E-16	1.60952E-17	3.03161E-14	-7.22756E-14	-4.13045E-15	-2.53844E-14	-6.19232E-17	-1.58303E-14
57.8611	5.49325E-17	5.72756E-15	2.82297E-15	6.56141E-16	7.6923E-16	1.70548E-17	3.13007E-14	-7.19412E-14	-4.2863E-15	-2.58957E-14	-6.11423E-17	-1.63521E-14
58.0278	5.8109E-17	5.92817E-15	2.98549E-15	6.8046E-16	8.02482E-16	1.80335E-17	3.2272E-14	-7.15426E-14	-4.43763E-15	-2.63332E-14	-6.04052E-17	-1.68571E-14
58.1944	6.13346E-17	6.12647E-15	3.15322E-15	7.04685E-16	8.35295E-16	1.90272E-17	3.32285E-14	-7.10864E-14	-4.58412E-15	-2.66968E-14	-5.97108E-17	-1.73439E-14
58.3611	6.45916E-17	6.32209E-15	3.32606E-15	7.28789E-16	8.67568E-16	2.00317E-17	3.41682E-14	-7.05787E-14	-4.72547E-15	-2.69871E-14	-5.90589E-17	-1.78115E-14
58.5278	6.78726E-17	6.51453E-15	3.50385E-15	7.52636E-16	8.992E-16	2.10413E-17	3.50894E-14	-7.00249E-14	-4.86137E-15	-2.72051E-14	-5.84354E-17	-1.82589E-14
58.6944	7.11544E-17	6.70321E-15	3.68635E-15	7.76227E-16	9.30092E-16	2.20522E-17	3.59896E-14	-6.94305E-14	-4.99162E-15	-2.73524E-14	-5.78528E-17	-1.86849E-14
58.8611	7.44224E-17	6.88744E-15	3.87327E-15	7.99452E-16	9.60149E-16	2.30592E-17	3.68664E-14	-6.87999E-14	-5.11597E-15	-2.74311E-14	-5.73038E-17	-1.90887E-14
59.0278	7.76589E-17	7.06646E-15	4.06429E-15	8.22217E-16	9.89273E-16	2.40563E-17	3.77173E-14	-6.81376E-14	-5.2342E-15	-2.74436E-14	-5.67895E-17	-1.94695E-14
59.0833	7.89403E-17	7.13641E-15	4.14177E-15	8.31171E-16	1.00064E-15	2.44512E-17	3.80497E-14	-6.78648E-14	-5.27973E-15	-2.74307E-14	-5.65937E-17	-1.96152E-14
59.25	2.51707E-16	7.50312E-15	3.63139E-15	1.0191E-15	2.74989E-15	8.46342E-17	6.42668E-14	-2.36658E-14	-1.12118E-14	-7.67357E-15	-1.00811E-16	-3.89651E-14
59.3333	2.07E-13	9.82E-14	2.4803E-15	2.60659E-14	1.12292E-13	1.52758E-14	6.77558E-14	-8.38886E-19	-1.72792E-13	-4.6008E-20	-1.34112E-15	-3.18078E-14
59.5	1.83038E-13	9.31746E-14	2.71454E-15	5.41465E-14	8.82953E-14	3.31132E-14	6.85723E-14	-4.18372E-18	-1.81103E-13	-2.29004E-19	-2.1968E-15	-2.35037E-14
59.6667	1.14473E-13	6.07417E-14	2.82852E-15	5.24825E-14	8.24367E-14	3.20666E-14	7.10927E-14	-6.91435E-18	-1.84906E-13	-3.81752E-19	-2.30044E-15	-1.8351E-14
59.8333	9.42321E-14	5.13146E-14	2.90884E-15	5.27832E-14	8.04895E-14	3.2236E-14	7.5055E-14	-9.29147E-18	-1.89738E-13	-5.16891E-19	-2.33385E-15	-1.80152E-14
60	9.27756E-14	5.07749E-14	2.97392E-15	5.325E-14	7.83902E-14	3.25093E-14	7.93351E-14	-1.18704E-17	-1.92845E-13	-6.64716E-19	-2.33816E-15	-1.89245E-14
60.1667	9.30127E-14	5.10129E-14	3.02831E-15	5.36002E-14	7.57384E-14	3.27122E-14	8.36722E-14	-1.47028E-17	-1.94007E-13	-8.27555E-19	-2.32292E-15	-2.0645E-14
60.3333	9.31726E-14	5.11849E-14	3.07457E-15	5.37796E-14	7.27275E-14	3.28109E-14	8.78715E-14	-1.76918E-17	-1.93481E-13	-9.98889E-19	-2.29486E-15	-2.29482E-14
60.5	9.3054E-14	5.11932E-14	3.1146E-15	5.37651E-14	6.9576E-14	3.27913E-14	9.17739E-14	-2.07288E-17	-1.91651E-13	-1.1712E-18	-2.25999E-15	-2.55953E-14
60.6389	9.27781E-14	5.10883E-14	3.13968E-15	5.36353E-14	6.73686E-14	3.27046E-14	9.42674E-14	-2.28369E-17	-1.89783E-13	-1.289E-18	-2.23398E-15	-2.75444E-14
60.8056	3.85721E-15	7.10469E-15	4.58877E-15	2.6731E-15	2.11841E-15	1.26395E-15	3.0617E-14	-5.73512E-14	-8.72617E-15	-1.96445E-14	-1.94406E-16	-1.49813E-14
60.8889	1.47962E-15	6.78497E-15	5.18468E-15	1.45477E-15	1.5631E-15	4.64065E-16	2.94059E-14	-8.04234E-14	-8.78409E-15	-3.26442E-14	-1.79919E-16	-1.40373E-14
61.0556	2.43234E-16	6.34432E-15	5.40117E-15	8.28463E-16	1.17135E-15	7.62066E-17	3.04398E-14	-8.24225E-14	-7.03892E-15	-3.32688E-14	-1.40197E-16	-1.52044E-14
61.2222	7.27909E-17	6.27021E-15	5.58341E-15	7.37669E-16	9.83852E-16	2.27348E-17	3.11806E-14	-8.26114E-14	-5.88183E-15	-3.32122E-14	-1.15005E-16	-1.58314E-14
61.3889	5.1372E-17	6.24767E-15	5.78269E-15	7.23355E-16	8.64637E-16	1.60113E-17	3.1759E-14	-8.22485E-14	-5.13288E-15	-3.28247E-14	-9.88665E-17	-1.62511E-14
61.5556	4.98413E-17	6.21915E-15	5.99257E-15	7.18986E-16	7.86755E-16	1.55261E-17	3.22272E-14	-8.15357E-14	-4.63703E-15	-3.22081E-14	-8.81625E-17	-1.65575E-14
61.7222	5.08498E-17	6.17907E-15	6.20969E-15	7.15557E-16	7.35798E-16	1.58369E-17	3.26124E-14	-8.05811E-14	-4.30419E-15	-3.14259E-14	-8.09221E-17	-1.67894E-14
61.8889	5.20985E-17	6.12742E-15	6.43218E-15	7.11726E-16	7.02643E-16	1.62244E-17	3.29263E-14	-7.94523E-14	-4.07897E-15	-3.05203E-14	-7.59879E-17	-1.69656E-14
62.0556	5.3275E-17	6.06412E-15	6.65899E-15	7.07131E-16	6.81406E-16	1.65901E-17	3.31706E-14	-7.81944E-14	-3.92532E-15	-2.95216E-14	-7.26398E-17	-1.70936E-14
62.2222	5.43208E-17	5.98881E-15	6.88952E-15	7.01547E-16	6.68068E-16	1.69148E-17	3.33423E-14	-7.68401E-14	-3.81884E-15	-2.84528E-14	-7.04104E-17	-1.71751E-14
62.3889	5.52104E-17	5.90103E-15	7.12349E-15	6.94792E-16	6.59837E-16	1.71921E-17	3.34375E-14	-7.5412E-14	-3.74277E-15	-2.73314E-14	-6.89885E-17	-1.72102E-14
62.5556	5.59249E-17	5.80035E-15	7.36078E-15	6.86724E-16	6.54729E-16	1.74145E-17	3.34525E-14	-7.39268E-14	-3.68537E-15	-2.61711E-14	-6.81631E-17	-1.71985E-14
62.7222	5.64491E-17	5.68653E-15	7.60143E-15	6.7724E-16	6.51325E-16	1.75798E-17	3.33848E-14	-7.23951E-14	-3.63838E-15	-2.49828E-14	-6.77904E-17	-1.71401E-14
62.8889	5.67731E-17	5.55943E-15	7.84561E-15	6.66277E-16	6.4861E-16	1.76838E-17	3.32331E-14	-7.0824E-14	-3.59598E-15	-2.3775E-14	-6.77729E-17	-1.70355E-14
63.0556	5.68922E-17	5.41913E-15	8.0936E-15	6.53804E-16	6.45851E-16	1.77243E-17	3.29969E-14	-6.92174E-14	-3.55404E-15	-2.25548E-14	-6.80438E-17	-1.68858E-14
63.2222	5.68024E-17	5.26585E-15	8.34582E-15	6.39819E-16	6.42526E-16	1.77007E-17	3.26768E-14	-6.75764E-14	-3.50969E-15	-2.13277E-14	-6.85607E-17	-1.66925E-14
63.3889	5.65046E-17	5.09996E-15	8.60283E-15	6.24349E-16	6.3827E-16	1.76137E-17	3.2274E-14	-6.59006E-14	-3.46096E-15	-2.00988E-14	-6.92981E-17	-1.64572E-14
63.5556	5.60027E-17	4.92201E-15	8.86536E-15	6.07442E-16	6.32829E-16	1.74639E-17	3.17907E-14	-6.41874E-14	-3.40652E-15	-1.88721E-14	-7.02432E-17	-1.61823E-14
63.7222	5.53035E-17	4.73266E-15	9.13436E-15	5.89171E-16	6.26043E-16	1.72545E-17	3.12296E-14	-6.24331E-14	-3.34555E-15	-1.76514E-14	-7.13944E-17	-1.58701E-14
63.8889	5.44148E-17	4.53273E-15	9.41106E-15	5.6963E-16	6.17818E-16	1.69867E-17	3.05941E-14	-6.06324E-14	-3.27758E-15	-1.644E-14	-7.27593E-17	-1.55234E-14
64.0556	5.33474E-17	4.32315E-15	9.69701E-15	5.48929E-16	6.08113E-16	1.66645E-17	2.98883E-14	-5.87786E-14	-3.20244E-15	-1.52411E-14	-7.43536E-17	-1.51451E-14
64.2222	5.21139E-17	4.10498E-15	9.99425E-15	5.27203E-16	5.96933E-16	1.6292E-17	2.91169E-14	-5.68637E-14	-3.12017E-15	-1.40577E-14	-7.62028E-17	-1.47387E-14
