TIME	Aqua: aOC(O)C(O)[O] + aO2 -> aOC(O)C(=O)O + aHO2	Aqua: aOC(O)C(O)(O)O[O] -> aHO2 + aOC(O)C(=O)O	Gas: O=N(=O)OC1C2OOC1(C)C([O])(O)C(=C2N(=O)=O)O -> CC(C(	Aqua: aOC(O)C(=O)O[O] -> aOC(O)C(=O)O + aHO2 + [aH2O]	Aqua: aO=C([O-])C(O)O[O] -> aHO2 + aOC(O)C(=O)[O-] + [aH	Aqua: aO=CC(O)[O] + aO2 -> aO=C(O)C=O + aHO2	other sources	Gas: O=C(O)C=O -> HO2 + HO2 + CO	Aqua: aOC(O)C(=O)[O-] + aHO -> aO=C([O-])[C](O)O + aO=C(	Gas: OH + O=C(O)C=O -> CO + HO2	Aqua: aOC(O)C(=O)[O-] + aNO3 -> aO=C([O-])[C](O)O + aO=C	other sinks
64.3889	5.07286E-17	3.87936E-15	1.03054E-14	5.04601E-16	5.84319E-16	1.58731E-17	2.8285E-14	-5.4878E-14	-3.03096E-15	-1.28929E-14	-7.83417E-17	-1.43076E-14
64.5556	4.92083E-17	3.64756E-15	1.06339E-14	4.81293E-16	5.7034E-16	1.54144E-17	2.73987E-14	-5.281E-14	-2.93515E-15	-1.17496E-14	-8.08179E-17	-1.38558E-14
64.7222	4.75709E-17	3.41091E-15	1.09843E-14	4.57468E-16	5.55096E-16	1.49203E-17	2.64645E-14	-5.06462E-14	-2.83318E-15	-1.06308E-14	-8.36963E-17	-1.33874E-14
64.8889	4.58352E-17	3.17083E-15	1.13624E-14	4.33336E-16	5.38712E-16	1.43976E-17	2.54895E-14	-4.83704E-14	-2.72558E-15	-9.5395E-15	-8.7061E-17	-1.29073E-14
65.0556	4.40233E-17	2.9288E-15	1.17764E-14	4.09133E-16	5.21339E-16	1.38531E-17	2.44818E-14	-4.59635E-14	-2.61294E-15	-8.47893E-15	-9.10269E-17	-1.24206E-14
65.2222	4.21572E-17	2.68639E-15	1.22368E-14	3.85128E-16	5.03155E-16	1.3294E-17	2.34503E-14	-4.34026E-14	-2.49592E-15	-7.45237E-15	-9.57508E-17	-1.19332E-14
65.3889	4.02635E-17	2.44524E-15	1.27584E-14	3.61633E-16	4.8437E-16	1.27298E-17	2.24056E-14	-4.06607E-14	-2.3752E-15	-6.46336E-15	-1.01452E-16	-1.14521E-14
65.5556	3.83696E-17	2.20711E-15	1.33611E-14	3.39025E-16	4.65235E-16	1.217E-17	2.13596E-14	-3.77052E-14	-2.25153E-15	-5.5158E-15	-1.08447E-16	-1.09856E-14
65.7222	3.65103E-17	1.97393E-15	1.40728E-14	3.17782E-16	4.46053E-16	1.1626E-17	2.03273E-14	-3.4498E-14	-2.12566E-15	-4.61419E-15	-1.17199E-16	-1.05445E-14
65.8889	3.47271E-17	1.74792E-15	1.49314E-14	2.98548E-16	4.27207E-16	1.11136E-17	1.93279E-14	-3.09945E-14	-1.99839E-15	-3.76396E-15	-1.2842E-16	-1.01434E-14
66.0556	3.30751E-17	1.53181E-15	1.59878E-14	2.82249E-16	4.09196E-16	1.06524E-17	1.83867E-14	-2.71451E-14	-1.87055E-15	-2.97215E-15	-1.43241E-16	-9.80337E-15
66.2222	3.16354E-17	1.32923E-15	1.73005E-14	2.70318E-16	3.92704E-16	1.02753E-17	1.7537E-14	-2.29011E-14	-1.74301E-15	-2.24837E-15	-1.63549E-16	-9.55739E-15
66.3889	3.05353E-17	1.14533E-15	1.88984E-14	2.6512E-16	3.78725E-16	1.00306E-17	1.68172E-14	-1.82299E-14	-1.61667E-15	-1.60623E-15	-1.92629E-16	-9.46034E-15
66.5556	2.99891E-17	9.87831E-16	2.05947E-14	2.70725E-16	3.68805E-16	1.00043E-17	1.62388E-14	-1.31606E-14	-1.49225E-15	-1.065E-15	-2.36421E-16	-9.60784E-15
66.7222	3.03438E-17	8.67658E-16	2.1229E-14	2.94033E-16	3.65506E-16	1.0337E-17	1.56289E-14	-7.90092E-15	-1.3687E-15	-6.49949E-16	-3.05446E-16	-1.01612E-14
66.8889	3.19894E-17	7.96112E-16	1.70795E-14	3.43845E-16	3.72577E-16	1.11975E-17	1.42659E-14	-3.12204E-15	-1.23839E-15	-3.86603E-16	-4.13766E-16	-1.13154E-14
67.0556	3.47003E-17	7.73528E-16	1.03679E-14	4.15141E-16	3.91266E-16	1.24876E-17	1.26543E-14	-3.21679E-16	-1.10325E-15	-2.73026E-16	-5.51687E-16	-1.29419E-14
67.2222	3.60409E-17	7.68162E-16	1.64126E-14	4.50191E-16	4.0016E-16	1.31295E-17	1.39157E-14	-5.34373E-23	-1.03009E-15	-2.44908E-16	-6.18986E-16	-1.37384E-14
67.3889	0	7.21236E-16	2.09939E-14	4.80824E-16	3.96091E-16	1.30236E-17	1.4739E-14	0	-1.04178E-15	-2.39963E-16	-6.41098E-16	-1.37604E-14
67.5556	3.60143E-17	7.57406E-16	2.19044E-14	4.49777E-16	3.94502E-16	1.31464E-17	1.50768E-14	0	-1.00655E-15	-2.40588E-16	-6.24554E-16	-1.37615E-14
67.7222	3.61106E-17	7.56601E-16	2.07875E-14	4.49852E-16	3.93563E-16	1.31839E-17	1.48803E-14	0	-1.00681E-15	-2.42553E-16	-6.26816E-16	-1.37954E-14
67.8889	3.62001E-17	7.5586E-16	1.88217E-14	4.49839E-16	3.92803E-16	1.32183E-17	1.45063E-14	0	-1.00783E-15	-2.44913E-16	-6.28747E-16	-1.3821E-14
68.0556	3.62787E-17	7.5502E-16	1.66305E-14	4.49695E-16	3.92115E-16	1.32478E-17	1.40857E-14	0	-1.009E-15	-2.47411E-16	-6.30238E-16	-1.38363E-14
68.2222	3.78807E-17	7.52203E-16	1.45029E-14	4.49157E-16	3.91463E-16	1.32927E-17	1.36641E-14	0	-1.01195E-15	-2.49937E-16	-6.33147E-16	-1.38409E-14
68.3889	3.64077E-17	7.52957E-16	1.25582E-14	4.49034E-16	3.9086E-16	1.32946E-17	1.33109E-14	0	-1.01105E-15	-2.52423E-16	-6.31919E-16	-1.38375E-14
68.5556	0	7.73136E-16	1.0834E-14	4.63881E-16	3.90193E-16	1.31212E-17	1.28634E-14	0	-1.00508E-15	-2.54829E-16	-6.18508E-16	-1.37994E-14
68.7222	3.65063E-17	7.50365E-16	9.33058E-15	4.47977E-16	3.89551E-16	1.33285E-17	1.27096E-14	0	-1.01213E-15	-2.57133E-16	-6.32192E-16	-1.38069E-14
68.8889	3.65467E-17	7.4888E-16	8.03157E-15	4.47337E-16	3.8878E-16	1.33425E-17	1.24731E-14	0	-1.01224E-15	-2.59321E-16	-6.31931E-16	-1.37818E-14
69.0556	3.6583E-17	7.4728E-16	6.91484E-15	4.46637E-16	3.8823E-16	1.33547E-17	1.22735E-14	0	-1.01208E-15	-2.6139E-16	-6.31466E-16	-1.37521E-14
69.2222	3.66159E-17	7.45575E-16	5.95736E-15	4.45891E-16	3.87551E-16	1.3365E-17	1.21056E-14	0	-1.01166E-15	-2.63338E-16	-6.30833E-16	-1.37178E-14
69.3889	3.66455E-17	7.43778E-16	5.13736E-15	4.45105E-16	3.8686E-16	1.33747E-17	1.19649E-14	0	-1.01102E-15	-2.6517E-16	-6.30063E-16	-1.36798E-14
69.5556	2.76409E-17	7.46303E-16	4.43525E-15	4.42254E-16	3.8616E-16	1.33375E-17	1.18258E-14	0	-1.02271E-15	-2.6689E-16	-6.3574E-16	-1.36308E-14
69.7222	3.66977E-17	7.3995E-16	3.83383E-15	4.43445E-16	3.85451E-16	1.33911E-17	1.17492E-14	0	-1.00915E-15	-2.68504E-16	-6.28222E-16	-1.35952E-14
69.8889	3.67209E-17	7.3794E-16	3.31828E-15	4.42583E-16	3.84737E-16	1.33986E-17	1.16677E-14	0	-1.00798E-15	-2.70019E-16	-6.27191E-16	-1.35494E-14
70.0556	3.67429E-17	7.35877E-16	2.87594E-15	4.41708E-16	3.84021E-16	1.34053E-17	1.16E-14	0	-1.00668E-15	-2.71439E-16	-6.2611E-16	-1.35019E-14
70.2222	3.67641E-17	7.33771E-16	2.49599E-15	4.40822E-16	3.83303E-16	1.34118E-17	1.1544E-14	0	-1.00528E-15	-2.72773E-16	-6.24991E-16	-1.34529E-14
70.3889	3.67844E-17	7.31629E-16	2.16925E-15	4.39929E-16	3.82586E-16	1.34178E-17	1.14979E-14	0	-1.0038E-15	-2.74023E-16	-6.23848E-16	-1.34027E-14
70.5556	3.68043E-17	7.29455E-16	1.88793E-15	4.39032E-16	3.8187E-16	1.34246E-17	1.14601E-14	0	-1.00224E-15	-2.75197E-16	-6.22688E-16	-1.33516E-14
70.7222	3.68242E-17	7.27257E-16	1.64542E-15	4.38135E-16	3.81158E-16	1.3431E-17	1.14291E-14	0	-1.00062E-15	-2.76298E-16	-6.2152E-16	-1.32998E-14
70.7778	3.68327E-17	7.26372E-16	1.55799E-15	4.37776E-16	3.80874E-16	1.34332E-17	1.14185E-14	0	-9.99959E-16	-2.76719E-16	-6.21052E-16	-1.32788E-14
70.9444	7.37992E-17	9.86152E-16	1.18327E-15	5.30934E-16	6.63958E-16	2.82933E-17	1.53843E-14	0	-1.89942E-15	-8.14392E-17	-8.03155E-16	-1.49567E-14
71.0278	1.50E-13	6.86E-14	9.51269E-16	8.69892E-15	2.98056E-14	4.32033E-15	2.21355E-14	0	-3.67784E-14	-3.61063E-21	-7.95247E-15	-2.69275E-14
71.1944	1.40104E-13	6.75835E-14	8.39213E-16	1.18439E-14	1.25419E-14	6.16455E-15	1.20259E-14	0	-9.95121E-15	-1.22232E-20	-1.18575E-14	-2.11474E-14
71.3611	1.47229E-13	7.08261E-14	7.84829E-16	9.09344E-15	9.01691E-15	4.43265E-15	9.94215E-15	0	-8.14422E-15	-1.50599E-20	-1.24339E-14	-1.21143E-14
71.5278	1.43428E-13	6.89971E-14	7.39139E-16	8.28057E-15	8.15457E-15	3.9226E-15	9.39232E-15	0	-8.07439E-15	-1.62244E-20	-1.28258E-14	-9.54377E-15
71.6944	1.38527E-13	6.66705E-14	6.99265E-16	7.98562E-15	7.88566E-15	3.73575E-15	9.22221E-15	0	-8.23947E-15	-1.71717E-20	-1.31826E-14	-8.8418E-15
71.8611	1.34509E-13	6.4768E-14	6.63502E-16	7.83691E-15	7.77417E-15	3.64012E-15	9.15429E-15	0	-8.44081E-15	-1.80911E-20	-1.35184E-14	-8.69073E-15
72.0278	1.31094E-13	6.31528E-14	6.30838E-16	7.73338E-15	7.71048E-15	3.57291E-15	9.11572E-15	0	-8.64412E-15	-1.89936E-20	-1.38371E-14	-8.70923E-15
72.1944	1.28076E-13	6.17254E-14	6.0065E-16	7.6455E-15	7.66382E-15	3.51576E-15	9.08644E-15	0	-8.8424E-15	-1.9877E-20	-1.4141E-14	-8.78094E-15
72.3611	1.25365E-13	6.04433E-14	5.72557E-16	7.56426E-15	7.62493E-15	3.46307E-15	9.0608E-15	0	-9.03451E-15	-2.07358E-20	-1.44315E-14	-8.86949E-15
72.5278	1.22913E-13	5.92842E-14	5.46299E-16	7.48665E-15	7.59078E-15	3.41291E-15	9.03682E-15	0	-9.22067E-15	-2.15753E-20	-1.47101E-14	-8.96294E-15
72.6944	1.2069E-13	5.82327E-14	5.21691E-16	7.41158E-15	7.56021E-15	3.36458E-15	9.01437E-15	0	-9.40138E-15	-2.23911E-20	-1.49778E-14	-9.0569E-15
72.8611	1.18667E-13	5.72759E-14	4.98592E-16	7.33851E-15	7.53261E-15	3.31771E-15	8.99285E-15	0	-9.57724E-15	-2.31836E-20	-1.52354E-14	-9.14991E-15
72.9444	1.17724E-13	5.68298E-14	4.87571E-16	7.30266E-15	7.51981E-15	3.29477E-15	8.98254E-15	0	-9.66349E-15	-2.3571E-20	-1.53608E-14	-9.19589E-15
73.1111	8.71308E-16	7.93221E-16	5.15957E-16	1.32582E-15	4.48986E-16	4.12304E-16	5.98019E-15	0	-2.2595E-16	-2.08653E-16	-2.13141E-15	-8.13217E-15
73.1944	4.16875E-16	5.98491E-16	5.44595E-16	9.84274E-16	4.65339E-16	1.84767E-16	6.05941E-15	0	-2.12164E-16	-3.24637E-16	-2.17747E-15	-9.51912E-15
73.3611	7.95743E-17	4.31888E-16	5.6476E-16	6.64812E-16	3.9364E-16	3.40239E-17	6.40076E-15	0	-1.69283E-16	-3.43671E-16	-1.73164E-15	-1.1022E-14
73.5278	2.5949E-17	3.91919E-16	5.38151E-16	5.42915E-16	3.30976E-16	1.08245E-17	6.63476E-15	0	-1.46745E-16	-3.53961E-16	-1.39922E-15	-1.16035E-14
73.6944	1.90772E-17	3.79506E-16	4.94457E-16	4.79785E-16	2.90423E-16	7.85811E-18	6.82884E-15	0	-1.34166E-16	-3.61319E-16	-1.19142E-15	-1.19968E-14
73.8611	1.87466E-17	3.73299E-16	4.47339E-16	4.38744E-16	2.63557E-16	7.64582E-18	6.98963E-15	0	-1.2756E-16	-3.66844E-16	-1.05519E-15	-1.22825E-14
74.0278	1.91669E-17	3.69641E-16	4.02133E-16	4.10297E-16	2.45368E-16	7.76352E-18	7.1243E-15	0	-1.24737E-16	-3.71129E-16	-9.63116E-16	-1.2487E-14
74.1944	1.95809E-17	3.67516E-16	3.60678E-16	3.90243E-16	2.32896E-16	7.88961E-18	7.23856E-15	0	-1.24498E-16	-3.74512E-16	-8.99568E-16	-1.26271E-14
74.3611	1.99141E-17	3.66432E-16	3.2341E-16	3.76013E-16	2.25449E-16	7.9922E-18	7.33076E-15	0	-1.26097E-16	-3.7721E-16	-8.55043E-16	-1.27108E-14
74.5278	2.01744E-17	3.66076E-16	2.90218E-16	3.6588E-16	2.18345E-16	8.07297E-18	7.42322E-15	0	-1.29034E-16	-3.79378E-16	-8.23486E-16	-1.27679E-14
74.6944	2.03816E-17	3.6623E-16	2.60786E-16	3.58641E-16	2.14287E-16	8.13699E-18	7.50016E-15	0	-1.32961E-16	-3.81133E-16	-8.00893E-16	-1.27902E-14
74.8611	2.05487E-17	3.66739E-16	2.34738E-16	3.53456E-16	2.11552E-16	8.18943E-18	7.56998E-15	0	-1.37625E-16	-3.82561E-16	-7.84567E-16	-1.27914E-14
75.0278	2.06882E-17	3.67493E-16	2.11702E-16	3.49733E-16	2.09759E-16	8.23363E-18	7.63428E-15	0	-1.42839E-16	-3.83732E-16	-7.72651E-16	-1.27771E-14
75.1944	2.08074E-17	3.68416E-16	1.91327E-16	3.4705E-16	2.08639E-16	8.27087E-18	7.69428E-15	0	-1.48465E-16	-3.84697E-16	-7.63858E-16	-1.2752E-14
75.3611	2.09116E-17	3.69449E-16	1.73298E-16	3.45111E-16	2.08001E-16	8.30456E-18	7.75089E-15	0	-1.54396E-16	-3.85496E-16	-7.57287E-16	-1.27192E-14
75.5278	2.1006E-17	3.70557E-16	1.57335E-16	3.43704E-16	2.0771E-16	8.33475E-18	7.80472E-15	0	-1.6055E-16	-3.86158E-16	-7.52301E-16	-1.26812E-14
75.6944	2.10949E-17	3.71709E-16	1.43189E-16	3.42677E-16	2.0767E-16	8.36437E-18	7.85627E-15	0	-1.66868E-16	-3.86706E-16	-7.48452E-16	-1.26396E-14
75.8611	2.11781E-17	3.72885E-16	1.30644E-16	3.41925E-16	2.07809E-16	8.39177E-18	7.90589E-15	0	-1.733E-16	-3.87159E-16	-7.45422E-16	-1.25957E-14
76.0278	2.12586E-17	3.74073E-16	1.1951E-16	3.41371E-16	2.0808E-16	8.41776E-18	7.95381E-15	0	-1.79813E-16	-3.87528E-16	-7.42984E-16	-1.25505E-14
76.1944	2.13377E-17	3.75261E-16	1.09619E-16	3.40957E-16	2.08447E-16	8.44393E-18	8.00022E-15	0	-1.86377E-16	-3.87825E-16	-7.40978E-16	-1.25045E-14
76.3611	2.14159E-17	3.76443E-16	1.00825E-16	3.4065E-16	2.08885E-16	8.47011E-18	8.04527E-15	0	-1.92971E-16	-3.88058E-16	-7.39288E-16	-1.24581E-14
76.5278	2.14942E-17	3.77615E-16	9.30015E-17	3.40416E-16	2.09373E-16	8.4965E-18	8.08905E-15	0	-1.99583E-16	-3.88232E-16	-7.37832E-16	-1.24118E-14
76.6944	2.15712E-17	3.78772E-16	8.60355E-17	3.4024E-16	2.099E-16	8.52241E-18	8.13165E-15	0	-2.06196E-16	-3.88353E-16	-7.36553E-16	-1.23657E-14
76.8611	2.16499E-17	3.79912E-16	7.98282E-17	3.40105E-16	2.10455E-16	8.54961E-18	8.17312E-15	0	-2.12802E-16	-3.88426E-16	-7.35405E-16	-1.232E-14
77.0278	2.07179E-17	3.69879E-16	7.63393E-17	3.23201E-16	2.02767E-16	8.16525E-18	8.0989E-15	-2.53103E-16	-2.19293E-16	-3.89768E-16	-6.9579E-16	-1.16747E-14
77.1944	1.68828E-17	3.47887E-16	1.30805E-16	2.55342E-16	2.07688E-16	6.56705E-18	7.84035E-15	-3.51227E-15	-2.6252E-16	-4.58061E-16	-5.32508E-16	-9.22374E-15
77.3611	1.4277E-17	4.10448E-16	1.47524E-16	2.03898E-16	2.89962E-16	5.38557E-18	8.02921E-15	-9.69041E-15	-3.84888E-16	-7.6192E-16	-3.86023E-16	-7.30578E-15
77.5278	1.29653E-17	5.35966E-16	1.36467E-16	1.7847E-16	3.63674E-16	4.72855E-18	8.44752E-15	-1.669E-14	-5.04435E-16	-1.21891E-15	-2.88596E-16	-6.1738E-15
77.6944	1.24556E-17	6.97254E-16	1.82993E-16	1.71483E-16	3.55955E-16	4.41653E-18	8.97645E-15	-2.3466E-14	-6.00445E-16	-1.77133E-15	-2.28964E-16	-5.58404E-15
77.8611	1.2585E-17	9.0476E-16	2.5047E-16	1.7818E-16	2.87883E-16	4.35929E-18	9.61827E-15	-2.96578E-14	-6.97572E-16	-2.47445E-15	-1.9188E-16	-5.3673E-15
78.0278	1.3275E-17	1.14866E-15	3.31521E-16	1.93955E-16	2.22194E-16	4.50773E-18	1.03816E-14	-3.51849E-14	-8.14116E-16	-3.2938E-15	-1.67547E-16	-5.42252E-15
78.1944	1.44088E-17	1.41649E-15	4.22625E-16	2.1543E-16	1.92622E-16	4.81174E-18	1.12476E-14	-4.0071E-14	-9.53297E-16	-4.19354E-15	-1.5047E-16	-5.66927E-15
78.3611	1.58531E-17	1.69848E-15	5.21594E-16	2.40413E-16	1.93749E-16	5.22318E-18	1.2183E-14	-4.43739E-14	-1.10992E-15	-5.1508E-15	-1.37813E-16	-6.04244E-15
78.5278	1.75244E-17	1.98816E-15	6.26993E-16	2.67596E-16	2.09951E-16	5.71172E-18	1.31649E-14	-4.81577E-14	-1.27946E-15	-6.1506E-15	-1.28066E-16	-6.50224E-15
78.6944	1.93791E-17	2.28158E-15	7.37848E-16	2.96201E-16	2.32079E-16	6.26256E-18	1.41814E-14	-5.1483E-14	-1.45941E-15	-7.18268E-15	-1.20352E-16	-7.02633E-15
78.8611	2.13946E-17	2.57629E-15	8.53467E-16	3.25753E-16	2.5698E-16	6.86617E-18	1.52257E-14	-5.44037E-14	-1.64829E-15	-8.23924E-15	-1.1411E-16	-7.60101E-15
79.0278	2.35582E-17	2.8707E-15	9.73332E-16	3.55934E-16	2.83797E-16	7.51944E-18	1.62938E-14	-5.69666E-14	-1.84501E-15	-9.31358E-15	-1.0897E-16	-8.21678E-15
79.1944	2.58617E-17	3.16373E-15	1.09705E-15	3.86535E-16	3.12244E-16	8.21633E-18	1.73827E-14	-5.92119E-14	-2.04864E-15	-1.03995E-14	-1.04673E-16	-8.86639E-15
79.3611	2.83014E-17	3.45466E-15	1.22431E-15	4.17405E-16	3.4215E-16	8.95861E-18	1.84898E-14	-6.11743E-14	-2.25828E-15	-1.14911E-14	-1.01036E-16	-9.54401E-15
79.5278	3.08745E-17	3.74299E-15	1.35492E-15	4.48442E-16	3.73381E-16	9.74351E-18	1.9613E-14	-6.28833E-14	-2.4731E-15	-1.25822E-14	-9.79261E-17	-1.02447E-14
79.6944	3.35825E-17	4.02838E-15	1.48875E-15	4.79567E-16	4.05808E-16	1.05706E-17	2.07503E-14	-6.43647E-14	-2.69229E-15	-1.36669E-14	-9.52402E-17	-1.09642E-14
79.8611	3.64256E-17	4.31061E-15	1.62575E-15	5.10729E-16	4.39317E-16	1.14397E-17	2.18996E-14	-6.56407E-14	-2.91501E-15	-1.47392E-14	-9.29032E-17	-1.16985E-14
80.0278	3.94062E-17	4.58954E-15	1.76598E-15	5.4189E-16	4.73791E-16	1.23526E-17	2.3059E-14	-6.67309E-14	-3.14047E-15	-1.57932E-14	-9.08542E-17	-1.24441E-14
80.1944	4.25229E-17	4.8651E-15	1.90956E-15	5.73019E-16	5.09114E-16	1.33087E-17	2.42265E-14	-6.76523E-14	-3.36787E-15	-1.68229E-14	-8.90449E-17	-1.31977E-14
80.3611	4.5779E-17	5.13724E-15	2.05671E-15	6.04096E-16	5.45174E-16	1.43086E-17	2.54003E-14	-6.842E-14	-3.59642E-15	-1.78225E-14	-8.74394E-17	-1.39562E-14
80.5278	4.9174E-17	5.40591E-15	2.20769E-15	6.35102E-16	5.81851E-16	1.53516E-17	2.65784E-14	-6.90476E-14	-3.82535E-15	-1.87867E-14	-8.60067E-17	-1.47166E-14
80.6944	5.2717E-17	5.67111E-15	2.36284E-15	6.66032E-16	6.19031E-16	1.64367E-17	2.77592E-14	-6.9547E-14	-4.05391E-15	-1.971E-14	-8.47142E-17	-1.54762E-14
80.8611	5.63762E-17	5.9328E-15	2.52251E-15	6.96841E-16	6.56595E-16	1.75655E-17	2.89407E-14	-6.99294E-14	-4.28138E-15	-2.05877E-14	-8.35615E-17	-1.62322E-14
81.0278	6.01783E-17	6.19096E-15	2.68709E-15	7.27545E-16	6.94428E-16	1.87342E-17	3.01214E-14	-7.02044E-14	-4.50707E-15	-2.14151E-14	-8.25112E-17	-1.69823E-14
81.1944	6.41064E-17	6.44553E-15	2.85692E-15	7.58114E-16	7.32411E-16	1.99438E-17	3.12997E-14	-7.03813E-14	-4.7303E-15	-2.21882E-14	-8.15556E-17	-1.77239E-14
81.3611	6.81539E-17	6.69644E-15	3.03234E-15	7.8853E-16	7.7043E-16	2.11893E-17	3.24739E-14	-7.04682E-14	-4.95047E-15	-2.29035E-14	-8.06836E-17	-1.8455E-14
81.5278	7.23109E-17	6.94355E-15	3.21363E-15	8.18766E-16	8.08369E-16	2.24698E-17	3.36424E-14	-7.04729E-14	-5.16697E-15	-2.35581E-14	-7.98851E-17	-1.91734E-14
81.6944	7.65674E-17	7.18673E-15	3.401E-15	8.48795E-16	8.46116E-16	2.37803E-17	3.48037E-14	-7.04022E-14	-5.37928E-15	-2.41495E-14	-7.91505E-17	-1.98772E-14
81.8611	8.09103E-17	7.42574E-15	3.59458E-15	8.78577E-16	8.83557E-16	2.51171E-17	3.59557E-14	-7.02628E-14	-5.58687E-15	-2.46759E-14	-7.84732E-17	-2.05645E-14
82.0278	8.53226E-17	7.6603E-15	3.79439E-15	9.08071E-16	9.20584E-16	2.64766E-17	3.70968E-14	-7.00607E-14	-5.78928E-15	-2.51361E-14	-7.78471E-17	-2.12337E-14
82.1944	8.97894E-17	7.89006E-15	4.00035E-15	9.37219E-16	9.57089E-16	2.78533E-17	3.82246E-14	-6.98013E-14	-5.98607E-15	-2.55295E-14	-7.72692E-17	-2.18831E-14
82.3611	9.42904E-17	8.11457E-15	4.21232E-15	9.65963E-16	9.92965E-16	2.92396E-17	3.93368E-14	-6.949E-14	-6.17683E-15	-2.58559E-14	-7.67335E-17	-2.25112E-14
82.5278	9.88072E-17	8.33332E-15	4.43002E-15	9.94227E-16	1.0281E-15	3.06313E-17	4.04307E-14	-6.91315E-14	-6.36119E-15	-2.61158E-14	-7.62381E-17	-2.31166E-14
82.6944	1.03319E-16	8.54567E-15	4.65312E-15	1.02193E-15	1.06241E-15	3.20218E-17	4.15035E-14	-6.87301E-14	-6.53878E-15	-2.63101E-14	-7.57813E-17	-2.3698E-14
82.8611	1.07803E-16	8.75093E-15	4.88121E-15	1.04897E-15	1.09577E-15	3.34038E-17	4.25518E-14	-6.829E-14	-6.70924E-15	-2.64401E-14	-7.53603E-17	-2.42539E-14
83.0278	1.12236E-16	8.94829E-15	5.11384E-15	1.07525E-15	1.12808E-15	3.47695E-17	4.35722E-14	-6.78148E-14	-6.87226E-15	-2.65076E-14	-7.49733E-17	-2.47831E-14
83.0833	1.1399E-16	9.02483E-15	5.20805E-15	1.08553E-15	1.14069E-15	3.53105E-17	4.39717E-14	-6.76156E-14	-6.93531E-15	-2.65174E-14	-7.48293E-17	-2.4987E-14
83.25	4.46799E-16	9.60619E-15	4.54576E-15	1.3404E-15	3.02413E-15	1.21002E-16	7.07376E-14	-2.23626E-14	-1.42975E-14	-6.89989E-15	-2.23398E-16	-4.64348E-14
83.3333	7.53959E-14	6.07479E-14	3.05226E-15	2.87838E-14	1.07942E-13	1.67016E-14	7.36185E-14	-1.53531E-18	-2.04279E-13	-7.94764E-20	-1.70383E-15	-2.85451E-14
83.5	1.28884E-13	6.83958E-14	3.25003E-15	5.36131E-14	7.27612E-14	3.2631E-14	6.86895E-14	-6.58928E-18	-1.6641E-13	-3.41808E-19	-2.26679E-15	-2.03185E-14
83.6667	1.01134E-13	5.52975E-14	3.35972E-15	5.2628E-14	6.81915E-14	3.20071E-14	7.16219E-14	-9.83525E-18	-1.66985E-13	-5.15752E-19	-2.30748E-15	-1.78683E-14
83.8333	9.30258E-14	5.16241E-14	3.44075E-15	5.30991E-14	6.65982E-14	3.22827E-14	7.56002E-14	-1.26439E-17	-1.69972E-13	-6.69193E-19	-2.31471E-15	-1.83078E-14
84	9.27877E-14	5.16614E-14	3.50686E-15	5.35795E-14	6.47844E-14	3.25659E-14	7.97161E-14	-1.56542E-17	-1.71557E-13	-8.35338E-19	-2.30157E-15	-1.96109E-14
84.1667	9.31127E-14	5.19382E-14	3.56184E-15	5.39263E-14	6.26297E-14	3.27685E-14	8.37974E-14	-1.88569E-17	-1.71664E-13	-1.01285E-18	-2.27427E-15	-2.15179E-14
84.3333	9.32974E-14	5.21181E-14	3.60819E-15	5.41083E-14	6.02918E-14	3.28712E-14	8.77051E-14	-2.21494E-17	-1.70577E-13	-1.19496E-18	-2.23864E-15	-2.38319E-14
84.5	9.32144E-14	5.21392E-14	3.64778E-15	5.41089E-14	5.79009E-14	3.28633E-14	9.13261E-14	-2.54386E-17	-1.6859E-13	-1.37511E-18	-2.19944E-15	-2.63688E-14
84.6389	9.29752E-14	5.20486E-14	3.67226E-15	5.39972E-14	5.62393E-14	3.27896E-14	9.36451E-14	-2.7702E-17	-1.66791E-13	-1.49719E-18	-2.17169E-15	-2.81963E-14
84.8056	4.52393E-15	8.61875E-15	5.5834E-15	3.19403E-15	2.61085E-15	1.48295E-15	3.50067E-14	-5.2028E-14	-1.00192E-14	-1.71656E-14	-2.20406E-16	-1.67883E-14
84.8889	1.75133E-15	8.2852E-15	6.32139E-15	1.77444E-15	1.78216E-15	5.49305E-16	3.407E-14	-7.43957E-14	-1.01439E-14	-2.92047E-14	-2.05146E-16	-1.61276E-14
85.0556	2.98169E-16	7.7553E-15	6.5676E-15	1.03523E-15	1.33949E-15	9.3386E-17	3.53965E-14	-7.6548E-14	-8.16208E-15	-2.99099E-14	-1.61159E-16	-1.75556E-14
85.2222	9.81418E-17	7.66217E-15	6.7776E-15	9.26498E-16	1.13116E-15	3.06398E-17	3.63336E-14	-7.69681E-14	-6.86905E-15	-2.99651E-14	-1.33486E-16	-1.83298E-14
85.3889	7.32883E-17	7.6263E-15	7.00685E-15	9.0795E-16	1.00078E-15	2.2838E-17	3.70647E-14	-7.68389E-14	-6.04947E-15	-2.97017E-14	-1.16113E-16	-1.8865E-14
85.5556	7.17577E-17	7.58215E-15	7.24778E-15	9.01387E-16	9.17994E-16	2.23524E-17	3.7657E-14	-7.63619E-14	-5.52189E-15	-2.92195E-14	-1.04884E-16	-1.92731E-14
