Time	OH(C2w)	Time	OH(C2wo)	Time	HO2(C2w)	Time	HO2(C2wo)	Time	NO3(C2w)	Time	NO3(C2wo)	Time	aOH(C2w)	Time	aOH(C2wo)	Time	aHO2(C2w)	Time	aHO2(C2wo)	Time	aNO3(C2w)	Time	aNO3(C2wo)
55.59194	942650	56.67083	1.81E+06	55.59194	1.17E+08	56.67083	2.15E+08	55.59194	8.08E+06	56.67083	9.64E+06	55.59194	1.02E-14	56.67083	2.66E-14	55.87528	3.43E-09	56.67083	2.96E-09	55.59194	5.69E-14	56.67083	5.95E-14
55.75861	1.04E+06	56.8375	1.92E+06	55.75861	1.23E+08	56.8375	2.24E+08	55.75861	7.89E+06	56.8375	9.58E+06	55.75861	1.12E-14	56.8375	2.77E-14	56.04194	3.50E-09	56.8375	3.02E-09	55.75861	5.56E-14	56.8375	5.91E-14
55.92528	1.15E+06	57.00417	2.04E+06	55.92528	1.30E+08	57.00417	2.32E+08	55.92528	7.73E+06	57.00417	9.53E+06	55.92528	1.22E-14	57.00417	2.88E-14	56.20861	3.57E-09	57.00417	3.07E-09	55.92528	5.46E-14	57.00417	5.88E-14
56.09194	1.25E+06	57.17083	2.15E+06	56.09194	1.36E+08	57.17083	2.40E+08	56.09194	7.60E+06	57.17083	9.50E+06	56.09194	1.32E-14	57.17083	2.98E-14	56.37528	3.64E-09	57.17083	3.13E-09	56.09194	5.37E-14	57.17083	5.86E-14
56.25861	1.36E+06	57.3375	2.26E+06	56.25861	1.42E+08	57.3375	2.48E+08	56.25861	7.50E+06	57.3375	9.48E+06	56.25861	1.42E-14	57.3375	3.08E-14	56.54194	3.71E-09	57.3375	3.18E-09	56.25861	5.30E-14	57.3375	5.85E-14
56.42528	1.46E+06	57.50417	2.37E+06	56.42528	1.49E+08	57.50417	2.57E+08	56.42528	7.41E+06	57.50417	9.47E+06	56.42528	1.53E-14	57.50417	3.19E-14	56.70861	3.77E-09	57.50417	3.23E-09	56.42528	5.24E-14	57.50417	5.85E-14
56.59194	1.57E+06	57.67083	2.48E+06	56.59194	1.55E+08	57.67083	2.65E+08	56.59194	7.35E+06	57.67083	9.48E+06	56.59194	1.63E-14	57.67083	3.29E-14	56.87528	3.84E-09	57.67083	3.28E-09	56.59194	5.20E-14	57.67083	5.85E-14
56.75861	1.68E+06	57.8375	2.58E+06	56.75861	1.62E+08	57.8375	2.73E+08	56.75861	7.30E+06	57.8375	9.50E+06	56.75861	1.74E-14	57.8375	3.39E-14	57.04194	3.91E-09	57.8375	3.32E-09	56.75861	5.17E-14	57.8375	5.86E-14
56.92528	1.78E+06	58.00417	2.67E+06	56.92528	1.69E+08	58.00417	2.81E+08	56.92528	7.26E+06	58.00417	9.52E+06	56.92528	1.85E-14	58.00417	3.48E-14	57.20861	3.97E-09	58.00417	3.37E-09	56.92528	5.15E-14	58.00417	5.88E-14
57.09194	1.89E+06	58.17083	2.76E+06	57.09194	1.75E+08	58.17083	2.88E+08	57.09194	7.24E+06	58.17083	9.56E+06	57.09194	1.96E-14	58.17083	3.58E-14	57.37528	4.03E-09	58.17083	3.42E-09	57.09194	5.14E-14	58.17083	5.90E-14
57.25861	1.99E+06	58.3375	2.85E+06	57.25861	1.82E+08	58.3375	2.96E+08	57.25861	7.23E+06	58.3375	9.60E+06	57.25861	2.06E-14	58.3375	3.67E-14	57.54194	4.10E-09	58.3375	3.46E-09	57.25861	5.13E-14	58.3375	5.93E-14
57.42528	2.09E+06	58.50417	2.93E+06	57.42528	1.88E+08	58.50417	3.03E+08	57.42528	7.24E+06	58.50417	9.66E+06	57.42528	2.17E-14	58.50417	3.76E-14	57.70861	4.16E-09	58.50417	3.50E-09	57.42528	5.14E-14	58.50417	5.96E-14
57.59194	2.19E+06	58.67083	3.00E+06	57.59194	1.95E+08	58.67083	3.10E+08	57.59194	7.25E+06	58.67083	9.72E+06	57.59194	2.28E-14	58.67083	3.84E-14	57.87528	4.21E-09	58.67083	3.54E-09	57.59194	5.15E-14	58.67083	6.00E-14
57.75861	2.29E+06	58.8375	3.07E+06	57.75861	2.02E+08	58.8375	3.17E+08	57.75861	7.27E+06	58.8375	9.78E+06	57.75861	2.38E-14	58.8375	3.93E-14	58.04194	4.27E-09	58.8375	3.57E-09	57.75861	5.17E-14	58.8375	6.04E-14
57.92528	2.38E+06	59.00417	3.13E+06	57.92528	2.08E+08	59.00417	3.23E+08	57.92528	7.31E+06	59.00417	9.86E+06	57.92528	2.48E-14	59.00417	4.01E-14	58.20861	4.32E-09	59.00417	3.61E-09	57.92528	5.19E-14	59.00417	6.09E-14
58.09194	2.47E+06	59.17083	3.18E+06	58.09194	2.15E+08	59.17083	3.29E+08	58.09194	7.35E+06	59.17083	9.93E+06	58.09194	2.59E-14	59.17083	4.08E-14	58.37528	4.38E-09	59.17083	3.64E-09	58.09194	5.22E-14	59.17083	6.13E-14
58.25861	2.56E+06	59.3375	3.22E+06	58.25861	2.21E+08	59.3375	3.35E+08	58.25861	7.39E+06	59.3375	1.00E+07	58.25861	2.69E-14	59.3375	4.15E-14	58.54194	4.43E-09	59.3375	3.67E-09	58.25861	5.26E-14	59.3375	6.18E-14
58.42528	2.63E+06	59.50417	3.26E+06	58.42528	2.28E+08	59.50417	3.40E+08	58.42528	7.45E+06	59.50417	1.01E+07	58.42528	2.78E-14	59.50417	4.22E-14	58.70861	4.47E-09	59.50417	3.69E-09	58.42528	5.30E-14	59.50417	6.24E-14
58.59194	2.71E+06	59.67083	3.29E+06	58.59194	2.34E+08	59.67083	3.44E+08	58.59194	7.51E+06	59.67083	1.02E+07	58.59194	2.88E-14	59.67083	4.28E-14	58.87528	4.52E-09	59.67083	3.71E-09	58.59194	5.34E-14	59.67083	6.30E-14
58.75861	2.78E+06	59.8375	3.31E+06	58.75861	2.40E+08	59.8375	3.48E+08	58.75861	7.58E+06	59.8375	1.03E+07	58.75861	2.97E-14	59.8375	4.34E-14	59.04194	4.56E-09	59.8375	3.73E-09	58.75861	5.39E-14	59.8375	6.36E-14
58.92528	2.84E+06	60.00417	3.33E+06	58.92528	2.45E+08	60.00417	3.52E+08	58.92528	7.65E+06	60.00417	1.04E+07	58.92528	3.06E-14	60.00417	4.39E-14	59.10861	4.57E-09	60.00417	3.75E-09	58.92528	5.44E-14	60.00417	6.42E-14
59.09194	2.89E+06	60.17083	3.33E+06	59.09194	2.51E+08	60.17083	3.54E+08	59.09194	7.73E+06	60.17083	1.05E+07	59.09194	3.15E-14	60.17083	4.44E-14	59.27528	5.56E-09	60.17083	3.76E-09	59.09194	5.50E-14	60.17083	6.49E-14
59.10861	2.90E+06	60.3375	3.33E+06	59.10861	2.51E+08	60.3375	3.57E+08	59.10861	7.74E+06	60.3375	1.06E+07	59.10861	3.15E-14	60.3375	4.48E-14	59.35861	6.61E-10	60.3375	3.77E-09	59.10861	5.51E-14	60.3375	6.55E-14
59.27528	2.04E+06	60.50417	3.32E+06	59.27528	1.43E+08	60.50417	3.58E+08	59.27528	5.43E+06	60.50417	1.07E+07	59.27528	6.59E-14	60.50417	4.51E-14	59.52528	8.85E-10	60.50417	3.78E-09	59.27528	7.67E-14	60.50417	6.62E-14
59.35861	279034	60.67083	3.30E+06	59.35861	4.64E+06	60.67083	3.58E+08	59.35861	4.36E+06	60.67083	1.09E+07	59.35861	9.79E-14	60.67083	4.54E-14	59.69194	1.01E-09	60.67083	3.78E-09	59.35861	9.57E-14	60.67083	6.70E-14
59.52528	281497	60.8375	3.28E+06	59.52528	5.76E+06	60.8375	3.58E+08	59.52528	4.42E+06	60.8375	1.10E+07	59.52528	8.74E-14	60.8375	4.56E-14	59.85861	1.14E-09	60.8375	3.78E-09	59.52528	9.86E-14	60.8375	6.77E-14
59.69194	282937	61.00417	3.24E+06	59.69194	6.04E+06	61.00417	3.57E+08	59.69194	4.42E+06	61.00417	1.11E+07	59.69194	8.87E-14	61.00417	4.57E-14	60.02528	1.29E-09	61.00417	3.78E-09	59.69194	9.89E-14	61.00417	6.85E-14
59.85861	284464	61.17083	3.20E+06	59.85861	6.29E+06	61.17083	3.56E+08	59.85861	4.42E+06	61.17083	1.13E+07	59.85861	9.02E-14	61.17083	4.58E-14	60.19194	1.45E-09	61.17083	3.77E-09	59.85861	9.90E-14	61.17083	6.93E-14
60.02528	285654	61.3375	3.15E+06	60.02528	6.50E+06	61.3375	3.53E+08	60.02528	4.42E+06	61.3375	1.14E+07	60.02528	9.15E-14	61.3375	4.57E-14	60.35861	1.63E-09	61.3375	3.76E-09	60.02528	9.91E-14	61.3375	7.02E-14
60.19194	286251	61.50417	3.10E+06	60.19194	6.69E+06	61.50417	3.50E+08	60.19194	4.42E+06	61.50417	1.16E+07	60.19194	9.26E-14	61.50417	4.56E-14	60.52528	1.82E-09	61.50417	3.74E-09	60.19194	9.92E-14	61.50417	7.11E-14
60.35861	286110	61.67083	3.03E+06	60.35861	6.86E+06	61.67083	3.46E+08	60.35861	4.41E+06	61.67083	1.17E+07	60.35861	9.34E-14	61.67083	4.54E-14	60.64194	1.94E-09	61.67083	3.73E-09	60.35861	9.92E-14	61.67083	7.20E-14
60.52528	285157	61.8375	2.96E+06	60.52528	6.99E+06	61.8375	3.41E+08	60.52528	4.41E+06	61.8375	1.19E+07	60.52528	9.40E-14	61.8375	4.51E-14	60.80861	3.88E-09	61.8375	3.70E-09	60.52528	9.93E-14	61.8375	7.29E-14
60.64194	283986	62.00417	2.89E+06	60.64194	7.08E+06	62.00417	3.35E+08	60.64194	4.41E+06	62.00417	1.21E+07	60.64194	9.42E-14	62.00417	4.48E-14	60.89194	3.92E-09	62.00417	3.68E-09	60.64194	9.94E-14	62.00417	7.39E-14
60.80861	2.26E+06	62.17083	2.80E+06	60.80861	1.49E+08	62.17083	3.29E+08	60.80861	6.25E+06	62.17083	1.22E+07	60.80861	2.27E-14	62.17083	4.43E-14	61.05861	4.22E-09	62.17083	3.65E-09	60.80861	5.34E-14	62.17083	7.50E-14
60.89194	2.79E+06	62.3375	2.72E+06	60.89194	2.09E+08	62.3375	3.22E+08	60.89194	7.54E+06	62.3375	1.24E+07	60.89194	2.21E-14	62.3375	4.37E-14	61.22528	4.40E-09	62.3375	3.62E-09	60.89194	5.08E-14	62.3375	7.61E-14
61.05861	2.76E+06	62.50417	2.62E+06	61.05861	2.09E+08	62.50417	3.14E+08	61.05861	7.72E+06	62.50417	1.26E+07	61.05861	2.28E-14	62.50417	4.31E-14	61.39194	4.50E-09	62.50417	3.58E-09	61.05861	5.30E-14	62.50417	7.72E-14
61.22528	2.76E+06	62.67083	2.52E+06	61.22528	2.12E+08	62.67083	3.05E+08	61.22528	7.86E+06	62.67083	1.29E+07	61.22528	2.29E-14	62.67083	4.24E-14	61.55861	4.56E-09	62.67083	3.54E-09	61.22528	5.42E-14	62.67083	7.84E-14
61.39194	2.74E+06	62.8375	2.42E+06	61.39194	2.13E+08	62.8375	2.96E+08	61.39194	8.00E+06	62.8375	1.31E+07	61.39194	2.29E-14	62.8375	4.15E-14	61.72528	4.59E-09	62.8375	3.49E-09	61.39194	5.52E-14	62.8375	7.98E-14
61.55861	2.70E+06	63.00417	2.31E+06	61.55861	2.13E+08	63.00417	2.86E+08	61.55861	8.15E+06	63.00417	1.33E+07	61.55861	2.29E-14	63.00417	4.06E-14	61.89194	4.60E-09	63.00417	3.45E-09	61.55861	5.62E-14	63.00417	8.11E-14
61.72528	2.66E+06	63.17083	2.20E+06	61.72528	2.13E+08	63.17083	2.76E+08	61.72528	8.30E+06	63.17083	1.36E+07	61.72528	2.28E-14	63.17083	3.96E-14	62.05861	4.60E-09	63.17083	3.40E-09	61.72528	5.71E-14	63.17083	8.26E-14
61.89194	2.60E+06	63.3375	2.08E+06	61.89194	2.11E+08	63.3375	2.65E+08	61.89194	8.45E+06	63.3375	1.39E+07	61.89194	2.27E-14	63.3375	3.86E-14	62.22528	4.58E-09	63.3375	3.34E-09	61.89194	5.81E-14	63.3375	8.42E-14
62.05861	2.54E+06	63.50417	1.96E+06	62.05861	2.09E+08	63.50417	2.54E+08	62.05861	8.61E+06	63.50417	1.42E+07	62.05861	2.25E-14	63.50417	3.74E-14	62.39194	4.55E-09	63.50417	3.29E-09	62.05861	5.91E-14	63.50417	8.60E-14
62.22528	2.47E+06	63.67083	1.84E+06	62.22528	2.06E+08	63.67083	2.42E+08	62.22528	8.77E+06	63.67083	1.45E+07	62.22528	2.23E-14	63.67083	3.62E-14	62.55861	4.51E-09	63.67083	3.22E-09	62.22528	6.01E-14	63.67083	8.78E-14
62.39194	2.39E+06	63.8375	1.72E+06	62.39194	2.03E+08	63.8375	2.31E+08	62.39194	8.94E+06	63.8375	1.49E+07	62.39194	2.21E-14	63.8375	3.49E-14	62.72528	4.47E-09	63.8375	3.16E-09	62.39194	6.12E-14	63.8375	8.99E-14
62.55861	2.31E+06	64.00417	1.60E+06	62.55861	1.99E+08	64.00417	2.18E+08	62.55861	9.11E+06	64.00417	1.52E+07	62.55861	2.18E-14	64.00417	3.36E-14	62.89194	4.42E-09	64.00417	3.09E-09	62.55861	6.23E-14	64.00417	9.22E-14
62.72528	2.22E+06	64.17083	1.47E+06	62.72528	1.94E+08	64.17083	2.06E+08	62.72528	9.29E+06	64.17083	1.57E+07	62.72528	2.14E-14	64.17083	3.22E-14	63.05861	4.36E-09	64.17083	3.02E-09	62.72528	6.35E-14	64.17083	9.47E-14
62.89194	2.12E+06	64.3375	1.35E+06	62.89194	1.89E+08	64.3375	1.94E+08	62.89194	9.48E+06	64.3375	1.62E+07	62.89194	2.10E-14	64.3375	3.08E-14	63.22528	4.30E-09	64.3375	2.95E-09	62.89194	6.47E-14	64.3375	9.75E-14
63.05861	2.02E+06	64.50417	1.23E+06	63.05861	1.83E+08	64.50417	1.81E+08	63.05861	9.68E+06	64.50417	1.67E+07	63.05861	2.06E-14	64.50417	2.93E-14	63.39194	4.24E-09	64.50417	2.88E-09	63.05861	6.60E-14	64.50417	1.01E-13
63.22528	1.92E+06	64.67083	1.10E+06	63.22528	1.77E+08	64.67083	1.69E+08	63.22528	9.89E+06	64.67083	1.73E+07	63.22528	2.00E-14	64.67083	2.78E-14	63.55861	4.16E-09	64.67083	2.80E-09	63.22528	6.73E-14	64.67083	1.04E-13
63.39194	1.82E+06	64.8375	986839	63.39194	1.71E+08	64.8375	1.57E+08	63.39194	1.01E+07	64.8375	1.80E+07	63.39194	1.94E-14	64.8375	2.63E-14	63.72528	4.09E-09	64.8375	2.72E-09	63.39194	6.88E-14	64.8375	1.08E-13
63.55861	1.71E+06	65.00417	872059	63.55861	1.64E+08	65.00417	1.45E+08	63.55861	1.04E+07	65.00417	1.88E+07	63.55861	1.88E-14	65.00417	2.48E-14	63.89194	4.01E-09	65.00417	2.63E-09	63.55861	7.03E-14	65.00417	1.13E-13
63.72528	1.60E+06	65.17083	761263	63.72528	1.57E+08	65.17083	1.33E+08	63.72528	1.06E+07	65.17083	1.98E+07	63.72528	1.81E-14	65.17083	2.33E-14	64.05861	3.91E-09	65.17083	2.54E-09	63.72528	7.20E-14	65.17083	1.19E-13
63.89194	1.49E+06	65.3375	655155	63.89194	1.49E+08	65.3375	1.22E+08	63.89194	1.09E+07	65.3375	2.09E+07	63.89194	1.74E-14	65.3375	2.18E-14	64.22528	3.82E-09	65.3375	2.45E-09	63.89194	7.38E-14	65.3375	1.26E-13
64.05861	1.38E+06	65.50417	554420	64.05861	1.42E+08	65.50417	1.11E+08	64.05861	1.12E+07	65.50417	2.23E+07	64.05861	1.66E-14	65.50417	2.03E-14	64.39194	3.73E-09	65.50417	2.36E-09	64.05861	7.58E-14	65.50417	1.34E-13
64.22528	1.27E+06	65.67083	459721	64.22528	1.34E+08	65.67083	1.00E+08	64.22528	1.15E+07	65.67083	2.41E+07	64.22528	1.58E-14	65.67083	1.89E-14	64.55861	3.64E-09	65.67083	2.27E-09	64.22528	7.80E-14	65.67083	1.44E-13
64.39194	1.16E+06	65.8375	371710	64.39194	1.26E+08	65.8375	8.99E+07	64.39194	1.19E+07	65.8375	2.62E+07	64.39194	1.50E-14	65.8375	1.75E-14	64.72528	3.54E-09	65.8375	2.18E-09	64.39194	8.05E-14	65.8375	1.57E-13
64.55861	1.05E+06	66.00417	291066	64.55861	1.19E+08	66.00417	8.01E+07	64.55861	1.23E+07	66.00417	2.91E+07	64.55861	1.41E-14	66.00417	1.62E-14	64.89194	3.43E-09	66.00417	2.08E-09	64.55861	8.32E-14	66.00417	1.74E-13
64.72528	946873	66.17083	218555	64.72528	1.11E+08	66.17083	7.07E+07	64.72528	1.28E+07	66.17083	3.30E+07	64.72528	1.32E-14	66.17083	1.49E-14	65.05861	3.33E-09	66.17083	1.98E-09	64.72528	8.64E-14	66.17083	1.98E-13
64.89194	843440	66.3375	155130	64.89194	1.03E+08	66.3375	6.17E+07	64.89194	1.34E+07	66.3375	3.86E+07	64.89194	1.24E-14	66.3375	1.38E-14	65.22528	3.22E-09	66.3375	1.88E-09	64.89194	9.00E-14	66.3375	2.31E-13
65.05861	743305	66.50417	102065	65.05861	9.55E+07	66.50417	5.31E+07	65.05861	1.40E+07	66.50417	4.69E+07	65.05861	1.15E-14	66.50417	1.27E-14	65.39194	3.10E-09	66.50417	1.78E-09	65.05861	9.42E-14	66.50417	2.81E-13
65.22528	647037	66.67083	61002.2	65.22528	8.81E+07	66.67083	4.46E+07	65.22528	1.48E+07	66.67083	5.99E+07	65.22528	1.06E-14	66.67083	1.19E-14	65.55861	2.99E-09	66.67083	1.66E-09	65.22528	9.91E-14	66.67083	3.59E-13
65.39194	555171	66.8375	33586.3	65.39194	8.08E+07	66.8375	3.56E+07	65.39194	1.57E+07	66.8375	8.04E+07	65.39194	9.74E-15	66.8375	1.12E-14	65.72528	2.87E-09	66.8375	1.52E-09	65.39194	1.05E-13	66.8375	4.83E-13
65.55861	468208	67.00417	19924.9	65.55861	7.39E+07	67.00417	2.51E+07	65.55861	1.68E+07	67.00417	1.09E+08	65.55861	8.90E-15	67.00417	1.06E-14	65.89194	2.75E-09	67.00417	1.34E-09	65.55861	1.12E-13	67.00417	6.54E-13
65.72528	386623	67.17083	16072.7	65.72528	6.71E+07	67.17083	1.82E+07	65.72528	1.81E+07	67.17083	1.29E+08	65.72528	8.10E-15	67.17083	1.03E-14	66.05861	2.62E-09	67.17083	1.23E-09	65.72528	1.22E-13	67.17083	7.81E-13
65.89194	310888	67.3375	15834.2	65.89194	6.07E+07	67.3375	1.74E+07	65.89194	1.99E+07	67.3375	1.30E+08	65.89194	7.33E-15	67.3375	1.02E-14	66.22528	2.50E-09	67.3375	1.20E-09	65.89194	1.33E-13	67.3375	7.88E-13
66.05861	241511	67.50417	16210.4	66.05861	5.45E+07	67.50417	1.78E+07	66.05861	2.22E+07	67.50417	1.28E+08	66.05861	6.61E-15	67.50417	1.01E-14	66.39194	2.36E-09	67.50417	1.20E-09	66.05861	1.49E-13	67.50417	7.84E-13
66.22528	179126	67.67083	16621.5	66.22528	4.85E+07	67.67083	1.83E+07	66.22528	2.55E+07	67.67083	1.27E+08	66.22528	5.95E-15	67.67083	1.01E-14	66.55861	2.23E-09	67.67083	1.21E-09	66.22528	1.71E-13	67.67083	7.79E-13
66.39194	124617	67.8375	17010	66.39194	4.28E+07	67.8375	1.86E+07	66.39194	3.02E+07	67.8375	1.26E+08	66.39194	5.37E-15	67.8375	1.00E-14	66.72528	2.08E-09	67.8375	1.22E-09	66.39194	2.02E-13	67.8375	7.75E-13
66.55861	79290.5	68.00417	17378.8	66.55861	3.73E+07	68.00417	1.89E+07	66.55861	3.73E+07	68.00417	1.25E+08	66.55861	4.87E-15	68.00417	9.99E-15	66.89194	1.88E-09	68.00417	1.23E-09	66.55861	2.50E-13	68.00417	7.71E-13
66.72528	44948.5	68.17083	17729.5	66.72528	3.19E+07	68.17083	1.92E+07	66.72528	4.84E+07	68.17083	1.23E+08	66.72528	4.50E-15	68.17083	9.93E-15	67.05861	1.65E-09	68.17083	1.24E-09	66.72528	3.25E-13	68.17083	7.67E-13
66.89194	23475.5	68.3375	18062	66.89194	2.58E+07	68.3375	1.95E+07	66.89194	6.50E+07	68.3375	1.22E+08	66.89194	4.22E-15	68.3375	9.88E-15	67.22528	1.53E-09	68.3375	1.24E-09	66.89194	4.37E-13	68.3375	7.62E-13
67.05861	14732.4	68.50417	18375.8	67.05861	1.80E+07	68.50417	1.98E+07	67.05861	8.29E+07	68.50417	1.21E+08	67.05861	3.97E-15	68.50417	9.83E-15	67.39194	1.50E-09	68.50417	1.25E-09	67.05861	5.59E-13	68.50417	7.58E-13
67.22528	13076.1	68.67083	18671.1	67.22528	1.41E+07	68.67083	2.00E+07	67.22528	8.92E+07	68.67083	1.20E+08	67.22528	3.83E-15	68.67083	9.77E-15	67.55861	1.51E-09	68.67083	1.26E-09	67.22528	6.03E-13	68.67083	7.54E-13
67.39194	13047.4	68.8375	18948.5	67.39194	1.39E+07	68.8375	2.03E+07	67.39194	8.85E+07	68.8375	1.19E+08	67.39194	3.80E-15	68.8375	9.71E-15	67.72528	1.51E-09	68.8375	1.26E-09	67.39194	6.01E-13	68.8375	7.50E-13
67.55861	13264.5	69.00417	19208.7	67.55861	1.43E+07	69.00417	2.05E+07	67.55861	8.77E+07	69.00417	1.18E+08	67.55861	3.80E-15	69.00417	9.66E-15	67.89194	1.52E-09	69.00417	1.27E-09	67.55861	5.98E-13	69.00417	7.45E-13
67.72528	13499.5	69.17083	19452.8	67.72528	1.46E+07	69.17083	2.07E+07	67.72528	8.70E+07	69.17083	1.17E+08	67.72528	3.79E-15	69.17083	9.60E-15	68.05861	1.53E-09	69.17083	1.28E-09	67.72528	5.95E-13	69.17083	7.41E-13
67.89194	13730.3	69.3375	19681.4	67.89194	1.48E+07	69.3375	2.09E+07	67.89194	8.64E+07	69.3375	1.16E+08	67.89194	3.78E-15	69.3375	9.54E-15	68.22528	1.54E-09	69.3375	1.28E-09	67.89194	5.93E-13	69.3375	7.37E-13
68.05861	13957	69.50417	19895.7	68.05861	1.51E+07	69.50417	2.11E+07	68.05861	8.57E+07	69.50417	1.15E+08	68.05861	3.77E-15	69.50417	9.48E-15	68.39194	1.54E-09	69.50417	1.29E-09	68.05861	5.90E-13	69.50417	7.33E-13
68.22528	14178.9	69.67083	20096.4	68.22528	1.53E+07	69.67083	2.12E+07	68.22528	8.50E+07	69.67083	1.14E+08	68.22528	3.76E-15	69.67083	9.42E-15	68.55861	1.55E-09	69.67083	1.29E-09	68.22528	5.87E-13	69.67083	7.29E-13
68.39194	14394.7	69.8375	20284.3	68.39194	1.55E+07	69.8375	2.14E+07	68.39194	8.43E+07	69.8375	1.13E+08	68.39194	3.75E-15	69.8375	9.36E-15	68.72528	1.56E-09	69.8375	1.30E-09	68.39194	5.85E-13	69.8375	7.25E-13
68.55861	14603.2	70.00417	20460.3	68.55861	1.57E+07	70.00417	2.16E+07	68.55861	8.36E+07	70.00417	1.12E+08	68.55861	3.73E-15	70.00417	9.29E-15	68.89194	1.56E-09	70.00417	1.30E-09	68.55861	5.82E-13	70.00417	7.21E-13
68.72528	14803.4	70.17083	20624.9	68.72528	1.59E+07	70.17083	2.17E+07	68.72528	8.30E+07	70.17083	1.11E+08	68.72528	3.72E-15	70.17083	9.23E-15	69.05861	1.57E-09	70.17083	1.30E-09	68.72528	5.79E-13	70.17083	7.17E-13
68.89194	14995.1	70.3375	20778.9	68.89194	1.61E+07	70.3375	2.18E+07	68.89194	8.23E+07	70.3375	1.10E+08	68.89194	3.71E-15	70.3375	9.17E-15	69.22528	1.57E-09	70.3375	1.31E-09	68.89194	5.77E-13	70.3375	7.14E-13
69.05861	15178.3	70.50417	20923	69.05861	1.63E+07	70.50417	2.20E+07	69.05861	8.17E+07	70.50417	1.10E+08	69.05861	3.70E-15	70.50417	9.11E-15	69.39194	1.58E-09	70.50417	1.31E-09	69.05861	5.74E-13	70.50417	7.10E-13
69.22528	15352.9	70.67083	21057.6	69.22528	1.65E+07	70.67083	2.21E+07	69.22528	8.11E+07	70.67083	1.09E+08	69.22528	3.68E-15	70.67083	9.04E-15	69.55861	1.58E-09	70.67083	1.31E-09	69.22528	5.71E-13	70.67083	7.06E-13
69.39194	15519.4	70.8375	21183.4	69.39194	1.66E+07	70.8375	2.22E+07	69.39194	8.04E+07	70.8375	1.08E+08	69.39194	3.67E-15	70.8375	8.98E-15	69.72528	1.59E-09	70.8375	1.32E-09	69.39194	5.69E-13	70.8375	7.03E-13
69.55861	15678	71.00417	21300.7	69.55861	1.68E+07	71.00417	2.23E+07	69.55861	7.98E+07	71.00417	1.07E+08	69.55861	3.66E-15	71.00417	8.92E-15	69.89194	1.59E-09	71.00417	1.32E-09	69.55861	5.66E-13	71.00417	7.00E-13
69.72528	15829	71.17083	21410.2	69.72528	1.69E+07	71.17083	2.24E+07	69.72528	7.93E+07	71.17083	1.06E+08	69.72528	3.64E-15	71.17083	8.86E-15	70.05861	1.59E-09	71.17083	1.32E-09	69.72528	5.63E-13	71.17083	6.96E-13
69.89194	15972.7	71.3375	21512.3	69.89194	1.71E+07	71.3375	2.25E+07	69.89194	7.87E+07	71.3375	1.06E+08	69.89194	3.63E-15	71.3375	8.79E-15	70.22528	1.60E-09	71.3375	1.33E-09	69.89194	5.61E-13	71.3375	6.93E-13
70.05861	16109.6	71.50417	21607.3	70.05861	1.72E+07	71.50417	2.26E+07	70.05861	7.81E+07	71.50417	1.05E+08	70.05861	3.62E-15	71.50417	8.73E-15	70.39194	1.60E-09	71.50417	1.33E-09	70.05861	5.58E-13	71.50417	6.90E-13
70.22528	16239.7	71.67083	21695.8	70.22528	1.73E+07	71.67083	2.27E+07	70.22528	7.76E+07	71.67083	1.04E+08	70.22528	3.60E-15	71.67083	8.67E-15	70.55861	1.60E-09	71.67083	1.33E-09	70.22528	5.56E-13	71.67083	6.87E-13
70.39194	16363.6	71.8375	21777.9	70.39194	1.74E+07	71.8375	2.28E+07	70.39194	7.70E+07	71.8375	1.04E+08	70.39194	3.59E-15	71.8375	8.60E-15	70.72528	1.60E-09	71.8375	1.33E-09	70.39194	5.53E-13	71.8375	6.84E-13
70.55861	16481.4	72.00417	21854.1	70.55861	1.75E+07	72.00417	2.29E+07	70.55861	7.65E+07	72.00417	1.03E+08	70.55861	3.58E-15	72.00417	8.54E-15	70.79194	1.61E-09	72.00417	1.34E-09	70.55861	5.50E-13	72.00417	6.81E-13
70.72528	16593.4	72.17083	21924.8	70.72528	1.76E+07	72.17083	2.29E+07	70.72528	7.60E+07	72.17083	1.03E+08	70.72528	3.56E-15	72.17083	8.48E-15	70.95861	1.71E-09	72.17083	1.34E-09	70.72528	5.48E-13	72.17083	6.78E-13
70.89194	16699.9	72.3375	21990.1	70.89194	1.77E+07	72.3375	2.30E+07	70.89194	7.55E+07	72.3375	1.02E+08	70.89194	3.55E-15	72.3375	8.42E-15	71.04194	4.59E-10	72.3375	1.34E-09	70.89194	5.46E-13	72.3375	6.75E-13
70.90861	16710.2	72.50417	22050.5	70.90861	1.77E+07	72.50417	2.31E+07	70.90861	7.54E+07	72.50417	1.01E+08	70.90861	3.55E-15	72.50417	8.35E-15	71.20861	4.24E-10	72.50417	1.34E-09	70.90861	5.45E-13	72.50417	6.72E-13
71.07528	13480.4	72.67083	22106.1	71.07528	9.26E+06	72.67083	2.31E+07	71.07528	3.29E+07	72.67083	1.01E+08	71.07528	6.92E-15	72.67083	8.29E-15	71.37528	4.52E-10	72.67083	1.34E-09	71.07528	4.75E-13	72.67083	6.69E-13
71.15861	6375.59	72.8375	22157.2	71.15861	2.64E+06	72.8375	2.32E+07	71.15861	2.16E+07	72.8375	1.00E+08	71.15861	4.64E-15	72.8375	8.23E-15	71.54194	4.77E-10	72.8375	1.34E-09	71.15861	4.86E-13	72.8375	6.66E-13
