Time	OH(C2w)	Time	OH(C2wo)	Time	HO2(C2w)	Time	HO2(C2wo)	Time	NO3(C2w)	Time	NO3(C2wo)	Time	aOH(C2w)	Time	aOH(C2wo)	Time	aHO2(C2w)	Time	aHO2(C2wo)	Time	aNO3(C2w)	Time	aNO3(C2wo)
71.32528	6007.51	73.00417	22204.1	71.32528	2.64E+06	73.00417	2.33E+07	71.32528	2.16E+07	73.00417	9.97E+07	71.32528	2.71E-15	73.00417	8.17E-15	71.70861	4.99E-10	73.00417	1.35E-09	71.32528	4.86E-13	73.00417	6.64E-13
71.49194	6000.15	73.17083	22246.9	71.49194	2.60E+06	73.17083	2.33E+07	71.49194	2.15E+07	73.17083	9.92E+07	71.49194	2.53E-15	73.17083	8.11E-15	71.87528	5.19E-10	73.17083	1.35E-09	71.49194	4.84E-13	73.17083	6.61E-13
71.65861	6003.81	73.3375	22285.9	71.65861	2.59E+06	73.3375	2.34E+07	71.65861	2.14E+07	73.3375	9.87E+07	71.65861	2.44E-15	73.3375	8.05E-15	72.04194	5.37E-10	73.3375	1.35E-09	71.65861	4.83E-13	73.3375	6.58E-13
71.82528	6013.59	73.50417	22321.2	71.82528	2.58E+06	73.50417	2.34E+07	71.82528	2.13E+07	73.50417	9.82E+07	71.82528	2.41E-15	73.50417	7.99E-15	72.20861	5.54E-10	73.50417	1.35E-09	71.82528	4.81E-13	73.50417	6.56E-13
71.99194	6023.38	73.67083	22353.2	71.99194	2.57E+06	73.67083	2.35E+07	71.99194	2.13E+07	73.67083	9.77E+07	71.99194	2.40E-15	73.67083	7.93E-15	72.37528	5.69E-10	73.67083	1.35E-09	71.99194	4.79E-13	73.67083	6.53E-13
72.15861	6031.04	73.8375	22381.8	72.15861	2.57E+06	73.8375	2.35E+07	72.15861	2.12E+07	73.8375	9.72E+07	72.15861	2.40E-15	73.8375	7.87E-15	72.54194	5.81E-10	73.8375	1.35E-09	72.15861	4.78E-13	73.8375	6.51E-13
72.32528	6036.5	74.00417	22407.3	72.32528	2.57E+06	74.00417	2.36E+07	72.32528	2.11E+07	74.00417	9.67E+07	72.32528	2.40E-15	74.00417	7.81E-15	72.70861	5.94E-10	74.00417	1.35E-09	72.32528	4.76E-13	74.00417	6.48E-13
72.49194	6040.22	74.17083	22429.9	72.49194	2.57E+06	74.17083	2.36E+07	72.49194	2.11E+07	74.17083	9.63E+07	72.49194	2.40E-15	74.17083	7.75E-15	72.87528	6.04E-10	74.17083	1.36E-09	72.49194	4.74E-13	74.17083	6.46E-13
72.65861	6042.71	74.3375	22449.6	72.65861	2.57E+06	74.3375	2.36E+07	72.65861	2.10E+07	74.3375	9.58E+07	72.65861	2.39E-15	74.3375	7.69E-15	72.95861	6.09E-10	74.3375	1.36E-09	72.65861	4.73E-13	74.3375	6.44E-13
72.82528	6044.38	74.50417	22466.7	72.82528	2.56E+06	74.50417	2.37E+07	72.82528	2.09E+07	74.50417	9.54E+07	72.82528	2.39E-15	74.50417	7.63E-15	73.12528	1.36E-09	74.50417	1.36E-09	72.82528	4.71E-13	74.50417	6.41E-13
72.84194	6044.52	74.67083	22481.2	72.84194	2.56E+06	74.67083	2.37E+07	72.84194	2.09E+07	74.67083	9.49E+07	72.84194	2.39E-15	74.67083	7.58E-15	73.20861	1.34E-09	74.67083	1.36E-09	72.84194	4.71E-13	74.67083	6.39E-13
73.00861	14726.6	74.8375	22493.3	73.00861	1.12E+07	74.8375	2.37E+07	73.00861	4.27E+07	74.8375	9.45E+07	73.00861	2.34E-16	74.8375	7.52E-15	73.37528	1.46E-09	74.8375	1.36E-09	73.00861	3.90E-13	74.8375	6.37E-13
73.09194	16355.2	75.00417	22503	73.09194	1.58E+07	75.00417	2.38E+07	73.09194	6.31E+07	75.00417	9.41E+07	73.09194	2.32E-16	75.00417	7.46E-15	73.54194	1.54E-09	75.00417	1.36E-09	73.09194	4.63E-13	75.00417	6.34E-13
73.25861	16459.2	75.17083	22510.6	73.25861	1.65E+07	75.17083	2.38E+07	73.25861	6.75E+07	75.17083	9.37E+07	73.25861	2.56E-16	75.17083	7.41E-15	73.70861	1.59E-09	75.17083	1.36E-09	73.25861	5.05E-13	75.17083	6.32E-13
73.42528	16613.1	75.3375	22516	73.42528	1.72E+07	75.3375	2.38E+07	73.42528	6.75E+07	75.3375	9.33E+07	73.42528	2.80E-16	75.3375	7.35E-15	73.87528	1.62E-09	75.3375	1.36E-09	73.42528	5.07E-13	75.3375	6.30E-13
73.59194	16756.5	75.50417	22519.4	73.59194	1.76E+07	75.50417	2.38E+07	73.59194	6.74E+07	75.50417	9.29E+07	73.59194	3.04E-16	75.50417	7.30E-15	74.04194	1.64E-09	75.50417	1.36E-09	73.59194	5.08E-13	75.50417	6.28E-13
73.75861	16887	75.67083	22520.9	73.75861	1.79E+07	75.67083	2.39E+07	73.75861	6.72E+07	75.67083	9.25E+07	73.75861	3.29E-16	75.67083	7.24E-15	74.20861	1.66E-09	75.67083	1.36E-09	73.75861	5.07E-13	75.67083	6.26E-13
73.92528	17008.4	75.8375	22520.5	73.92528	1.82E+07	75.8375	2.39E+07	73.92528	6.70E+07	75.8375	9.21E+07	73.92528	3.54E-16	75.8375	7.19E-15	74.37528	1.67E-09	75.8375	1.36E-09	73.92528	5.07E-13	75.8375	6.23E-13
74.09194	17122.1	76.00417	22518.4	74.09194	1.84E+07	76.00417	2.39E+07	74.09194	6.68E+07	76.00417	9.17E+07	74.09194	3.78E-16	76.00417	7.13E-15	74.54194	1.67E-09	76.00417	1.36E-09	74.09194	5.05E-13	76.00417	6.21E-13
74.25861	17228.3	76.17083	22514.6	74.25861	1.85E+07	76.17083	2.39E+07	74.25861	6.65E+07	76.17083	9.13E+07	74.25861	4.03E-16	76.17083	7.08E-15	74.70861	1.68E-09	76.17083	1.36E-09	74.25861	5.04E-13	76.17083	6.19E-13
74.42528	17326.9	76.3375	22509.1	74.42528	1.86E+07	76.3375	2.39E+07	74.42528	6.63E+07	76.3375	9.09E+07	74.42528	4.27E-16	76.3375	7.03E-15	74.87528	1.68E-09	76.3375	1.36E-09	74.42528	5.02E-13	76.3375	6.17E-13
74.59194	17418.3	76.50417	22502.2	74.59194	1.88E+07	76.50417	2.40E+07	74.59194	6.60E+07	76.50417	9.06E+07	74.59194	4.52E-16	76.50417	6.97E-15	75.04194	1.68E-09	76.50417	1.37E-09	74.59194	5.01E-13	76.50417	6.15E-13
74.75861	17502.6	76.67083	22493.7	74.75861	1.89E+07	76.67083	2.40E+07	74.75861	6.57E+07	76.67083	9.02E+07	74.75861	4.75E-16	76.67083	6.92E-15	75.20861	1.68E-09	76.67083	1.37E-09	74.75861	4.99E-13	76.67083	6.13E-13
74.92528	17580.3	76.8375	22483.9	74.92528	1.89E+07	76.8375	2.40E+07	74.92528	6.54E+07	76.8375	8.98E+07	74.92528	4.99E-16	76.8375	6.87E-15	75.37528	1.69E-09	76.8375	1.37E-09	74.92528	4.97E-13	76.8375	6.11E-13
75.09194	17651.9	77.00417	22476.1	75.09194	1.90E+07	77.00417	2.40E+07	75.09194	6.51E+07	77.00417	8.73E+07	75.09194	5.23E-16	77.00417	6.79E-15	75.54194	1.69E-09	77.00417	1.36E-09	75.09194	4.95E-13	77.00417	5.94E-13
75.25861	17717.8	77.17083	24991.5	75.25861	1.91E+07	77.17083	2.80E+07	75.25861	6.48E+07	77.17083	6.60E+07	75.25861	5.46E-16	77.17083	6.81E-15	75.70861	1.69E-09	77.17083	1.43E-09	75.25861	4.93E-13	77.17083	4.49E-13
75.42528	17778.3	77.3375	39884.1	75.42528	1.91E+07	77.3375	4.43E+07	75.42528	6.45E+07	77.3375	4.53E+07	75.42528	5.68E-16	77.3375	7.92E-15	75.87528	1.69E-09	77.3375	1.75E-09	75.42528	4.91E-13	77.3375	3.08E-13
75.59194	17833.8	77.50417	64177.3	75.59194	1.92E+07	77.50417	5.42E+07	75.59194	6.42E+07	77.50417	3.28E+07	75.59194	5.91E-16	77.50417	8.79E-15	76.04194	1.69E-09	77.50417	2.00E-09	75.59194	4.89E-13	77.50417	2.22E-13
75.75861	17884.7	77.67083	96595.7	75.75861	1.93E+07	77.67083	6.13E+07	75.75861	6.39E+07	77.67083	2.57E+07	75.75861	6.13E-16	77.67083	9.32E-15	76.20861	1.69E-09	77.67083	2.10E-09	75.75861	4.87E-13	77.67083	1.72E-13
75.92528	17931.2	77.8375	142020	75.92528	1.93E+07	77.8375	7.10E+07	75.92528	6.36E+07	77.8375	2.13E+07	75.92528	6.35E-16	77.8375	9.89E-15	76.37528	1.69E-09	77.8375	2.16E-09	75.92528	4.85E-13	77.8375	1.42E-13
76.09194	17973.7	78.00417	198190	76.09194	1.93E+07	78.00417	8.12E+07	76.09194	6.33E+07	78.00417	1.85E+07	76.09194	6.56E-16	78.00417	1.06E-14	76.54194	1.69E-09	78.00417	2.23E-09	76.09194	4.83E-13	78.00417	1.23E-13
76.25861	18012.3	78.17083	262864	76.25861	1.94E+07	78.17083	9.09E+07	76.25861	6.30E+07	78.17083	1.65E+07	76.25861	6.77E-16	78.17083	1.14E-14	76.70861	1.69E-09	78.17083	2.32E-09	76.25861	4.81E-13	78.17083	1.09E-13
76.42528	18047.4	78.3375	334668	76.42528	1.94E+07	78.3375	1.00E+08	76.42528	6.27E+07	78.3375	1.50E+07	76.42528	6.98E-16	78.3375	1.23E-14	76.87528	1.69E-09	78.3375	2.41E-09	76.42528	4.79E-13	78.3375	9.98E-14
76.59194	18079	78.50417	412685	76.59194	1.94E+07	78.50417	1.09E+08	76.59194	6.25E+07	78.50417	1.39E+07	76.59194	7.18E-16	78.50417	1.33E-14	77.04194	1.69E-09	78.50417	2.49E-09	76.59194	4.77E-13	78.50417	9.24E-14
76.75861	18107.4	78.67083	496258	76.75861	1.95E+07	78.67083	1.18E+08	76.75861	6.22E+07	78.67083	1.30E+07	76.75861	7.38E-16	78.67083	1.43E-14	77.20861	1.92E-09	78.67083	2.57E-09	76.75861	4.75E-13	78.67083	8.67E-14
76.92528	18132.8	78.8375	584869	76.92528	1.95E+07	78.8375	1.26E+08	76.92528	6.19E+07	78.8375	1.24E+07	76.92528	7.58E-16	78.8375	1.53E-14	77.37528	2.44E-09	78.8375	2.66E-09	76.92528	4.73E-13	78.8375	8.22E-14
77.09194	18664.7	79.00417	678055	77.09194	2.04E+07	79.00417	1.34E+08	77.09194	5.54E+07	79.00417	1.18E+07	77.09194	7.82E-16	79.00417	1.63E-14	77.54194	2.67E-09	79.00417	2.73E-09	77.09194	4.24E-13	79.00417	7.86E-14
77.25861	27712.7	79.17083	775368	77.25861	3.32E+07	79.17083	1.42E+08	77.25861	4.09E+07	79.17083	1.14E+07	77.25861	1.02E-15	79.17083	1.74E-14	77.70861	2.71E-09	79.17083	2.80E-09	77.25861	3.12E-13	79.17083	7.56E-14
77.42528	49336.3	79.3375	876350	77.42528	4.31E+07	79.3375	1.50E+08	77.42528	2.91E+07	79.3375	1.10E+07	77.42528	1.44E-15	79.3375	1.85E-14	77.87528	2.74E-09	79.3375	2.87E-09	77.42528	2.20E-13	79.3375	7.31E-14
77.59194	75154.5	79.50417	980530	77.59194	4.47E+07	79.50417	1.58E+08	77.59194	2.18E+07	79.50417	1.07E+07	77.59194	1.81E-15	79.50417	1.96E-14	78.04194	2.81E-09	79.50417	2.94E-09	77.59194	1.63E-13	79.50417	7.10E-14
77.75861	112988	79.67083	1.09E+06	77.75861	5.01E+07	79.67083	1.65E+08	77.75861	1.75E+07	79.67083	1.04E+07	77.75861	2.18E-15	79.67083	2.07E-14	78.20861	2.91E-09	79.67083	3.00E-09	77.75861	1.29E-13	79.67083	6.93E-14
77.92528	161144	79.8375	1.20E+06	77.92528	5.65E+07	79.8375	1.73E+08	77.92528	1.47E+07	79.8375	1.02E+07	77.92528	2.61E-15	79.8375	2.18E-14	78.37528	3.01E-09	79.8375	3.06E-09	77.92528	1.08E-13	79.8375	6.79E-14
78.09194	217015	80.00417	1.31E+06	78.09194	6.29E+07	80.00417	1.81E+08	78.09194	1.28E+07	80.00417	1.00E+07	78.09194	3.14E-15	80.00417	2.30E-14	78.54194	3.11E-09	80.00417	3.13E-09	78.09194	9.43E-14	80.00417	6.67E-14
78.25861	279102	80.17083	1.42E+06	78.25861	6.91E+07	80.17083	1.89E+08	78.25861	1.15E+07	80.17083	9.88E+06	78.25861	3.77E-15	80.17083	2.41E-14	78.70861	3.21E-09	80.17083	3.19E-09	78.25861	8.45E-14	80.17083	6.57E-14
78.42528	346416	80.3375	1.53E+06	78.42528	7.50E+07	80.3375	1.97E+08	78.42528	1.05E+07	80.3375	9.76E+06	78.42528	4.47E-15	80.3375	2.53E-14	78.87528	3.30E-09	80.3375	3.25E-09	78.42528	7.73E-14	80.3375	6.49E-14
78.59194	418337	80.50417	1.64E+06	78.59194	8.08E+07	80.50417	2.05E+08	78.59194	9.77E+06	80.50417	9.66E+06	78.59194	5.22E-15	80.50417	2.64E-14	79.04194	3.39E-09	80.50417	3.31E-09	78.59194	7.18E-14	80.50417	6.43E-14
78.75861	494466	80.67083	1.76E+06	78.75861	8.64E+07	80.67083	2.12E+08	78.75861	9.18E+06	80.67083	9.58E+06	78.75861	6.03E-15	80.67083	2.76E-14	79.20861	3.48E-09	80.67083	3.37E-09	78.75861	6.75E-14	80.67083	6.38E-14
78.92528	574500	80.8375	1.87E+06	78.92528	9.20E+07	80.8375	2.20E+08	78.92528	8.71E+06	80.8375	9.52E+06	78.92528	6.88E-15	80.8375	2.87E-14	79.37528	3.56E-09	80.8375	3.43E-09	78.92528	6.41E-14	80.8375	6.34E-14
79.09194	658163	81.00417	1.98E+06	79.09194	9.75E+07	81.00417	2.28E+08	79.09194	8.32E+06	81.00417	9.48E+06	79.09194	7.78E-15	81.00417	2.99E-14	79.54194	3.64E-09	81.00417	3.49E-09	79.09194	6.13E-14	81.00417	6.31E-14
79.25861	745170	81.17083	2.09E+06	79.25861	1.03E+08	81.17083	2.36E+08	79.25861	8.01E+06	81.17083	9.45E+06	79.25861	8.71E-15	81.17083	3.10E-14	79.70861	3.72E-09	81.17083	3.54E-09	79.25861	5.91E-14	81.17083	6.29E-14
79.42528	835211	81.3375	2.19E+06	79.42528	1.09E+08	81.3375	2.43E+08	79.42528	7.76E+06	81.3375	9.44E+06	79.42528	9.67E-15	81.3375	3.21E-14	79.87528	3.80E-09	81.3375	3.60E-09	79.42528	5.73E-14	81.3375	6.28E-14
79.59194	927954	81.50417	2.29E+06	79.59194	1.14E+08	81.50417	2.51E+08	79.59194	7.55E+06	81.50417	9.44E+06	79.59194	1.07E-14	81.50417	3.32E-14	80.04194	3.88E-09	81.50417	3.65E-09	79.59194	5.58E-14	81.50417	6.28E-14
79.75861	1.02E+06	81.67083	2.39E+06	79.75861	1.20E+08	81.67083	2.59E+08	79.75861	7.38E+06	81.67083	9.45E+06	79.75861	1.17E-14	81.67083	3.42E-14	80.20861	3.95E-09	81.67083	3.70E-09	79.75861	5.45E-14	81.67083	6.29E-14
79.92528	1.12E+06	81.8375	2.49E+06	79.92528	1.26E+08	81.8375	2.66E+08	79.92528	7.24E+06	81.8375	9.47E+06	79.92528	1.27E-14	81.8375	3.53E-14	80.37528	4.03E-09	81.8375	3.75E-09	79.92528	5.35E-14	81.8375	6.30E-14
80.09194	1.22E+06	82.00417	2.58E+06	80.09194	1.31E+08	82.00417	2.74E+08	80.09194	7.12E+06	82.00417	9.50E+06	80.09194	1.38E-14	82.00417	3.63E-14	80.54194	4.10E-09	82.00417	3.80E-09	80.09194	5.27E-14	82.00417	6.32E-14
80.25861	1.32E+06	82.17083	2.66E+06	80.25861	1.37E+08	82.17083	2.81E+08	80.25861	7.03E+06	82.17083	9.54E+06	80.25861	1.48E-14	82.17083	3.73E-14	80.70861	4.18E-09	82.17083	3.85E-09	80.25861	5.21E-14	82.17083	6.34E-14
80.42528	1.42E+06	82.3375	2.75E+06	80.42528	1.43E+08	82.3375	2.88E+08	80.42528	6.96E+06	82.3375	9.59E+06	80.42528	1.59E-14	82.3375	3.83E-14	80.87528	4.25E-09	82.3375	3.91E-09	80.42528	5.16E-14	82.3375	6.37E-14
80.59194	1.52E+06	82.50417	2.82E+06	80.59194	1.49E+08	82.50417	2.95E+08	80.59194	6.91E+06	82.50417	9.64E+06	80.59194	1.70E-14	82.50417	3.93E-14	81.04194	4.32E-09	82.50417	3.95E-09	80.59194	5.13E-14	82.50417	6.41E-14
80.75861	1.62E+06	82.67083	2.89E+06	80.75861	1.55E+08	82.67083	3.01E+08	80.75861	6.87E+06	82.67083	9.70E+06	80.75861	1.81E-14	82.67083	4.02E-14	81.20861	4.39E-09	82.67083	3.99E-09	80.75861	5.10E-14	82.67083	6.44E-14
80.92528	1.72E+06	82.8375	2.95E+06	80.92528	1.61E+08	82.8375	3.08E+08	80.92528	6.84E+06	82.8375	9.77E+06	80.92528	1.92E-14	82.8375	4.11E-14	81.37528	4.46E-09	82.8375	4.03E-09	80.92528	5.09E-14	82.8375	6.49E-14
81.09194	1.82E+06	83.00417	3.01E+06	81.09194	1.67E+08	83.00417	3.14E+08	81.09194	6.83E+06	83.00417	9.85E+06	81.09194	2.03E-14	83.00417	4.19E-14	81.54194	4.53E-09	83.00417	4.06E-09	81.09194	5.08E-14	83.00417	6.53E-14
81.25861	1.92E+06	83.17083	3.06E+06	81.25861	1.73E+08	83.17083	3.19E+08	81.25861	6.83E+06	83.17083	9.93E+06	81.25861	2.14E-14	83.17083	4.27E-14	81.70861	4.59E-09	83.17083	4.10E-09	81.25861	5.08E-14	83.17083	6.59E-14
81.42528	2.01E+06	83.3375	3.10E+06	81.42528	1.80E+08	83.3375	3.24E+08	81.42528	6.84E+06	83.3375	1.00E+07	81.42528	2.25E-14	83.3375	4.35E-14	81.87528	4.65E-09	83.3375	4.13E-09	81.42528	5.09E-14	83.3375	6.64E-14
81.59194	2.10E+06	83.50417	3.14E+06	81.59194	1.86E+08	83.50417	3.29E+08	81.59194	6.86E+06	83.50417	1.01E+07	81.59194	2.35E-14	83.50417	4.42E-14	82.04194	4.72E-09	83.50417	4.15E-09	81.59194	5.11E-14	83.50417	6.70E-14
81.75861	2.19E+06	83.67083	3.17E+06	81.75861	1.92E+08	83.67083	3.33E+08	81.75861	6.89E+06	83.67083	1.02E+07	81.75861	2.46E-14	83.67083	4.48E-14	82.20861	4.77E-09	83.67083	4.18E-09	81.75861	5.13E-14	83.67083	6.76E-14
81.92528	2.28E+06	83.8375	3.19E+06	81.92528	1.98E+08	83.8375	3.37E+08	81.92528	6.93E+06	83.8375	1.03E+07	81.92528	2.57E-14	83.8375	4.54E-14	82.37528	4.83E-09	83.8375	4.20E-09	81.92528	5.16E-14	83.8375	6.82E-14
82.09194	2.36E+06	84.00417	3.20E+06	82.09194	2.04E+08	84.00417	3.40E+08	82.09194	6.98E+06	84.00417	1.04E+07	82.09194	2.67E-14	84.00417	4.60E-14	82.54194	4.88E-09	84.00417	4.21E-09	82.09194	5.20E-14	84.00417	6.88E-14
82.25861	2.44E+06	84.17083	3.21E+06	82.25861	2.10E+08	84.17083	3.43E+08	82.25861	7.03E+06	84.17083	1.05E+07	82.25861	2.77E-14	84.17083	4.65E-14	82.70861	4.93E-09	84.17083	4.23E-09	82.25861	5.24E-14	84.17083	6.95E-14
82.42528	2.52E+06	84.3375	3.21E+06	82.42528	2.16E+08	84.3375	3.45E+08	82.42528	7.09E+06	84.3375	1.06E+07	82.42528	2.87E-14	84.3375	4.69E-14	82.87528	4.98E-09	84.3375	4.24E-09	82.42528	5.28E-14	84.3375	7.02E-14
82.59194	2.58E+06	84.50417	3.20E+06	82.59194	2.22E+08	84.50417	3.46E+08	82.59194	7.15E+06	84.50417	1.08E+07	82.59194	2.97E-14	84.50417	4.73E-14	83.04194	5.02E-09	84.50417	4.24E-09	82.59194	5.33E-14	84.50417	7.10E-14
82.75861	2.65E+06	84.67083	3.18E+06	82.75861	2.27E+08	84.67083	3.46E+08	82.75861	7.23E+06	84.67083	1.09E+07	82.75861	3.06E-14	84.67083	4.75E-14	83.10861	5.05E-09	84.67083	4.25E-09	82.75861	5.39E-14	84.67083	7.17E-14
82.92528	2.70E+06	84.8375	3.15E+06	82.92528	2.32E+08	84.8375	3.46E+08	82.92528	7.30E+06	84.8375	1.10E+07	82.92528	3.15E-14	84.8375	4.77E-14	83.27528	5.99E-09	84.8375	4.24E-09	82.92528	5.44E-14	84.8375	7.25E-14
83.09194	2.76E+06	85.00417	3.12E+06	83.09194	2.38E+08	85.00417	3.45E+08	83.09194	7.39E+06	85.00417	1.12E+07	83.09194	3.24E-14	85.00417	4.79E-14	83.35861	8.00E-10	85.00417	4.24E-09	83.09194	5.50E-14	85.00417	7.33E-14
83.10861	2.76E+06	85.17083	3.08E+06	83.10861	2.38E+08	85.17083	3.44E+08	83.10861	7.40E+06	85.17083	1.13E+07	83.10861	3.24E-14	85.17083	4.79E-14	83.52528	1.06E-09	85.17083	4.23E-09	83.10861	5.51E-14	85.17083	7.41E-14
83.27528	1.91E+06	85.3375	3.03E+06	83.27528	1.33E+08	85.3375	3.41E+08	83.27528	5.20E+06	85.3375	1.14E+07	83.27528	6.56E-14	85.3375	4.79E-14	83.69194	1.20E-09	85.3375	4.22E-09	83.27528	7.52E-14	85.3375	7.50E-14
83.35861	287108	85.50417	2.98E+06	83.35861	7.60E+06	85.50417	3.38E+08	83.35861	4.30E+06	85.50417	1.16E+07	83.35861	9.59E-14	85.50417	4.78E-14	83.85861	1.36E-09	85.50417	4.20E-09	83.35861	9.60E-14	85.50417	7.59E-14
83.52528	285502	85.67083	2.92E+06	83.52528	8.01E+06	85.67083	3.34E+08	83.52528	4.30E+06	85.67083	1.18E+07	83.52528	8.11E-14	85.67083	4.76E-14	84.02528	1.54E-09	85.67083	4.18E-09	83.52528	9.64E-14	85.67083	7.69E-14
83.69194	286501	85.8375	2.85E+06	83.69194	8.15E+06	85.8375	3.30E+08	83.69194	4.29E+06	85.8375	1.19E+07	83.69194	8.21E-14	85.8375	4.73E-14	84.19194	1.72E-09	85.8375	4.16E-09	83.69194	9.64E-14	85.8375	7.78E-14
83.85861	287701	86.00417	2.78E+06	83.85861	8.29E+06	86.00417	3.24E+08	83.85861	4.29E+06	86.00417	1.21E+07	83.85861	8.33E-14	86.00417	4.69E-14	84.35861	1.93E-09	86.00417	4.13E-09	83.85861	9.64E-14	86.00417	7.89E-14
84.02528	288619	86.17083	2.70E+06	84.02528	8.42E+06	86.17083	3.18E+08	84.02528	4.28E+06	86.17083	1.23E+07	84.02528	8.43E-14	86.17083	4.64E-14	84.52528	2.14E-09	86.17083	4.10E-09	84.02528	9.63E-14	86.17083	8.00E-14
84.19194	288993	86.3375	2.62E+06	84.19194	8.53E+06	86.3375	3.11E+08	84.19194	4.28E+06	86.3375	1.25E+07	84.19194	8.52E-14	86.3375	4.58E-14	84.64194	2.29E-09	86.3375	4.06E-09	84.19194	9.63E-14	86.3375	8.11E-14
84.35861	288672	86.50417	2.53E+06	84.35861	8.62E+06	86.50417	3.04E+08	84.35861	4.28E+06	86.50417	1.27E+07	84.35861	8.59E-14	86.50417	4.51E-14	84.80861	4.22E-09	86.50417	4.01E-09	84.35861	9.63E-14	86.50417	8.23E-14
84.52528	287576	86.67083	2.43E+06	84.52528	8.69E+06	86.67083	2.96E+08	84.52528	4.28E+06	86.67083	1.29E+07	84.52528	8.63E-14	86.67083	4.44E-14	84.89194	4.30E-09	86.67083	3.97E-09	84.52528	9.63E-14	86.67083	8.35E-14
84.64194	286325	86.8375	2.33E+06	84.64194	8.72E+06	86.8375	2.87E+08	84.64194	4.28E+06	86.8375	1.31E+07	84.64194	8.65E-14	86.8375	4.35E-14	85.05861	4.63E-09	86.8375	3.92E-09	84.64194	9.63E-14	86.8375	8.49E-14
84.80861	2.17E+06	87.00417	2.23E+06	84.80861	1.43E+08	87.00417	2.78E+08	84.80861	6.02E+06	87.00417	1.34E+07	84.80861	2.35E-14	87.00417	4.26E-14	85.22528	4.83E-09	87.00417	3.87E-09	84.80861	5.32E-14	87.00417	8.63E-14
84.89194	2.67E+06	87.17083	2.12E+06	84.89194	1.99E+08	87.17083	2.68E+08	84.89194	7.25E+06	87.17083	1.36E+07	84.89194	2.29E-14	87.17083	4.15E-14	85.39194	4.93E-09	87.17083	3.81E-09	84.89194	5.09E-14	87.17083	8.79E-14
85.05861	2.64E+06	87.3375	2.01E+06	85.05861	2.00E+08	87.3375	2.58E+08	85.05861	7.43E+06	87.3375	1.39E+07	85.05861	2.36E-14	87.3375	4.04E-14	85.55861	4.99E-09	87.3375	3.75E-09	85.05861	5.30E-14	87.3375	8.95E-14
85.22528	2.64E+06	87.50417	1.90E+06	85.22528	2.02E+08	87.50417	2.47E+08	85.22528	7.58E+06	87.50417	1.42E+07	85.22528	2.37E-14	87.50417	3.92E-14	85.72528	5.01E-09	87.50417	3.69E-09	85.22528	5.42E-14	87.50417	9.13E-14
85.39194	2.62E+06	87.67083	1.78E+06	85.39194	2.04E+08	87.67083	2.36E+08	85.39194	7.72E+06	87.67083	1.45E+07	85.39194	2.37E-14	87.67083	3.80E-14	85.89194	5.02E-09	87.67083	3.62E-09	85.39194	5.52E-14	87.67083	9.33E-14
85.55861	2.58E+06	87.8375	1.66E+06	85.55861	2.04E+08	87.8375	2.25E+08	85.55861	7.87E+06	87.8375	1.49E+07	85.55861	2.36E-14	87.8375	3.66E-14	86.05861	5.00E-09	87.8375	3.55E-09	85.55861	5.62E-14	87.8375	9.54E-14
85.72528	2.54E+06	88.00417	1.55E+06	85.72528	2.03E+08	88.00417	2.14E+08	85.72528	8.02E+06	88.00417	1.53E+07	85.72528	2.35E-14	88.00417	3.53E-14	86.22528	4.98E-09	88.00417	3.48E-09	85.72528	5.71E-14	88.00417	9.78E-14
85.89194	2.49E+06	88.17083	1.43E+06	85.89194	2.02E+08	88.17083	2.02E+08	85.89194	8.17E+06	88.17083	1.57E+07	85.89194	2.34E-14	88.17083	3.38E-14	86.39194	4.95E-09	88.17083	3.40E-09	85.89194	5.81E-14	88.17083	1.00E-13
86.05861	2.43E+06	88.3375	1.31E+06	86.05861	2.00E+08	88.3375	1.90E+08	86.05861	8.33E+06	88.3375	1.62E+07	86.05861	2.33E-14	88.3375	3.23E-14	86.55861	4.91E-09	88.3375	3.32E-09	86.05861	5.92E-14	88.3375	1.03E-13
86.22528	2.36E+06	88.50417	1.19E+06	86.22528	1.97E+08	88.50417	1.78E+08	86.22528	8.49E+06	88.50417	1.67E+07	86.22528	2.31E-14	88.50417	3.08E-14	86.72528	4.86E-09	88.50417	3.24E-09	86.22528	6.02E-14	88.50417	1.07E-13
86.39194	2.29E+06	88.67083	1.08E+06	86.39194	1.94E+08	88.67083	1.67E+08	86.39194	8.65E+06	88.67083	1.73E+07	86.39194	2.29E-14	88.67083	2.92E-14	86.89194	4.81E-09	88.67083	3.15E-09	86.39194	6.13E-14	88.67083	1.10E-13
86.55861	2.21E+06	88.8375	962756	86.55861	1.90E+08	88.8375	1.55E+08	86.55861	8.83E+06	88.8375	1.80E+07	86.55861	2.26E-14	88.8375	2.77E-14	87.05861	4.75E-09	88.8375	3.06E-09	86.55861	6.24E-14	88.8375	1.15E-13
86.72528	2.12E+06	89.00417	852066	86.72528	1.86E+08	89.00417	1.43E+08	86.72528	9.01E+06	89.00417	1.88E+07	86.72528	2.22E-14	89.00417	2.61E-14	87.22528	4.68E-09	89.00417	2.97E-09	86.72528	6.36E-14	89.00417	1.20E-13
86.89194	2.04E+06	89.17083	744958	86.89194	1.82E+08	89.17083	1.32E+08	86.89194	9.19E+06	89.17083	1.98E+07	86.89194	2.18E-14	89.17083	2.45E-14	87.39194	4.61E-09	89.17083	2.87E-09	86.89194	6.48E-14	89.17083	1.25E-13
