Time	Sulfate(C2w)	Time	Sulfate(C2wo)	Time	Nitrate(C2w)	Time	Nitrate(C2wo)	Time	Ammonium(C2w)	Time	Ammonium(C2wo)	Time	Gly(C2w)	Time	Gly(C2wo)	Time	wC2(C2w)	Time	wC2(C2wo)	Time	C2(C2w)	Time	C2(C2wo)	Time	MGly(C2w)	Time	MGly(C2wo)	Time	Pyr(C2w)	Time	Pyr(C2wo)	Time	C3(C2w)	Time	C3(C2wo)
59.04194	39.73271	59.8375	12.18747	59.04194	20.51626	59.8375	20.16198	59.04194	18.17532	59.8375	9.27137	59.04194	0.7509	59.8375	0.53608	59.04194	197.36688	59.8375	62.76448	59.04194	74.20218	59.8375	71.56051	59.04194	0.01812	59.8375	0.01089	59.04194	100.93203	59.8375	58.46778	59.04194	111.93009	59.8375	96.09886
59.10861	39.74102	60.00417	12.22564	59.10861	20.52649	60.00417	20.18319	59.10861	18.18252	60.00417	9.29036	59.10861	0.75371	60.00417	0.53714	59.10861	196.38618	60.00417	62.53783	59.10861	74.59714	60.00417	72.1978	59.10861	0.01817	60.00417	0.01092	59.10861	101.27636	60.00417	59.7388	59.10861	111.96866	60.00417	96.12602
59.27528	39.74264	60.17083	12.26391	59.27528	22.9562	60.17083	20.20471	59.27528	19.38924	60.17083	9.30955	59.27528	1.57476	60.17083	0.53794	59.27528	260.62296	60.17083	62.33277	59.27528	79.55155	60.17083	72.84566	59.27528	0.11103	60.17083	0.01094	59.27528	114.92529	60.17083	60.97857	59.27528	144.38588	60.17083	96.15564
59.35861	40.98105	60.3375	12.30235	59.35861	23.44065	60.3375	20.22648	59.35861	22.05511	60.3375	9.32893	59.35861	203.69389	60.3375	0.53849	59.35861	287.68804	60.3375	62.14872	59.35861	82.44054	60.3375	73.50372	59.35861	63.43244	60.3375	0.01096	59.35861	116.48637	60.3375	62.18213	59.35861	158.68207	60.3375	96.18792
59.52528	44.44364	60.50417	12.34083	59.52528	23.48456	60.50417	20.24849	59.52528	23.07793	60.50417	9.3485	59.52528	507.54368	60.50417	0.53878	59.52528	342.43321	60.50417	61.98578	59.52528	69.18071	60.50417	74.17129	59.52528	63.56038	60.50417	0.01097	59.52528	125.05524	60.50417	63.34477	59.52528	159.15796	60.50417	96.22307
59.69194	45.18275	60.67083	12.37936	59.69194	23.52766	60.67083	20.27057	59.69194	23.2469	60.67083	9.36815	59.69194	502.02622	60.67083	0.53883	59.69194	357.05935	60.67083	61.84348	59.69194	64.54787	60.67083	74.84767	59.69194	62.2269	60.67083	0.01098	59.69194	133.15431	60.67083	64.46159	59.69194	159.3519	60.67083	96.26046
59.85861	45.65395	60.8375	12.4178	59.85861	23.57163	60.8375	20.29283	59.85861	23.35524	60.8375	9.38786	59.85861	497.00055	60.8375	0.53865	59.85861	367.9598	60.8375	61.72156	59.85861	62.79999	60.8375	75.5325	59.85861	60.9316	60.8375	0.01098	59.85861	142.12231	60.8375	65.52861	59.85861	159.53797	60.8375	96.30019
60.02528	46.07007	61.00417	12.45605	60.02528	23.61709	61.00417	20.31515	60.02528	23.44919	61.00417	9.40765	60.02528	492.34786	61.00417	0.53824	60.02528	377.99425	61.00417	61.61932	60.02528	62.54522	61.00417	76.22476	60.02528	59.67302	61.00417	0.01098	60.02528	151.64207	61.00417	66.54152	60.02528	159.72809	61.00417	96.34249
60.19194	46.46671	61.17083	12.4942	60.19194	23.66403	61.17083	20.3376	60.19194	23.53576	61.17083	9.42748	60.19194	487.68461	61.17083	0.53762	60.19194	387.92553	61.17083	61.53587	60.19194	63.32817	61.17083	76.92348	60.19194	58.45127	61.17083	0.01097	60.19194	161.3583	61.17083	67.49668	60.19194	159.92257	61.17083	96.38692
60.35861	46.85381	61.3375	12.53211	60.35861	23.71228	61.3375	20.35992	60.35861	23.61711	61.3375	9.44732	60.35861	482.99872	61.3375	0.5368	60.35861	397.8231	61.3375	61.47098	60.35861	64.83186	61.3375	77.62793	60.35861	57.26589	61.3375	0.01095	60.35861	171.09784	61.3375	68.39098	60.35861	160.12012	61.3375	96.43432
60.52528	47.2336	61.50417	12.56979	60.52528	23.76196	61.50417	20.38237	60.52528	23.69469	61.50417	9.46717	60.52528	478.29887	61.50417	0.5358	60.52528	407.69147	61.50417	61.42428	60.52528	66.82672	61.50417	78.33677	60.52528	56.11643	61.50417	0.01093	60.52528	180.77456	61.50417	69.22095	60.52528	160.31982	61.50417	96.48344
60.64194	47.49564	61.67083	12.60712	60.64194	23.79737	61.67083	20.40481	60.64194	23.7476	61.67083	9.48694	60.64194	475.01188	61.67083	0.53461	60.64194	414.57359	61.67083	61.39435	60.64194	68.42759	61.67083	79.04958	60.64194	55.33311	61.67083	0.01091	60.64194	187.47879	61.67083	69.98397	60.64194	160.46079	61.67083	96.53512
60.80861	47.59818	61.8375	12.644	60.80861	23.33638	61.8375	20.42726	60.80861	22.84254	61.8375	9.50672	60.80861	76.76863	61.8375	0.53326	60.80861	333.5061	61.8375	61.38107	60.80861	68.48499	61.8375	79.76443	60.80861	0.0354	61.8375	0.01088	60.80861	192.6249	61.8375	70.67789	60.80861	137.22478	61.8375	96.58893
60.89194	47.60711	62.00417	12.6806	60.89194	22.79525	62.00417	20.4497	60.89194	22.60188	62.00417	9.52636	60.89194	28.11196	62.00417	0.53176	60.89194	296.92982	62.00417	61.38343	60.89194	68.42692	62.00417	80.48059	60.89194	0.01804	62.00417	0.01084	60.89194	187.38754	62.00417	71.30047	60.89194	126.20581	62.00417	96.64499
61.05861	47.63387	62.17083	12.71663	61.05861	22.44301	62.17083	20.4719	61.05861	22.1769	62.17083	9.54594	61.05861	4.28873	62.17083	0.53012	61.05861	288.54485	62.17083	61.40143	61.05861	68.83979	62.17083	81.19667	61.05861	0.01805	62.17083	0.01081	61.05861	186.41863	62.17083	71.84978	61.05861	122.54903	62.17083	96.70339
61.22528	47.65886	62.3375	12.75217	61.22528	22.13674	62.3375	20.49416	61.22528	21.8061	62.3375	9.56538	61.22528	1.22926	62.3375	0.52834	61.22528	282.7133	62.3375	61.43372	61.22528	69.26659	62.3375	81.9113	61.22528	0.01815	62.3375	0.01076	61.22528	186.38587	62.3375	72.32494	61.22528	120.40562	62.3375	96.76414
61.39194	47.68147	62.50417	12.78719	61.39194	21.86711	62.50417	20.51635	61.39194	21.49452	62.50417	9.58464	61.39194	0.83905	62.50417	0.52644	61.39194	277.6827	62.50417	61.48023	61.39194	69.73341	62.50417	82.62291	61.39194	0.01824	62.50417	0.01072	61.39194	186.23496	62.50417	72.72457	61.39194	118.95683	62.50417	96.82681
61.55861	47.70197	62.67083	12.82153	61.55861	21.64112	62.67083	20.53836	61.55861	21.2427	62.67083	9.60376	61.55861	0.79173	62.67083	0.52444	61.55861	273.19773	62.67083	61.54023	61.55861	70.26053	62.67083	83.33041	61.55861	0.01833	62.67083	0.01067	61.55861	186.01255	62.67083	73.04862	61.55861	117.96373	62.67083	96.89152
61.72528	47.7201	62.8375	12.85526	61.72528	21.46049	62.8375	20.56024	61.72528	21.04614	62.8375	9.62275	61.72528	0.78843	62.8375	0.52233	61.72528	269.12207	62.8375	61.61306	61.72528	70.85543	62.8375	84.03184	61.72528	0.01841	62.8375	0.01062	61.72528	185.74332	62.8375	73.29581	61.72528	117.28454	62.8375	96.95878
61.89194	47.73667	63.00417	12.88827	61.89194	21.32246	63.00417	20.58188	61.89194	20.898	63.00417	9.64148	61.89194	0.79075	63.00417	0.52013	61.89194	265.37029	63.00417	61.69902	61.89194	71.51617	63.00417	84.72578	61.89194	0.01849	63.00417	0.01056	61.89194	185.43812	63.00417	73.46669	61.89194	116.82763	63.00417	97.02766
62.05861	47.75183	63.17083	12.92056	62.05861	21.22195	63.17083	20.60339	62.05861	20.79036	63.17083	9.66001	62.05861	0.79369	63.17083	0.51784	62.05861	261.88561	63.17083	61.79779	62.05861	72.23611	63.17083	85.41065	62.05861	0.01856	63.17083	0.0105	62.05861	185.09726	63.17083	73.56169	62.05861	116.53104	63.17083	97.09868
62.22528	47.76552	63.3375	12.95205	62.22528	21.15226	63.3375	20.62472	62.22528	20.71512	63.3375	9.67828	62.22528	0.79654	63.3375	0.51548	62.22528	258.62587	63.3375	61.90869	62.22528	73.00506	63.3375	86.08464	62.22528	0.01863	63.3375	0.01044	62.22528	184.71993	63.3375	73.58072	62.22528	116.35059	63.3375	97.17183
62.39194	47.77832	63.50417	12.98283	62.39194	21.10721	63.50417	20.64592	62.39194	20.66508	63.50417	9.69629	62.39194	0.79917	63.50417	0.51306	62.39194	255.55939	63.50417	62.032	62.39194	73.81196	63.50417	86.74654	62.39194	0.01868	63.50417	0.01038	62.39194	184.30126	63.50417	73.52493	62.39194	116.2551	63.50417	97.24682
62.55861	47.79066	63.67083	13.0127	62.55861	21.08111	63.67083	20.66681	62.55861	20.63448	63.67083	9.71397	62.55861	0.80149	63.67083	0.51057	62.55861	252.66518	63.67083	62.16822	62.55861	74.64726	63.67083	87.39466	62.55861	0.01871	63.67083	0.01031	62.55861	183.83536	63.67083	73.39474	62.55861	116.22075	63.67083	97.32373
62.72528	47.80215	63.8375	13.04177	62.72528	21.0693	63.8375	20.68738	62.72528	20.6181	63.8375	9.73139	62.72528	0.80345	63.8375	0.50804	62.72528	249.92482	63.8375	62.31724	62.72528	75.50074	63.8375	88.0267	62.72528	0.01874	63.8375	0.01024	62.72528	183.31924	63.8375	73.19168	62.72528	116.23159	63.8375	97.40175
62.89194	47.81331	64.00417	13.06996	62.89194	21.06808	64.00417	20.70784	62.89194	20.6127	64.00417	9.74855	62.89194	0.80502	64.00417	0.50548	62.89194	247.32476	64.00417	62.48018	62.89194	76.36511	64.00417	88.64174	62.89194	0.01875	64.00417	0.01017	62.89194	182.74901	64.00417	72.91737	62.89194	116.27448	64.00417	97.48243
63.05861	47.82427	64.17083	13.09718	63.05861	21.07442	64.17083	20.72786	63.05861	20.61486	64.17083	9.76531	63.05861	0.80617	64.17083	0.50289	63.05861	244.85721	64.17083	62.65735	63.05861	77.23285	64.17083	89.2374	63.05861	0.01875	64.17083	0.0101	63.05861	182.12169	64.17083	72.57296	63.05861	116.34098	64.17083	97.56369
63.22528	47.835	64.3375	13.12344	63.22528	21.0862	64.3375	20.74776	63.22528	20.62296	64.3375	9.78169	63.22528	0.80691	64.3375	0.50028	63.22528	242.51138	64.3375	62.85015	63.22528	78.09827	64.3375	89.81214	63.22528	0.01873	64.3375	0.01003	63.22528	181.43498	64.3375	72.16066	63.22528	116.42396	64.3375	97.64711
63.39194	47.84508	64.50417	13.14879	63.39194	21.10163	64.50417	20.76709	63.39194	20.63502	64.50417	9.79772	63.39194	0.80722	64.50417	0.49767	63.39194	240.28623	64.50417	63.06009	63.39194	78.95547	64.50417	90.36459	63.39194	0.0187	64.50417	0.00995	63.39194	180.68736	64.50417	71.6822	63.39194	116.51892	64.50417	97.73162
63.55861	47.85504	64.67083	13.17324	63.55861	21.11966	64.67083	20.78637	63.55861	20.64978	64.67083	9.81344	63.55861	0.80713	64.67083	0.49507	63.55861	238.17445	64.67083	63.28891	63.55861	79.80036	64.67083	90.89292	63.55861	0.01866	64.67083	0.00988	63.55861	179.87776	64.67083	71.13992	63.55861	116.62231	64.67083	97.81705
63.72528	47.8651	64.8375	13.19663	63.72528	21.13936	64.8375	20.80521	63.72528	20.66688	64.8375	9.8287	63.72528	0.80665	64.8375	0.49249	63.72528	236.17513	64.8375	63.53861	63.72528	80.62839	64.8375	91.39467	63.72528	0.0186	64.8375	0.0098	63.72528	179.00642	64.8375	70.53605	63.72528	116.73117	64.8375	97.90328
63.89194	47.87462	65.00417	13.21911	63.89194	21.16024	65.00417	20.8238	63.89194	20.68542	65.00417	9.84362	63.89194	0.8058	65.00417	0.48997	63.89194	234.28545	65.00417	63.81296	63.89194	81.43675	65.00417	91.86872	63.89194	0.01854	65.00417	0.00973	63.89194	178.07374	65.00417	69.87365	63.89194	116.84345	65.00417	97.99011
64.05861	47.88399	65.17083	13.24062	64.05861	21.18148	65.17083	20.84221	64.05861	20.70504	65.17083	9.8581	64.05861	0.80462	65.17083	0.48751	64.05861	232.50368	65.17083	64.11488	64.05861	82.22157	65.17083	92.31326	64.05861	0.01846	65.17083	0.00966	64.05861	177.08038	65.17083	69.155	64.05861	116.95834	65.17083	98.07755
64.22528	47.89303	65.3375	13.26104	64.22528	21.20322	65.3375	20.86037	64.22528	20.7252	65.3375	9.87224	64.22528	0.80312	65.3375	0.48515	64.22528	230.82945	65.3375	64.44909	64.22528	82.98018	65.3375	92.72488	64.22528	0.01837	65.3375	0.00958	64.22528	176.02712	65.3375	68.38407	64.22528	117.07421	65.3375	98.16477
64.39194	47.90205	65.50417	13.28065	64.39194	21.2249	65.50417	20.8784	64.39194	20.74572	65.50417	9.886	64.39194	0.80134	65.50417	0.48291	64.39194	229.26526	65.50417	64.8215	64.39194	83.70977	65.50417	93.10213	64.39194	0.01828	65.50417	0.00952	64.39194	174.91632	65.50417	67.56424	64.39194	117.19055	65.50417	98.25158
64.55861	47.91076	65.67083	13.29926	64.55861	21.24651	65.67083	20.89644	64.55861	20.7666	65.67083	9.89935	64.55861	0.79931	65.67083	0.48084	64.55861	227.80964	65.67083	65.23939	64.55861	84.40779	65.67083	93.44142	64.55861	0.01818	65.67083	0.00945	64.55861	173.75009	65.67083	66.69972	64.55861	117.30603	65.67083	98.33705
64.72528	47.91917	65.8375	13.31701	64.72528	21.268	65.8375	20.91478	64.72528	20.78766	65.8375	9.91246	64.72528	0.79708	65.8375	0.47899	64.72528	226.46518	65.8375	65.71161	64.72528	85.07216	65.8375	93.73995	64.72528	0.01808	65.8375	0.00939	64.72528	172.53029	65.8375	65.7951	64.72528	117.42084	65.8375	98.42067
64.89194	47.92728	66.00417	13.33383	64.89194	21.28918	66.00417	20.93375	64.89194	20.80872	66.00417	9.92529	64.89194	0.7947	66.00417	0.47739	64.89194	225.23317	66.00417	66.24943	64.89194	85.70122	66.00417	93.99231	64.89194	0.01797	66.00417	0.00934	64.89194	171.26023	66.00417	64.85594	64.89194	117.5345	66.00417	98.50154
65.05861	47.935	66.17083	13.34978	65.05861	21.31036	66.17083	20.95371	65.05861	20.8296	66.17083	9.938	65.05861	0.79221	66.17083	0.47613	65.05861	224.11932	66.17083	66.86773	65.05861	86.2918	66.17083	94.19364	65.05861	0.01785	66.17083	0.0093	65.05861	169.94343	66.17083	63.88856	65.05861	117.64657	66.17083	98.57761
65.22528	47.94271	66.3375	13.36502	65.22528	21.33136	66.3375	20.97559	65.22528	20.85066	66.3375	9.95076	65.22528	0.78966	66.3375	0.47528	65.22528	223.12722	66.3375	67.58312	65.22528	86.84304	66.3375	94.33524	65.22528	0.01774	66.3375	0.00927	65.22528	168.58394	66.3375	62.89968	65.22528	117.75656	66.3375	98.64675
65.39194	47.94995	66.50417	13.37955	65.39194	21.35229	66.50417	21.00039	65.39194	20.87136	66.50417	9.96367	65.39194	0.78712	66.50417	0.47492	65.39194	222.2625	66.50417	68.41157	65.39194	87.35264	66.50417	94.40605	65.39194	0.01763	66.50417	0.00925	65.39194	167.18588	66.50417	61.89543	65.39194	117.86446	66.50417	98.7055
65.55861	47.9569	66.67083	13.39351	65.55861	21.37334	66.67083	21.03015	65.55861	20.89206	66.67083	9.97722	65.55861	0.78466	66.67083	0.47516	65.55861	221.53437	66.67083	69.35238	65.55861	87.81877	66.67083	94.39159	65.55861	0.01752	66.67083	0.00925	65.55861	165.75423	66.67083	60.87612	65.55861	117.96998	66.67083	98.7456
65.72528	47.96356	66.8375	13.40711	65.72528	21.39496	66.8375	21.06854	65.72528	20.91258	66.8375	9.99202	65.72528	0.78236	66.8375	0.47602	65.72528	220.95268	66.8375	70.33216	65.72528	88.23911	66.8375	94.26461	65.72528	0.01741	66.8375	0.00927	65.72528	164.29548	66.8375	59.81657	65.72528	118.07321	66.8375	98.75697
65.89194	47.97015	67.00417	13.42033	65.89194	21.41738	67.00417	21.12088	65.89194	20.9331	67.00417	10.00917	65.89194	0.78032	67.00417	0.47746	65.89194	220.53208	67.00417	71.14013	65.89194	88.61191	67.00417	93.97116	65.89194	0.01732	67.00417	0.00932	65.89194	162.81705	67.00417	58.64529	65.89194	118.17376	67.00417	98.72282
66.05861	47.97617	67.17083	13.43346	66.05861	21.44117	67.17083	21.19228	66.05861	20.95362	67.17083	10.0298	66.05861	0.77864	67.17083	0.47934	66.05861	220.28704	67.17083	71.84773	66.05861	88.93374	67.17083	93.46156	66.05861	0.01724	67.17083	0.00937	66.05861	161.32587	67.17083	57.39103	66.05861	118.27184	67.17083	98.63941
66.22528	47.98213	67.3375	13.44652	66.22528	21.46712	67.3375	21.27743	66.22528	20.97396	67.3375	10.05442	66.22528	0.77746	67.3375	0.48158	66.22528	220.2406	67.3375	72.86585	66.22528	89.20289	67.3375	92.86389	66.22528	0.01717	67.3375	0.00943	66.22528	159.83199	67.3375	56.23548	66.22528	118.36664	67.3375	98.56698
66.39194	47.98784	67.50417	13.45955	66.39194	21.49662	67.50417	21.3686	66.39194	20.99466	67.50417	10.08193	66.39194	0.77692	67.50417	0.48402	66.39194	220.4166	67.50417	74.06027	66.39194	89.41636	67.50417	92.29254	66.39194	0.01713	67.50417	0.0095	66.39194	158.34602	67.50417	55.1561	66.39194	118.45871	67.50417	98.54341
66.55861	47.99342	67.67083	13.47232	66.55861	21.53182	67.67083	21.46305	66.55861	21.01572	67.67083	10.11127	66.55861	0.77718	67.67083	0.48654	66.55861	220.83664	67.67083	75.24836	66.55861	89.57595	67.67083	91.75343	66.55861	0.01712	67.67083	0.00956	66.55861	156.87694	67.67083	54.09858	66.55861	118.54715	67.67083	98.5564
66.72528	47.999	67.8375	13.48505	66.72528	21.57608	67.8375	21.55905	66.72528	21.03732	67.8375	10.1417	66.72528	0.77838	67.8375	0.48909	66.72528	221.48739	67.8375	76.34317	66.72528	89.68807	67.8375	91.2447	66.72528	0.01714	67.8375	0.00963	66.72528	155.42248	67.8375	53.04412	66.72528	118.63172	67.8375	98.59384
66.89194	48.00427	68.00417	13.49765	66.89194	21.63529	68.00417	21.65566	66.89194	21.06036	68.00417	10.17281	66.89194	0.78052	68.00417	0.49166	66.89194	222.23722	68.00417	77.31823	66.89194	89.76374	68.00417	90.76472	66.89194	0.0172	68.00417	0.0097	66.89194	153.93949	68.00417	51.99297	66.89194	118.71149	68.00417	98.64858
67.05861	48.01024	68.17083	13.51018	67.05861	21.7164	68.17083	21.75214	67.05861	21.08538	68.17083	10.20425	67.05861	0.78329	68.17083	0.49424	67.05861	222.78355	68.17083	78.17557	67.05861	89.79148	68.17083	90.3114	67.05861	0.01729	68.17083	0.00977	67.05861	152.32874	68.17083	50.95284	67.05861	118.78513	68.17083	98.71538
67.22528	48.01591	68.3375	13.52272	67.22528	21.81786	68.3375	21.84789	67.22528	21.11346	68.3375	10.23561	67.22528	0.7865	68.3375	0.49685	67.22528	223.32398	68.3375	78.92621	67.22528	89.75703	68.3375	89.88368	67.22528	0.0174	68.3375	0.00984	67.22528	150.67422	68.3375	49.93205	67.22528	118.85688	68.3375	98.79004
67.39194	48.02171	68.50417	13.5351	67.39194	21.92447	68.50417	21.94239	67.39194	21.14388	68.50417	10.26691	67.39194	0.79016	68.50417	0.49947	67.39194	224.15041	68.50417	79.58632	67.39194	89.72314	68.50417	89.48045	67.39194	0.01751	68.50417	0.00991	67.39194	149.11726	68.50417	48.93833	67.39194	118.93457	68.50417	98.86989
67.55861	48.02733	68.67083	13.54746	67.55861	22.03082	68.67083	22.03558	67.55861	21.17592	68.67083	10.29789	67.55861	0.79402	68.67083	0.50213	67.55861	225.1057	68.67083	80.16996	67.55861	89.71304	68.67083	89.10011	67.55861	0.01762	68.67083	0.00999	67.55861	147.61611	68.67083	47.97693	67.55861	119.01801	68.67083	98.95341
67.72528	48.03308	68.8375	13.5597	67.72528	22.13618	68.8375	22.12729	67.72528	21.20886	68.8375	10.32847	67.72528	0.79788	68.8375	0.5048	67.72528	226.05475	68.8375	80.69086	67.72528	89.72735	68.8375	88.74224	67.72528	0.01773	68.8375	0.01006	67.72528	146.1303	68.8375	47.05227	67.72528	119.10601	68.8375	99.03865
67.89194	48.03859	69.00417	13.57195	67.89194	22.24042	69.00417	22.21726	67.89194	21.24234	69.00417	10.35873	67.89194	0.80171	69.00417	0.50751	67.89194	226.93467	69.00417	81.16017	67.89194	89.76588	69.00417	88.40614	67.89194	0.01785	69.00417	0.01014	67.89194	144.64302	69.00417	46.16673	67.89194	119.19694	69.00417	99.12488
68.05861	48.04435	69.17083	13.58409	68.05861	22.34316	69.17083	22.30556	68.05861	21.276	69.17083	10.38845	68.05861	0.80548	69.17083	0.51024	68.05861	227.71721	69.17083	81.58733	68.05861	89.82689	69.17083	88.09045	68.05861	0.01796	69.17083	0.01021	68.05861	143.15106	69.17083	45.3214	68.05861	119.28977	69.17083	99.2117
68.22528	48.04998	69.3375	13.59622	68.22528	22.4443	69.3375	22.39218	68.22528	21.31002	69.3375	10.41772	68.22528	0.80922	69.3375	0.513	68.22528	228.40292	69.3375	81.98004	68.22528	89.91002	69.3375	87.7948	68.22528	0.01808	69.3375	0.01029	68.22528	141.65566	69.3375	44.51714	68.22528	119.38368	69.3375	99.2983
68.39194	48.05541	69.50417	13.60818	68.39194	22.54382	69.50417	22.47701	68.39194	21.34368	69.50417	10.44653	68.39194	0.81294	69.50417	0.51578	68.39194	228.99614	69.50417	82.34498	68.39194	90.014	69.50417	87.51812	68.39194	0.01819	69.50417	0.01037	68.39194	140.16078	69.50417	43.7533	68.39194	119.4787	69.50417	99.38405
68.55861	48.0611	69.67083	13.62022	68.55861	22.64136	69.67083	22.56028	68.55861	21.37734	69.67083	10.47488	68.55861	0.81665	69.67083	0.5186	68.55861	229.50599	69.67083	82.68715	68.55861	90.13771	69.67083	87.26011	68.55861	0.01831	69.67083	0.01044	68.55861	138.67057	69.67083	43.0296	68.55861	119.57369	69.67083	99.46958
68.72528	48.06668	69.8375	13.63205	68.72528	22.73722	69.8375	22.64194	68.72528	21.41064	69.8375	10.50278	68.72528	0.82038	69.8375	0.52143	68.72528	229.94187	69.8375	83.01077	68.72528	90.28025	69.8375	87.02009	68.72528	0.01843	69.8375	0.01052	68.72528	137.18875	69.8375	42.34445	68.72528	119.66927	69.8375	99.55376
68.89194	48.07235	70.00417	13.64392	68.89194	22.83141	70.00417	22.72187	68.89194	21.44358	70.00417	10.53016	68.89194	0.82412	70.00417	0.52429	68.89194	230.31502	70.00417	83.31936	68.89194	90.44098	70.00417	86.79741	68.89194	0.01855	70.00417	0.0106	68.89194	135.71928	70.00417	41.69662	68.89194	119.76462	70.00417	99.637
69.05861	48.078	70.17083	13.65583	69.05861	22.92367	70.17083	22.80037	69.05861	21.47634	70.17083	10.55714	69.05861	0.82789	70.17083	0.52718	69.05861	230.63299	70.17083	83.61579	69.05861	90.61894	70.17083	86.59104	69.05861	0.01867	70.17083	0.01068	69.05861	134.26447	70.17083	41.08492	69.05861	119.85943	70.17083	99.71909
69.22528	48.08356	70.3375	13.66749	69.22528	23.01432	70.3375	22.87744	69.22528	21.50874	70.3375	10.58366	69.22528	0.83169	70.3375	0.53009	69.22528	230.90628	70.3375	83.90183	69.22528	90.81289	70.3375	86.40137	69.22528	0.0188	70.3375	0.01076	69.22528	132.82664	70.3375	40.50776	69.22528	119.95443	70.3375	99.80024
69.39194	48.0892	70.50417	13.67913	69.39194	23.10324	70.50417	22.95296	69.39194	21.54078	70.50417	10.60972	69.39194	0.83552	70.50417	0.53303	69.39194	231.13969	70.50417	84.18024	69.39194	91.02221	70.50417	86.22689	69.39194	0.01892	70.50417	0.01084	69.39194	131.40744	70.50417	39.96331	69.39194	120.0488	70.50417	99.87994
69.55861	48.09483	70.67083	13.69072	69.55861	23.19054	70.67083	23.02718	69.55861	21.57246	70.67083	10.63546	69.55861	0.83939	70.67083	0.53598	69.55861	231.33892	70.67083	84.45162	69.55861	91.24632	70.67083	86.06757	69.55861	0.01904	70.67083	0.01093	69.55861	130.00907	70.67083	39.45029	69.55861	120.14305	70.67083	99.95911
69.72528	48.10046	70.8375	13.7023	69.72528	23.27623	70.8375	23.10016	69.72528	21.60378	70.8375	10.66073	69.72528	0.8433	70.8375	0.53897	69.72528	231.50785	70.8375	84.71782	69.72528	91.48415	70.8375	85.92274	69.72528	0.01917	70.8375	0.01101	69.72528	128.63149	70.8375	38.967	69.72528	120.23666	70.8375	100.03684
69.89194	48.106	71.00417	13.71377	69.89194	23.36049	71.00417	23.1719	69.89194	21.63474	71.00417	10.68568	69.89194	0.84725	71.00417	0.54198	69.89194	231.65502	71.00417	84.97974	69.89194	91.73506	71.00417	85.792	69.89194	0.0193	71.00417	0.01109	69.89194	127.27582	71.00417	38.51197	69.89194	120.32975	71.00417	100.11301
70.05861	48.11171	71.17083	13.72531	70.05861	23.44314	71.17083	23.2424	70.05861	21.66534	71.17083	10.71023	70.05861	0.85124	71.17083	0.545	70.05861	231.7813	71.17083	85.23816	70.05861	91.9982	71.17083	85.67488	70.05861	0.01942	71.17083	0.01117	70.05861	125.94317	71.17083	38.08367	70.05861	120.42251	71.17083	100.18886
70.22528	48.11743	71.3375	13.73666	70.22528	23.52461	71.3375	23.31179	70.22528	21.69558	71.3375	10.73441	70.22528	0.85527	71.3375	0.54806	70.22528	231.88887	71.3375	85.49389	70.22528	92.27301	71.3375	85.571	70.22528	0.01955	71.3375	0.01126	70.22528	124.63325	71.3375	37.68048	70.22528	120.51485	71.3375	100.26306
70.39194	48.12314	71.50417	13.74798	70.39194	23.60453	71.50417	23.37999	70.39194	21.72546	71.50417	10.75831	70.39194	0.85934	71.50417	0.55113	70.39194	231.98326	71.50417	85.74721	70.39194	92.5588	71.50417	85.47923	70.39194	0.01968	71.50417	0.01134	70.39194	123.34644	71.50417	37.30163	70.39194	120.60667	71.50417	100.33694
70.55861	48.12885	71.67083	13.75921	70.55861	23.68328	71.67083	23.44721	70.55861	21.75516	71.67083	10.78187	70.55861	0.86345	71.67083	0.55423	70.55861	232.06439	71.67083	85.99866	70.55861	92.85514	71.67083	85.3999	70.55861	0.01981	71.67083	0.01143	70.55861	122.08296	71.67083	36.94535	70.55861	120.69806	71.67083	100.40896
70.72528	48.13446	71.8375	13.77042	70.72528	23.76072	71.8375	23.51355	70.72528	21.7845	71.8375	10.80513	70.72528	0.86759	71.8375	0.55735	70.72528	232.1363	71.8375	86.24875	70.72528	93.16147	71.8375	85.33253	70.72528	0.01994	71.8375	0.01151	70.72528	120.8424	71.8375	36.61023	70.72528	120.78882	71.8375	100.48067
70.79194	48.13676	72.00417	13.78161	70.79194	23.79141	72.00417	23.57884	70.79194	21.79602	72.00417	10.82812	70.79194	0.86926	72.00417	0.56049	70.79194	232.16244	72.00417	86.49771	70.79194	93.28632	72.00417	85.2762	70.79194	0.01999	72.00417	0.0116	70.79194	120.35284	72.00417	36.29574	70.79194	120.82496	72.00417	100.55175
70.95861	48.11915	72.17083	13.7927	70.95861	26.38616	72.17083	23.64327	70.95861	23.11182	72.17083	10.85083	70.95861	1.80938	72.17083	0.56366	70.95861	300.30989	72.17083	86.74561	70.95861	95.80499	72.17083	85.23108	70.95861	0.12209	72.17083	0.01169	70.95861	130.84356	72.17083	36.00034	70.95861	151.32708	72.17083	100.62159
71.04194	48.8041	72.3375	13.80369	71.04194	26.839	72.3375	23.70676	71.04194	25.86077	72.3375	10.87322	71.04194	202.23941	72.3375	0.56684	71.04194	329.92492	72.3375	86.99315	71.04194	96.44597	72.3375	85.19613	71.04194	60.30247	72.3375	0.01177	71.04194	128.57549	72.3375	35.72313	71.04194	164.40964	72.3375	100.6905
