Time	Sulfate(C2w)	Time	Sulfate(C2wo)	Time	Nitrate(C2w)	Time	Nitrate(C2wo)	Time	Ammonium(C2w)	Time	Ammonium(C2wo)	Time	Gly(C2w)	Time	Gly(C2wo)	Time	wC2(C2w)	Time	wC2(C2wo)	Time	C2(C2w)	Time	C2(C2wo)	Time	MGly(C2w)	Time	MGly(C2wo)	Time	Pyr(C2w)	Time	Pyr(C2wo)	Time	C3(C2w)	Time	C3(C2wo)
46.72528	34.21693	47.17083	10.94867	46.72528	17.41027	47.17083	17.81735	46.72528	15.34027	47.17083	8.17081	46.72528	0.54782	47.17083	0.38041	46.72528	166.6858	47.17083	68.90359	46.72528	80.93794	47.17083	78.78228	46.72528	0.01285	47.17083	0.00799	46.72528	86.73993	47.17083	29.04588	46.72528	105.5104	47.17083	93.16576
46.79194	34.21844	47.3375	10.9577	46.79194	17.43953	47.3375	17.88463	46.79194	15.35126	47.3375	8.19367	46.79194	0.54916	47.3375	0.38297	46.79194	166.733	47.3375	69.16936	46.79194	80.99561	47.3375	78.53872	46.79194	0.01289	47.3375	0.00806	46.79194	86.4314	47.3375	28.75811	46.79194	105.54629	47.3375	93.24871
46.95861	34.20799	47.50417	10.96672	46.95861	20.07517	47.50417	17.95079	46.95861	16.46435	47.50417	8.21619	46.95861	1.15191	47.50417	0.38555	46.95861	230.61672	47.50417	69.43405	46.95861	83.89105	47.50417	78.3084	46.95861	0.07964	47.50417	0.00813	46.95861	97.08233	47.50417	28.48802	46.95861	140.47795	47.50417	93.33043
47.04194	34.94842	47.67083	10.97569	47.04194	20.58617	47.67083	18.01608	47.04194	18.84411	47.67083	8.23846	47.04194	167.64697	47.67083	0.38815	47.04194	263.59558	47.67083	69.69791	47.04194	84.62223	47.67083	78.09159	47.04194	52.44012	47.67083	0.00821	47.04194	96.79584	47.67083	28.23468	47.04194	157.45118	47.67083	93.411
47.20861	37.54608	47.8375	10.98463	47.20861	20.6741	47.8375	18.08038	47.20861	19.60229	47.8375	8.26043	47.20861	431.37886	47.8375	0.39078	47.20861	304.63086	47.8375	69.96111	47.20861	85.05201	47.8375	77.88773	47.20861	54.009	47.8375	0.00828	47.20861	95.31716	47.8375	27.99726	47.20861	157.74582	47.8375	93.49044
47.37528	38.00684	48.00417	10.99357	47.37528	20.7676	48.00417	18.14387	47.37528	19.72844	48.00417	8.28214	47.37528	425.47021	48.00417	0.39342	47.37528	318.10686	48.00417	70.22352	47.37528	85.24114	48.00417	77.69635	47.37528	54.32247	48.00417	0.00835	47.37528	94.1787	48.00417	27.7749	47.37528	157.73951	48.00417	93.56831
47.54194	38.20249	48.17083	11.00243	47.54194	20.86203	48.17083	18.2065	47.54194	19.80709	48.17083	8.30358	47.54194	418.6793	48.17083	0.39608	47.54194	330.33933	48.17083	70.48558	47.54194	85.35556	48.17083	77.51711	47.54194	54.64062	48.17083	0.00842	47.54194	94.0721	48.17083	27.56685	47.54194	157.70431	48.17083	93.64578
47.70861	38.34726	48.3375	11.0113	47.70861	20.95677	48.3375	18.26832	47.70861	19.87945	48.3375	8.3248	47.70861	412.08553	48.3375	0.39876	47.70861	342.21663	48.3375	70.74723	47.70861	85.48646	48.3375	77.3494	47.70861	54.95923	48.3375	0.00849	47.70861	94.40868	48.3375	27.37229	47.70861	157.66535	48.3375	93.72169
47.87528	38.47974	48.50417	11.02009	47.87528	21.05181	48.50417	18.32945	47.87528	19.95073	48.50417	8.34575	47.87528	405.76362	48.50417	0.40146	47.87528	353.68118	48.50417	71.0088	47.87528	85.64715	48.50417	77.19334	47.87528	55.27747	48.50417	0.00857	47.87528	94.89431	48.50417	27.19053	47.87528	157.6278	48.50417	93.79688
48.04194	38.60708	48.67083	11.02887	48.04194	21.14711	48.67083	18.38978	48.04194	20.02146	48.67083	8.36651	48.04194	399.70846	48.67083	0.40418	48.04194	364.73404	48.67083	71.26967	48.04194	85.83466	48.67083	77.0482	48.04194	55.59473	48.67083	0.00864	48.04194	95.42655	48.67083	27.02112	48.04194	157.58961	48.67083	93.87123
48.20861	38.73104	48.8375	11.03761	48.20861	21.24265	48.8375	18.44943	48.20861	20.09166	48.8375	8.38708	48.20861	393.89743	48.8375	0.40692	48.20861	375.40499	48.8375	71.53056	48.20861	86.04588	48.8375	76.91372	48.20861	55.91108	48.8375	0.00871	48.20861	95.9743	48.8375	26.86301	48.20861	157.55232	48.8375	93.94424
48.37528	38.85207	49.00417	11.04631	48.37528	21.33838	49.00417	18.5084	48.37528	20.16186	49.00417	8.4074	48.37528	388.30242	49.00417	0.40968	48.37528	385.72952	49.00417	71.79103	48.37528	86.27797	49.00417	76.78979	48.37528	56.22644	49.00417	0.00879	48.37528	96.52476	49.00417	26.716	48.37528	157.51593	49.00417	94.01694
48.54194	38.97063	49.17083	11.05497	48.54194	21.43436	49.17083	18.56687	48.54194	20.23152	49.17083	8.42758	48.54194	382.90361	49.17083	0.41245	48.54194	395.74125	49.17083	72.05155	48.54194	86.52928	49.17083	76.67559	48.54194	56.54082	49.17083	0.00886	48.54194	97.07532	49.17083	26.57929	48.54194	157.47829	49.17083	94.0885
48.70861	39.08721	49.3375	11.06363	48.70861	21.53046	49.3375	18.6246	48.70861	20.301	49.3375	8.44754	48.70861	377.67477	49.3375	0.41525	48.70861	405.47156	49.3375	72.31195	48.70861	86.79896	49.3375	76.57093	48.70861	56.85456	49.3375	0.00894	48.70861	97.62596	49.3375	26.45235	48.70861	157.44152	49.3375	94.15934
48.87528	39.20163	49.50417	11.07225	48.87528	21.62681	49.50417	18.68189	48.87528	20.37012	49.50417	8.46733	48.87528	372.60102	49.50417	0.41806	48.87528	414.95066	49.50417	72.57248	48.87528	87.08604	49.50417	76.47584	48.87528	57.16767	49.50417	0.00901	48.87528	98.17534	49.50417	26.33468	48.87528	157.40393	49.50417	94.22945
48.95861	39.25816	49.67083	11.08084	48.95861	21.67504	49.67083	18.73862	48.95861	20.40468	49.67083	8.48696	48.95861	370.11602	49.67083	0.42089	48.95861	419.60498	49.67083	72.83255	48.95861	87.23605	49.67083	76.38982	48.95861	57.32378	49.67083	0.00909	48.95861	98.44928	49.67083	26.22592	48.95861	157.38588	49.67083	94.29894
49.12528	39.32169	49.8375	11.08936	49.12528	21.3325	49.8375	18.7948	49.12528	19.48104	49.8375	8.50642	49.12528	59.20981	49.8375	0.42373	49.12528	330.06323	49.8375	73.09257	49.12528	89.37408	49.8375	76.31263	49.12528	0.03216	49.8375	0.00916	49.12528	97.78355	49.8375	26.12548	49.12528	133.53398	49.8375	94.3676
49.20861	39.32551	50.00417	11.09785	49.20861	20.87817	50.00417	18.85048	49.20861	19.27854	50.00417	8.52574	49.20861	21.68525	50.00417	0.4266	49.20861	292.07707	50.00417	73.35265	49.20861	89.46088	50.00417	76.24374	49.20861	0.01635	50.00417	0.00924	49.20861	94.70689	50.00417	26.03305	49.20861	122.14232	50.00417	94.43564
49.37528	39.33988	50.17083	11.10635	49.37528	20.57075	50.17083	18.90566	49.37528	18.92088	50.17083	8.54489	49.37528	3.28356	50.17083	0.42948	49.37528	285.77646	50.17083	73.61244	49.37528	89.74098	50.17083	76.18336	49.37528	0.01624	50.17083	0.00932	49.37528	93.70746	50.17083	25.94807	49.37528	117.56925	50.17083	94.50316
49.54194	39.35276	50.3375	11.11474	49.54194	20.30044	50.3375	18.96048	49.54194	18.60372	50.3375	8.56391	49.54194	0.87909	50.3375	0.43238	49.54194	282.65304	50.3375	73.87215	49.54194	90.02129	50.3375	76.13079	49.54194	0.01623	50.3375	0.00939	49.54194	93.46524	50.3375	25.87038	49.54194	114.83488	50.3375	94.56995
49.70861	39.36377	50.50417	11.12314	49.70861	20.05929	50.50417	19.01485	49.70861	18.33174	50.50417	8.58281	49.70861	0.56446	50.50417	0.43529	49.70861	280.50127	50.50417	74.13186	49.70861	90.31222	50.50417	76.08616	49.70861	0.01624	50.50417	0.00947	49.70861	93.30797	50.50417	25.79942	49.70861	112.97518	50.50417	94.63654
49.87528	39.37304	50.67083	11.13154	49.87528	19.85516	50.67083	19.06874	49.87528	18.10602	50.67083	8.60161	49.87528	0.5237	50.67083	0.43822	49.87528	278.93552	50.67083	74.39161	49.87528	90.61777	50.67083	76.04851	49.87528	0.01626	50.67083	0.00955	49.87528	93.21044	50.67083	25.7349	49.87528	111.67263	50.67083	94.70199
50.04194	39.38062	50.8375	11.13986	50.04194	19.69102	50.8375	19.12231	50.04194	17.92496	50.8375	8.6202	50.04194	0.51929	50.8375	0.44117	50.04194	277.76294	50.8375	74.65132	50.04194	90.93981	50.8375	76.01849	50.04194	0.01629	50.8375	0.00963	50.04194	93.15849	50.8375	25.67648	50.04194	110.74794	50.8375	94.76723
50.20861	39.38659	51.00417	11.14816	50.20861	19.56663	51.00417	19.17557	50.20861	17.78431	51.00417	8.63872	50.20861	0.52005	51.00417	0.44413	50.20861	276.87377	51.00417	74.91102	50.20861	91.27872	51.00417	75.99549	50.20861	0.01634	51.00417	0.0097	50.20861	93.14231	51.00417	25.62393	50.20861	110.08892	51.00417	94.83164
50.37528	39.39125	51.17083	11.15647	50.37528	19.47847	51.17083	19.22834	50.37528	17.67861	51.17083	8.65714	50.37528	0.5219	51.17083	0.44711	50.37528	276.19502	51.17083	75.17042	50.37528	91.63309	51.17083	75.97923	50.37528	0.01641	51.17083	0.00978	50.37528	93.15307	51.17083	25.57698	50.37528	109.623	51.17083	94.89626
50.54194	39.39492	51.3375	11.16469	50.54194	19.422	51.3375	19.28092	50.54194	17.60225	51.3375	8.67541	50.54194	0.52424	51.3375	0.45011	50.54194	275.67498	51.3375	75.42985	50.54194	92.00109	51.3375	75.96942	50.54194	0.01648	51.3375	0.00986	50.54194	93.18421	51.3375	25.53529	50.54194	109.29751	51.3375	94.95985
50.70861	39.39761	51.50417	11.17289	50.70861	19.39192	51.50417	19.333	50.70861	17.5496	51.50417	8.6936	50.70861	0.52696	51.50417	0.45312	50.70861	275.27524	51.50417	75.68928	50.70861	92.38024	51.50417	75.96606	50.70861	0.01657	51.50417	0.00994	50.70861	93.23031	51.50417	25.49851	50.70861	109.0762	51.50417	95.02322
50.87528	39.39972	51.67083	11.18107	50.87528	19.38282	51.67083	19.3849	50.87528	17.51569	51.67083	8.71168	50.87528	0.52997	51.67083	0.45614	50.87528	274.96916	51.67083	75.94871	50.87528	92.76768	51.67083	75.96863	50.87528	0.01666	51.67083	0.01002	50.87528	93.2866	51.67083	25.46657	50.87528	108.93161	51.67083	95.08618
51.04194	39.4012	51.8375	11.18918	51.04194	19.39057	51.8375	19.43643	51.04194	17.49631	51.8375	8.72969	51.04194	0.53324	51.8375	0.45919	51.04194	274.73174	51.8375	76.20777	51.04194	93.16177	51.8375	75.97714	51.04194	0.01676	51.8375	0.0101	51.04194	93.34954	51.8375	25.43914	51.04194	108.84467	51.8375	95.14842
51.20861	39.40257	52.00417	11.1973	51.20861	19.41113	52.00417	19.48777	51.20861	17.48819	52.00417	8.74757	51.20861	0.53671	52.00417	0.46224	51.20861	274.54962	52.00417	76.46719	51.20861	93.56099	52.00417	75.99163	51.20861	0.01687	52.00417	0.01018	51.20861	93.41571	52.00417	25.41601	51.20861	108.80048	52.00417	95.21055
51.37528	39.40343	52.17083	11.20537	51.37528	19.44148	52.17083	19.53873	51.37528	17.48844	52.17083	8.76537	51.37528	0.54034	52.17083	0.46531	51.37528	274.40743	52.17083	76.72625	51.37528	93.96331	52.17083	76.01154	51.37528	0.01697	52.17083	0.01026	51.37528	93.48375	52.17083	25.39703	51.37528	108.7873	52.17083	95.27227
51.54194	39.40416	52.3375	11.21343	51.54194	19.4792	52.3375	19.58945	51.54194	17.49514	52.3375	8.78306	51.54194	0.54411	52.3375	0.4684	51.54194	274.29512	52.3375	76.98531	51.54194	94.36795	52.3375	76.03664	51.54194	0.01709	52.3375	0.01034	51.54194	93.55158	52.3375	25.38188	51.54194	108.79759	52.3375	95.33326
51.70861	39.40463	52.50417	11.22146	51.70861	19.5223	52.50417	19.63999	51.70861	17.50639	52.50417	8.80067	51.70861	0.548	52.50417	0.4715	51.70861	274.20828	52.50417	77.24414	51.70861	94.77406	52.50417	76.06731	51.70861	0.0172	52.50417	0.01042	51.70861	93.61836	52.50417	25.37057	51.70861	108.82492	52.50417	95.39446
51.87528	39.40516	52.67083	11.22944	51.87528	19.56931	52.67083	19.69021	51.87528	17.52118	52.67083	8.81822	51.87528	0.55197	52.67083	0.47462	51.87528	274.13758	52.67083	77.50324	51.87528	95.18018	52.67083	76.10263	51.87528	0.01732	52.67083	0.01051	51.87528	93.68266	52.67083	25.36291	51.87528	108.8651	52.67083	95.45494
52.04194	39.40559	52.8375	11.23736	52.04194	19.61916	52.8375	19.74025	52.04194	17.53861	52.8375	8.8357	52.04194	0.55602	52.8375	0.47775	52.04194	274.08249	52.8375	77.76207	52.04194	95.58737	52.8375	76.14267	52.04194	0.01744	52.8375	0.01059	52.04194	93.74354	52.8375	25.35845	52.04194	108.91487	52.8375	95.51531
52.20861	39.40596	53.00417	11.2453	52.20861	19.67105	53.00417	19.78991	52.20861	17.55787	53.00417	8.85312	52.20861	0.56013	53.00417	0.4809	52.20861	274.03708	53.00417	78.0208	52.20861	95.99406	53.00417	76.18802	52.20861	0.01756	53.00417	0.01067	52.20861	93.80105	53.00417	25.35752	52.20861	108.97117	53.00417	95.57577
52.37528	39.40627	53.17083	11.25315	52.37528	19.72437	53.17083	19.83604	52.37528	17.57855	53.17083	8.87015	52.37528	0.5643	53.17083	0.48402	52.37528	274.00099	53.17083	78.27614	52.37528	96.40013	53.17083	76.04935	52.37528	0.01769	53.17083	0.01075	52.37528	93.85465	53.17083	25.36262	52.37528	109.03246	53.17083	95.66492
52.54194	39.40646	53.3375	11.26103	52.54194	19.77862	53.3375	19.8728	52.54194	17.60004	53.3375	8.88509	52.54194	0.56852	53.3375	0.48677	52.54194	273.97047	53.3375	78.49004	52.54194	96.80559	53.3375	74.20555	52.54194	0.01781	53.3375	0.01081	52.54194	93.90356	53.3375	25.37227	52.54194	109.09742	53.3375	95.79827
52.70861	39.4069	53.50417	11.26908	52.70861	19.83342	53.50417	19.8995	52.70861	17.62229	53.50417	8.89654	52.70861	0.57279	53.50417	0.48882	52.70861	273.94828	53.50417	78.62108	52.70861	97.21019	53.50417	69.32881	52.70861	0.01794	53.50417	0.01084	52.70861	93.9481	53.50417	25.40691	52.70861	109.16534	53.50417	95.93839
52.87528	39.40723	53.67083	11.27756	52.87528	19.88872	53.67083	19.91822	52.87528	17.64495	53.67083	8.90525	52.87528	0.57709	53.67083	0.49009	52.87528	273.92884	53.67083	78.65096	52.87528	97.61379	53.67083	63.37591	52.87528	0.01806	53.67083	0.01084	52.87528	93.98785	53.67083	25.48736	52.87528	109.23479	53.67083	96.06424
53.04194	39.40754	53.8375	11.2864	53.04194	19.94352	53.8375	19.92912	53.04194	17.66801	53.8375	8.91205	53.04194	0.58144	53.8375	0.49063	53.04194	273.91728	53.8375	78.58	53.04194	98.00163	53.8375	59.3746	53.04194	0.01819	53.8375	0.01082	53.04194	94.0246	53.8375	25.61161	53.04194	109.30595	53.8375	96.16224
53.20861	39.40773	54.00417	11.29578	53.20861	19.99062	54.00417	19.93394	53.20861	17.69067	54.00417	8.91763	53.20861	0.58578	54.00417	0.49057	53.20861	273.89478	54.00417	78.41787	53.20861	97.35481	54.00417	57.84399	53.20861	0.0183	54.00417	0.01077	53.20861	94.0647	54.00417	25.77357	53.20861	109.38136	54.00417	96.23225
53.37528	39.40789	54.17083	11.30587	53.37528	20.02489	54.17083	19.93462	53.37528	17.7111	54.17083	8.9222	53.37528	0.58971	54.17083	0.49003	53.37528	273.73017	54.17083	78.17885	53.37528	91.4736	54.17083	57.57997	53.37528	0.01838	54.17083	0.01071	53.37528	94.08589	54.17083	25.97269	53.37528	109.45815	54.17083	96.28064
53.54194	39.40837	54.3375	11.31664	53.54194	20.04947	54.3375	19.9327	53.54194	17.72865	54.3375	8.926	53.54194	0.59288	54.3375	0.48915	53.54194	273.33105	54.3375	77.87474	53.54194	79.37034	54.3375	57.68459	53.54194	0.01841	54.3375	0.01064	53.54194	94.0697	54.3375	26.21254	53.54194	109.53274	54.3375	96.31329
53.70861	39.40903	54.50417	11.32823	53.70861	20.06754	54.50417	19.9291	53.70861	17.74462	54.50417	8.92935	53.70861	0.59522	54.50417	0.48804	53.70861	272.67542	54.50417	77.5158	53.70861	67.40761	54.50417	57.86955	53.70861	0.0184	54.50417	0.01056	53.70861	94.01555	54.50417	26.4975	53.70861	109.60583	54.50417	96.33243
53.87528	39.40992	54.67083	11.34055	53.87528	20.08072	54.67083	19.92438	53.87528	17.75968	54.67083	8.93243	53.87528	0.59689	54.67083	0.48681	53.87528	271.77615	54.67083	77.11101	53.87528	60.61247	54.67083	58.08059	53.87528	0.01835	54.67083	0.01048	53.87528	93.92654	54.67083	26.83043	53.87528	109.6753	54.67083	96.34137
54.04194	39.41115	54.8375	11.35375	54.04194	20.09043	54.8375	19.91893	54.04194	17.77408	54.8375	8.93543	54.04194	0.59807	54.8375	0.48556	54.04194	270.65083	54.8375	76.66782	54.04194	58.27655	54.8375	58.30944	54.04194	0.01827	54.8375	0.0104	54.04194	93.80881	54.8375	27.21364	54.04194	109.74291	54.8375	96.34161
54.20861	39.41298	55.00417	11.36782	54.20861	20.0984	55.00417	19.91323	54.20861	17.78783	55.00417	8.93851	54.20861	0.59893	55.00417	0.48436	54.20861	269.31833	55.00417	76.19328	54.20861	57.83826	55.00417	58.55469	54.20861	0.01816	55.00417	0.01031	54.20861	93.6687	55.00417	27.64815	54.20861	109.8089	55.00417	96.3344
54.37528	39.41493	55.17083	11.38291	54.37528	20.10501	55.17083	19.90771	54.37528	17.80081	55.17083	8.94179	54.37528	0.5996	55.17083	0.48329	54.37528	267.799	55.17083	75.69307	54.37528	57.89681	55.17083	58.81502	54.37528	0.01803	55.17083	0.01024	54.37528	93.51337	55.17083	28.13477	54.37528	109.87377	55.17083	96.32188
54.54194	39.41758	55.3375	11.39887	54.54194	20.111	55.3375	19.9025	54.54194	17.81312	55.3375	8.94539	54.54194	0.6002	55.3375	0.48242	54.54194	266.11329	55.3375	75.1721	54.54194	58.06113	55.3375	59.09023	54.54194	0.0179	55.3375	0.01016	54.54194	93.35012	55.3375	28.67375	54.54194	109.93759	55.3375	96.30529
54.70861	39.42055	55.50417	11.4159	54.70861	20.11649	55.50417	19.89786	54.70861	17.8249	55.50417	8.94938	54.70861	0.60085	55.50417	0.48179	54.70861	264.27501	55.50417	74.63546	54.70861	58.2624	55.50417	59.37966	54.70861	0.01776	55.50417	0.0101	54.70861	93.18698	55.50417	29.26489	54.70861	109.99991	55.50417	96.28504
54.87528	39.42413	55.67083	11.43384	54.87528	20.12186	55.67083	19.89402	54.87528	17.83643	55.67083	8.95383	54.87528	0.60167	55.67083	0.48145	54.87528	262.30168	55.67083	74.08733	54.87528	58.49267	55.67083	59.68311	54.87528	0.01761	55.67083	0.01004	54.87528	93.02987	55.67083	29.90823	54.87528	110.06167	55.67083	96.26235
55.04194	39.42821	55.8375	11.45295	55.04194	20.12736	55.8375	19.89099	55.04194	17.84768	55.8375	8.95889	55.04194	0.60275	55.8375	0.48144	55.04194	260.20902	55.8375	73.53061	55.04194	58.75108	55.8375	60.00048	55.04194	0.01747	55.8375	0.00999	55.04194	92.88511	55.8375	30.60319	55.04194	110.12296	55.8375	96.23806
55.20861	39.4328	56.00417	11.47297	55.20861	20.13311	56.00417	19.88907	55.20861	17.8587	56.00417	8.9645	55.20861	0.60417	56.00417	0.48177	55.20861	258.00718	56.00417	72.96942	55.20861	59.03863	56.00417	60.33134	55.20861	0.01734	56.00417	0.00995	55.20861	92.75749	56.00417	31.34938	55.20861	110.18398	56.00417	96.21256
55.37528	39.43817	56.17083	11.49406	55.37528	20.13954	56.17083	19.88839	55.37528	17.8697	56.17083	8.97073	55.37528	0.60601	56.17083	0.48247	55.37528	255.7107	56.17083	72.406	55.37528	59.35592	56.17083	60.67611	55.37528	0.01721	56.17083	0.00993	55.37528	92.65182	56.17083	32.14621	55.37528	110.24555	56.17083	96.18679
55.54194	39.44425	56.3375	11.51626	55.54194	20.14647	56.3375	19.88877	55.54194	17.88082	56.3375	8.97768	55.54194	0.60833	56.3375	0.48353	55.54194	253.32869	56.3375	71.84296	55.54194	59.70376	56.3375	61.03392	55.54194	0.0171	56.3375	0.00991	55.54194	92.57246	56.3375	32.99283	55.54194	110.30779	56.3375	96.16094
55.70861	39.45063	56.50417	11.53954	55.70861	20.15439	56.50417	19.89045	55.70861	17.89196	56.50417	8.98528	55.70861	0.61116	56.50417	0.48495	55.70861	250.87084	56.50417	71.28301	55.70861	60.08267	56.50417	61.4052	55.70861	0.017	56.50417	0.00991	55.70861	92.52343	56.50417	33.88831	55.70861	110.37017	56.50417	96.13595
55.87528	39.45818	56.67083	11.56387	55.87528	20.16305	56.67083	19.8935	55.87528	17.90321	56.67083	8.99359	55.87528	0.61456	56.67083	0.48671	55.87528	248.34551	56.67083	70.72758	55.87528	60.49324	56.67083	61.78953	55.87528	0.01692	56.67083	0.00992	55.87528	92.50821	56.67083	34.83144	55.87528	110.43352	56.67083	96.11129
56.04194	39.46595	56.8375	11.58927	56.04194	20.17259	56.8375	19.89778	56.04194	17.91461	56.8375	9.00263	56.04194	0.61853	56.8375	0.4888	56.04194	245.76413	56.8375	70.17852	56.04194	60.93577	56.8375	62.18729	56.04194	0.01686	56.8375	0.00993	56.04194	92.53047	56.8375	35.82085	56.04194	110.49835	56.8375	96.0884
56.20861	39.47469	57.00417	11.61564	56.20861	20.1833	57.00417	19.90343	56.20861	17.92627	57.00417	9.01238	56.20861	0.62309	57.00417	0.49118	56.20861	243.13379	57.00417	69.63759	56.20861	61.41051	57.00417	62.59832	56.20861	0.01682	57.00417	0.00996	56.20861	92.59223	57.00417	36.855	56.20861	110.56363	57.00417	96.06698
56.37528	39.48412	57.17083	11.64301	56.37528	20.19501	57.17083	19.91032	56.37528	17.93831	57.17083	9.02286	56.37528	0.62824	57.17083	0.49381	56.37528	240.46065	57.17083	69.10648	56.37528	61.91773	57.17083	63.02243	56.37528	0.01679	57.17083	0.01	56.37528	92.69686	57.17083	37.93229	56.37528	110.6305	57.17083	96.04743
56.54194	39.49406	57.3375	11.67137	56.54194	20.20789	57.3375	19.91858	56.54194	17.9505	57.3375	9.03406	56.54194	0.63395	57.3375	0.49666	56.54194	237.75374	57.3375	68.58608	56.54194	62.45775	57.3375	63.4594	56.54194	0.01679	57.3375	0.01004	56.54194	92.84687	57.3375	39.05033	56.54194	110.69854	57.3375	96.02964
56.70861	39.50516	57.50417	11.70077	56.70861	20.22183	57.50417	19.9282	56.70861	17.96294	57.50417	9.0459	56.70861	0.6402	57.50417	0.49967	56.70861	235.01895	57.50417	68.07805	56.70861	63.02971	57.50417	63.90994	56.70861	0.0168	57.50417	0.01009	56.70861	93.04361	57.50417	40.20697	56.70861	110.76827	57.50417	96.01486
56.87528	39.51665	57.67083	11.73096	56.87528	20.23695	57.67083	19.93893	56.87528	17.97577	57.67083	9.05848	56.87528	0.64695	57.67083	0.50281	56.87528	232.26439	57.67083	67.58323	56.87528	63.63444	57.67083	64.37315	56.87528	0.01683	57.67083	0.01015	56.87528	93.28899	57.67083	41.39955	56.87528	110.83937	57.67083	96.00214
57.04194	39.52913	57.8375	11.7621	57.04194	20.25306	57.8375	19.95078	57.04194	17.989	57.8375	9.07177	57.04194	0.65415	57.8375	0.50602	57.04194	229.49714	57.8375	67.10285	57.04194	64.27096	57.8375	64.84951	57.04194	0.01688	57.8375	0.01021	57.04194	93.584	57.8375	42.62528	57.04194	110.91216	57.8375	95.99253
57.20861	39.54209	58.00417	11.79407	57.20861	20.27029	58.00417	19.96387	57.20861	18.0027	58.00417	9.08559	57.20861	0.66173	58.00417	0.50926	57.20861	226.72218	58.00417	66.63778	57.20861	64.93938	58.00417	65.33907	57.20861	0.01694	58.00417	0.01027	57.20861	93.93064	58.00417	43.88066	57.20861	110.98673	58.00417	95.98508
57.37528	39.55603	58.17083	11.82683	57.37528	20.28858	58.17083	19.97795	57.37528	18.01656	58.17083	9.10013	57.37528	0.66965	58.17083	0.51248	57.37528	223.94576	58.17083	66.18912	57.37528	65.63888	58.17083	65.84147	57.37528	0.01702	58.17083	0.01034	57.37528	94.32823	58.17083	45.16232	57.37528	111.0632	58.17083	95.98092
57.54194	39.57065	58.3375	11.86035	57.54194	20.30785	58.3375	19.99309	57.54194	18.03078	58.3375	9.11518	57.54194	0.67782	58.3375	0.51564	57.54194	221.17489	58.3375	65.75809	57.54194	66.36902	58.3375	66.35705	57.54194	0.01711	58.3375	0.0104	57.54194	94.77802	58.3375	46.46657	57.54194	111.14103	58.3375	95.97945
57.70861	39.58586	58.50417	11.89459	57.70861	20.32806	58.50417	20.00909	57.70861	18.04554	58.50417	9.13077	57.70861	0.68617	58.50417	0.51869	57.70861	218.41647	58.50417	65.34507	57.70861	67.12951	58.50417	66.88504	57.70861	0.01721	58.50417	0.01047	57.70861	95.27826	58.50417	47.78925	57.70861	111.22116	58.50417	95.98117
57.87528	39.60204	58.67083	11.92942	57.87528	20.34913	58.67083	20.0259	57.87528	18.0603	58.67083	9.14695	57.87528	0.69463	58.67083	0.5216	57.87528	215.6739	58.67083	64.95054	57.87528	67.91917	58.67083	67.42609	57.87528	0.01732	58.67083	0.01053	57.87528	95.82937	58.67083	49.12573	57.87528	111.30327	58.67083	95.98577
58.04194	39.6187	58.8375	11.96492	58.04194	20.37114	58.8375	20.04364	58.04194	18.07578	58.8375	9.16351	58.04194	0.70312	58.8375	0.52435	58.04194	212.95216	58.8375	64.57601	58.04194	68.73788	58.8375	67.97984	58.04194	0.01743	58.8375	0.01059	58.04194	96.42956	58.8375	50.47183	58.04194	111.38696	58.8375	95.99325
58.20861	39.63614	59.00417	12.00096	58.20861	20.39376	59.00417	20.06188	58.20861	18.09162	59.00417	9.18061	58.20861	0.71158	59.00417	0.5269	58.20861	210.26027	59.00417	64.22136	58.20861	69.58437	59.00417	68.5464	58.20861	0.01755	59.00417	0.01065	58.20861	97.07777	59.00417	51.82243	58.20861	111.47252	59.00417	96.00401
58.37528	39.65425	59.17083	12.03751	58.37528	20.41713	59.17083	20.08098	58.37528	18.10764	59.17083	9.19809	58.37528	0.71991	59.17083	0.52923	58.37528	207.59943	59.17083	63.88748	58.37528	70.45781	59.17083	69.12527	58.37528	0.01767	59.17083	0.01071	58.37528	97.77054	59.17083	53.17288	58.37528	111.56016	59.17083	96.01713
58.54194	39.67286	59.3375	12.07444	58.54194	20.44112	59.3375	20.10046	58.54194	18.1242	59.3375	9.21591	58.54194	0.72807	59.3375	0.53132	58.54194	204.97562	59.3375	63.57434	58.54194	71.35708	59.3375	69.71616	58.54194	0.01779	59.3375	0.01076	58.54194	98.50579	59.3375	54.51776	58.54194	111.65	59.3375	96.03313
58.70861	39.69232	59.50417	12.11184	58.70861	20.46573	59.50417	20.12055	58.70861	18.14094	59.50417	9.23411	58.70861	0.73599	59.50417	0.53317	58.70861	202.39307	59.50417	63.28309	58.70861	72.28187	59.50417	70.31931	58.70861	0.0179	59.50417	0.01081	58.70861	99.28027	59.50417	55.85202	58.70861	111.74128	59.50417	96.05262
58.87528	39.71227	59.67083	12.14949	58.87528	20.49078	59.67083	20.14108	58.87528	18.15804	59.67083	9.25258	58.87528	0.74362	59.67083	0.53475	58.87528	199.85483	59.67083	63.01287	58.87528	73.2305	59.67083	70.93413	58.87528	0.01802	59.67083	0.01085	58.87528	100.09063	59.67083	57.17023	58.87528	111.83475	59.67083	96.07405
