Time	H2O2(C2w)	Time	H2O2(C2wo)	Time	O3(C2w)	Time	O3(C2wo)	Time	aH2O2(C2w)	Time	aH2O2(C2wo)	Time	aO3(C2w)	Time	aO3(C2wo)
23.99194	0.0023	24.00417	1.47678	23.99194	94.18101	24.00417	95.30063	23.99194	2.23E-07	24.00417	2.02E-04	23.99194	1.18E-09	24.00417	1.05E-09
24.15861	0.00227	24.17083	1.46905	24.15861	93.78044	24.17083	94.9714	24.15861	2.17E-07	24.17083	2.01E-04	24.15861	1.17E-09	24.17083	1.05E-09
24.32528	0.00225	24.3375	1.46138	24.32528	93.38515	24.3375	94.64365	24.32528	2.11E-07	24.3375	2.00E-04	24.32528	1.17E-09	24.3375	1.04E-09
24.49194	0.00222	24.50417	1.45375	24.49194	92.99302	24.50417	94.31738	24.49194	2.05E-07	24.50417	1.99E-04	24.49194	1.16E-09	24.50417	1.04E-09
24.65861	0.00219	24.67083	1.4462	24.65861	92.603	24.67083	93.9921	24.65861	2.65E-07	24.67083	1.98E-04	24.65861	1.16E-09	24.67083	1.04E-09
24.82528	0.00216	24.8375	1.4387	24.82528	92.21457	24.8375	93.6688	24.82528	2.61E-07	24.8375	1.97E-04	24.82528	1.15E-09	24.8375	1.03E-09
24.84194	0.00216	25.00417	1.43125	24.84194	92.17604	25.00417	93.34648	24.84194	2.61E-07	25.00417	1.96E-04	24.84194	1.15E-09	25.00417	1.03E-09
25.00861	0.00848	25.17083	1.42386	25.00861	91.85252	25.17083	93.02564	25.00861	1.34E-06	25.17083	1.95E-04	25.00861	1.02E-09	25.17083	1.03E-09
25.09194	0.01054	25.3375	1.41653	25.09194	91.68997	25.3375	92.70579	25.09194	1.35E-06	25.3375	1.94E-04	25.09194	9.46E-10	25.3375	1.02E-09
25.25861	0.01527	25.50417	1.40925	25.25861	85.44844	25.50417	92.38742	25.25861	2.10E-06	25.50417	1.93E-04	25.25861	9.42E-10	25.50417	1.02E-09
25.42528	0.0212	25.67083	1.40203	25.42528	85.14389	25.67083	92.07004	25.42528	2.91E-06	25.67083	1.92E-04	25.42528	9.39E-10	25.67083	1.02E-09
25.59194	0.02716	25.8375	1.39486	25.59194	84.84132	25.8375	91.75414	25.59194	3.72E-06	25.8375	1.91E-04	25.59194	9.35E-10	25.8375	1.01E-09
25.75861	0.03309	26.00417	1.38775	25.75861	84.53973	26.00417	91.43922	25.75861	4.53E-06	26.00417	1.90E-04	25.75861	9.32E-10	26.00417	1.01E-09
25.92528	0.03899	26.17083	1.38069	25.92528	84.24012	26.17083	91.12529	25.92528	5.34E-06	26.17083	1.89E-04	25.92528	9.29E-10	26.17083	1.00E-09
26.09194	0.04485	26.3375	1.37368	26.09194	83.941	26.3375	90.81235	26.09194	6.14E-06	26.3375	1.88E-04	26.09194	9.26E-10	26.3375	1.00E-09
26.25861	0.05066	26.50417	1.36673	26.25861	83.64336	26.50417	90.50089	26.25861	6.93E-06	26.50417	1.87E-04	26.25861	9.22E-10	26.50417	9.98E-10
26.42528	0.05643	26.67083	1.35983	26.42528	83.3472	26.67083	90.18993	26.42528	7.72E-06	26.67083	1.86E-04	26.42528	9.19E-10	26.67083	9.94E-10
26.59194	0.06216	26.8375	1.35298	26.59194	83.05203	26.8375	89.88044	26.59194	8.50E-06	26.8375	1.85E-04	26.59194	9.16E-10	26.8375	9.91E-10
26.75861	0.06784	27.00417	1.34618	26.75861	82.75834	27.00417	89.57145	26.75861	9.28E-06	27.00417	1.84E-04	26.75861	9.12E-10	27.00417	9.88E-10
26.92528	0.07346	27.17083	1.33943	26.92528	82.46564	27.17083	89.26394	26.92528	1.00E-05	27.17083	1.83E-04	26.92528	9.09E-10	27.17083	9.84E-10
27.09194	0.07904	27.3375	1.33273	27.09194	82.17392	27.3375	88.95742	27.09194	1.08E-05	27.3375	1.82E-04	27.09194	9.06E-10	27.3375	9.81E-10
27.25861	0.08457	27.50417	1.32609	27.25861	81.88319	27.50417	88.65139	27.25861	1.16E-05	27.50417	1.81E-04	27.25861	9.03E-10	27.50417	9.77E-10
27.42528	0.09004	27.67083	1.31949	27.42528	81.59345	27.67083	88.34684	27.42528	1.23E-05	27.67083	1.80E-04	27.42528	9.00E-10	27.67083	9.74E-10
27.59194	0.09547	27.8375	1.31295	27.59194	81.30519	27.8375	88.04278	27.59194	1.31E-05	27.8375	1.79E-04	27.59194	8.96E-10	27.8375	9.71E-10
27.75861	0.10083	28.00417	1.30645	27.75861	81.01792	28.00417	87.73972	27.75861	1.38E-05	28.00417	1.79E-04	27.75861	8.93E-10	28.00417	9.67E-10
27.92528	0.10615	28.17083	1.3	27.92528	80.73114	28.17083	87.43763	27.92528	1.45E-05	28.17083	1.78E-04	27.92528	8.90E-10	28.17083	9.64E-10
28.09194	0.1114	28.3375	1.2936	28.09194	80.44584	28.3375	87.13654	28.09194	1.52E-05	28.3375	1.77E-04	28.09194	8.87E-10	28.3375	9.61E-10
28.25861	0.11661	28.50417	1.28725	28.25861	80.16153	28.50417	86.83594	28.25861	1.59E-05	28.50417	1.76E-04	28.25861	8.84E-10	28.50417	9.57E-10
28.42528	0.12176	28.67083	1.28094	28.42528	79.87771	28.67083	86.53682	28.42528	1.67E-05	28.67083	1.75E-04	28.42528	8.81E-10	28.67083	9.54E-10
28.59194	0.12685	28.8375	1.27468	28.59194	79.59538	28.8375	86.2382	28.59194	1.73E-05	28.8375	1.74E-04	28.59194	8.78E-10	28.8375	9.51E-10
28.75861	0.13189	29.00417	1.26846	28.75861	79.31353	29.00417	85.94105	28.75861	1.80E-05	29.00417	1.73E-04	28.75861	8.75E-10	29.00417	9.48E-10
28.92528	0.13687	29.17083	1.26208	28.92528	79.03268	29.17083	85.65921	28.92528	1.87E-05	29.17083	1.73E-04	28.92528	8.71E-10	29.17083	9.44E-10
29.09194	0.14176	29.3375	1.25621	29.09194	78.75725	29.3375	85.40747	29.09194	1.94E-05	29.3375	1.72E-04	29.09194	8.68E-10	29.3375	9.42E-10
29.25861	0.14744	29.50417	1.2514	29.25861	78.50798	29.50417	85.17894	29.25861	2.02E-05	29.50417	1.71E-04	29.25861	8.66E-10	29.50417	9.39E-10
29.42528	0.15598	29.67083	1.2469	29.42528	78.28981	29.67083	84.96719	29.42528	2.13E-05	29.67083	1.70E-04	29.42528	8.63E-10	29.67083	9.37E-10
29.59194	0.16572	29.8375	1.24253	29.59194	78.0904	29.8375	84.77221	29.59194	2.27E-05	29.8375	1.70E-04	29.59194	8.61E-10	29.8375	9.35E-10
29.75861	0.17539	30.00417	1.23848	29.75861	77.90826	30.00417	84.59452	29.75861	2.40E-05	30.00417	1.69E-04	29.75861	8.59E-10	30.00417	9.33E-10
29.92528	0.18479	30.17083	1.23497	29.92528	77.74242	30.17083	84.43608	29.92528	2.53E-05	30.17083	1.69E-04	29.92528	8.57E-10	30.17083	9.31E-10
30.09194	0.19428	30.3375	1.23214	30.09194	77.59483	30.3375	84.29836	30.09194	2.66E-05	30.3375	1.68E-04	30.09194	8.56E-10	30.3375	9.29E-10
30.25861	0.2043	30.50417	1.23007	30.25861	77.466	30.50417	84.18237	30.25861	2.79E-05	30.50417	1.68E-04	30.25861	8.54E-10	30.50417	9.28E-10
30.42528	0.21511	30.67083	1.2288	30.42528	77.35741	30.67083	84.09056	30.42528	2.94E-05	30.67083	1.68E-04	30.42528	8.53E-10	30.67083	9.27E-10
30.59194	0.22679	30.8375	1.22838	30.59194	77.27004	30.8375	84.02392	30.59194	3.10E-05	30.8375	1.68E-04	30.59194	8.52E-10	30.8375	9.26E-10
30.75861	0.23936	31.00417	1.22885	30.75861	77.20637	31.00417	83.98443	30.75861	3.27E-05	31.00417	1.68E-04	30.75861	8.51E-10	31.00417	9.26E-10
30.92528	0.25284	31.17083	1.23023	30.92528	77.16738	31.17083	83.97259	30.92528	3.46E-05	31.17083	1.68E-04	30.92528	8.51E-10	31.17083	9.26E-10
31.09194	0.26723	31.3375	1.23256	31.09194	77.15405	31.3375	83.98986	31.09194	3.65E-05	31.3375	1.69E-04	31.09194	8.51E-10	31.3375	9.26E-10
31.25861	0.28253	31.50417	1.23588	31.25861	77.16738	31.50417	84.03725	31.25861	3.86E-05	31.50417	1.69E-04	31.25861	8.51E-10	31.50417	9.27E-10
31.42528	0.29876	31.67083	1.2402	31.42528	77.20933	31.67083	84.11573	31.42528	4.09E-05	31.67083	1.70E-04	31.42528	8.51E-10	31.67083	9.27E-10
31.59194	0.31593	31.8375	1.24556	31.59194	77.27992	31.8375	84.2258	31.59194	4.32E-05	31.8375	1.70E-04	31.59194	8.52E-10	31.8375	9.29E-10
31.75861	0.33405	32.00417	1.25197	31.75861	77.38012	32.00417	84.36796	31.75861	4.57E-05	32.00417	1.71E-04	31.75861	8.53E-10	32.00417	9.30E-10
31.92528	0.35311	32.17083	1.25945	31.92528	77.51042	32.17083	84.54171	31.92528	4.83E-05	32.17083	1.72E-04	31.92528	8.55E-10	32.17083	9.32E-10
32.09194	0.37313	32.3375	1.26803	32.09194	77.67134	32.3375	84.74753	32.09194	5.10E-05	32.3375	1.73E-04	32.09194	8.56E-10	32.3375	9.34E-10
32.25861	0.39412	32.50417	1.27771	32.25861	77.86285	32.50417	84.98446	32.25861	5.39E-05	32.50417	1.75E-04	32.25861	8.59E-10	32.50417	9.37E-10
32.42528	0.41606	32.67083	1.28852	32.42528	78.08497	32.67083	85.25298	32.42528	5.69E-05	32.67083	1.76E-04	32.42528	8.61E-10	32.67083	9.40E-10
32.59194	0.43898	32.8375	1.30046	32.59194	78.3372	32.8375	85.5516	32.59194	6.00E-05	32.8375	1.78E-04	32.59194	8.64E-10	32.8375	9.43E-10
32.75861	0.46285	33.00417	1.31353	32.75861	78.61954	33.00417	85.88034	32.75861	6.33E-05	33.00417	1.80E-04	32.75861	8.67E-10	33.00417	9.47E-10
32.92528	0.48769	33.17083	1.32775	32.92528	78.9305	33.17083	86.23671	32.92528	6.67E-05	33.17083	1.82E-04	32.92528	8.70E-10	33.17083	9.51E-10
33.09194	0.51348	33.3375	1.34312	33.09194	79.2701	33.3375	86.62123	33.09194	7.02E-05	33.3375	1.84E-04	33.09194	8.74E-10	33.3375	9.55E-10
33.25861	0.54023	33.50417	1.35964	33.25861	79.63733	33.50417	87.03091	33.25861	7.39E-05	33.50417	1.86E-04	33.25861	8.78E-10	33.50417	9.60E-10
33.42528	0.56792	33.67083	1.37729	33.42528	80.03023	33.67083	87.46577	33.42528	7.77E-05	33.67083	1.88E-04	33.42528	8.82E-10	33.67083	9.64E-10
33.59194	0.59653	33.8375	1.39607	33.59194	80.4488	33.8375	87.92333	33.59194	8.16E-05	33.8375	1.91E-04	33.59194	8.87E-10	33.8375	9.69E-10
33.75861	0.62606	34.00417	1.41597	33.75861	80.89057	34.00417	88.40212	33.75861	8.56E-05	34.00417	1.94E-04	33.75861	8.92E-10	34.00417	9.75E-10
33.92528	0.65648	34.17083	1.43695	33.92528	81.35455	34.17083	88.90016	33.92528	8.98E-05	34.17083	1.96E-04	33.92528	8.97E-10	34.17083	9.80E-10
34.09194	0.68776	34.3375	1.45901	34.09194	81.83926	34.3375	89.41646	34.09194	9.41E-05	34.3375	1.99E-04	34.09194	9.02E-10	34.3375	9.86E-10
34.25861	0.71988	34.50417	1.48208	34.25861	82.34323	34.50417	89.94807	34.25861	9.84E-05	34.50417	2.03E-04	34.25861	9.08E-10	34.50417	9.92E-10
34.42528	0.7528	34.67083	1.50614	34.42528	82.86397	34.67083	90.49349	34.42528	1.03E-04	34.67083	2.06E-04	34.42528	9.14E-10	34.67083	9.98E-10
34.59194	0.78648	34.8375	1.53112	34.59194	83.40002	34.8375	91.05125	34.59194	1.08E-04	34.8375	2.09E-04	34.59194	9.20E-10	34.8375	1.00E-09
34.75861	0.82087	35.00417	1.55697	34.75861	83.94939	35.00417	91.6184	34.75861	1.12E-04	35.00417	2.13E-04	34.75861	9.26E-10	35.00417	1.01E-09
34.92528	0.85591	35.17083	1.5836	34.92528	84.51061	35.17083	92.19393	34.92528	1.17E-04	35.17083	2.17E-04	34.92528	9.32E-10	35.17083	1.02E-09
35.09194	0.89154	35.3375	1.61094	35.09194	85.0817	35.3375	92.77489	35.09194	1.22E-04	35.3375	2.20E-04	35.09194	9.38E-10	35.3375	1.02E-09
35.10861	0.89513	35.50417	1.63889	35.10861	85.13896	35.50417	93.3603	35.10861	1.22E-04	35.50417	2.24E-04	35.10861	9.39E-10	35.50417	1.03E-09
35.27528	0.96694	35.67083	1.66735	35.27528	89.40057	35.67083	93.94718	35.27528	1.94E-04	35.67083	2.28E-04	35.27528	1.09E-09	35.67083	1.04E-09
35.35861	0.21292	35.8375	1.6962	35.35861	90.70252	35.8375	94.53456	35.35861	4.84E-05	35.8375	2.32E-04	35.35861	1.13E-09	35.8375	1.04E-09
35.52528	0.09095	36.00417	1.72533	35.52528	89.80163	36.00417	95.11997	35.52528	2.07E-05	36.00417	2.36E-04	35.52528	1.12E-09	36.00417	1.05E-09
35.69194	0.0589	36.17083	1.7546	35.69194	89.46175	36.17083	95.70241	35.69194	1.34E-05	36.17083	2.40E-04	35.69194	1.12E-09	36.17083	1.06E-09
35.85861	0.0475	36.3375	1.78388	35.85861	89.14879	36.3375	96.27893	35.85861	1.08E-05	36.3375	2.44E-04	35.85861	1.11E-09	36.3375	1.06E-09
36.02528	0.04361	36.50417	1.81303	36.02528	88.84532	36.50417	96.84904	36.02528	9.91E-06	36.50417	2.48E-04	36.02528	1.11E-09	36.50417	1.07E-09
36.19194	0.04279	36.67083	1.84189	36.19194	88.54767	36.67083	97.41026	36.19194	9.73E-06	36.67083	2.52E-04	36.19194	1.11E-09	36.67083	1.07E-09
36.35861	0.04329	36.8375	1.87034	36.35861	88.25317	36.8375	97.9616	36.35861	9.84E-06	36.8375	2.56E-04	36.35861	1.10E-09	36.8375	1.08E-09
36.52528	0.04439	37.00417	1.8982	36.52528	87.96238	37.00417	98.5016	36.52528	1.01E-05	37.00417	2.60E-04	36.52528	1.10E-09	37.00417	1.09E-09
36.64194	0.04532	37.17083	1.92534	36.64194	87.76077	37.17083	99.02826	36.64194	1.03E-05	37.17083	2.63E-04	36.64194	1.10E-09	37.17083	1.09E-09
36.80861	0.2279	37.3375	1.9516	36.80861	87.6758	37.3375	99.54062	36.80861	3.60E-05	37.3375	2.67E-04	36.80861	9.69E-10	37.3375	1.10E-09
36.89194	0.23372	37.50417	1.97685	36.89194	82.20354	37.50417	100.03767	36.89194	3.20E-05	37.50417	2.70E-04	36.89194	9.06E-10	37.50417	1.10E-09
37.05861	0.27543	37.67083	2.00096	37.05861	82.75785	37.67083	100.51745	37.05861	3.77E-05	37.67083	2.74E-04	37.05861	9.12E-10	37.67083	1.11E-09
37.22528	0.31653	37.8375	2.02378	37.22528	83.30673	37.8375	100.97945	37.22528	4.33E-05	37.8375	2.77E-04	37.22528	9.19E-10	37.8375	1.11E-09
37.39194	0.35701	38.00417	2.04521	37.39194	83.84771	38.00417	101.42221	37.39194	4.89E-05	38.00417	2.80E-04	37.39194	9.24E-10	38.00417	1.12E-09
37.55861	0.39663	38.17083	2.06513	37.55861	84.37684	38.17083	101.84473	37.55861	5.43E-05	38.17083	2.82E-04	37.55861	9.30E-10	38.17083	1.12E-09
37.72528	0.43523	38.3375	2.08345	37.72528	84.89117	38.3375	102.24553	37.72528	5.95E-05	38.3375	2.85E-04	37.72528	9.36E-10	38.3375	1.13E-09
37.89194	0.47267	38.50417	2.10008	37.89194	85.38921	38.50417	102.62461	37.89194	6.47E-05	38.50417	2.87E-04	37.89194	9.41E-10	38.50417	1.13E-09
38.05861	0.50884	38.67083	2.11495	38.05861	85.868	38.67083	102.98	38.05861	6.96E-05	38.67083	2.89E-04	38.05861	9.47E-10	38.67083	1.14E-09
38.22528	0.54365	38.8375	2.12801	38.22528	86.32606	38.8375	103.3112	38.22528	7.44E-05	38.8375	2.91E-04	38.22528	9.52E-10	38.8375	1.14E-09
38.39194	0.57699	39.00417	2.13922	38.39194	86.7619	39.00417	103.61723	38.39194	7.89E-05	39.00417	2.92E-04	38.39194	9.57E-10	39.00417	1.14E-09
38.55861	0.6088	39.17083	2.14855	38.55861	87.17405	39.17083	103.8971	38.55861	8.33E-05	39.17083	2.94E-04	38.55861	9.61E-10	39.17083	1.15E-09
38.72528	0.639	39.3375	2.156	38.72528	87.56153	39.3375	104.14982	38.72528	8.74E-05	39.3375	2.95E-04	38.72528	9.65E-10	39.3375	1.15E-09
38.89194	0.66751	39.50417	2.16158	38.89194	87.92284	39.50417	104.37539	38.89194	9.13E-05	39.50417	2.95E-04	38.89194	9.69E-10	39.50417	1.15E-09
39.05861	0.6943	39.67083	2.1653	39.05861	88.2575	39.67083	104.57234	39.05861	9.49E-05	39.67083	2.96E-04	39.05861	9.73E-10	39.67083	1.15E-09
39.22528	0.71933	39.8375	2.16722	39.22528	88.56402	39.8375	104.74016	39.22528	9.84E-05	39.8375	2.96E-04	39.22528	9.76E-10	39.8375	1.15E-09
39.39194	0.74256	40.00417	2.16738	39.39194	88.84192	40.00417	104.87837	39.39194	1.02E-04	40.00417	2.96E-04	39.39194	9.80E-10	40.00417	1.16E-09
39.55861	0.76398	40.17083	2.16585	39.55861	89.0902	40.17083	104.98597	39.55861	1.04E-04	40.17083	2.96E-04	39.55861	9.82E-10	40.17083	1.16E-09
39.72528	0.7836	40.3375	2.16271	39.72528	89.30886	40.3375	105.06347	39.72528	1.07E-04	40.3375	2.96E-04	39.72528	9.85E-10	40.3375	1.16E-09
39.89194	0.80142	40.50417	2.15805	39.89194	89.49643	40.50417	105.10937	39.89194	1.10E-04	40.50417	2.95E-04	39.89194	9.87E-10	40.50417	1.16E-09
40.05861	0.81748	40.67083	2.15198	40.05861	89.6529	40.67083	105.12418	40.05861	1.12E-04	40.67083	2.94E-04	40.05861	9.89E-10	40.67083	1.16E-09
40.22528	0.83181	40.8375	2.14459	40.22528	89.77827	40.8375	105.1074	40.22528	1.14E-04	40.8375	2.93E-04	40.22528	9.90E-10	40.8375	1.16E-09
40.39194	0.84445	41.00417	2.13599	40.39194	89.87205	41.00417	105.05853	40.39194	1.15E-04	41.00417	2.92E-04	40.39194	9.91E-10	41.00417	1.16E-09
40.55861	0.85548	41.17083	2.12632	40.55861	89.93425	41.17083	104.97857	40.55861	1.17E-04	41.17083	2.91E-04	40.55861	9.92E-10	41.17083	1.16E-09
40.72528	0.86495	41.3375	2.11568	40.72528	89.96435	41.3375	104.86702	40.72528	1.18E-04	41.3375	2.89E-04	40.72528	9.92E-10	41.3375	1.16E-09
40.89194	0.87295	41.50417	2.1042	40.89194	89.96287	41.50417	104.72387	40.89194	1.19E-04	41.50417	2.88E-04	40.89194	9.92E-10	41.50417	1.15E-09
41.05861	0.87956	41.67083	2.09198	41.05861	89.9298	41.67083	104.54963	41.05861	1.20E-04	41.67083	2.86E-04	41.05861	9.92E-10	41.67083	1.15E-09
41.22528	0.88488	41.8375	2.07916	41.22528	89.86514	41.8375	104.34479	41.22528	1.21E-04	41.8375	2.84E-04	41.22528	9.91E-10	41.8375	1.15E-09
41.39194	0.88899	42.00417	2.06583	41.39194	89.76889	42.00417	104.10935	41.39194	1.22E-04	42.00417	2.82E-04	41.39194	9.90E-10	42.00417	1.15E-09
41.55861	0.892	42.17083	2.0521	41.55861	89.64204	42.17083	103.8433	41.55861	1.22E-04	42.17083	2.80E-04	41.55861	9.88E-10	42.17083	1.14E-09
41.72528	0.894	42.3375	2.03807	41.72528	89.48409	42.3375	103.54714	41.72528	1.22E-04	42.3375	2.79E-04	41.72528	9.87E-10	42.3375	1.14E-09
41.89194	0.8951	42.50417	2.02383	41.89194	89.29553	42.50417	103.22186	41.89194	1.22E-04	42.50417	2.77E-04	41.89194	9.85E-10	42.50417	1.14E-09
42.05861	0.8954	42.67083	2.0095	42.05861	89.07687	42.67083	102.86795	42.05861	1.22E-04	42.67083	2.75E-04	42.05861	9.82E-10	42.67083	1.13E-09
42.22528	0.89501	42.8375	1.99514	42.22528	88.8276	42.8375	102.4864	42.22528	1.22E-04	42.8375	2.73E-04	42.22528	9.79E-10	42.8375	1.13E-09
42.39194	0.89404	43.00417	1.98077	42.39194	88.54823	43.00417	102.08165	42.39194	1.22E-04	43.00417	2.71E-04	42.39194	9.76E-10	43.00417	1.13E-09
42.55861	0.89261	43.17083	1.96637	42.55861	88.23924	43.17083	101.66308	42.55861	1.22E-04	43.17083	2.69E-04	42.55861	9.73E-10	43.17083	1.12E-09
42.72528	0.89086	43.3375	1.95206	42.72528	87.9031	43.3375	101.24747	42.72528	1.22E-04	43.3375	2.67E-04	42.72528	9.69E-10	43.3375	1.12E-09
42.89194	0.88891	43.50417	1.93789	42.89194	87.54228	43.50417	100.83878	42.89194	1.22E-04	43.50417	2.65E-04	42.89194	9.65E-10	43.50417	1.11E-09
43.05861	0.88669	43.67083	1.92391	43.05861	87.16616	43.67083	100.4365	43.05861	1.21E-04	43.67083	2.63E-04	43.05861	9.61E-10	43.67083	1.11E-09
43.22528	0.88411	43.8375	1.91008	43.22528	86.78707	43.8375	100.03964	43.22528	1.21E-04	43.8375	2.61E-04	43.22528	9.57E-10	43.8375	1.10E-09
43.39194	0.88139	44.00417	1.89643	43.39194	86.41392	44.00417	99.64921	43.39194	1.20E-04	44.00417	2.59E-04	43.39194	9.53E-10	44.00417	1.10E-09
43.55861	0.8787	44.17083	1.88292	43.55861	86.04717	44.17083	99.26322	43.55861	1.20E-04	44.17083	2.57E-04	43.55861	9.49E-10	44.17083	1.09E-09
43.72528	0.87605	44.3375	1.86957	43.72528	85.68537	44.3375	98.88265	43.72528	1.20E-04	44.3375	2.56E-04	43.72528	9.45E-10	44.3375	1.09E-09
43.89194	0.87347	44.50417	1.85637	43.89194	85.32899	44.50417	98.50604	43.89194	1.19E-04	44.50417	2.54E-04	43.89194	9.41E-10	44.50417	1.09E-09
44.05861	0.87092	44.67083	1.84331	44.05861	84.97755	44.67083	98.13436	44.05861	1.19E-04	44.67083	2.52E-04	44.05861	9.37E-10	44.67083	1.08E-09
44.22528	0.86842	44.8375	1.83039	44.22528	84.63055	44.8375	97.76614	44.22528	1.19E-04	44.8375	2.50E-04	44.22528	9.33E-10	44.8375	1.08E-09
44.39194	0.86596	45.00417	1.81761	44.39194	84.288	45.00417	97.40186	44.39194	1.18E-04	45.00417	2.48E-04	44.39194	9.29E-10	45.00417	1.07E-09
44.55861	0.86353	45.17083	1.80497	44.55861	83.94939	45.17083	97.04154	44.55861	1.18E-04	45.17083	2.47E-04	44.55861	9.26E-10	45.17083	1.07E-09
44.72528	0.86114	45.3375	1.79246	44.72528	83.61522	45.3375	96.68418	44.72528	1.18E-04	45.3375	2.45E-04	44.72528	9.22E-10	45.3375	1.07E-09
44.89194	0.85878	45.50417	1.78008	44.89194	83.28402	45.50417	96.33027	44.89194	1.17E-04	45.50417	2.43E-04	44.89194	9.18E-10	45.50417	1.06E-09
45.05861	0.85646	45.67083	1.76784	45.05861	82.95677	45.67083	95.97932	45.05861	1.17E-04	45.67083	2.42E-04	45.05861	9.15E-10	45.67083	1.06E-09
45.22528	0.85416	45.8375	1.75571	45.22528	82.63247	45.8375	95.63133	45.22528	1.17E-04	45.8375	2.40E-04	45.22528	9.11E-10	45.8375	1.05E-09
45.39194	0.8519	46.00417	1.74372	45.39194	82.31114	46.00417	95.28582	45.39194	1.16E-04	46.00417	2.38E-04	45.39194	9.08E-10	46.00417	1.05E-09
45.55861	0.84966	46.17083	1.73185	45.55861	81.99327	46.17083	94.94326	45.55861	1.16E-04	46.17083	2.37E-04	45.55861	9.04E-10	46.17083	1.05E-09
45.72528	0.84744	46.3375	1.7201	45.72528	81.67786	46.3375	94.60268	45.72528	1.16E-04	46.3375	2.35E-04	45.72528	9.01E-10	46.3375	1.04E-09
45.89194	0.84525	46.50417	1.70847	45.89194	81.36541	46.50417	94.26457	45.89194	1.16E-04	46.50417	2.34E-04	45.89194	8.97E-10	46.50417	1.04E-09
46.05861	0.84308	46.67083	1.69696	46.05861	81.05543	46.67083	93.92892	46.05861	1.15E-04	46.67083	2.32E-04	46.05861	8.94E-10	46.67083	1.04E-09
46.22528	0.84093	46.8375	1.68557	46.22528	80.74792	46.8375	93.59525	46.22528	1.15E-04	46.8375	2.30E-04	46.22528	8.90E-10	46.8375	1.03E-09
46.39194	0.8388	47.00417	1.67429	46.39194	80.44239	47.00417	93.26355	46.39194	1.15E-04	47.00417	2.29E-04	46.39194	8.87E-10	47.00417	1.03E-09
46.55861	0.8367	47.17083	1.66313	46.55861	80.13932	47.17083	92.93383	46.55861	1.14E-04	47.17083	2.27E-04	46.55861	8.84E-10	47.17083	1.02E-09
46.72528	0.83461	47.3375	1.65208	46.72528	79.83872	47.3375	92.60608	46.72528	1.14E-04	47.3375	2.26E-04	46.72528	8.80E-10	47.3375	1.02E-09
46.89194	0.83254	47.50417	1.64114	46.89194	79.5396	47.50417	92.27982	46.89194	1.14E-04	47.50417	2.24E-04	46.89194	8.77E-10	47.50417	1.02E-09
46.90861	0.83233	47.67083	1.63031	46.90861	79.50998	47.67083	91.95552	46.90861	1.14E-04	47.67083	2.23E-04	46.90861	8.77E-10	47.67083	1.01E-09
47.07528	0.85862	47.8375	1.61959	47.07528	82.69899	47.8375	91.63271	47.07528	1.72E-04	47.8375	2.21E-04	47.07528	1.01E-09	47.8375	1.01E-09
47.15861	0.09991	48.00417	1.60898	47.15861	84.55408	48.00417	91.31138	47.15861	2.27E-05	48.00417	2.20E-04	47.15861	1.06E-09	48.00417	1.01E-09
47.32528	0.00799	48.17083	1.59847	47.32528	84.2522	48.17083	90.99202	47.32528	1.82E-06	48.17083	2.18E-04	47.32528	1.05E-09	48.17083	1.00E-09
47.49194	0.00182	48.3375	1.58807	47.49194	83.9519	48.3375	90.67365	47.49194	4.14E-07	48.3375	2.17E-04	47.49194	1.05E-09	48.3375	1.00E-09
47.65861	0.00133	48.50417	1.57777	47.65861	83.65318	48.50417	90.35726	47.65861	3.02E-07	48.50417	2.16E-04	47.65861	1.04E-09	48.50417	9.96E-10
47.82528	0.00126	48.67083	1.56756	47.82528	83.355	48.67083	90.04185	47.82528	2.87E-07	48.67083	2.14E-04	47.82528	1.04E-09	48.67083	9.93E-10
47.99194	0.00124	48.8375	1.55746	47.99194	83.05787	48.8375	89.72792	47.99194	2.81E-07	48.8375	2.13E-04	47.99194	1.04E-09	48.8375	9.89E-10
48.15861	0.00122	49.00417	1.54746	48.15861	82.76126	49.00417	89.41498	48.15861	2.77E-07	49.00417	2.12E-04	48.15861	1.03E-09	49.00417	9.86E-10
48.32528	0.0012	49.17083	1.53756	48.32528	82.46572	49.17083	89.10352	48.32528	2.73E-07	49.17083	2.10E-04	48.32528	1.03E-09	49.17083	9.82E-10
48.49194	0.00118	49.3375	1.52775	48.49194	82.17122	49.3375	88.79354	48.49194	2.69E-07	49.3375	2.09E-04	48.49194	1.03E-09	49.3375	9.79E-10
48.65861	0.00117	49.50417	1.51804	48.65861	81.87726	49.50417	88.48455	48.65861	2.65E-07	49.50417	2.07E-04	48.65861	1.02E-09	49.50417	9.76E-10
48.82528	0.00115	49.67083	1.50842	48.82528	81.58435	49.67083	88.17655	48.82528	2.61E-07	49.67083	2.06E-04	48.82528	1.02E-09	49.67083	9.72E-10
48.84194	0.00115	49.8375	1.4989	48.84194	81.55532	49.8375	87.86953	48.84194	2.61E-07	49.8375	2.05E-04	48.84194	1.02E-09	49.8375	9.69E-10
49.00861	0.00848	50.00417	1.48947	49.00861	81.26189	50.00417	87.564	49.00861	1.34E-06	50.00417	2.04E-04	49.00861	8.98E-10	50.00417	9.65E-10
49.09194	0.00986	50.17083	1.48012	49.09194	75.85934	50.17083	87.25945	49.09194	1.35E-06	50.17083	2.02E-04	49.09194	8.36E-10	50.17083	9.62E-10
