Time	H2O2(C2w)	Time	H2O2(C2wo)	Time	O3(C2w)	Time	O3(C2wo)	Time	aH2O2(C2w)	Time	aH2O2(C2wo)	Time	aO3(C2w)	Time	aO3(C2wo)
80.09194	0.39705	82.00417	1.51924	80.09194	66.81518	82.00417	86.16564	80.09194	5.43E-05	82.00417	2.08E-04	80.09194	7.37E-10	82.00417	9.50E-10
80.25861	0.4195	82.17083	1.54246	80.25861	67.12763	82.17083	86.74364	80.25861	5.74E-05	82.17083	2.11E-04	80.25861	7.40E-10	82.17083	9.56E-10
80.42528	0.44288	82.3375	1.56664	80.42528	67.47166	82.3375	87.33793	80.42528	6.06E-05	82.3375	2.14E-04	80.42528	7.44E-10	82.3375	9.63E-10
80.59194	0.46719	82.50417	1.59173	80.59194	67.84581	82.50417	87.94604	80.59194	6.39E-05	82.50417	2.18E-04	80.59194	7.48E-10	82.50417	9.70E-10
80.75861	0.49242	82.67083	1.61767	80.75861	68.24957	82.67083	88.56698	80.75861	6.73E-05	82.67083	2.21E-04	80.75861	7.53E-10	82.67083	9.77E-10
80.92528	0.51858	82.8375	1.64442	80.92528	68.68245	82.8375	89.19879	80.92528	7.09E-05	82.8375	2.25E-04	80.92528	7.57E-10	82.8375	9.83E-10
81.09194	0.54566	83.00417	1.6719	81.09194	69.14347	83.00417	89.83849	81.09194	7.46E-05	83.00417	2.29E-04	81.09194	7.62E-10	83.00417	9.91E-10
81.25861	0.57364	83.17083	1.70004	81.25861	69.63115	83.17083	90.4851	81.25861	7.84E-05	83.17083	2.32E-04	81.25861	7.68E-10	83.17083	9.98E-10
81.42528	0.60252	83.3375	1.72876	81.42528	70.14498	83.3375	91.13566	81.42528	8.24E-05	83.3375	2.36E-04	81.42528	7.73E-10	83.3375	1.00E-09
81.59194	0.63228	83.50417	1.75797	81.59194	70.683	83.50417	91.78918	81.59194	8.65E-05	83.50417	2.40E-04	81.59194	7.79E-10	83.50417	1.01E-09
81.75861	0.66291	83.67083	1.78757	81.75861	71.24373	83.67083	92.4432	81.75861	9.06E-05	83.67083	2.44E-04	81.75861	7.86E-10	83.67083	1.02E-09
81.92528	0.69439	83.8375	1.81744	81.92528	71.82617	83.8375	93.09622	81.92528	9.50E-05	83.8375	2.48E-04	81.92528	7.92E-10	83.8375	1.03E-09
82.09194	0.72667	84.00417	1.84748	82.09194	72.42836	84.00417	93.74629	82.09194	9.94E-05	84.00417	2.53E-04	82.09194	7.99E-10	84.00417	1.03E-09
82.25861	0.75975	84.17083	1.87755	82.25861	73.04881	84.17083	94.39093	82.25861	1.04E-04	84.17083	2.57E-04	82.25861	8.05E-10	84.17083	1.04E-09
82.42528	0.79357	84.3375	1.90754	82.42528	73.68555	84.3375	95.02964	82.42528	1.09E-04	84.3375	2.61E-04	82.42528	8.12E-10	84.3375	1.05E-09
82.59194	0.8281	84.50417	1.9373	82.59194	74.3366	84.50417	95.65996	82.59194	1.13E-04	84.50417	2.65E-04	82.59194	8.20E-10	84.50417	1.05E-09
82.75861	0.86328	84.67083	1.96669	82.75861	75.00049	84.67083	96.27992	82.75861	1.18E-04	84.67083	2.69E-04	82.75861	8.27E-10	84.67083	1.06E-09
82.92528	0.89907	84.8375	1.99559	82.92528	75.67474	84.8375	96.88902	82.92528	1.23E-04	84.8375	2.73E-04	82.92528	8.34E-10	84.8375	1.07E-09
83.09194	0.93538	85.00417	2.02383	83.09194	76.35788	85.00417	97.48578	83.09194	1.28E-04	85.00417	2.77E-04	83.09194	8.42E-10	85.00417	1.07E-09
83.10861	0.93904	85.17083	2.0513	83.10861	76.42649	85.17083	98.06773	83.10861	1.28E-04	85.17083	2.80E-04	83.10861	8.43E-10	85.17083	1.08E-09
83.27528	1.00875	85.3375	2.07784	83.27528	80.40656	85.3375	98.63437	83.27528	2.03E-04	85.3375	2.84E-04	83.27528	9.79E-10	85.3375	1.09E-09
83.35861	0.07024	85.50417	2.10333	83.35861	82.39552	85.50417	99.18424	83.35861	1.60E-05	85.50417	2.88E-04	83.35861	1.03E-09	85.50417	1.09E-09
83.52528	0.00681	85.67083	2.12763	83.52528	82.16067	85.67083	99.71634	83.52528	1.55E-06	85.67083	2.91E-04	83.52528	1.03E-09	85.67083	1.10E-09
83.69194	0.00643	85.8375	2.15061	83.69194	81.92634	85.8375	100.22918	83.69194	1.46E-06	85.8375	2.94E-04	83.69194	1.02E-09	85.8375	1.11E-09
83.85861	0.00645	86.00417	2.17218	83.85861	81.69465	86.00417	100.72179	83.85861	1.47E-06	86.00417	2.97E-04	83.85861	1.02E-09	86.00417	1.11E-09
84.02528	0.00648	86.17083	2.19221	84.02528	81.46455	86.17083	101.19318	84.02528	1.47E-06	86.17083	3.00E-04	84.02528	1.02E-09	86.17083	1.12E-09
84.19194	0.0065	86.3375	2.21062	84.19194	81.23708	86.3375	101.64235	84.19194	1.48E-06	86.3375	3.02E-04	84.19194	1.01E-09	86.3375	1.12E-09
84.35861	0.00651	86.50417	2.22732	84.35861	81.0112	86.50417	102.06832	84.35861	1.48E-06	86.50417	3.04E-04	84.35861	1.01E-09	86.50417	1.13E-09
84.52528	0.00652	86.67083	2.24225	84.52528	80.7869	86.67083	102.46962	84.52528	1.48E-06	86.67083	3.07E-04	84.52528	1.01E-09	86.67083	1.13E-09
84.64194	0.00651	86.8375	2.25534	84.64194	80.63121	86.8375	102.84623	84.64194	1.48E-06	86.8375	3.08E-04	84.64194	1.01E-09	86.8375	1.13E-09
84.80861	0.06703	87.00417	2.26654	84.80861	80.6196	87.00417	103.19669	84.80861	1.06E-05	87.00417	3.10E-04	84.80861	8.91E-10	87.00417	1.14E-09
84.89194	0.08644	87.17083	2.27584	84.89194	75.64463	87.17083	103.51999	84.89194	1.19E-05	87.17083	3.11E-04	84.89194	8.34E-10	87.17083	1.14E-09
85.05861	0.13365	87.3375	2.28321	85.05861	76.29371	87.3375	103.81615	85.05861	1.83E-05	87.3375	3.12E-04	85.05861	8.41E-10	87.3375	1.14E-09
85.22528	0.1801	87.50417	2.28866	85.22528	76.93835	87.50417	104.08319	85.22528	2.47E-05	87.50417	3.13E-04	85.22528	8.48E-10	87.50417	1.15E-09
85.39194	0.22575	87.67083	2.29221	85.39194	77.57459	87.67083	104.3211	85.39194	3.09E-05	87.67083	3.13E-04	85.39194	8.55E-10	87.67083	1.15E-09
85.55861	0.27041	87.8375	2.29387	85.55861	78.19751	87.8375	104.5294	85.55861	3.70E-05	87.8375	3.14E-04	85.55861	8.62E-10	87.8375	1.15E-09
85.72528	0.31392	88.00417	2.29369	85.72528	78.80463	88.00417	104.7066	85.72528	4.30E-05	88.00417	3.14E-04	85.72528	8.69E-10	88.00417	1.15E-09
85.89194	0.35618	88.17083	2.29172	85.89194	79.39349	88.17083	104.8532	85.89194	4.87E-05	88.17083	3.13E-04	85.89194	8.75E-10	88.17083	1.16E-09
86.05861	0.39708	88.3375	2.28804	86.05861	79.96162	88.3375	104.96722	86.05861	5.43E-05	88.3375	3.13E-04	86.05861	8.82E-10	88.3375	1.16E-09
86.22528	0.43651	88.50417	2.28271	86.22528	80.50754	88.50417	105.04965	86.22528	5.97E-05	88.50417	3.12E-04	86.22528	8.88E-10	88.50417	1.16E-09
86.39194	0.47438	88.67083	2.27581	86.39194	81.02977	88.67083	105.09901	86.39194	6.49E-05	88.67083	3.11E-04	86.39194	8.93E-10	88.67083	1.16E-09
86.55861	0.51061	88.8375	2.26746	86.55861	81.52682	88.8375	105.1153	86.55861	6.98E-05	88.8375	3.10E-04	86.55861	8.99E-10	88.8375	1.16E-09
86.72528	0.54511	89.00417	2.25773	86.72528	81.99722	89.00417	105.09802	86.72528	7.45E-05	89.00417	3.09E-04	86.72528	9.04E-10	89.00417	1.16E-09
86.89194	0.57783	89.17083	2.24674	86.89194	82.44047	89.17083	105.04718	86.89194	7.90E-05	89.17083	3.07E-04	86.89194	9.09E-10	89.17083	1.16E-09
87.05861	0.6087	89.3375	2.23459	87.05861	82.85509	89.3375	104.96228	87.05861	8.32E-05	89.3375	3.05E-04	87.05861	9.14E-10	89.3375	1.16E-09
87.22528	0.63768	89.50417	2.22139	87.22528	83.24009	89.50417	104.84283	87.22528	8.72E-05	89.50417	3.04E-04	87.22528	9.18E-10	89.50417	1.16E-09
87.39194	0.66474	89.67083	2.20724	87.39194	83.59449	89.67083	104.68932	87.39194	9.09E-05	89.67083	3.02E-04	87.39194	9.22E-10	89.67083	1.15E-09
87.55861	0.68985	89.8375	2.19225	87.55861	83.91829	89.8375	104.50175	87.55861	9.43E-05	89.8375	3.00E-04	87.55861	9.25E-10	89.8375	1.15E-09
87.72528	0.713	90.00417	2.17652	87.72528	84.21001	90.00417	104.27914	87.72528	9.75E-05	90.00417	2.98E-04	87.72528	9.28E-10	90.00417	1.15E-09
87.89194	0.7342	90.17083	2.16015	87.89194	84.46915	90.17083	104.02149	87.89194	1.00E-04	90.17083	2.95E-04	87.89194	9.31E-10	90.17083	1.15E-09
88.05861	0.75346	90.3375	2.14322	88.05861	84.69571	90.3375	103.72977	88.05861	1.03E-04	90.3375	2.93E-04	88.05861	9.34E-10	90.3375	1.14E-09
88.22528	0.77081	90.50417	2.12582	88.22528	84.88821	90.50417	103.40449	88.22528	1.05E-04	90.50417	2.91E-04	88.22528	9.36E-10	90.50417	1.14E-09
88.39194	0.78629	90.67083	2.10804	88.39194	85.04715	90.67083	103.04663	88.39194	1.07E-04	90.67083	2.88E-04	88.39194	9.38E-10	90.67083	1.14E-09
88.55861	0.79994	90.8375	2.08995	88.55861	85.17252	90.8375	102.65916	88.55861	1.09E-04	90.8375	2.86E-04	88.55861	9.39E-10	90.8375	1.13E-09
88.72528	0.81183	91.00417	2.07159	88.72528	85.26285	91.00417	102.24849	88.72528	1.11E-04	91.00417	2.83E-04	88.72528	9.40E-10	91.00417	1.13E-09
88.89194	0.82201	91.17083	2.05304	88.89194	85.31863	91.17083	101.82696	88.89194	1.12E-04	91.17083	2.81E-04	88.89194	9.41E-10	91.17083	1.12E-09
89.05861	0.83056	91.3375	2.03462	89.05861	85.33936	91.3375	101.40987	89.05861	1.14E-04	91.3375	2.78E-04	89.05861	9.41E-10	91.3375	1.12E-09
89.22528	0.83757	91.50417	2.01644	89.22528	85.32554	91.50417	100.9992	89.22528	1.14E-04	91.50417	2.76E-04	89.22528	9.41E-10	91.50417	1.11E-09
89.39194	0.84311	91.67083	1.99854	89.39194	85.27667	91.67083	100.59543	89.39194	1.15E-04	91.67083	2.73E-04	89.39194	9.40E-10	91.67083	1.11E-09
89.55861	0.84727	91.8375	1.9809	89.55861	85.19227	91.8375	100.19759	89.55861	1.16E-04	91.8375	2.71E-04	89.55861	9.39E-10	91.8375	1.10E-09
89.72528	0.85016	92.00417	1.9635	89.72528	85.07232	92.00417	99.80519	89.72528	1.16E-04	92.00417	2.68E-04	89.72528	9.38E-10	92.00417	1.10E-09
89.89194	0.85184	92.17083	1.94635	89.89194	84.91634	92.17083	99.41771	89.89194	1.16E-04	92.17083	2.66E-04	89.89194	9.36E-10	92.17083	1.10E-09
90.05861	0.85243	92.3375	1.92944	90.05861	84.72483	92.3375	99.03567	90.05861	1.17E-04	92.3375	2.64E-04	90.05861	9.34E-10	92.3375	1.09E-09
90.22528	0.852	92.50417	1.91276	90.22528	84.49728	92.50417	98.65807	90.22528	1.16E-04	92.50417	2.61E-04	90.22528	9.32E-10	92.50417	1.09E-09
90.39194	0.85066	92.67083	1.89632	90.39194	84.23419	92.67083	98.28442	90.39194	1.16E-04	92.67083	2.59E-04	90.39194	9.29E-10	92.67083	1.08E-09
90.55861	0.84852	92.8375	1.88011	90.55861	83.93656	92.8375	97.91521	90.55861	1.16E-04	92.8375	2.57E-04	90.55861	9.25E-10	92.8375	1.08E-09
90.72528	0.84568	93.00417	1.86412	90.72528	83.60733	93.00417	97.54994	90.72528	1.16E-04	93.00417	2.55E-04	90.72528	9.22E-10	93.00417	1.08E-09
90.89194	0.84225	93.17083	1.84835	90.89194	83.25292	93.17083	97.18814	90.89194	1.15E-04	93.17083	2.53E-04	90.89194	9.18E-10	93.17083	1.07E-09
91.05861	0.83819	93.3375	1.83279	91.05861	82.8852	93.3375	96.82929	91.05861	1.15E-04	93.3375	2.51E-04	91.05861	9.14E-10	93.3375	1.07E-09
91.22528	0.83354	93.50417	1.81745	91.22528	82.51747	93.50417	96.4739	91.22528	1.14E-04	93.50417	2.48E-04	91.22528	9.10E-10	93.50417	1.06E-09
91.39194	0.82878	93.67083	1.80231	91.39194	82.15566	93.67083	96.12197	91.39194	1.13E-04	93.67083	2.46E-04	91.39194	9.06E-10	93.67083	1.06E-09
91.55861	0.82412	93.8375	1.78738	91.55861	81.79928	93.8375	95.7725	91.55861	1.13E-04	93.8375	2.44E-04	91.55861	9.02E-10	93.8375	1.06E-09
91.72528	0.81956	94.00417	1.77264	91.72528	81.44883	94.00417	95.4255	91.72528	1.12E-04	94.00417	2.42E-04	91.72528	8.98E-10	94.00417	1.05E-09
91.89194	0.8151	94.17083	1.75811	91.89194	81.10282	94.17083	95.08147	91.89194	1.11E-04	94.17083	2.40E-04	91.89194	8.94E-10	94.17083	1.05E-09
92.05861	0.81072	94.3375	1.74377	92.05861	80.76174	94.3375	94.7399	92.05861	1.11E-04	94.3375	2.38E-04	92.05861	8.90E-10	94.3375	1.04E-09
92.22528	0.80643	94.44472	1.73467	92.22528	80.42511	94.44472	94.52173	92.22528	1.10E-04	94.44472	2.37E-04	92.22528	8.87E-10	94.44472	1.04E-09
92.39194	0.80223	94.61139	1.72792	92.39194	80.09292	94.61139	94.5829	92.39194	1.10E-04	94.61139	2.35E-04	92.39194	8.83E-10	94.61139	1.04E-09
92.55861	0.79811	94.77806	1.72135	92.55861	79.76419	94.77806	94.64913	92.55861	1.09E-04	94.77806	2.33E-04	92.55861	8.79E-10	94.77806	1.03E-09
92.72528	0.79406	94.94472	1.71486	92.72528	79.4394	94.94472	94.71426	92.72528	1.09E-04	94.94472	2.31E-04	92.72528	8.76E-10	94.94472	1.03E-09
92.89194	0.7901	95.11139	1.70852	92.89194	79.11807	95.11139	94.78508	92.89194	1.08E-04	95.11139	2.30E-04	92.89194	8.72E-10	95.11139	1.03E-09
93.05861	0.78621	95.27806	1.70232	93.05861	78.7997	95.27806	94.85873	93.05861	1.07E-04	95.27806	2.28E-04	93.05861	8.69E-10	95.27806	1.02E-09
93.22528	0.7824	95.44472	1.69748	93.22528	78.48528	95.44472	95.00418	93.22528	1.07E-04	95.44472	2.26E-04	93.22528	8.65E-10	95.44472	1.02E-09
93.39194	0.77865	95.61139	1.69039	93.39194	78.17332	95.61139	95.0186	93.39194	1.06E-04	95.61139	2.24E-04	93.39194	8.62E-10	95.61139	1.02E-09
93.55861	0.77498	95.77806	1.68457	93.55861	77.86433	95.77806	95.10085	93.55861	1.06E-04	95.77806	2.22E-04	93.55861	8.59E-10	95.77806	1.01E-09
93.72528	0.77137	95.94472	1.67891	93.72528	77.5583	95.94472	95.18761	93.72528	1.05E-04	95.94472	2.21E-04	93.72528	8.55E-10	95.94472	1.01E-09
93.89194	0.76782	96.00028	1.67709	93.89194	77.25474	96.00028	95.21956	93.89194	1.05E-04	96.00028	2.20E-04	93.89194	8.52E-10	96.00028	1.01E-09
94.05861	0.76434	*	*	94.05861	76.95414	*	*	94.05861	1.04E-04	*	*	94.05861	8.48E-10	*	*
94.22528	0.76091	*	*	94.22528	76.65552	*	*	94.22528	1.04E-04	*	*	94.22528	8.45E-10	*	*
94.39194	0.75755	*	*	94.39194	76.35886	*	*	94.39194	1.04E-04	*	*	94.39194	8.42E-10	*	*
94.44472	0.7565	*	*	94.44472	76.26557	*	*	94.44472	1.03E-04	*	*	94.44472	8.41E-10	*	*
94.61139	0.75639	*	*	94.61139	76.29405	*	*	94.61139	1.03E-04	*	*	94.61139	8.38E-10	*	*
94.77806	0.75636	*	*	94.77806	76.32633	*	*	94.77806	1.03E-04	*	*	94.77806	8.34E-10	*	*
94.94472	0.75636	*	*	94.94472	76.35883	*	*	94.94472	1.02E-04	*	*	94.94472	8.31E-10	*	*
95.11139	0.75644	*	*	95.11139	76.39572	*	*	95.11139	1.02E-04	*	*	95.11139	8.28E-10	*	*
95.27806	0.75656	*	*	95.27806	76.43461	*	*	95.27806	1.01E-04	*	*	95.27806	8.25E-10	*	*
95.44472	0.75676	*	*	95.44472	76.478	*	*	95.44472	1.01E-04	*	*	95.44472	8.22E-10	*	*
95.61139	0.757	*	*	95.61139	76.52347	*	*	95.61139	1.00E-04	*	*	95.61139	8.19E-10	*	*
95.77806	0.75728	*	*	95.77806	76.56985	*	*	95.77806	1.00E-04	*	*	95.77806	8.16E-10	*	*
95.94472	0.75763	*	*	95.94472	76.62039	*	*	95.94472	9.96E-05	*	*	95.94472	8.13E-10	*	*
96.00028	0.75778	*	*	96.00028	76.63925	*	*	96.00028	9.95E-05	*	*	96.00028	8.11E-10	*	*
