TIME	Aqua: aCC(=O)C(=O)ON(=O)=O + [aH2O] -> aCC(=O)C(=O)O + H	other sources	Gas: CC(=O)C(=O)O -> CC(=O)O[O] + HO2	Aqua: aCC(=O)C(=O)[O-] + aH2O2 -> aCO2 + aCC(=O)[O-] + [	Aqua: aCC(=O)C(=O)O + aH2O2 -> aCO2 + aCC(=O)O + [aH2O]	Aqua: aCC(=O)C(=O)[O-] + aHO -> aO=C([O-])C(=O)[C] + [aH	other sinks
56.5278	2.22784E-14	9.98731E-15	-8.51341E-15	-1.31512E-14	-3.04024E-15	-1.39985E-15	-2.87687E-15
56.6944	2.41494E-14	1.05893E-14	-8.66861E-15	-1.40332E-14	-3.23344E-15	-1.50284E-15	-3.05711E-15
56.8611	2.60926E-14	1.12082E-14	-8.81773E-15	-1.49626E-14	-3.43676E-15	-1.60899E-15	-3.24269E-15
57.0278	2.8105E-14	1.18424E-14	-8.96178E-15	-1.59408E-14	-3.65053E-15	-1.71825E-15	-3.43346E-15
57.1944	3.01832E-14	1.24901E-14	-9.10163E-15	-1.69694E-14	-3.87505E-15	-1.83056E-15	-3.62924E-15
57.3611	3.23229E-14	1.31493E-14	-9.23794E-15	-1.80498E-14	-4.11059E-15	-1.94587E-15	-3.82989E-15
57.5278	3.45195E-14	1.3818E-14	-9.37133E-15	-1.91833E-14	-4.35739E-15	-2.06411E-15	-4.03521E-15
57.6944	3.67674E-14	1.44941E-14	-9.50223E-15	-2.0371E-14	-4.61564E-15	-2.18521E-15	-4.24498E-15
57.8611	3.90603E-14	1.51756E-14	-9.63098E-15	-2.16138E-14	-4.88546E-15	-2.30907E-15	-4.45897E-15
58.0278	4.13915E-14	1.58599E-14	-9.7578E-15	-2.29123E-14	-5.16693E-15	-2.43555E-15	-4.67688E-15
58.1944	4.37533E-14	1.65449E-14	-9.88277E-15	-2.42669E-14	-5.46001E-15	-2.56452E-15	-4.89837E-15
58.3611	4.61375E-14	1.7228E-14	-1.00059E-14	-2.56774E-14	-5.76463E-15	-2.69577E-15	-5.12303E-15
58.5278	4.85352E-14	1.79071E-14	-1.01271E-14	-2.71434E-14	-6.08045E-15	-2.82908E-15	-5.3504E-15
58.6944	5.09371E-14	1.85793E-14	-1.02461E-14	-2.86638E-14	-6.40724E-15	-2.96419E-15	-5.57989E-15
58.8611	5.33332E-14	1.92421E-14	-1.03627E-14	-3.02371E-14	-6.74451E-15	-3.10075E-15	-5.81088E-15
59.0278	5.57133E-14	1.98931E-14	-1.04764E-14	-3.18613E-14	-7.09164E-15	-3.2384E-15	-6.04263E-15
59.0833	5.66585E-14	2.01496E-14	-1.0521E-14	-3.25246E-14	-7.23309E-15	-3.29367E-15	-6.13535E-15
59.25	1.16539E-13	3.07142E-14	-3.01136E-15	-6.47749E-14	-1.13785E-14	-6.3685E-15	-1.04244E-14
59.3333	2.08361E-13	9.66936E-14	-8.33418E-20	-6.62285E-14	-1.39164E-17	-2.24791E-14	-1.72137E-14
59.5	1.84645E-13	6.91546E-14	-1.78485E-19	-1.60167E-14	-1.60466E-17	-2.47618E-14	-1.08037E-14
59.6667	1.71988E-13	6.51353E-14	-2.93788E-19	-9.60886E-15	-1.59159E-17	-3.02786E-14	-6.66848E-15
59.8333	1.69564E-13	6.43828E-14	-4.1049E-19	-9.13389E-15	-2.04603E-17	-3.46747E-14	-5.2719E-15
60	1.70749E-13	6.45144E-14	-5.44959E-19	-9.61676E-15	-2.78429E-17	-3.81529E-14	-5.05611E-15
60.1667	1.7266E-13	6.47886E-14	-7.04338E-19	-1.02405E-14	-3.7374E-17	-4.11473E-14	-5.29331E-15
60.3333	1.74234E-13	6.49514E-14	-8.88513E-19	-1.08758E-14	-4.88122E-17	-4.38253E-14	-5.71452E-15
60.5	1.75115E-13	6.4911E-14	-1.09402E-18	-1.14923E-14	-6.19001E-17	-4.62181E-14	-6.22776E-15
60.6389	1.7526E-13	6.47453E-14	-1.24813E-18	-1.19056E-14	-7.18978E-17	-4.77202E-14	-6.62034E-15
60.8056	6.16587E-14	2.13062E-14	-8.49368E-15	-1.49128E-14	-1.38585E-15	-5.5592E-15	-4.96909E-15
60.8889	4.14422E-14	1.72807E-14	-1.27845E-14	-1.45913E-14	-1.36947E-15	-5.64968E-15	-5.187E-15
61.0556	3.79208E-14	1.62656E-14	-1.46306E-14	-1.70137E-14	-2.14144E-15	-5.03801E-15	-5.82197E-15
61.2222	3.62528E-14	1.6085E-14	-1.55606E-14	-1.85622E-14	-2.90192E-15	-4.46396E-15	-6.30664E-15
61.3889	3.56459E-14	1.60974E-14	-1.61681E-14	-1.99074E-14	-3.65558E-15	-4.06379E-15	-6.66508E-15
61.5556	3.56576E-14	1.62122E-14	-1.65547E-14	-2.12135E-14	-4.38973E-15	-3.79081E-15	-6.9443E-15
61.7222	3.60274E-14	1.63798E-14	-1.67815E-14	-2.25571E-14	-5.09754E-15	-3.60851E-15	-7.16871E-15
61.8889	3.65972E-14	1.6571E-14	-1.68891E-14	-2.39673E-14	-5.77507E-15	-3.49007E-15	-7.35128E-15
62.0556	3.72652E-14	1.67672E-14	-1.69056E-14	-2.54465E-14	-6.41996E-15	-3.41563E-15	-7.49858E-15
62.2222	3.79621E-14	1.69556E-14	-1.6851E-14	-2.69824E-14	-7.03075E-15	-3.3704E-15	-7.61372E-15
62.3889	3.86384E-14	1.71272E-14	-1.67397E-14	-2.85558E-14	-7.60643E-15	-3.3434E-15	-7.69817E-15
62.5556	3.92576E-14	1.72757E-14	-1.6582E-14	-3.01448E-14	-8.14631E-15	-3.3265E-15	-7.75276E-15
62.7222	3.97927E-14	1.73964E-14	-1.63853E-14	-3.17273E-14	-8.64987E-15	-3.31369E-15	-7.77816E-15
62.8889	4.02238E-14	1.74863E-14	-1.61548E-14	-3.32832E-14	-9.11672E-15	-3.30055E-15	-7.77501E-15
63.0556	4.05369E-14	1.75434E-14	-1.58941E-14	-3.47944E-14	-9.54661E-15	-3.28385E-15	-7.74407E-15
63.2222	4.07222E-14	1.75667E-14	-1.56057E-14	-3.62457E-14	-9.93939E-15	-3.26128E-15	-7.68622E-15
63.3889	4.07735E-14	1.75559E-14	-1.5291E-14	-3.76243E-14	-1.02951E-14	-3.23124E-15	-7.60245E-15
63.5556	4.06875E-14	1.75114E-14	-1.4951E-14	-3.89199E-14	-1.06138E-14	-3.19264E-15	-7.49399E-15
63.7222	4.04631E-14	1.74341E-14	-1.45859E-14	-4.01244E-14	-1.0896E-14	-3.14484E-15	-7.36217E-15
63.8889	4.01013E-14	1.73253E-14	-1.41957E-14	-4.1232E-14	-1.11421E-14	-3.08753E-15	-7.20856E-15
64.0556	3.96048E-14	1.7187E-14	-1.37798E-14	-4.22384E-14	-1.13528E-14	-3.02069E-15	-7.0349E-15
64.2222	3.89776E-14	1.70213E-14	-1.33375E-14	-4.31409E-14	-1.15289E-14	-2.9445E-15	-6.84312E-15
64.3889	3.8225E-14	1.68312E-14	-1.28676E-14	-4.39385E-14	-1.16715E-14	-2.85935E-15	-6.63535E-15
64.5556	3.73535E-14	1.66198E-14	-1.23686E-14	-4.4631E-14	-1.17817E-14	-2.76576E-15	-6.41394E-15
64.7222	3.63706E-14	1.63911E-14	-1.18386E-14	-4.52194E-14	-1.1861E-14	-2.66441E-15	-6.18144E-15
64.8889	3.52847E-14	1.61496E-14	-1.12751E-14	-4.57058E-14	-1.19109E-14	-2.55604E-15	-5.94064E-15
65.0556	3.41048E-14	1.59006E-14	-1.06754E-14	-4.60927E-14	-1.19329E-14	-2.44152E-15	-5.6946E-15
65.2222	3.28411E-14	1.56508E-14	-1.00358E-14	-4.63836E-14	-1.19289E-14	-2.32176E-15	-5.44673E-15
65.3889	3.15041E-14	1.5408E-14	-9.35206E-15	-4.65822E-14	-1.19006E-14	-2.19772E-15	-5.20089E-15
65.5556	3.01052E-14	1.51821E-14	-8.61899E-15	-4.66928E-14	-1.18501E-14	-2.07043E-15	-4.96162E-15
65.7222	2.86563E-14	1.49859E-14	-7.83048E-15	-4.672E-14	-1.17794E-14	-1.94091E-15	-4.7345E-15
65.8889	2.71702E-14	1.48356E-14	-6.97955E-15	-4.66682E-14	-1.16906E-14	-1.8102E-15	-4.52684E-15
66.0556	2.56609E-14	1.47524E-14	-6.05876E-15	-4.65418E-14	-1.15858E-14	-1.67937E-15	-4.34889E-15
66.2222	2.4144E-14	1.47603E-14	-5.06156E-15	-4.63445E-14	-1.14675E-14	-1.54951E-15	-4.21619E-15
66.3889	2.26379E-14	1.48747E-14	-3.98591E-15	-4.60785E-14	-1.13378E-14	-1.42171E-15	-4.15418E-15
66.5556	2.11661E-14	1.50417E-14	-2.84386E-15	-4.57417E-14	-1.11993E-14	-1.29687E-15	-4.20628E-15
66.7222	1.97575E-14	1.48878E-14	-1.68581E-15	-4.53228E-14	-1.10533E-14	-1.17448E-15	-4.44493E-15
66.8889	1.84378E-14	1.31998E-14	-6.57375E-16	-4.47865E-14	-1.08978E-14	-1.04868E-15	-4.95561E-15
67.0556	1.72133E-14	1.07237E-14	-6.68519E-17	-4.40824E-14	-1.0727E-14	-9.22157E-16	-5.66809E-15
67.2222	1.61675E-14	1.24842E-14	-1.31088E-23	-4.32849E-14	-1.05519E-14	-8.49872E-16	-5.96549E-15
67.3889	1.55115E-14	1.37504E-14	0	-4.26565E-14	-1.03818E-14	-8.61748E-16	-6.00954E-15
67.5556	1.48032E-14	1.39476E-14	0	-4.18308E-14	-1.02146E-14	-8.07399E-16	-5.80955E-15
67.7222	1.44224E-14	1.34788E-14	0	-4.11644E-14	-1.0049E-14	-7.96126E-16	-5.74147E-15
67.8889	1.41631E-14	1.27622E-14	0	-4.05223E-14	-9.88462E-15	-7.85606E-16	-5.67231E-15
68.0556	1.39826E-14	1.1992E-14	0	-3.98991E-14	-9.72142E-15	-7.75587E-16	-5.60134E-15
68.2222	1.38509E-14	1.12272E-14	0	-3.93059E-14	-9.55973E-15	-7.67915E-16	-5.52442E-15
68.3889	1.37561E-14	1.05884E-14	0	-3.86998E-14	-9.40163E-15	-7.56331E-16	-5.45393E-15
68.5556	1.37317E-14	9.96282E-15	0	-3.80565E-14	-9.24243E-15	-7.8467E-16	-5.47345E-15
68.7222	1.36167E-14	9.48331E-15	0	-3.7557E-14	-9.08733E-15	-7.37638E-16	-5.30649E-15
68.8889	1.35615E-14	9.03691E-15	0	-3.70057E-14	-8.93607E-15	-7.28423E-16	-5.2309E-15
69.0556	1.35111E-14	8.65127E-15	0	-3.64675E-14	-8.78552E-15	-7.19286E-16	-5.15771E-15
69.2222	1.34634E-14	8.31806E-15	0	-3.59421E-14	-8.63902E-15	-7.1023E-16	-5.08398E-15
69.3889	1.34173E-14	8.02998E-15	0	-3.54294E-14	-8.49557E-15	-7.01264E-16	-5.01095E-15
69.5556	1.34089E-14	7.74791E-15	0	-3.48893E-14	-8.35521E-15	-6.50919E-16	-5.03912E-15
69.7222	1.33268E-14	7.56379E-15	0	-3.4441E-14	-8.21791E-15	-6.83638E-16	-4.86755E-15
69.8889	1.32818E-14	7.37513E-15	0	-3.39649E-14	-8.08371E-15	-6.74996E-16	-4.79739E-15
70.0556	1.32369E-14	7.21034E-15	0	-3.35005E-14	-7.95256E-15	-6.66479E-16	-4.72837E-15
70.2222	1.3192E-14	7.0659E-15	0	-3.30475E-14	-7.82444E-15	-6.5812E-16	-4.66053E-15
70.3889	1.31472E-14	6.93889E-15	0	-3.26057E-14	-7.6993E-15	-6.49843E-16	-4.59393E-15
70.5556	1.31026E-14	6.82675E-15	0	-3.21747E-14	-7.5771E-15	-6.41733E-16	-4.52859E-15
70.7222	1.30581E-14	6.72736E-15	0	-3.17543E-14	-7.45777E-15	-6.33766E-16	-4.46452E-15
70.7778	1.30404E-14	6.69076E-15	0	-3.15891E-14	-7.41082E-15	-6.3062E-16	-4.43924E-15
70.9444	2.39989E-14	8.52807E-15	0	-5.61099E-14	-1.07951E-14	-1.08181E-15	-5.04456E-15
71.0278	3.87687E-14	3.67294E-14	0	-5.61668E-14	-2.43188E-17	-4.41252E-15	-9.61406E-15
71.1944	2.35215E-14	1.3281E-14	0	-7.77249E-15	-1.22781E-17	-1.39964E-15	-7.32424E-15
71.3611	1.49954E-14	9.80591E-15	0	-1.79163E-15	-3.43981E-18	-1.25169E-15	-5.89928E-15
71.5278	1.18514E-14	8.66018E-15	0	-1.03515E-15	-2.07306E-18	-1.24881E-15	-5.47913E-15
71.6944	1.07798E-14	8.27479E-15	0	-9.43183E-16	-1.94467E-18	-1.25618E-15	-5.36126E-15
71.8611	1.04303E-14	8.13489E-15	0	-9.30682E-16	-1.9665E-18	-1.26308E-15	-5.33187E-15
72.0278	1.03259E-14	8.07593E-15	0	-9.28137E-16	-2.00654E-18	-1.26931E-15	-5.3287E-15
72.1944	1.03023E-14	8.04415E-15	0	-9.27087E-16	-2.04718E-18	-1.27514E-15	-5.33324E-15
72.3611	1.0304E-14	8.02192E-15	0	-9.26412E-16	-2.08606E-18	-1.2807E-15	-5.33992E-15
72.5278	1.03126E-14	8.00331E-15	0	-9.25916E-16	-2.12301E-18	-1.28606E-15	-5.34702E-15
72.6944	1.0322E-14	7.98632E-15	0	-9.2554E-16	-2.1565E-18	-1.29125E-15	-5.35397E-15
72.8611	1.03306E-14	7.97025E-15	0	-9.25263E-16	-2.1881E-18	-1.29632E-15	-5.36059E-15
72.9444	1.03343E-14	7.96247E-15	0	-9.25156E-16	-2.20313E-18	-1.29882E-15	-5.36376E-15
73.1111	4.28118E-15	4.21728E-15	0	-1.04035E-15	-7.63615E-17	-7.95209E-17	-3.38799E-15
73.1944	3.01453E-15	4.01459E-15	0	-9.69247E-16	-7.10576E-17	-7.50049E-17	-3.82796E-15
73.3611	2.97233E-15	3.98126E-15	0	-1.12982E-15	-1.21236E-16	-6.66318E-17	-3.86552E-15
73.5278	2.9797E-15	3.96892E-15	0	-1.2459E-15	-1.69652E-16	-6.11278E-17	-3.69322E-15
73.6944	3.00896E-15	3.95583E-15	0	-1.35128E-15	-2.1869E-16	-5.77545E-17	-3.56172E-15
73.8611	3.04925E-15	3.94272E-15	0	-1.45718E-15	-2.67635E-16	-5.624E-17	-3.4653E-15
74.0278	3.09496E-15	3.93115E-15	0	-1.56917E-15	-3.16133E-16	-5.59193E-17	-3.39474E-15
74.1944	3.14335E-15	3.92137E-15	0	-1.68959E-15	-3.64046E-16	-5.64756E-17	-3.34288E-15
74.3611	3.19307E-15	3.91309E-15	0	-1.81896E-15	-4.16126E-16	-5.76876E-17	-3.30846E-15
74.5278	3.24345E-15	3.90657E-15	0	-1.95687E-15	-4.57729E-16	-5.93949E-17	-3.27496E-15
74.6944	3.29418E-15	3.90127E-15	0	-2.10238E-15	-5.0356E-16	-6.14771E-17	-3.25251E-15
74.8611	3.34508E-15	3.89717E-15	0	-2.25441E-15	-5.48733E-16	-6.38419E-17	-3.23486E-15
75.0278	3.39606E-15	3.89412E-15	0	-2.41182E-15	-5.93276E-16	-6.64221E-17	-3.2206E-15
75.1944	3.44709E-15	3.89201E-15	0	-2.57355E-15	-6.37212E-16	-6.916E-17	-3.20873E-15
75.3611	3.49811E-15	3.89072E-15	0	-2.73866E-15	-6.80565E-16	-7.20148E-17	-3.19854E-15
75.5278	3.54912E-15	3.89015E-15	0	-2.90635E-15	-7.2335E-16	-7.49546E-17	-3.18951E-15
75.6944	3.60009E-15	3.89022E-15	0	-3.0759E-15	-7.65583E-16	-7.79535E-17	-3.18128E-15
75.8611	3.65101E-15	3.89085E-15	0	-3.24675E-15	-8.07272E-16	-8.0992E-17	-3.17359E-15
76.0278	3.70186E-15	3.89197E-15	0	-3.41843E-15	-8.48423E-16	-8.40551E-17	-3.16626E-15
76.1944	3.75262E-15	3.89354E-15	0	-3.59055E-15	-8.89041E-16	-8.71309E-17	-3.15916E-15
76.3611	3.80329E-15	3.89548E-15	0	-3.76278E-15	-9.29127E-16	-9.02103E-17	-3.15218E-15
76.5278	3.85386E-15	3.89777E-15	0	-3.93487E-15	-9.68682E-16	-9.32861E-17	-3.14528E-15
76.6944	3.90431E-15	3.90036E-15	0	-4.10661E-15	-1.0077E-15	-9.63527E-17	-3.13839E-15
76.8611	3.95463E-15	3.90322E-15	0	-4.27781E-15	-1.04619E-15	-9.94054E-17	-3.13148E-15
77.0278	3.99489E-15	3.90055E-15	-2.93682E-17	-4.44841E-15	-1.08407E-15	-1.02392E-16	-2.97091E-15
77.1944	3.95636E-15	3.89768E-15	-4.07287E-16	-4.63763E-15	-1.12499E-15	-1.22508E-16	-2.35648E-15
77.3611	4.01486E-15	3.90394E-15	-1.12302E-15	-4.93992E-15	-1.19123E-15	-1.79491E-16	-1.88126E-15
77.5278	4.29451E-15	3.95059E-15	-1.93342E-15	-5.3724E-15	-1.28678E-15	-2.3515E-16	-1.59217E-15
77.6944	4.69817E-15	4.06955E-15	-2.71837E-15	-5.84499E-15	-1.39018E-15	-2.7991E-16	-1.42765E-15
77.8611	5.18387E-15	4.22772E-15	-3.43743E-15	-6.31926E-15	-1.4932E-15	-3.25361E-16	-1.35401E-15
78.0278	5.7805E-15	4.42721E-15	-4.08233E-15	-6.80315E-15	-1.59788E-15	-3.80123E-16	-1.35182E-15
78.1944	6.53016E-15	4.67456E-15	-4.65654E-15	-7.3168E-15	-1.70875E-15	-4.4581E-16	-1.4017E-15
78.3611	7.4489E-15	4.97099E-15	-5.1674E-15	-7.87229E-15	-1.8285E-15	-5.20146E-16	-1.486E-15
78.5278	8.53012E-15	5.31375E-15	-5.62293E-15	-8.47337E-15	-1.95797E-15	-6.012E-16	-1.59371E-15
78.6944	9.75968E-15	5.69917E-15	-6.03069E-15	-9.12072E-15	-2.09725E-15	-6.87976E-16	-1.71904E-15
78.8611	1.11238E-14	6.12399E-15	-6.39733E-15	-9.81449E-15	-2.24631E-15	-7.80007E-16	-1.85873E-15
79.0278	1.26113E-14	6.58552E-15	-6.72862E-15	-1.0555E-14	-2.40518E-15	-8.77E-16	-2.01077E-15
79.1944	1.42133E-14	7.08153E-15	-7.02952E-15	-1.1343E-14	-2.57392E-15	-9.78756E-16	-2.17374E-15
79.3611	1.59233E-14	7.61017E-15	-7.30426E-15	-1.21793E-14	-2.75272E-15	-1.08512E-15	-2.34662E-15
79.5278	1.77359E-14	8.16977E-15	-7.55647E-15	-1.3065E-14	-2.94176E-15	-1.19596E-15	-2.52864E-15
79.6944	1.96468E-14	8.75877E-15	-7.78928E-15	-1.40013E-14	-3.14132E-15	-1.31117E-15	-2.7192E-15
79.8611	2.16525E-14	9.37567E-15	-8.00535E-15	-1.49897E-14	-3.35167E-15	-1.43065E-15	-2.91784E-15
80.0278	2.37495E-14	1.00189E-14	-8.207E-15	-1.60316E-14	-3.57313E-15	-1.5543E-15	-3.12413E-15
80.1944	2.59346E-14	1.0687E-14	-8.39623E-15	-1.71286E-14	-3.80605E-15	-1.68205E-15	-3.33776E-15
80.3611	2.82047E-14	1.13782E-14	-8.57473E-15	-1.82824E-14	-4.05078E-15	-1.81379E-15	-3.55843E-15
80.5278	3.0556E-14	1.20909E-14	-8.74402E-15	-1.94946E-14	-4.30768E-15	-1.94944E-15	-3.78586E-15
80.6944	3.29848E-14	1.28232E-14	-8.90535E-15	-2.07669E-14	-4.57708E-15	-2.08891E-15	-4.01983E-15
80.8611	3.54867E-14	1.35732E-14	-9.05981E-15	-2.2101E-14	-4.85938E-15	-2.23209E-15	-4.26001E-15
81.0278	3.80569E-14	1.43388E-14	-9.20831E-15	-2.34983E-14	-5.15484E-15	-2.37889E-15	-4.50622E-15
81.1944	4.06899E-14	1.51179E-14	-9.35161E-15	-2.49602E-14	-5.46376E-15	-2.52919E-15	-4.75816E-15
81.3611	4.33798E-14	1.59081E-14	-9.49034E-15	-2.6488E-14	-5.78637E-15	-2.68283E-15	-5.01554E-15
81.5278	4.61197E-14	1.67072E-14	-9.62499E-15	-2.80825E-14	-6.12285E-15	-2.83969E-15	-5.27803E-15
81.6944	4.89024E-14	1.75126E-14	-9.75589E-15	-2.97445E-14	-6.47329E-15	-2.99956E-15	-5.54527E-15
81.8611	5.17198E-14	1.83217E-14	-9.88332E-15	-3.14743E-14	-6.8377E-15	-3.16225E-15	-5.81683E-15
82.0278	5.45633E-14	1.91318E-14	-1.00074E-14	-3.32716E-14	-7.21598E-15	-3.3275E-15	-6.09225E-15
82.1944	5.74236E-14	1.994E-14	-1.01282E-14	-3.51358E-14	-7.60793E-15	-3.49505E-15	-6.37096E-15
82.3611	6.02909E-14	2.07435E-14	-1.02456E-14	-3.70657E-14	-8.01318E-15	-3.66455E-15	-6.65235E-15
82.5278	6.31547E-14	2.15394E-14	-1.03594E-14	-3.90595E-14	-8.43125E-15	-3.83563E-15	-6.9357E-15
82.6944	6.60043E-14	2.23247E-14	-1.04695E-14	-4.11147E-14	-8.86152E-15	-4.00786E-15	-7.2202E-15
82.8611	6.88283E-14	2.30963E-14	-1.05755E-14	-4.32281E-14	-9.30314E-15	-4.18073E-15	-7.50494E-15
83.0278	7.1615E-14	2.38513E-14	-1.0677E-14	-4.53956E-14	-9.75517E-15	-4.35369E-15	-7.78892E-15
83.0833	7.27167E-14	2.41479E-14	-1.07163E-14	-4.62767E-14	-9.93863E-15	-4.42276E-15	-7.90205E-15
83.25	1.41007E-13	3.65115E-14	-2.93121E-15	-9.12683E-14	-1.49175E-14	-8.20932E-15	-1.26833E-14
83.3333	2.37579E-13	1.07131E-13	-1.06502E-19	-8.47938E-14	-2.86616E-17	-2.80368E-14	-1.99784E-14
83.5	1.98241E-13	7.09911E-14	-2.86707E-19	-1.56943E-14	-2.31452E-17	-2.7436E-14	-9.8532E-15
83.6667	1.78142E-13	6.57502E-14	-4.58345E-19	-9.45928E-15	-2.11207E-17	-3.25729E-14	-6.20248E-15
83.8333	1.73578E-13	6.46091E-14	-6.19115E-19	-9.32752E-15	-2.71163E-17	-3.62487E-14	-5.34884E-15
84	1.74167E-13	6.46065E-14	-7.99502E-19	-9.80449E-15	-3.59142E-17	-3.91021E-14	-5.3982E-15
84.1667	1.75925E-13	6.48304E-14	-1.0066E-18	-1.03256E-14	-4.65631E-17	-4.15809E-14	-5.74031E-15
84.3333	1.77511E-13	6.49789E-14	-1.23882E-18	-1.08354E-14	-5.88131E-17	-4.38042E-14	-6.20288E-15
84.5	1.78493E-13	6.49491E-14	-1.49187E-18	-1.13215E-14	-7.24176E-17	-4.57842E-14	-6.73303E-15
84.6389	1.78748E-13	6.48032E-14	-1.67876E-18	-1.16443E-14	-8.25976E-17	-4.70208E-14	-7.12993E-15
84.8056	6.74318E-14	2.28886E-14	-8.03957E-15	-1.67019E-14	-1.51438E-15	-6.64505E-15	-5.71177E-15
84.8889	4.68786E-14	1.88632E-14	-1.22527E-14	-1.66455E-14	-1.55509E-15	-6.75083E-15	-6.0465E-15
85.0556	4.43004E-14	1.80728E-14	-1.40051E-14	-1.99363E-14	-2.50007E-15	-6.01948E-15	-6.82485E-15
85.2222	4.34107E-14	1.80568E-14	-1.48977E-14	-2.21845E-14	-3.44296E-15	-5.35596E-15	-7.40074E-15
85.3889	4.34176E-14	1.82005E-14	-1.54732E-14	-2.41811E-14	-4.37888E-15	-4.90556E-15	-7.82629E-15
85.5556	4.39044E-14	1.84177E-14	-1.58328E-14	-2.61401E-14	-5.29212E-15	-4.60934E-15	-8.1586E-15
85.7222	4.46432E-14	1.86662E-14	-1.60382E-14	-2.81547E-14	-6.17372E-15	-4.42111E-15	-8.42698E-15
85.8889	4.55022E-14	1.89217E-14	-1.61301E-14	-3.02538E-14	-7.01853E-15	-4.30704E-15	-8.64668E-15
86.0556	4.63985E-14	1.9169E-14	-1.61364E-14	-3.24318E-14	-7.82352E-15	-4.24223E-15	-8.82512E-15
86.2222	4.72744E-14	1.93973E-14	-1.60766E-14	-3.46657E-14	-8.58672E-15	-4.20851E-15	-8.96571E-15
86.3889	4.80873E-14	1.95991E-14	-1.59644E-14	-3.69253E-14	-9.30677E-15	-4.19251E-15	-9.06997E-15
86.5556	4.88049E-14	1.97686E-14	-1.58093E-14	-3.91791E-14	-9.98265E-15	-4.18462E-15	-9.13881E-15
86.7222	4.94026E-14	1.99016E-14	-1.56181E-14	-4.1397E-14	-1.06135E-14	-4.17788E-15	-9.1729E-15
86.8889	4.98622E-14	1.99954E-14	-1.53953E-14	-4.35526E-14	-1.11987E-14	-4.16736E-15	-9.17299E-15
87.0556	5.01708E-14	2.00482E-14	-1.51441E-14	-4.56233E-14	-1.17377E-14	-4.14955E-15	-9.13992E-15
87.2222	5.03199E-14	2.00594E-14	-1.48663E-14	-4.75902E-14	-1.223E-14	-4.12207E-15	-9.0747E-15
87.3889	5.03043E-14	2.00288E-14	-1.45634E-14	-4.94383E-14	-1.26757E-14	-4.08333E-15	-8.97853E-15
87.5556	5.01217E-14	1.99571E-14	-1.42359E-14	-5.11561E-14	-1.30746E-14	-4.03239E-15	-8.8528E-15
87.7222	4.97724E-14	1.98455E-14	-1.38842E-14	-5.27348E-14	-1.34271E-14	-3.96877E-15	-8.69914E-15
87.8889	4.92583E-14	1.96956E-14	-1.3508E-14	-5.41682E-14	-1.37338E-14	-3.89237E-15	-8.51937E-15
88.0556	4.85834E-14	1.95097E-14	-1.31071E-14	-5.54526E-14	-1.39953E-14	-3.8034E-15	-8.31557E-15
88.2222	4.7753E-14	1.92904E-14	-1.26806E-14	-5.6586E-14	-1.42126E-14	-3.70231E-15	-8.09001E-15
88.3889	4.67738E-14	1.90406E-14	-1.22276E-14	-5.75681E-14	-1.4387E-14	-3.58972E-15	-7.84524E-15
88.5556	4.56538E-14	1.87643E-14	-1.17467E-14	-5.84002E-14	-1.452E-14	-3.46646E-15	-7.58401E-15
88.7222	4.44018E-14	1.84656E-14	-1.12363E-14	-5.90846E-14	-1.46131E-14	-3.33344E-15	-7.30933E-15
88.8889	4.30278E-14	1.81494E-14	-1.06942E-14	-5.9625E-14	-1.46682E-14	-3.19172E-15	-7.02449E-15
89.0556	4.15427E-14	1.78216E-14	-1.01178E-14	-6.00257E-14	-1.46874E-14	-3.04241E-15	-6.73308E-15
89.2222	3.9958E-14	1.74892E-14	-9.50405E-15	-6.02919E-14	-1.46727E-14	-2.8867E-15	-6.43908E-15
89.3889	3.82861E-14	1.71606E-14	-8.84891E-15	-6.04292E-14	-1.46265E-14	-2.72584E-15	-6.14704E-15
89.5556	3.65401E-14	1.68462E-14	-8.14776E-15	-6.04439E-14	-1.45511E-14	-2.56107E-15	-5.86225E-15
89.7222	3.47339E-14	1.65593E-14	-7.39505E-15	-6.03424E-14	-1.4449E-14	-2.39368E-15	-5.59126E-15
89.8889	3.28822E-14	1.63173E-14	-6.58448E-15	-6.01309E-14	-1.43227E-14	-2.22494E-15	-5.34258E-15
90.0556	3.10011E-14	1.61421E-14	-5.70934E-15	-5.98157E-14	-1.4175E-14	-2.05613E-15	-5.12817E-15
90.2222	2.91085E-14	1.60601E-14	-4.7638E-15	-5.9402E-14	-1.40084E-14	-1.88854E-15	-4.96611E-15
90.3889	2.7226E-14	1.60903E-14	-3.74643E-15	-5.8893E-14	-1.3826E-14	-1.72346E-15	-4.88567E-15
90.5556	2.53811E-14	1.61864E-14	-2.66904E-15	-5.82879E-14	-1.36303E-14	-1.56203E-15	-4.93643E-15
90.7222	2.36087E-14	1.59856E-14	-1.57942E-15	-5.75752E-14	-1.35077E-14	-1.40401E-15	-4.97103E-15
90.8889	2.19405E-14	1.4242E-14	-6.14403E-16	-5.67192E-14	-1.32036E-14	-1.24365E-15	-5.75765E-15
91.0556	2.03854E-14	1.15855E-14	-6.21013E-17	-5.56691E-14	-1.2965E-14	-1.08633E-15	-6.50118E-15
91.2222	1.90601E-14	1.32603E-14	-1.34628E-23	-5.45207E-14	-1.27206E-14	-9.99569E-16	-6.76899E-15
