Time	Sulfate(C2w)	Time	Sulfate(C2wo)	Time	Nitrate(C2w)	Time	Nitrate(C2wo)	Time	Ammonium(C2w)	Time	Ammonium(C2wo)
60.35861	61.8606	61.67083	17.34187	60.35861	55.34742	61.67083	45.80767	60.35861	36.93172	61.67083	17.92968
60.52528	62.3203	61.8375	17.41016	60.52528	55.46878	61.8375	45.87155	60.52528	37.02099	61.8375	17.97041
60.64194	62.63707	62.00417	17.47749	60.64194	55.55473	62.00417	45.93493	60.64194	37.08309	62.00417	18.0108
60.80861	62.87917	62.17083	17.54361	60.80861	53.75001	62.17083	45.99787	60.80861	35.84286	62.17083	18.05094
60.89194	62.88611	62.3375	17.60868	60.89194	51.66232	62.3375	46.06013	60.89194	35.30826	62.3375	18.09054
61.05861	62.93853	62.50417	17.67229	61.05861	50.41385	62.50417	46.12171	61.05861	34.3899	62.50417	18.1296
61.22528	62.9856	62.67083	17.73446	61.22528	49.37849	62.67083	46.18241	61.22528	33.64344	62.67083	18.16812
61.39194	63.02688	62.8375	17.79512	61.39194	48.55151	62.8375	46.24219	61.39194	33.07032	62.8375	18.2061
61.55861	63.0636	63.00417	17.85412	61.55861	47.93415	63.00417	46.30084	61.55861	32.65308	63.00417	18.24318
61.72528	63.09629	63.17083	17.91157	61.72528	47.50106	63.17083	46.35838	61.72528	32.3631	63.17083	18.27972
61.89194	63.12616	63.3375	17.96711	61.89194	47.21595	63.3375	46.41474	61.89194	32.1714	63.3375	18.31536
62.05861	63.15379	63.50417	18.02084	62.05861	47.04148	63.50417	46.46979	62.05861	32.05116	63.50417	18.35028
62.22528	63.17981	63.67083	18.07278	62.22528	46.94671	63.67083	46.52348	62.22528	31.9815	63.67083	18.38412
62.39194	63.2046	63.8375	18.1226	62.39194	46.90691	63.8375	46.5758	62.39194	31.94694	63.8375	18.41706
62.55861	63.22849	64.00417	18.17064	62.55861	46.90433	64.00417	46.62651	62.55861	31.93596	64.00417	18.44928
62.72528	63.25142	64.17083	18.21653	62.72528	46.92626	64.17083	46.67592	62.72528	31.94082	64.17083	18.48024
62.89194	63.27392	64.3375	18.26052	62.89194	46.96367	64.3375	46.72371	62.89194	31.95594	64.3375	18.5103
63.05861	63.29582	64.50417	18.30242	63.05861	47.01105	64.50417	46.76995	63.05861	31.97808	64.50417	18.53928
63.22528	63.31688	64.67083	18.34229	63.22528	47.0643	64.67083	46.81507	63.22528	32.00454	64.67083	18.56736
63.39194	63.33765	64.8375	18.38029	63.39194	47.12046	64.8375	46.85859	63.39194	32.03352	64.8375	18.59454
63.55861	63.35766	65.00417	18.41625	63.55861	47.17798	65.00417	46.90117	63.55861	32.06412	65.00417	18.62046
63.72528	63.37675	65.17083	18.45032	63.72528	47.23542	65.17083	46.94269	63.72528	32.0958	65.17083	18.64566
63.89194	63.39561	65.3375	18.48245	63.89194	47.2925	65.3375	46.98372	63.89194	32.12766	65.3375	18.66996
64.05861	63.41318	65.50417	18.51299	64.05861	47.34814	65.50417	47.02432	64.05861	32.15952	65.50417	18.69354
64.22528	63.43044	65.67083	18.54179	64.22528	47.40273	65.67083	47.06554	64.22528	32.19138	65.67083	18.71658
64.39194	63.4469	65.8375	18.56891	64.39194	47.4557	65.8375	47.10844	64.39194	32.2227	65.8375	18.73926
64.55861	63.46268	66.00417	18.59466	64.55861	47.50681	66.00417	47.15351	64.55861	32.25402	66.00417	18.76158
64.72528	63.47757	66.17083	18.61908	64.72528	47.55687	66.17083	47.20336	64.72528	32.28444	66.17083	18.78444
64.89194	63.49179	66.3375	18.64236	64.89194	47.60556	66.3375	47.26023	64.89194	32.31468	66.3375	18.80802
65.05861	63.50524	66.50417	18.6646	65.05861	47.65332	66.50417	47.3284	65.05861	32.34438	66.50417	18.8334
65.22528	63.51772	66.67083	18.68596	65.22528	47.70065	66.67083	47.41438	65.22528	32.37354	66.67083	18.86184
65.39194	63.52973	66.8375	18.70681	65.39194	47.74798	66.8375	47.52904	65.39194	32.40234	66.8375	18.8955
65.55861	63.54088	67.00417	18.72745	65.55861	47.79624	67.00417	47.68704	65.55861	32.43096	67.00417	18.93726
65.72528	63.55159	67.17083	18.74799	65.72528	47.84605	67.17083	47.89772	65.72528	32.45922	67.17083	18.99126
65.89194	63.56155	67.3375	18.76836	65.89194	47.89921	67.3375	48.14509	65.89194	32.48766	67.3375	19.05696
66.05861	63.5709	67.50417	18.78852	66.05861	47.95741	67.50417	48.40961	66.05861	32.51628	67.50417	19.13112
66.22528	63.57995	67.67083	18.80853	66.22528	48.02392	67.67083	48.68173	66.22528	32.54562	67.67083	19.20978
66.39194	63.58844	67.8375	18.82829	66.39194	48.10265	67.8375	48.95587	66.39194	32.57622	67.8375	19.29042
66.55861	63.59674	68.00417	18.84794	66.55861	48.201	68.00417	49.22734	66.55861	32.60862	68.00417	19.37178
66.72528	63.60495	68.17083	18.86751	66.72528	48.33026	68.17083	49.49353	66.72528	32.64444	68.17083	19.45224
66.89194	63.61361	68.3375	18.88706	66.89194	48.50701	68.3375	49.75276	66.89194	32.68584	68.3375	19.53144
67.05861	63.62232	68.50417	18.9064	67.05861	48.7465	68.50417	50.00392	67.05861	32.7357	68.50417	19.60866
67.22528	63.63162	68.67083	18.92573	67.22528	49.03357	68.67083	50.2464	67.22528	32.79546	68.67083	19.68372
67.39194	63.64036	68.8375	18.94485	67.39194	49.33061	68.8375	50.48014	67.39194	32.86314	68.8375	19.75644
67.55861	63.64893	69.00417	18.96406	67.55861	49.62465	69.00417	50.70531	67.55861	32.93478	69.00417	19.82682
67.72528	63.6574	69.17083	18.98311	67.72528	49.91303	69.17083	50.92168	67.72528	33.0084	69.17083	19.89504
67.89194	63.66584	69.3375	19.00199	67.89194	50.19376	69.3375	51.13011	67.89194	33.08238	69.3375	19.96074
68.05861	63.67408	69.50417	19.02091	68.05861	50.46587	69.50417	51.33072	68.05861	33.15564	69.50417	20.02428
68.22528	63.68215	69.67083	19.03974	68.22528	50.72923	69.67083	51.52383	68.22528	33.22782	69.67083	20.08584
68.39194	63.69064	69.8375	19.05858	68.39194	50.98328	69.8375	51.70993	68.39194	33.29856	69.8375	20.14524
68.55861	63.69869	70.00417	19.07714	68.55861	51.22877	70.00417	51.88953	68.55861	33.3675	70.00417	20.20284
68.72528	63.7069	70.17083	19.09571	68.72528	51.46551	70.17083	52.06298	68.72528	33.435	70.17083	20.25882
68.89194	63.71516	70.3375	19.11426	68.89194	51.69406	70.3375	52.2306	68.89194	33.5007	70.3375	20.313
69.05861	63.7232	70.50417	19.13264	69.05861	51.91498	70.50417	52.39307	69.05861	33.5646	70.50417	20.36574
69.22528	63.7313	70.67083	19.15096	69.22528	52.12839	70.67083	52.55027	69.22528	33.62706	70.67083	20.41686
69.39194	63.73957	70.8375	19.16923	69.39194	52.33486	70.8375	52.70283	69.39194	33.68826	70.8375	20.46672
69.55861	63.74772	71.00417	19.18745	69.55861	52.53475	71.00417	52.85122	69.55861	33.74766	71.00417	20.51532
69.72528	63.75585	71.17083	19.20552	69.72528	52.72855	71.17083	52.9954	69.72528	33.8058	71.17083	20.56266
69.89194	63.76395	71.3375	19.22359	69.89194	52.91653	71.3375	53.13574	69.89194	33.86268	71.3375	20.60892
70.05861	63.77223	71.50417	19.24144	70.05861	53.09905	71.50417	53.27266	70.05861	33.91848	71.50417	20.65428
70.22528	63.78059	71.67083	19.25934	70.22528	53.2766	71.67083	53.40648	70.22528	33.97284	71.67083	20.69856
70.39194	63.78864	71.8375	19.27705	70.39194	53.44919	71.8375	53.53683	70.39194	34.02648	71.8375	20.74212
70.55861	63.79696	72.00417	19.29474	70.55861	53.6175	72.00417	53.66477	70.55861	34.07904	72.00417	20.7846
70.72528	63.80508	72.17083	19.31244	70.72528	53.78128	72.17083	53.78972	70.72528	34.13052	72.17083	20.82654
70.89194	63.81327	72.3375	19.32991	70.89194	53.94146	72.3375	53.9125	70.89194	34.18128	72.3375	20.86758
70.90861	63.81423	72.50417	19.3474	70.90861	53.95727	72.50417	54.03275	70.90861	34.18632	72.50417	20.90808
71.07528	63.76607	72.67083	19.3647	71.07528	64.04289	72.67083	54.15094	71.07528	38.40571	72.67083	20.94786
71.15861	65.27483	72.8375	19.38198	71.15861	64.78866	72.8375	54.2669	71.15861	40.39977	72.8375	20.9871
71.32528	66.08571	73.00417	19.39919	71.32528	65.03424	73.00417	54.38125	71.32528	40.48995	73.00417	21.0258
71.49194	66.1966	73.17083	19.41632	71.49194	65.27915	73.17083	54.49387	71.49194	40.57743	73.17083	21.06378
71.65861	66.29839	73.3375	19.43335	71.65861	65.52282	73.3375	54.60462	71.65861	40.66455	73.3375	21.1014
71.82528	66.40029	73.50417	19.4502	71.82528	65.76649	73.50417	54.71401	71.82528	40.75203	73.50417	21.13866
71.99194	66.50251	73.67083	19.46718	71.99194	66.00891	73.67083	54.82185	71.99194	40.83933	73.67083	21.17538
72.15861	66.60424	73.8375	19.48397	72.15861	66.25134	73.8375	54.92857	72.15861	40.92645	73.8375	21.21174
72.32528	66.70505	74.00417	19.50068	72.32528	66.49315	74.00417	55.03393	72.32528	41.01393	74.00417	21.24774
72.49194	66.80542	74.17083	19.51734	72.49194	66.73496	74.17083	55.13792	72.49194	41.10123	74.17083	21.28338
72.65861	66.90496	74.3375	19.53392	72.65861	66.97614	74.3375	55.24104	72.65861	41.18871	74.3375	21.31866
72.82528	67.00396	74.50417	19.55042	72.82528	67.21671	74.50417	55.34299	72.82528	41.27601	74.50417	21.35376
72.84194	67.01372	74.67083	19.56689	72.84194	67.24089	74.67083	55.44407	72.84194	41.28465	74.67083	21.38832
73.00861	67.19264	74.8375	19.58317	73.00861	64.92688	74.8375	55.54422	73.00861	40.12002	74.8375	21.42288
73.09194	67.1842	75.00417	19.59947	73.09194	62.39413	75.00417	55.6435	73.09194	39.55374	75.00417	21.4569
73.25861	67.21613	75.17083	19.61564	73.25861	61.04621	75.17083	55.74209	73.25861	38.58444	75.17083	21.49074
73.42528	67.24099	75.3375	19.63184	73.42528	59.97712	75.3375	55.83976	73.42528	37.82394	75.3375	21.5244
73.59194	67.259	75.50417	19.64778	73.59194	59.16702	75.50417	55.93699	73.59194	37.26324	75.50417	21.55806
73.75861	67.27197	75.67083	19.66386	73.75861	58.60143	75.67083	56.0333	73.75861	36.873	75.67083	21.59118
73.92528	67.28091	75.8375	19.6797	73.92528	58.23789	75.8375	56.12898	73.92528	36.61524	75.8375	21.6243
74.09194	67.28707	76.00417	19.69558	74.09194	58.02771	76.00417	56.22417	74.09194	36.4545	76.00417	21.65706
74.25861	67.29155	76.17083	19.71142	74.25861	57.92723	76.17083	56.31867	74.25861	36.3618	76.17083	21.68982
74.42528	67.29432	76.3375	19.727	74.42528	57.90196	76.3375	56.41274	74.42528	36.31518	76.3375	21.7224
74.59194	67.29678	76.50417	19.74272	74.59194	57.92715	76.50417	56.50638	74.59194	36.29916	76.50417	21.75462
74.75861	67.29838	76.67083	19.75831	74.75861	57.98515	76.67083	56.59958	74.75861	36.30312	76.67083	21.78684
74.92528	67.2998	76.8375	19.77376	74.92528	58.0642	76.8375	56.69228	74.92528	36.3204	76.8375	21.81888
75.09194	67.30087	77.00417	19.78916	75.09194	58.15668	77.00417	56.7843	75.09194	36.34578	77.00417	21.85092
75.25861	67.30227	77.17083	19.80446	75.25861	58.25733	77.17083	56.86998	75.25861	36.37638	77.17083	21.88206
75.42528	67.30318	77.3375	19.81972	75.42528	58.36287	77.3375	56.93653	75.42528	36.41076	77.3375	21.90996
75.59194	67.3044	77.50417	19.83514	75.59194	58.47138	77.50417	56.98155	75.59194	36.44694	77.50417	21.93156
75.75861	67.30548	77.67083	19.85116	75.75861	58.581	77.67083	57.00814	75.75861	36.48438	77.67083	21.9483
75.92528	67.30683	77.8375	19.86763	75.92528	58.6913	77.8375	57.01819	75.92528	36.52236	77.8375	21.96054
76.09194	67.30786	78.00417	19.88512	76.09194	58.8016	78.00417	57.01497	76.09194	36.56088	78.00417	21.96954
76.25861	67.30917	78.17083	19.90362	76.25861	58.91171	78.17083	57.00252	76.25861	36.59958	78.17083	21.97584
76.42528	67.31028	78.3375	19.92327	76.42528	59.02132	78.3375	56.98357	76.42528	36.63828	78.3375	21.9798
76.59194	67.31196	78.50417	19.94438	76.59194	59.13025	78.50417	56.95935	76.59194	36.67716	78.50417	21.9825
76.75861	67.31334	78.67083	19.96683	76.75861	59.23825	78.67083	56.9316	76.75861	36.71568	78.67083	21.98412
76.92528	67.31492	78.8375	19.99076	76.92528	59.34606	78.8375	56.90181	76.92528	36.7542	78.8375	21.9852
77.09194	67.31664	79.00417	20.01639	77.09194	59.44983	79.00417	56.87085	77.09194	36.79236	79.00417	21.98628
77.25861	67.31792	79.17083	20.04369	77.25861	59.53324	79.17083	56.83952	77.25861	36.82854	79.17083	21.98754
77.42528	67.31924	79.3375	20.07286	77.42528	59.58865	79.3375	56.80881	77.42528	36.86022	79.3375	21.98916
77.59194	67.32097	79.50417	20.10384	77.59194	59.62327	79.50417	56.77922	77.59194	36.88686	79.50417	21.9915
77.75861	67.32327	79.67083	20.13663	77.75861	59.64214	79.67083	56.75125	77.75861	36.91044	79.67083	21.99474
77.92528	67.32631	79.8375	20.17153	77.92528	59.64836	79.8375	56.72551	77.92528	36.93114	79.8375	21.99906
78.09194	67.33006	80.00417	20.20853	78.09194	59.64689	80.00417	56.70208	78.09194	36.94986	80.00417	22.00464
78.25861	67.33453	80.17083	20.24744	78.25861	59.64134	80.17083	56.6818	78.25861	36.96714	80.17083	22.0113
78.42528	67.34029	80.3375	20.28847	78.42528	59.63226	80.3375	56.6642	78.42528	36.9828	80.3375	22.0194
78.59194	67.34704	80.50417	20.3317	78.59194	59.62225	80.50417	56.65019	78.59194	36.99774	80.50417	22.02894
78.75861	67.355	80.67083	20.37705	78.75861	59.61088	80.67083	56.6396	78.75861	37.01214	80.67083	22.0401
78.92528	67.36385	80.8375	20.42429	78.92528	59.59994	80.8375	56.63266	78.92528	37.02636	80.8375	22.05288
79.09194	67.37429	81.00417	20.47386	79.09194	59.58951	81.00417	56.62952	79.09194	37.0404	81.00417	22.06728
79.25861	67.38571	81.17083	20.52539	79.25861	59.58039	81.17083	56.62997	79.25861	37.05462	81.17083	22.08312
79.42528	67.39862	81.3375	20.57899	79.42528	59.57312	81.3375	56.63451	79.42528	37.0692	81.3375	22.10094
79.59194	67.4133	81.50417	20.63463	79.59194	59.56766	81.50417	56.64284	79.59194	37.08414	81.50417	22.12002
79.75861	67.42936	81.67083	20.6922	79.75861	59.56487	81.67083	56.65483	79.75861	37.09962	81.67083	22.14108
79.92528	67.44671	81.8375	20.75175	79.92528	59.56438	81.8375	56.67066	79.92528	37.11564	81.8375	22.16376
80.09194	67.46573	82.00417	20.81298	80.09194	59.56656	82.00417	56.69028	80.09194	37.13238	82.00417	22.18788
80.25861	67.48652	82.17083	20.87607	80.25861	59.5724	82.17083	56.71331	80.25861	37.14984	82.17083	22.21344
80.42528	67.50879	82.3375	20.94091	80.42528	59.58092	82.3375	56.73975	80.42528	37.1682	82.3375	22.2408
80.59194	67.53282	82.50417	21.00725	80.59194	59.59303	82.50417	56.76936	80.59194	37.18764	82.50417	22.26924
80.75861	67.55862	82.67083	21.07524	80.75861	59.60837	82.67083	56.80206	80.75861	37.2078	82.67083	22.2993
80.92528	67.586	82.8375	21.14456	80.92528	59.62774	82.8375	56.83775	80.92528	37.22868	82.8375	22.33044
81.09194	67.61495	83.00417	21.2153	81.09194	59.65022	83.00417	56.87591	81.09194	37.251	83.00417	22.36284
81.25861	67.64585	83.17083	21.28712	81.25861	59.67636	83.17083	56.91674	81.25861	37.27404	83.17083	22.3965
81.42528	67.67852	83.3375	21.36007	81.42528	59.70617	83.3375	56.95986	81.42528	37.29816	83.3375	22.43124
81.59194	67.71286	83.50417	21.43402	81.59194	59.73951	83.50417	57.00503	81.59194	37.32354	83.50417	22.4667
81.75861	67.74886	83.67083	21.50881	81.75861	59.77601	83.67083	57.05218	81.75861	37.34982	83.67083	22.50324
81.92528	67.78633	83.8375	21.58431	81.92528	59.81618	83.8375	57.10094	81.92528	37.37718	83.8375	22.5405
82.09194	67.82574	84.00417	21.66039	82.09194	59.85951	84.00417	57.15101	82.09194	37.40562	84.00417	22.5783
82.25861	67.86644	84.17083	21.73691	82.25861	59.90551	84.17083	57.2025	82.25861	37.43496	84.17083	22.617
82.42528	67.90879	84.3375	21.81384	82.42528	59.95511	84.3375	57.25529	82.42528	37.4652	84.3375	22.65606
82.59194	67.9526	84.50417	21.89101	82.59194	60.00701	84.50417	57.30876	82.59194	37.49652	84.50417	22.69548
82.75861	67.99797	84.67083	21.96822	82.75861	60.06157	84.67083	57.36292	82.75861	37.52874	84.67083	22.73526
82.92528	68.0447	84.8375	22.04535	82.92528	60.11886	84.8375	57.41775	82.92528	37.56186	84.8375	22.7754
83.09194	68.09259	85.00417	22.12215	83.09194	60.17796	85.00417	57.47308	83.09194	37.5957	85.00417	22.81572
83.10861	68.0975	85.17083	22.19882	83.10861	60.18385	85.17083	57.52859	83.10861	37.59912	85.17083	22.85604
83.27528	68.07868	85.3375	22.27493	83.27528	69.53067	85.3375	57.58429	83.27528	41.99599	85.3375	22.89654
83.35861	70.5084	85.50417	22.35045	83.35861	70.1255	85.50417	57.6398	83.35861	44.55563	85.50417	22.93686
83.52528	71.83633	85.67083	22.42532	83.52528	70.24527	85.67083	57.69555	83.52528	44.65102	85.67083	22.977
83.69194	72.35211	85.8375	22.49934	83.69194	70.36744	85.8375	57.75081	83.69194	44.74029	85.8375	23.01714
83.85861	72.85602	86.00417	22.57239	83.85861	70.49148	86.00417	57.80588	83.85861	44.82903	86.00417	23.05692
84.02528	73.35361	86.17083	22.64435	84.02528	70.61676	86.17083	57.86045	84.02528	44.91795	86.17083	23.09652
84.19194	73.84505	86.3375	22.7152	84.19194	70.74389	86.3375	57.9144	84.19194	45.00615	86.3375	23.13558
84.35861	74.33043	86.50417	22.78477	84.35861	70.87289	86.50417	57.96785	84.35861	45.09471	86.50417	23.17428
84.52528	74.80953	86.67083	22.85286	84.52528	71.0025	86.67083	58.02062	84.52528	45.18291	86.67083	23.21244
84.64194	75.14064	86.8375	22.91953	84.64194	71.09429	86.8375	58.07251	84.64194	45.24447	86.8375	23.25006
84.80861	75.43483	87.00417	22.98455	84.80861	68.75593	87.00417	58.12373	84.80861	44.0001	87.00417	23.28714
84.89194	75.44106	87.17083	23.0479	84.89194	66.15202	87.17083	58.17376	84.89194	43.38126	87.17083	23.3235
85.05861	75.50434	87.3375	23.10963	85.05861	64.74389	87.3375	58.22292	85.05861	42.32682	87.3375	23.35914
85.22528	75.55976	87.50417	23.16933	85.22528	63.63913	87.50417	58.27121	85.22528	41.51574	87.50417	23.39424
85.39194	75.60788	87.67083	23.22742	85.39194	62.81412	87.67083	58.31814	85.39194	40.93326	87.67083	23.42826
85.55861	75.65054	87.8375	23.28346	85.55861	62.24288	87.8375	58.36413	85.55861	40.53906	87.8375	23.46174
85.72528	75.6885	88.00417	23.3375	85.72528	61.87504	88.00417	58.40901	85.72528	40.28652	88.00417	23.49414
85.89194	75.72362	88.17083	23.38963	85.89194	61.65532	88.17083	58.45252	85.89194	40.13442	88.17083	23.52582
86.05861	75.75648	88.3375	23.43965	86.05861	61.53743	88.3375	58.4951	86.05861	40.04982	88.3375	23.5566
86.22528	75.78817	88.50417	23.48776	86.22528	61.48707	88.50417	58.53637	86.22528	40.0095	88.50417	23.58666
86.39194	75.81888	88.67083	23.53383	86.39194	61.47991	88.67083	58.57697	86.39194	39.99798	88.67083	23.61582
86.55861	75.84836	88.8375	23.57796	86.55861	61.49987	88.8375	58.61644	86.55861	40.00446	88.8375	23.6439
86.72528	75.87756	89.00417	23.62008	86.72528	61.5364	89.00417	58.65542	86.72528	40.02228	89.00417	23.67126
86.89194	75.90624	89.17083	23.66019	86.89194	61.58284	89.17083	58.69397	86.89194	40.04712	89.17083	23.69772
87.05861	75.9341	89.3375	23.69853	87.05861	61.63472	89.3375	58.73233	87.05861	40.07646	89.3375	23.72364
87.22528	75.96146	89.50417	23.73504	87.22528	61.68926	89.50417	58.77131	87.22528	40.10814	89.50417	23.74902
87.39194	75.98836	89.67083	23.76983	87.39194	61.74429	89.67083	58.81165	87.39194	40.14144	89.67083	23.77386
87.55861	76.01444	89.8375	23.80291	87.55861	61.79974	89.8375	58.85405	87.55861	40.17528	89.8375	23.79852
87.72528	76.03961	90.00417	23.83462	87.72528	61.85427	90.00417	58.90005	87.72528	40.2093	90.00417	23.82336
87.89194	76.06399	90.17083	23.86486	87.89194	61.90748	90.17083	58.95151	87.89194	40.24332	90.17083	23.84856
88.05861	76.08795	90.3375	23.89371	88.05861	61.95933	90.3375	59.01148	88.05861	40.27716	90.3375	23.87502
88.22528	76.11054	90.50417	23.92162	88.22528	62.00982	90.50417	59.08461	88.22528	40.31064	90.50417	23.90346
88.39194	76.13293	90.67083	23.94869	88.39194	62.05831	90.67083	59.17786	88.39194	40.34376	90.67083	23.93514
88.55861	76.15395	90.8375	23.97515	88.55861	62.10601	90.8375	59.30246	88.55861	40.37634	90.8375	23.97258
88.72528	76.17458	91.00417	24.00138	88.72528	62.15245	91.00417	59.47356	88.72528	40.40856	91.00417	24.0183
88.89194	76.19385	91.17083	24.02748	88.89194	62.19828	91.17083	59.6971	88.89194	40.44024	91.17083	24.07626
89.05861	76.21264	91.3375	24.05334	89.05861	62.24287	91.3375	59.95398	89.05861	40.47174	91.3375	24.14538
89.22528	76.22999	91.50417	24.07885	89.22528	62.28746	91.50417	60.22434	89.22528	40.5027	91.50417	24.22188
89.39194	76.24687	91.67083	24.10402	89.39194	62.33267	91.67083	60.49877	89.39194	40.5333	91.67083	24.30198
89.55861	76.26308	91.8375	24.12917	89.55861	62.37912	91.8375	60.77181	89.55861	40.56372	91.8375	24.3837
89.72528	76.27817	92.00417	24.15396	89.72528	62.42744	92.00417	61.03988	89.72528	40.59378	92.00417	24.46488
89.89194	76.29272	92.17083	24.17873	89.89194	62.4801	92.17083	61.30118	89.89194	40.6242	92.17083	24.54498
90.05861	76.30637	92.3375	24.20326	90.05861	62.53896	92.3375	61.55385	90.05861	40.65516	92.3375	24.62328
90.22528	76.31982	92.50417	24.22757	90.22528	62.60714	92.50417	61.79709	90.22528	40.68648	92.50417	24.69942
90.39194	76.33224	92.67083	24.2519	90.39194	62.68836	92.67083	62.03108	90.39194	40.7196	92.67083	24.77304
90.55861	76.34487	92.8375	24.27603	90.55861	62.7913	92.8375	62.2562	90.55861	40.7547	92.8375	24.84432
90.72528	76.35734	93.00417	24.29987	90.72528	62.92713	93.00417	62.47264	90.72528	40.7934	93.00417	24.91326
90.89194	76.3697	93.17083	24.32379	90.89194	63.11263	93.17083	62.67978	90.89194	40.83768	93.17083	24.97986
91.05861	76.38241	93.3375	24.34745	91.05861	63.36144	93.3375	62.87885	91.05861	40.8906	93.3375	25.04394
91.22528	76.3954	93.50417	24.37095	91.22528	63.65616	93.50417	63.06986	91.22528	40.95324	93.50417	25.10604
91.39194	76.40813	93.67083	24.39438	91.39194	63.95767	93.67083	63.25405	91.39194	41.02254	93.67083	25.16598
91.55861	76.42059	93.8375	24.4177	91.55861	64.25482	93.8375	63.43141	91.55861	41.09562	93.8375	25.22412
91.72528	76.43297	94.00417	24.44082	91.72528	64.54451	94.00417	63.60257	91.72528	41.16978	94.00417	25.28046
91.89194	76.44485	94.17083	24.46387	91.89194	64.82489	94.17083	63.76753	91.89194	41.24376	94.17083	25.335
92.05861	76.4571	94.3375	24.48677	92.05861	65.09596	94.3375	63.92691	92.05861	41.31684	94.3375	25.3881
92.22528	76.46909	94.44472	24.50143	92.22528	65.35771	94.44472	64.02675	92.22528	41.3883	94.44472	25.4214
92.39194	76.48112	94.61139	24.5241	92.39194	65.60954	94.61139	64.17745	92.39194	41.45814	94.61139	25.47216
92.55861	76.4927	94.77806	24.54669	92.55861	65.85268	94.77806	64.32442	92.55861	41.52654	94.77806	25.52148
92.72528	76.50473	94.94472	24.56906	92.72528	66.08652	94.94472	64.46643	92.72528	41.59332	94.94472	25.56972
92.89194	76.51661	95.11139	24.59136	92.89194	66.3129	95.11139	64.60534	92.89194	41.6583	95.11139	25.6167
93.05861	76.52837	95.27806	24.61355	93.05861	66.5306	95.27806	64.73991	93.05861	41.72166	95.27806	25.66278
93.22528	76.54008	95.44472	24.63551	93.22528	66.74148	95.44472	64.872	93.22528	41.78358	95.44472	25.70778
93.39194	76.55167	95.61139	24.65746	93.39194	66.94491	95.61139	64.99975	93.39194	41.84406	95.61139	25.75188
93.55861	76.56343	95.77806	24.67922	93.55861	67.14214	95.77806	65.12502	93.55861	41.90292	95.77806	25.79526
93.72528	76.57506	95.94472	24.70091	93.72528	67.33316	95.94472	65.2478	93.72528	41.96088	95.94472	25.83756
93.89194	76.58686	96.00028	24.70811	93.89194	67.5186	96.00028	65.28811	93.89194	42.0174	96.00028	25.8516
94.05861	76.59824	*	*	94.05861	67.69845	*	*	94.05861	42.07302	*	*
94.22528	76.61009	*	*	94.22528	67.87272	*	*	94.22528	42.1272	*	*
94.39194	76.62153	*	*	94.39194	68.04326	*	*	94.39194	42.18066	*	*
94.44472	76.62518	*	*	94.44472	68.09598	*	*	94.44472	42.1974	*	*
94.61139	76.63688	*	*	94.61139	68.26032	*	*	94.61139	42.24978	*	*
94.77806	76.64838	*	*	94.77806	68.42032	*	*	94.77806	42.30108	*	*
94.94472	76.65986	*	*	94.94472	68.57659	*	*	94.94472	42.35166	*	*
95.11139	76.67151	*	*	95.11139	68.72914	*	*	95.11139	42.40134	*	*
95.27806	76.68295	*	*	95.27806	68.87797	*	*	95.27806	42.45048	*	*
95.44472	76.69458	*	*	95.44472	69.0237	*	*	95.44472	42.4989	*	*
95.61139	76.70619	*	*	95.61139	69.16695	*	*	95.61139	42.5466	*	*
95.77806	76.7174	*	*	95.77806	69.30709	*	*	95.77806	42.59376	*	*
95.94472	76.7288	*	*	95.94472	69.44475	*	*	95.94472	42.64038	*	*
96.00028	76.73259	*	*	96.00028	69.4894	*	*	96.00028	42.65568	*	*
