TIME	Aqua: aO=C([O-])C(O)[O] + aO2 -> aO=C(O)C(=O)[O-] + aHO2	Aqua: aO=C(O)C(O)[O] + aO2 -> aO=C(O)C(=O)O + aHO2	other sources	Aqua: FEC2O42m -> FEpp + aO=C([O-])C(=O)[O-] + aCO2 + aO	Aqua: FEC2O43mmm -> FEpp + aO=C([O-])C(=O)[O-] + aCO2 +	Aqua: aO=C(O)C(=O)[O-] + aNO3 -> aO=C([O-])C(=O)[O] + NO	Aqua: aNO3 + aO=C([O-])C(=O)[O-] -> NO3m + aO=C([O-])C(=	other sinks
85.8889	2.91393E-15	1.23894E-14	1.25281E-14	-1.03925E-15	-3.51656E-16	-1.59596E-15	-6.98908E-17	-2.00157E-15
86.0556	2.83138E-15	1.25237E-14	1.27553E-14	-1.09287E-15	-3.63852E-16	-1.63272E-15	-6.87614E-17	-2.05665E-15
86.2222	2.77807E-15	1.26222E-14	1.2959E-14	-1.15193E-15	-3.83187E-16	-1.67253E-15	-6.8598E-17	-2.11026E-15
86.3889	2.74279E-15	1.26846E-14	1.31322E-14	-1.2128E-15	-4.07772E-16	-1.71535E-15	-6.91419E-17	-2.161E-15
86.5556	2.71782E-15	1.27105E-14	1.32701E-14	-1.27265E-15	-4.36278E-16	-1.76109E-15	-7.0219E-17	-2.20759E-15
86.7222	2.69782E-15	1.27E-14	1.33692E-14	-1.32967E-15	-4.6784E-16	-1.80975E-15	-7.17122E-17	-2.24893E-15
86.8889	2.67909E-15	1.26533E-14	1.34276E-14	-1.38278E-15	-5.01936E-16	-1.86136E-15	-7.35431E-17	-2.28411E-15
87.0556	2.65908E-15	1.25713E-14	1.34439E-14	-1.43142E-15	-5.38282E-16	-1.91603E-15	-7.56611E-17	-2.31235E-15
87.2222	2.6361E-15	1.24549E-14	1.34177E-14	-1.47535E-15	-5.76757E-16	-1.97396E-15	-7.80357E-17	-2.33306E-15
87.3889	2.60899E-15	1.23055E-14	1.33489E-14	-1.51447E-15	-6.17359E-16	-2.03543E-15	-8.06517E-17	-2.34573E-15
87.5556	2.57704E-15	1.21244E-14	1.32379E-14	-1.54876E-15	-6.60176E-16	-2.10081E-15	-8.35062E-17	-2.34999E-15
87.7222	2.53985E-15	1.19135E-14	1.30857E-14	-1.57827E-15	-7.05379E-16	-2.17057E-15	-8.66068E-17	-2.34558E-15
87.8889	2.49726E-15	1.16745E-14	1.28934E-14	-1.60306E-15	-7.53219E-16	-2.24534E-15	-8.99708E-17	-2.33235E-15
88.0556	2.44927E-15	1.14096E-14	1.26627E-14	-1.62322E-15	-8.04041E-16	-2.32589E-15	-9.36257E-17	-2.31022E-15
88.2222	2.39598E-15	1.11211E-14	1.23955E-14	-1.63887E-15	-8.58298E-16	-2.4132E-15	-9.76098E-17	-2.27931E-15
88.3889	2.33783E-15	1.08115E-14	1.20943E-14	-1.65016E-15	-9.16582E-16	-2.50852E-15	-1.01975E-16	-2.23959E-15
88.5556	2.27501E-15	1.04836E-14	1.17615E-14	-1.65726E-15	-9.79662E-16	-2.61345E-15	-1.06789E-16	-2.19146E-15
88.7222	2.20804E-15	1.01404E-14	1.14003E-14	-1.66042E-15	-1.04853E-15	-2.73006E-15	-1.12142E-16	-2.13522E-15
88.8889	2.13748E-15	9.78529E-15	1.10142E-14	-1.65991E-15	-1.12448E-15	-2.86108E-15	-1.18153E-16	-2.07128E-15
89.0556	2.06396E-15	9.42202E-15	1.06068E-14	-1.65607E-15	-1.20918E-15	-3.01016E-15	-1.24982E-16	-2.00018E-15
89.2222	1.98824E-15	9.05484E-15	1.01825E-14	-1.64927E-15	-1.30479E-15	-3.18228E-15	-1.32847E-16	-1.92252E-15
89.3889	1.91124E-15	8.68874E-15	9.74619E-15	-1.6399E-15	-1.41405E-15	-3.38437E-15	-1.42053E-16	-1.83897E-15
89.5556	1.83403E-15	8.32973E-15	9.30342E-15	-1.62823E-15	-1.54034E-15	-3.6263E-15	-1.53033E-16	-1.75031E-15
89.7222	1.75802E-15	7.98547E-15	8.86093E-15	-1.61411E-15	-1.68743E-15	-3.92262E-15	-1.66428E-16	-1.65736E-15
89.8889	1.68506E-15	7.66625E-15	8.42716E-15	-1.5963E-15	-1.85838E-15	-4.29544E-15	-1.83208E-16	-1.56105E-15
90.0556	1.61779E-15	7.38692E-15	8.01346E-15	-1.57066E-15	-2.05217E-15	-4.77963E-15	-2.04905E-16	-1.4624E-15
90.2222	1.56024E-15	7.17044E-15	7.63629E-15	-1.52619E-15	-2.25388E-15	-5.43259E-15	-2.34036E-16	-1.3626E-15
90.3889	1.51898E-15	7.05464E-15	7.32143E-15	-1.43644E-15	-2.41009E-15	-6.35261E-15	-2.74906E-16	-1.2631E-15
90.5556	1.50511E-15	7.10455E-15	7.11146E-15	-1.24655E-15	-2.37972E-15	-7.71237E-15	-3.35063E-16	-1.16566E-15
90.7222	1.88425E-15	7.42681E-15	7.29214E-15	-8.7791E-16	-1.90023E-15	-9.80405E-15	-4.2714E-16	-1.07054E-15
90.8889	1.63064E-15	8.13735E-15	7.27454E-15	-3.50319E-16	-8.53762E-16	-1.29568E-14	-5.65456E-16	-9.79695E-16
91.0556	1.76634E-15	9.11199E-15	7.64541E-15	-2.05285E-17	-5.66102E-17	-1.67009E-14	-7.2853E-16	-8.91213E-16
91.2222	1.82237E-15	9.55046E-15	7.76569E-15	0	-4.95243E-26	-1.81652E-14	-7.90966E-16	-8.3677E-16
91.3889	1.81516E-15	9.54572E-15	7.67674E-15	0	0	-1.78701E-14	-7.77088E-16	-8.0683E-16
91.5556	1.81738E-15	9.57133E-15	7.63051E-15	0	0	-1.75158E-14	-7.61241E-16	-7.85359E-16
91.7222	1.82128E-15	9.59831E-15	7.59637E-15	0	0	-1.71345E-14	-7.44635E-16	-7.64796E-16
91.8889	1.82487E-15	9.61912E-15	7.56548E-15	0	0	-1.67315E-14	-7.27373E-16	-7.44185E-16
92.0556	1.82773E-15	9.63261E-15	7.53509E-15	0	0	-1.63129E-14	-7.09631E-16	-7.23587E-16
92.2222	1.82974E-15	9.63906E-15	7.50407E-15	0	0	-1.58847E-14	-6.91608E-16	-7.03127E-16
92.3889	1.83091E-15	9.63909E-15	7.4719E-15	0	0	-1.54523E-14	-6.73488E-16	-6.82902E-16
92.5556	1.8313E-15	9.6334E-15	7.43839E-15	0	0	-1.50199E-14	-6.55428E-16	-6.62986E-16
92.7222	1.83097E-15	9.62268E-15	7.40355E-15	0	0	-1.4591E-14	-6.37554E-16	-6.43445E-16
92.8889	1.82616E-15	9.89619E-15	7.12925E-15	0	0	-1.40196E-14	-6.22102E-16	-8.25592E-16
93.0556	1.81945E-15	9.58868E-15	7.322E-15	0	0	-1.37535E-14	-6.02737E-16	-6.04635E-16
93.2222	1.79917E-15	9.56648E-15	7.11431E-15	0	0	-1.33501E-14	-5.85928E-16	-5.86317E-16
93.3889	1.82408E-15	9.54151E-15	7.25333E-15	0	0	-1.29552E-14	-5.69585E-16	-5.69958E-16
93.5556	1.82138E-15	9.5152E-15	7.23372E-15	0	0	-1.25601E-14	-5.53672E-16	-5.4063E-16
93.7222	1.81825E-15	9.48459E-15	7.17394E-15	0	0	-1.22031E-14	-5.38391E-16	-5.36437E-16
93.8889	1.81493E-15	9.45334E-15	7.13371E-15	0	0	-1.18456E-14	-5.23574E-16	-5.20532E-16
94.0556	1.81141E-15	9.42059E-15	7.09327E-15	0	0	-1.15009E-14	-5.09286E-16	-5.05201E-16
94.2222	1.80772E-15	9.38659E-15	7.05274E-15	0	0	-1.11688E-14	-4.95527E-16	-4.90441E-16
94.3889	1.80389E-15	9.35152E-15	7.01221E-15	0	0	-1.08494E-14	-4.82294E-16	-4.76245E-16
94.4444	1.80266E-15	9.34023E-15	6.99939E-15	0	0	-1.07509E-14	-4.78212E-16	-4.71866E-16
94.6111	1.7562E-15	9.32448E-15	7.01938E-15	0	0	-1.03512E-14	-4.49269E-16	-4.61688E-16
94.7778	1.75397E-15	9.23946E-15	7.02586E-15	0	0	-9.96328E-15	-4.36753E-16	-4.54494E-16
94.9444	1.8085E-15	9.13317E-15	7.02316E-15	0	0	-9.62437E-15	-4.39752E-16	-4.47765E-16
95.1111	1.91555E-15	9.01793E-15	7.02249E-15	0	0	-9.32511E-15	-4.56499E-16	-4.42523E-16
95.2778	2.07885E-15	8.90389E-15	7.03038E-15	0	0	-9.05762E-15	-4.86727E-16	-4.36623E-16
95.4444	2.30844E-15	8.79919E-15	7.05017E-15	0	0	-8.82125E-15	-5.31907E-16	-4.3196E-16
95.6111	2.62317E-15	8.70857E-15	7.09242E-15	0	0	-8.61791E-15	-5.95985E-16	-4.292E-16
95.7778	3.05969E-15	8.63342E-15	7.16484E-15	0	0	-8.45373E-15	-6.87169E-16	-4.29128E-16
95.9444	3.68886E-15	8.56985E-15	7.27502E-15	0	0	-8.33858E-15	-8.22299E-16	-4.31622E-16
96	3.9612E-15	8.54924E-15	7.31631E-15	0	0	-8.31339E-15	-8.82535E-16	-4.33377E-16
