TIME	Aqua: aO=C([O-])C(O)[O] + aO2 -> aO=C(O)C(=O)[O-] + aHO2	Aqua: aO=C(O)C(O)[O] + aO2 -> aO=C(O)C(=O)O + aHO2	other sources	Aqua: FEC2O42m -> FEpp + aO=C([O-])C(=O)[O-] + aCO2 + aO	Aqua: FEC2O43mmm -> FEpp + aO=C([O-])C(=O)[O-] + aCO2 +	Aqua: aO=C(O)C(=O)[O-] + aNO3 -> aO=C([O-])C(=O)[O] + NO	Aqua: aNO3 + aO=C([O-])C(=O)[O-] -> NO3m + aO=C([O-])C(=	other sinks
54.1944	5.94928E-16	2.9617E-15	1.54098E-15	-1.60455E-15	-2.77802E-15	-1.80119E-15	-7.37986E-17	-2.66339E-16
54.3611	6.44913E-16	3.13072E-15	1.66663E-15	-5.14965E-16	-6.21776E-16	-1.65843E-15	-6.84165E-17	-3.06549E-16
54.5278	7.04191E-16	3.34592E-15	1.81765E-15	-3.40714E-16	-2.95982E-16	-1.54821E-15	-6.42868E-17	-3.50851E-16
54.6944	7.70654E-16	3.59573E-15	1.98885E-15	-3.13652E-16	-2.36158E-16	-1.46246E-15	-6.1103E-17	-3.99011E-16
54.8611	8.43023E-16	3.87295E-15	2.17711E-15	-3.09797E-16	-2.13769E-16	-1.39483E-15	-5.86205E-17	-4.50852E-16
55.0278	9.20391E-16	4.17256E-15	2.38035E-15	-3.12378E-16	-2.00735E-16	-1.34094E-15	-5.66706E-17	-5.06287E-16
55.1944	1.00203E-15	4.49062E-15	2.59699E-15	-3.18546E-16	-1.92488E-16	-1.29774E-15	-5.51361E-17	-5.65278E-16
55.3611	1.08731E-15	4.82391E-15	2.82583E-15	-3.27306E-16	-1.8742E-16	-1.26307E-15	-5.39336E-17	-6.2781E-16
55.5278	1.17566E-15	5.16963E-15	3.06585E-15	-3.38124E-16	-1.84662E-16	-1.23533E-15	-5.3002E-17	-6.93879E-16
55.6944	1.26657E-15	5.52533E-15	3.31618E-15	-3.50682E-16	-1.8368E-16	-1.21335E-15	-5.22957E-17	-7.6349E-16
55.8611	1.35954E-15	5.88876E-15	3.57605E-15	-3.64785E-16	-1.84136E-16	-1.19622E-15	-5.178E-17	-8.36651E-16
56.0278	1.45411E-15	6.25788E-15	3.84478E-15	-3.80306E-16	-1.858E-16	-1.18324E-15	-5.1428E-17	-9.13365E-16
56.1944	1.54981E-15	6.63076E-15	4.12172E-15	-3.97161E-16	-1.88521E-16	-1.17386E-15	-5.12183E-17	-9.93634E-16
56.3611	1.64621E-15	7.00559E-15	4.40629E-15	-4.15296E-16	-1.92192E-16	-1.16763E-15	-5.11342E-17	-1.07746E-15
56.5278	1.74291E-15	7.38071E-15	4.69792E-15	-4.34674E-16	-1.96739E-16	-1.1642E-15	-5.1162E-17	-1.16482E-15
56.6944	1.8395E-15	7.75449E-15	4.99605E-15	-4.55267E-16	-2.02116E-16	-1.16327E-15	-5.12905E-17	-1.25571E-15
56.8611	1.9356E-15	8.12546E-15	5.30019E-15	-4.77058E-16	-2.08289E-16	-1.16459E-15	-5.15105E-17	-1.35009E-15
57.0278	2.03087E-15	8.49222E-15	5.60983E-15	-5.00026E-16	-2.15241E-16	-1.16797E-15	-5.18143E-17	-1.44792E-15
57.1944	2.12497E-15	8.85346E-15	5.92447E-15	-5.24156E-16	-2.22963E-16	-1.17322E-15	-5.21955E-17	-1.54916E-15
57.3611	2.2176E-15	9.20799E-15	6.24365E-15	-5.49431E-16	-2.31451E-16	-1.1802E-15	-5.26488E-17	-1.65374E-15
57.5278	2.30847E-15	9.5547E-15	6.5669E-15	-5.75827E-16	-2.40711E-16	-1.18878E-15	-5.31696E-17	-1.76157E-15
57.6944	2.39732E-15	9.89256E-15	6.89374E-15	-6.03318E-16	-2.5075E-16	-1.19885E-15	-5.37541E-17	-1.87256E-15
57.8611	2.48394E-15	1.02206E-14	7.22369E-15	-6.31869E-16	-2.61581E-16	-1.21032E-15	-5.4399E-17	-1.9866E-15
58.0278	2.56809E-15	1.05381E-14	7.55627E-15	-6.61441E-16	-2.73216E-16	-1.2231E-15	-5.51016E-17	-2.10355E-15
58.1944	2.6496E-15	1.08441E-14	7.89096E-15	-6.91989E-16	-2.85673E-16	-1.23712E-15	-5.58596E-17	-2.22324E-15
58.3611	2.72818E-15	1.11379E-14	8.22669E-15	-7.23455E-16	-2.98969E-16	-1.25233E-15	-5.66714E-17	-2.34562E-15
58.5278	2.804E-15	1.1419E-14	8.56445E-15	-7.55773E-16	-3.13123E-16	-1.26865E-15	-5.75352E-17	-2.47012E-15
58.6944	2.87659E-15	1.16867E-14	8.90201E-15	-7.88868E-16	-3.28151E-16	-1.28605E-15	-5.84503E-17	-2.59684E-15
58.8611	2.94593E-15	1.19403E-14	9.23923E-15	-8.22658E-16	-3.44074E-16	-1.30451E-15	-5.94157E-17	-2.7254E-15
59.0278	3.0119E-15	1.21795E-14	9.57532E-15	-8.57045E-16	-3.6091E-16	-1.32397E-15	-6.0431E-17	-2.85549E-15
59.0833	3.03734E-15	1.22709E-14	9.70916E-15	-8.70944E-16	-3.67903E-16	-1.33204E-15	-6.08511E-17	-2.90793E-15
59.25	6.50633E-15	2.49653E-14	1.79014E-14	-4.46589E-15	-5.93E-16	-1.85997E-15	-1.07956E-16	-4.42162E-15
59.3333	1.09158E-13	5.65364E-16	3.27178E-14	-1.02349E-13	-2.03068E-15	-1.58309E-16	-7.65406E-15	-2.25316E-14
59.5	1.13108E-13	2.76751E-15	2.46333E-14	-2.75296E-13	-3.61012E-15	-6.61986E-16	-6.71271E-15	-3.66384E-15
59.6667	1.11797E-13	4.45725E-15	2.25994E-14	-1.80784E-13	-1.7494E-15	-9.09648E-16	-5.57925E-15	-3.17371E-15
59.8333	1.13281E-13	6.06939E-15	2.22491E-14	-1.49166E-13	-1.22784E-15	-1.07752E-15	-4.89052E-15	-3.15208E-15
60	1.14187E-13	7.88371E-15	2.2644E-14	-1.29646E-13	-9.36806E-16	-1.24378E-15	-4.36506E-15	-3.30302E-15
60.1667	1.14192E-13	9.91427E-15	2.33363E-14	-1.1623E-13	-7.48898E-16	-1.41597E-15	-3.94137E-15	-3.50506E-15
60.3333	1.13399E-13	1.20842E-14	2.41401E-14	-1.07251E-13	-6.25234E-16	-1.5901E-15	-3.59933E-15	-3.73081E-15
60.5	1.11985E-13	1.43021E-14	2.49821E-14	-1.01213E-13	-5.4152E-16	-1.76288E-15	-3.32508E-15	-3.9653E-15
60.6389	1.10715E-13	1.58401E-14	2.55735E-14	-9.81975E-14	-4.98762E-16	-1.88215E-15	-3.16669E-15	-4.12907E-15
60.8056	5.11458E-15	9.38519E-15	1.00625E-14	-6.90549E-16	-3.56561E-16	-1.26187E-15	-1.38089E-16	-1.26106E-15
60.8889	5.10582E-15	8.67556E-15	8.46611E-15	-4.60577E-16	-3.70778E-16	-1.20035E-15	-1.30172E-16	-1.38798E-15
61.0556	4.11304E-15	9.42091E-15	8.37871E-15	-5.40405E-16	-3.33803E-16	-1.25415E-15	-1.01274E-16	-1.48461E-15
61.2222	3.44536E-15	9.83361E-15	8.44216E-15	-6.02734E-16	-3.04144E-16	-1.27933E-15	-8.31362E-17	-1.53904E-15
61.3889	3.01111E-15	1.01122E-14	8.57254E-15	-6.37015E-16	-2.77328E-16	-1.2993E-15	-7.18891E-17	-1.58463E-15
61.5556	2.72264E-15	1.03154E-14	8.73403E-15	-6.60708E-16	-2.58692E-16	-1.31858E-15	-6.47359E-17	-1.62751E-15
61.7222	2.52843E-15	1.04691E-14	8.90664E-15	-6.86083E-16	-2.49694E-16	-1.33898E-15	-6.0195E-17	-1.67032E-15
61.8889	2.39668E-15	1.05857E-14	9.07732E-15	-7.18077E-16	-2.49456E-16	-1.36166E-15	-5.7411E-17	-1.71357E-15
62.0556	2.30666E-15	1.06702E-14	9.23709E-15	-7.56441E-16	-2.56209E-16	-1.38709E-15	-5.58554E-17	-1.75675E-15
62.2222	2.24431E-15	1.07243E-14	9.37926E-15	-7.98673E-16	-2.6817E-16	-1.4154E-15	-5.51852E-17	-1.79886E-15
62.3889	2.19997E-15	1.07482E-14	9.49898E-15	-8.42043E-16	-2.83921E-16	-1.44656E-15	-5.51717E-17	-1.83879E-15
62.5556	2.16684E-15	1.07419E-14	9.59279E-15	-8.84417E-16	-3.02462E-16	-1.48052E-15	-5.56585E-17	-1.87544E-15
62.7222	2.14013E-15	1.07057E-14	9.65841E-15	-9.24433E-16	-3.23147E-16	-1.51723E-15	-5.65378E-17	-1.90785E-15
62.8889	2.11647E-15	1.064E-14	9.69436E-15	-9.61321E-16	-3.45587E-16	-1.55667E-15	-5.7736E-17	-1.93523E-15
63.0556	2.09347E-15	1.05456E-14	9.69984E-15	-9.94718E-16	-3.69569E-16	-1.5989E-15	-5.92033E-17	-1.95689E-15
63.2222	2.06946E-15	1.04234E-14	9.67453E-15	-1.0245E-15	-3.95003E-16	-1.64404E-15	-6.0908E-17	-1.9723E-15
63.3889	2.0433E-15	1.02745E-14	9.61849E-15	-1.05065E-15	-4.2188E-16	-1.69229E-15	-6.28318E-17	-1.98101E-15
63.5556	2.01423E-15	1.01005E-14	9.53213E-15	-1.07324E-15	-4.5026E-16	-1.74395E-15	-6.49676E-17	-1.98272E-15
63.7222	1.98178E-15	9.90287E-15	9.41615E-15	-1.09235E-15	-4.80257E-16	-1.79938E-15	-6.73176E-17	-1.9772E-15
63.8889	1.94571E-15	9.6833E-15	9.27156E-15	-1.10809E-15	-5.12045E-16	-1.85909E-15	-6.98929E-17	-1.96432E-15
64.0556	1.90594E-15	9.44369E-15	9.09959E-15	-1.12057E-15	-5.45864E-16	-1.92372E-15	-7.2713E-17	-1.94406E-15
64.2222	1.86252E-15	9.1861E-15	8.90178E-15	-1.12992E-15	-5.82026E-16	-1.99407E-15	-7.58066E-17	-1.91648E-15
64.3889	1.81561E-15	8.91275E-15	8.67989E-15	-1.13628E-15	-6.20948E-16	-2.07117E-15	-7.92138E-17	-1.88171E-15
64.5556	1.76547E-15	8.62606E-15	8.43598E-15	-1.13985E-15	-6.63165E-16	-2.15637E-15	-8.29881E-17	-1.84E-15
64.7222	1.71243E-15	8.32863E-15	8.17234E-15	-1.1408E-15	-7.09374E-16	-2.2514E-15	-8.72005E-17	-1.79167E-15
64.8889	1.65692E-15	8.02335E-15	7.89158E-15	-1.1394E-15	-7.60483E-16	-2.35853E-15	-9.1946E-17	-1.7371E-15
65.0556	1.59942E-15	7.71335E-15	7.59658E-15	-1.13591E-15	-8.17672E-16	-2.48083E-15	-9.73523E-17	-1.67677E-15
65.2222	1.54053E-15	7.40223E-15	7.29056E-15	-1.13065E-15	-8.82465E-16	-2.62245E-15	-1.03595E-16	-1.61123E-15
65.3889	1.48096E-15	7.09411E-15	6.97719E-15	-1.12395E-15	-9.56831E-16	-2.78923E-15	-1.10917E-16	-1.54108E-15
65.5556	1.42155E-15	6.79398E-15	6.66069E-15	-1.11606E-15	-1.0432E-15	-2.98946E-15	-1.1967E-16	-1.467E-15
65.7222	1.36341E-15	6.50811E-15	6.3461E-15	-1.107E-15	-1.14436E-15	-3.23542E-15	-1.30369E-16	-1.38972E-15
65.8889	1.30801E-15	6.24498E-15	6.03977E-15	-1.09603E-15	-1.26274E-15	-3.54578E-15	-1.43801E-16	-1.31006E-15
66.0556	1.25742E-15	6.01675E-15	5.75022E-15	-1.08047E-15	-1.39813E-15	-3.95021E-15	-1.61213E-16	-1.22892E-15
66.2222	1.21483E-15	5.8423E-15	5.48987E-15	-1.05285E-15	-1.54102E-15	-4.49776E-15	-1.84669E-16	-1.14735E-15
66.3889	1.18546E-15	5.75287E-15	5.27822E-15	-9.94855E-16	-1.65547E-15	-5.27334E-15	-2.1773E-16	-1.06661E-15
66.5556	1.17824E-15	5.80273E-15	5.14784E-15	-8.6782E-16	-1.64421E-15	-6.42874E-15	-2.66755E-16	-9.88221E-16
66.7222	1.20769E-15	6.0829E-15	5.15096E-15	-6.15114E-16	-1.32242E-15	-8.22834E-15	-3.4277E-16	-9.13383E-16
66.8889	1.28984E-15	6.70192E-15	5.34518E-15	-2.47416E-16	-5.9953E-16	-1.10126E-14	-4.59792E-16	-8.4014E-16
67.0556	1.41225E-15	7.58821E-15	5.69321E-15	-1.46966E-17	-4.0342E-17	-1.44828E-14	-6.04647E-16	-7.69367E-16
67.2222	1.46847E-15	8.02188E-15	5.8377E-15	0	-4.22983E-26	-1.59926E-14	-6.66482E-16	-7.24496E-16
67.3889	1.46126E-15	8.31363E-15	3.91805E-15	0	0	-1.54396E-14	-6.55519E-16	-1.07025E-18
67.5556	1.46373E-15	8.03047E-15	5.74679E-15	0	0	-1.54625E-14	-6.43313E-16	-6.81583E-16
67.7222	1.46719E-15	8.04967E-15	5.72533E-15	0	0	-1.51392E-14	-6.30044E-16	-6.65222E-16
67.8889	1.47062E-15	8.06356E-15	5.7057E-15	0	0	-1.47961E-14	-6.16236E-16	-6.49228E-16
68.0556	1.47355E-15	8.07153E-15	5.68567E-15	0	0	-1.44378E-14	-6.02002E-16	-6.32885E-16
68.2222	1.47586E-15	8.09817E-15	5.55805E-15	0	0	-1.40772E-14	-5.87561E-16	-6.14309E-16
68.3889	1.48164E-15	8.07015E-15	5.63838E-15	0	0	-1.36949E-14	-5.72807E-16	-5.9912E-16
68.5556	1.48236E-15	8.01852E-15	4.34775E-15	0	0	-1.30301E-14	-5.60263E-16	-8.91926E-19
68.7222	1.47922E-15	8.04972E-15	5.5935E-15	0	0	-1.29436E-14	-5.43468E-16	-5.67592E-16
68.8889	1.4786E-15	8.03388E-15	5.56251E-15	0	0	-1.2572E-14	-5.28987E-16	-5.50824E-16
69.0556	1.47893E-15	8.01501E-15	5.54021E-15	0	0	-1.2206E-14	-5.14724E-16	-5.35882E-16
69.2222	1.4782E-15	7.99355E-15	5.51225E-15	0	0	-1.18468E-14	-5.00732E-16	-5.20447E-16
69.3889	1.47716E-15	7.96991E-15	5.4836E-15	0	0	-1.14958E-14	-4.87052E-16	-5.05346E-16
69.5556	1.47498E-15	7.80221E-15	5.43473E-15	0	0	-1.11031E-14	-4.75118E-16	-3.07914E-16
69.7222	1.47433E-15	7.91743E-15	5.42487E-15	0	0	-1.08212E-14	-4.60739E-16	-4.76264E-16
69.8889	1.47262E-15	7.88915E-15	5.39502E-15	0	0	-1.04987E-14	-4.48146E-16	-4.62324E-16
70.0556	1.47076E-15	7.85982E-15	5.36501E-15	0	0	-1.01864E-14	-4.35943E-16	-4.48804E-16
70.2222	1.46877E-15	7.82969E-15	5.335E-15	0	0	-9.88451E-15	-4.24137E-16	-4.35757E-16
70.3889	1.46669E-15	7.79871E-15	5.30477E-15	0	0	-9.59315E-15	-4.12731E-16	-4.23051E-16
70.5556	1.46453E-15	7.76724E-15	5.27469E-15	0	0	-9.31218E-15	-4.01724E-16	-4.10822E-16
70.7222	1.46231E-15	7.73534E-15	5.24472E-15	0	0	-9.04154E-15	-3.91111E-16	-3.99021E-16
70.7778	1.4614E-15	7.72246E-15	5.23277E-15	0	0	-8.93613E-15	-3.86976E-16	-3.94422E-16
70.9444	2.082E-15	8.98438E-15	6.74189E-15	0	0	-9.7421E-15	-5.15078E-16	-5.28985E-16
71.0278	3.83244E-14	4.26211E-16	7.88991E-15	0	0	-1.03773E-15	-2.43492E-14	-1.5674E-14
71.1944	2.31527E-14	8.95863E-16	3.51134E-15	0	0	-3.11267E-15	-2.00183E-14	-6.96539E-16
71.3611	1.765E-14	7.25901E-16	2.60137E-15	0	0	-3.11819E-15	-1.64998E-14	-5.73075E-16
71.5278	1.6461E-14	6.64605E-16	2.2934E-15	0	0	-2.97229E-15	-1.50487E-14	-5.12403E-16
71.6944	1.63696E-14	6.63182E-16	2.19677E-15	0	0	-2.92171E-15	-1.43963E-14	-4.81914E-16
71.8611	1.65764E-14	6.81569E-16	2.17065E-15	0	0	-2.93054E-15	-1.40904E-14	-4.67209E-16
72.0278	1.68639E-14	7.05954E-16	2.16749E-15	0	0	-2.96609E-15	-1.39384E-14	-4.59597E-16
72.1944	1.71685E-14	7.31746E-16	2.17137E-15	0	0	-3.01155E-15	-1.38548E-14	-4.55254E-16
72.3611	1.74713E-14	7.57415E-16	2.17702E-15	0	0	-3.05924E-15	-1.38024E-14	-4.52586E-16
72.5278	1.7767E-14	7.82439E-16	2.18277E-15	0	0	-3.10581E-15	-1.37647E-14	-4.50907E-16
72.6944	1.80542E-14	8.06645E-16	2.1881E-15	0	0	-3.14993E-15	-1.37346E-14	-4.49903E-16
72.8611	1.8333E-14	8.2999E-16	2.19292E-15	0	0	-3.19117E-15	-1.3709E-14	-4.49419E-16
72.9444	1.84694E-14	8.41339E-16	2.19513E-15	0	0	-3.21069E-15	-1.36974E-14	-4.49343E-16
73.1111	2.44998E-15	3.87555E-15	2.36115E-15	0	0	-1.97374E-15	-2.75098E-16	-1.23994E-17
73.1944	2.60801E-15	4.52054E-15	2.52563E-15	0	0	-1.69494E-15	-2.23686E-16	-1.17608E-17
73.3611	2.2288E-15	5.59448E-15	2.88896E-15	0	0	-1.90649E-15	-1.80473E-16	-1.42578E-17
73.5278	1.88627E-15	6.12938E-15	3.05743E-15	0	0	-2.0562E-15	-1.53415E-16	-1.63865E-17
73.6944	1.66042E-15	6.49685E-15	3.17341E-15	0	0	-2.1536E-15	-1.3519E-16	-1.8141E-17
73.8611	1.50875E-15	6.76048E-15	3.25667E-15	0	0	-2.21675E-15	-1.22616E-16	-1.95378E-17
74.0278	1.40487E-15	6.94847E-15	3.31646E-15	0	0	-2.25709E-15	-1.13819E-16	-2.06909E-17
74.1944	1.33273E-15	7.07912E-15	3.35876E-15	0	0	-2.28215E-15	-1.07614E-16	-2.16615E-17
74.3611	1.2743E-15	7.16638E-15	3.38616E-15	0	0	-2.29685E-15	-1.03223E-16	-2.22222E-17
74.5278	1.24676E-15	7.22121E-15	3.40767E-15	0	0	-2.30501E-15	-1.00113E-16	-2.31855E-17
74.6944	1.2218E-15	7.25209E-15	3.42018E-15	0	0	-2.30846E-15	-9.79148E-17	-2.38164E-17
74.8611	1.2043E-15	7.2655E-15	3.42751E-15	0	0	-2.30889E-15	-9.63693E-17	-2.43887E-17
75.0278	1.19209E-15	7.26632E-15	3.43111E-15	0	0	-2.30733E-15	-9.52933E-17	-2.49189E-17
75.1944	1.18366E-15	7.25816E-15	3.43202E-15	0	0	-2.30452E-15	-9.45567E-17	-2.54188E-17
75.3611	1.17794E-15	7.24367E-15	3.43102E-15	0	0	-2.30092E-15	-9.40665E-17	-2.58972E-17
75.5278	1.17417E-15	7.22477E-15	3.42867E-15	0	0	-2.29688E-15	-9.37563E-17	-2.63606E-17
75.6944	1.1718E-15	7.20286E-15	3.42538E-15	0	0	-2.29261E-15	-9.35782E-17	-2.68134E-17
75.8611	1.17045E-15	7.17893E-15	3.42144E-15	0	0	-2.28827E-15	-9.3498E-17	-2.72587E-17
76.0278	1.16983E-15	7.1537E-15	3.41706E-15	0	0	-2.28396E-15	-9.34906E-17	-2.76987E-17
76.1944	1.16976E-15	7.12768E-15	3.41239E-15	0	0	-2.27974E-15	-9.35382E-17	-2.81352E-17
76.3611	1.17009E-15	7.10123E-15	3.40754E-15	0	0	-2.27565E-15	-9.36275E-17	-2.85689E-17
76.5278	1.17071E-15	7.0746E-15	3.40257E-15	0	0	-2.27171E-15	-9.37489E-17	-2.90006E-17
76.6944	1.17155E-15	7.04797E-15	3.39754E-15	0	0	-2.26793E-15	-9.38954E-17	-2.94307E-17
76.8611	1.17256E-15	7.02145E-15	3.39249E-15	0	-8.45744E-32	-2.26431E-15	-9.40616E-17	-2.98593E-17
77.0278	1.11851E-15	6.65577E-15	3.23659E-15	-7.96532E-16	-4.3128E-16	-2.14264E-15	-8.93225E-17	-2.95266E-17
77.1944	9.06295E-16	5.27801E-15	2.64696E-15	-3.34284E-14	-1.7414E-14	-1.73077E-15	-7.24908E-17	-3.06801E-17
77.3611	7.59566E-16	4.22201E-15	2.24411E-15	-1.15475E-13	-7.44854E-14	-1.70328E-15	-7.17587E-17	-5.02866E-17
77.5278	6.83483E-16	3.60955E-15	2.03925E-15	-1.29498E-13	-1.36041E-13	-2.07209E-15	-8.78895E-17	-9.7159E-17
77.6944	6.51382E-16	3.29802E-15	1.95613E-15	-7.47143E-14	-1.19691E-13	-2.38754E-15	-1.01983E-16	-1.60421E-16
77.8611	6.53468E-16	3.19774E-15	1.96911E-15	-2.90236E-14	-5.57966E-14	-2.38051E-15	-1.02349E-16	-2.16081E-16
78.0278	6.84848E-16	3.2556E-15	2.06656E-15	-8.06796E-15	-1.56077E-14	-2.19481E-15	-9.49351E-17	-2.61815E-16
78.1944	7.39125E-16	3.42669E-15	2.23222E-15	-1.91433E-15	-3.154E-15	-1.99617E-15	-8.68374E-17	-3.06834E-16
78.3611	8.09304E-16	3.67298E-15	2.44751E-15	-6.82548E-16	-7.63766E-16	-1.83618E-15	-8.03133E-17	-3.55821E-16
78.5278	8.90768E-16	3.97096E-15	2.69941E-15	-4.89236E-16	-4.01984E-16	-1.71356E-15	-7.53371E-17	-4.09487E-16
78.6944	9.8091E-16	4.30737E-15	2.98118E-15	-4.61639E-16	-3.31649E-16	-1.61892E-15	-7.15268E-17	-4.67494E-16
78.8611	1.07814E-15	4.67416E-15	3.28763E-15	-4.61458E-16	-3.0395E-16	-1.54502E-15	-6.85798E-17	-5.29724E-16
79.0278	1.18134E-15	5.06567E-15	3.61591E-15	-4.69612E-16	-2.87935E-16	-1.48685E-15	-6.62894E-17	-5.96046E-16
79.1944	1.28962E-15	5.4776E-15	3.96373E-15	-4.82565E-16	-2.78125E-16	-1.44094E-15	-6.45125E-17	-6.66422E-16
79.3611	1.40223E-15	5.90647E-15	4.32934E-15	-4.99016E-16	-2.72477E-16	-1.40484E-15	-6.31472E-17	-7.40849E-16
79.5278	1.51852E-15	6.34928E-15	4.7113E-15	-5.18278E-16	-2.69883E-16	-1.37676E-15	-6.21192E-17	-8.19347E-16
79.6944	1.63788E-15	6.80343E-15	5.10839E-15	-5.39953E-16	-2.69673E-16	-1.35536E-15	-6.13731E-17	-9.0195E-16
79.8611	1.75973E-15	7.26656E-15	5.51954E-15	-5.63805E-16	-2.71421E-16	-1.33963E-15	-6.08671E-17	-9.88697E-16
80.0278	1.88355E-15	7.73648E-15	5.94376E-15	-5.89688E-16	-2.74847E-16	-1.32878E-15	-6.05685E-17	-1.07963E-15
80.1944	2.00882E-15	8.21115E-15	6.38016E-15	-6.17517E-16	-2.79768E-16	-1.3222E-15	-6.0452E-17	-1.17479E-15
80.3611	2.13505E-15	8.68866E-15	6.82789E-15	-6.47247E-16	-2.86059E-16	-1.3194E-15	-6.04973E-17	-1.27422E-15
80.5278	2.26175E-15	9.16719E-15	7.28609E-15	-6.78844E-16	-2.93641E-16	-1.31998E-15	-6.0688E-17	-1.37794E-15
80.6944	2.38844E-15	9.64501E-15	7.75359E-15	-7.12298E-16	-3.02463E-16	-1.32361E-15	-6.10109E-17	-1.48592E-15
80.8611	2.51477E-15	1.01205E-14	8.23074E-15	-7.47596E-16	-3.12498E-16	-1.33003E-15	-6.14548E-17	-1.59837E-15
81.0278	2.64024E-15	1.0592E-14	8.7156E-15	-7.84736E-16	-3.23736E-16	-1.339E-15	-6.20106E-17	-1.71508E-15
81.1944	2.76449E-15	1.10582E-14	9.20775E-15	-8.23709E-16	-3.36178E-16	-1.35034E-15	-6.26706E-17	-1.83611E-15
81.3611	2.88715E-15	1.15177E-14	9.70639E-15	-8.645E-16	-3.49837E-16	-1.36388E-15	-6.34282E-17	-1.96142E-15
81.5278	3.00787E-15	1.19691E-14	1.02107E-14	-9.07093E-16	-3.64732E-16	-1.37948E-15	-6.42779E-17	-2.09096E-15
81.6944	3.12635E-15	1.24112E-14	1.07199E-14	-9.51463E-16	-3.80889E-16	-1.39702E-15	-6.5215E-17	-2.22467E-15
81.8611	3.24227E-15	1.2843E-14	1.12331E-14	-9.97567E-16	-3.98338E-16	-1.41638E-15	-6.62352E-17	-2.36244E-15
82.0278	3.35537E-15	1.32632E-14	1.17495E-14	-1.04536E-15	-4.17115E-16	-1.43747E-15	-6.73352E-17	-2.50416E-15
82.1944	3.46539E-15	1.3671E-14	1.2268E-14	-1.09478E-15	-4.37257E-16	-1.46022E-15	-6.85118E-17	-2.64966E-15
82.3611	3.5721E-15	1.40654E-14	1.27878E-14	-1.14574E-15	-4.58802E-16	-1.48454E-15	-6.97627E-17	-2.79877E-15
82.5278	3.67528E-15	1.44454E-14	1.33078E-14	-1.19816E-15	-4.81789E-16	-1.51037E-15	-7.10858E-17	-2.95127E-15
82.6944	3.77473E-15	1.48103E-14	1.38268E-14	-1.25193E-15	-5.06261E-16	-1.53766E-15	-7.24792E-17	-3.10689E-15
82.8611	3.87024E-15	1.51592E-14	1.43436E-14	-1.30692E-15	-5.32256E-16	-1.56635E-15	-7.39418E-17	-3.26532E-15
83.0278	3.96162E-15	1.54913E-14	1.4857E-14	-1.36299E-15	-5.59815E-16	-1.59641E-15	-7.54726E-17	-3.42623E-15
83.0833	3.99697E-15	1.56192E-14	1.50611E-14	-1.38569E-15	-5.71285E-16	-1.60882E-15	-7.61038E-17	-3.49119E-15
83.25	8.32466E-15	2.97691E-14	2.64502E-14	-6.64279E-15	-8.99553E-16	-2.19477E-15	-1.43264E-16	-5.2304E-15
83.3333	1.26538E-13	1.04496E-15	4.39076E-14	-1.47185E-13	-3.25043E-15	-3.0498E-16	-9.16648E-15	-5.23424E-15
83.5	1.02972E-13	3.68837E-15	3.27897E-14	-2.78335E-13	-3.95529E-15	-1.02276E-15	-7.04531E-15	-3.59251E-15
83.6667	1.00898E-13	5.41325E-15	3.06641E-14	-1.94809E-13	-2.06137E-15	-1.27174E-15	-5.78643E-15	-3.37576E-15
83.8333	1.01601E-13	7.06398E-15	3.04634E-14	-1.63016E-13	-1.45648E-15	-1.43264E-15	-5.00652E-15	-3.39828E-15
84	1.01776E-13	8.88698E-15	3.09167E-14	-1.41797E-13	-1.09782E-15	-1.58802E-15	-4.40433E-15	-3.5141E-15
84.1667	1.01278E-13	1.0861E-14	3.15568E-14	-1.27162E-13	-8.67388E-16	-1.7426E-15	-3.92587E-15	-3.66288E-15
84.3333	1.00232E-13	1.29153E-14	3.22408E-14	-1.17084E-13	-7.1504E-16	-1.89428E-15	-3.54553E-15	-3.82716E-15
84.5	9.87729E-14	1.4979E-14	3.29227E-14	-1.10036E-13	-6.10936E-16	-2.04202E-15	-3.24328E-15	-3.99627E-15
84.6389	9.75637E-14	1.63973E-14	3.33861E-14	-1.06371E-13	-5.57178E-16	-2.14309E-15	-3.0691E-15	-4.11347E-15
84.8056	5.86464E-15	1.05213E-14	1.37471E-14	-9.69092E-16	-4.73525E-16	-1.42394E-15	-1.59579E-16	-1.46034E-15
84.8889	5.89377E-15	9.96829E-15	1.16444E-14	-6.67791E-16	-4.98965E-16	-1.37043E-15	-1.48972E-16	-1.60388E-15
85.0556	4.7665E-15	1.08792E-14	1.15472E-14	-7.88161E-16	-4.53095E-16	-1.43601E-15	-1.16336E-16	-1.71471E-15
85.2222	4.02078E-15	1.13867E-14	1.16379E-14	-8.77671E-16	-4.14685E-16	-1.47153E-15	-9.63277E-17	-1.78111E-15
85.3889	3.54638E-15	1.17385E-14	1.18189E-14	-9.25886E-16	-3.80714E-16	-1.50159E-15	-8.42424E-17	-1.83763E-15
85.5556	3.24042E-15	1.20057E-14	1.20446E-14	-9.5893E-16	-3.58226E-16	-1.53108E-15	-7.68315E-17	-1.89183E-15
85.7222	3.04213E-15	1.22182E-14	1.22869E-14	-9.94451E-16	-3.48975E-16	-1.5622E-15	-7.23778E-17	-1.94635E-15
