Time	Gly(C2w)	Time	Gly(C2wo)	Time	wC2(C2w)	Time	wC2(C2wo)	Time	C2(C2w)	Time	C2(C2wo)	Time	MGly(C2w)	Time	MGly(C2wo)	Time	Pyr(C2w)	Time	Pyr(C2wo)	Time	C3(C2w)	Time	C3(C2wo)
23.99194	348.92124	24.00417	0.30376	23.99194	188.71328	24.00417	67.40357	23.99194	54.82429	24.00417	70.19464	23.99194	51.32908	24.00417	0.00345	23.99194	28.32938	24.00417	18.43211	23.99194	161.56683	24.00417	108.21171
24.15861	349.64457	24.17083	0.30785	24.15861	192.5912	24.17083	67.67953	24.15861	53.72051	24.17083	69.18908	24.15861	51.69657	24.17083	0.0035	24.15861	29.42778	24.17083	18.41059	24.15861	160.87997	24.17083	108.29324
24.32528	350.35147	24.3375	0.31196	24.32528	196.36235	24.3375	67.9533	24.32528	52.58517	24.3375	68.22627	24.32528	52.05929	24.3375	0.00354	24.32528	30.49537	24.3375	18.39342	24.32528	160.21689	24.3375	108.37054
24.49194	351.03479	24.50417	0.31609	24.49194	200.05368	24.50417	68.22557	24.49194	51.42954	24.50417	67.30456	24.49194	52.4175	24.50417	0.00359	24.49194	31.5265	24.50417	18.38048	24.49194	159.57753	24.50417	108.44493
24.65861	351.68944	24.67083	0.32024	24.65861	203.67807	24.67083	68.4964	24.65861	50.2775	24.67083	66.42235	24.65861	52.77122	24.67083	0.00364	24.65861	32.51986	24.67083	18.37166	24.65861	158.96239	24.67083	108.51602
24.82528	352.27164	24.8375	0.32441	24.82528	207.24581	24.8375	68.7652	24.82528	49.13386	24.8375	65.57808	24.82528	53.12115	24.8375	0.00369	24.82528	33.47364	24.8375	18.36682	24.82528	158.37074	24.8375	108.58421
24.84194	352.3571	25.00417	0.3286	24.84194	207.59774	25.00417	69.03246	24.84194	49.02084	25.00417	64.77023	24.84194	53.15626	25.00417	0.00373	24.84194	33.56704	25.00417	18.36591	24.84194	158.31313	25.00417	108.64992
25.00861	72.94215	25.17083	0.33281	25.00861	182.18824	25.17083	69.29839	25.00861	56.87297	25.17083	63.99815	25.00861	0.01439	25.17083	0.00378	25.00861	32.64434	25.17083	18.36881	25.00861	142.05166	25.17083	108.71314
25.09194	26.64988	25.3375	0.33704	25.09194	161.17268	25.3375	69.56308	25.09194	57.84559	25.3375	63.26002	25.09194	0.00629	25.3375	0.00383	25.09194	31.61994	25.3375	18.37532	25.09194	130.84176	25.3375	108.77419
25.25861	3.80224	25.50417	0.34129	25.25861	156.28285	25.50417	69.82601	25.25861	56.56791	25.50417	62.55445	25.25861	0.00619	25.50417	0.00388	25.25861	30.9176	25.50417	18.3854	25.25861	124.64251	25.50417	108.83328
25.42528	0.87033	25.67083	0.34556	25.42528	153.79131	25.67083	70.08798	25.42528	55.21152	25.67083	61.88062	25.42528	0.00616	25.67083	0.00393	25.42528	30.60769	25.67083	18.39894	25.42528	121.10068	25.67083	108.89019
25.59194	0.49429	25.8375	0.34985	25.59194	152.08943	25.8375	70.34864	25.59194	54.01711	25.8375	61.23724	25.59194	0.00615	25.8375	0.00397	25.59194	30.40082	25.8375	18.41586	25.59194	118.82201	25.8375	108.94514
25.75861	0.44633	26.00417	0.35416	25.75861	150.82476	26.00417	70.60815	25.75861	52.99204	26.00417	60.6231	25.75861	0.00614	26.00417	0.00402	25.75861	30.26192	26.00417	18.43607	25.75861	117.27952	26.00417	108.99884
25.92528	0.44115	26.17083	0.35849	25.92528	149.84612	26.17083	70.86635	25.92528	52.12766	26.17083	60.03724	25.92528	0.00615	26.17083	0.00407	25.92528	30.17057	26.17083	18.4594	25.92528	116.20954	26.17083	109.05058
26.09194	0.44217	26.3375	0.36283	26.09194	149.06971	26.3375	71.12367	26.09194	51.40562	26.3375	59.47849	26.09194	0.00617	26.3375	0.00412	26.09194	30.11359	26.3375	18.48586	26.09194	115.46002	26.3375	109.10128
26.25861	0.44464	26.50417	0.3672	26.25861	148.44524	26.50417	71.37987	26.25861	50.80403	26.50417	58.94581	26.25861	0.00619	26.50417	0.00417	26.25861	30.08166	26.50417	18.51524	26.25861	114.93598	26.50417	109.15032
26.42528	0.44784	26.67083	0.37159	26.42528	147.93454	26.67083	71.63508	26.42528	50.30111	26.67083	58.43859	26.42528	0.00623	26.67083	0.00422	26.42528	30.06836	26.67083	18.5476	26.42528	114.5736	26.67083	109.19833
26.59194	0.45159	26.8375	0.376	26.59194	147.51047	26.8375	71.88949	26.59194	49.8774	26.8375	57.95545	26.59194	0.00627	26.8375	0.00427	26.59194	30.06856	26.8375	18.58268	26.59194	114.32743	26.8375	109.24478
26.75861	0.45577	27.00417	0.38043	26.75861	147.15223	27.00417	72.14272	26.75861	49.51564	27.00417	57.49568	26.75861	0.00632	27.00417	0.00432	26.75861	30.07883	27.00417	18.62053	26.75861	114.16549	27.00417	109.29051
26.92528	0.4603	27.17083	0.38488	26.92528	146.8452	27.17083	72.39482	26.92528	49.20279	27.17083	57.05853	26.92528	0.00637	27.17083	0.00437	26.92528	30.09658	27.17083	18.66104	26.92528	114.06501	27.17083	109.3351
27.09194	0.46511	27.3375	0.38935	27.09194	146.57514	27.3375	72.64644	27.09194	48.92848	27.3375	56.64293	27.09194	0.00643	27.3375	0.00442	27.09194	30.12009	27.3375	18.70408	27.09194	114.00874	27.3375	109.37875
27.25861	0.47014	27.50417	0.39384	27.25861	146.33518	27.50417	72.89697	27.25861	48.68445	27.50417	56.24814	27.25861	0.00649	27.50417	0.00447	27.25861	30.14793	27.50417	18.74958	27.25861	113.98432	27.50417	109.42178
27.42528	0.47533	27.67083	0.39834	27.42528	146.11788	27.67083	73.14665	27.42528	48.4652	27.67083	55.87343	27.42528	0.00655	27.67083	0.00453	27.42528	30.17921	27.67083	18.79753	27.42528	113.98338	27.67083	109.46378
27.59194	0.48067	27.8375	0.40287	27.59194	145.91799	27.8375	73.39564	27.59194	48.26616	27.8375	55.5179	27.59194	0.00661	27.8375	0.00458	27.59194	30.21299	27.8375	18.84786	27.59194	113.99908	27.8375	109.50484
27.75861	0.48613	28.00417	0.40742	27.75861	145.73167	28.00417	73.64411	27.75861	48.08426	28.00417	55.1811	27.75861	0.00667	28.00417	0.00463	27.75861	30.2492	28.00417	18.90038	27.75861	114.02651	28.00417	109.54569
27.92528	0.49168	28.17083	0.41199	27.92528	145.55715	28.17083	73.89152	27.92528	47.91741	28.17083	54.86219	27.92528	0.00674	28.17083	0.00468	27.92528	30.28719	28.17083	18.95517	27.92528	114.06242	28.17083	109.58551
28.09194	0.49731	28.3375	0.41657	28.09194	145.39071	28.3375	74.13813	28.09194	47.7641	28.3375	54.56026	28.09194	0.0068	28.3375	0.00473	28.09194	30.32697	28.3375	19.01202	28.09194	114.10434	28.3375	109.62491
28.25861	0.50301	28.50417	0.42118	28.25861	145.23176	28.50417	74.38401	28.25861	47.62309	28.50417	54.27498	28.25861	0.00687	28.50417	0.00478	28.25861	30.36823	28.50417	19.07096	28.25861	114.15075	28.50417	109.66358
28.42528	0.50877	28.67083	0.42581	28.42528	145.07935	28.67083	74.62916	28.42528	47.49354	28.67083	54.0056	28.42528	0.00693	28.67083	0.00484	28.42528	30.41072	28.67083	19.13189	28.42528	114.20001	28.67083	109.70153
28.59194	0.51458	28.8375	0.43045	28.59194	144.93273	28.8375	74.87349	28.59194	47.37523	28.8375	53.75138	28.59194	0.007	28.8375	0.00489	28.59194	30.45459	28.8375	19.19476	28.59194	114.25141	28.8375	109.73926
28.75861	0.52044	29.00417	0.43512	28.75861	144.78953	29.00417	75.11797	28.75861	47.26758	29.00417	53.51381	28.75861	0.00707	29.00417	0.00494	28.75861	30.49965	29.00417	19.26003	28.75861	114.30381	29.00417	109.77801
28.92528	0.52634	29.17083	0.43984	28.92528	144.65115	29.17083	75.36555	28.92528	47.17026	29.17083	53.1925	28.92528	0.00714	29.17083	0.00499	28.92528	30.54599	29.17083	19.33519	28.92528	114.35734	29.17083	109.8615
29.09194	0.53243	29.3375	0.44423	29.09194	144.53289	29.3375	75.58524	29.09194	47.08392	29.3375	51.79227	29.09194	0.00721	29.3375	0.00504	29.09194	30.59773	29.3375	19.41232	29.09194	114.41416	29.3375	110.00857
29.25861	0.53867	29.50417	0.4479	29.25861	144.45821	29.50417	75.73332	29.25861	47.23391	29.50417	48.49154	29.25861	0.00727	29.50417	0.00506	29.25861	30.66213	29.50417	19.47983	29.25861	114.48172	29.50417	110.16693
29.42528	0.54431	29.67083	0.4507	29.42528	144.35961	29.67083	75.79054	29.42528	47.89854	29.67083	44.65125	29.42528	0.00731	29.67083	0.00508	29.42528	30.72774	29.67083	19.53751	29.42528	114.55377	29.67083	110.31099
29.59194	0.54897	29.8375	0.45268	29.59194	144.17631	29.8375	75.75537	29.59194	47.64933	29.8375	42.16011	29.59194	0.00734	29.8375	0.00508	29.59194	30.78868	29.8375	19.58641	29.59194	114.62303	29.8375	110.42771
29.75861	0.55264	30.00417	0.45392	29.75861	143.88933	30.00417	75.63676	29.75861	46.25086	30.00417	41.20745	29.75861	0.00735	30.00417	0.00507	29.75861	30.84321	30.00417	19.6301	29.75861	114.68645	30.00417	110.5153
29.92528	0.55544	30.17083	0.45457	29.92528	143.49447	30.17083	75.44374	29.92528	45.30125	30.17083	40.99492	29.92528	0.00734	30.17083	0.00505	29.92528	30.8914	30.17083	19.67445	29.92528	114.7436	30.17083	110.578
30.09194	0.55755	30.3375	0.45475	30.09194	142.99749	30.3375	75.18633	30.09194	45.05461	30.3375	40.98962	30.09194	0.00731	30.3375	0.00502	30.09194	30.93662	30.3375	19.7265	30.09194	114.79463	30.3375	110.61819
30.25861	0.55914	30.50417	0.45461	30.25861	142.40628	30.50417	74.87254	30.25861	45.09633	30.50417	41.0328	30.25861	0.00728	30.50417	0.005	30.25861	30.98473	30.50417	19.79306	30.25861	114.8411	30.50417	110.63966
30.42528	0.56037	30.67083	0.45426	30.42528	141.72946	30.67083	74.50993	30.42528	45.21736	30.67083	41.09553	30.42528	0.00725	30.67083	0.00497	30.42528	31.04223	30.67083	19.88042	30.42528	114.88302	30.67083	110.64508
30.59194	0.56137	30.8375	0.45381	30.59194	140.97403	30.8375	74.10481	30.59194	45.36778	30.8375	41.17381	30.59194	0.0072	30.8375	0.00494	30.59194	31.11609	30.8375	19.99399	30.59194	114.92097	30.8375	110.63742
30.75861	0.5623	31.00417	0.45338	30.75861	140.1488	31.00417	73.66344	30.75861	45.53963	31.00417	41.26594	30.75861	0.00716	31.00417	0.00491	30.75861	31.21281	31.00417	20.13856	30.75861	114.95579	31.00417	110.61853
30.92528	0.56326	31.17083	0.45306	30.92528	139.25899	31.17083	73.1903	30.92528	45.7317	31.17083	41.37138	30.92528	0.00712	31.17083	0.00488	30.92528	31.3381	31.17083	20.31823	30.92528	114.98756	31.17083	110.59066
31.09194	0.56439	31.3375	0.45294	31.09194	138.31149	31.3375	72.69046	31.09194	45.94373	31.3375	41.48965	31.09194	0.00708	31.3375	0.00486	31.09194	31.49716	31.3375	20.53663	31.09194	115.01752	31.3375	110.55546
31.25861	0.56579	31.50417	0.4531	31.25861	137.31141	31.50417	72.16758	31.25861	46.17543	31.50417	41.62034	31.25861	0.00705	31.50417	0.00484	31.25861	31.69489	31.50417	20.79703	31.25861	115.04577	31.50417	110.51425
31.42528	0.56756	31.67083	0.4536	31.42528	136.26467	31.67083	71.62622	31.42528	46.42715	31.67083	41.76301	31.42528	0.00702	31.67083	0.00483	31.42528	31.9357	31.67083	21.10227	31.42528	115.07273	31.67083	110.46859
31.59194	0.56977	31.8375	0.45449	31.59194	135.17537	31.8375	71.06896	31.59194	46.69861	31.8375	41.9174	31.59194	0.00701	31.8375	0.00483	31.59194	32.22368	31.8375	21.45507	31.59194	115.0987	31.8375	110.41991
31.75861	0.5725	32.00417	0.45583	31.75861	134.04746	32.00417	70.49953	31.75861	46.98983	32.00417	42.08329	31.75861	0.007	32.00417	0.00484	31.75861	32.56267	32.00417	21.85779	31.75861	115.124	32.00417	110.3682
31.92528	0.57581	32.17083	0.45763	31.92528	132.88686	32.17083	69.92099	31.92528	47.301	32.17083	42.26001	31.92528	0.007	32.17083	0.00485	31.92528	32.95598	32.17083	22.31262	31.92528	115.14862	32.17083	110.31554
32.09194	0.57972	32.3375	0.45989	32.09194	131.69572	32.3375	69.33599	32.09194	47.63152	32.3375	42.44771	32.09194	0.00702	32.3375	0.00487	32.09194	33.40749	32.3375	22.82153	32.09194	115.17349	32.3375	110.26232
32.25861	0.58426	32.50417	0.46263	32.25861	130.4799	32.50417	68.74762	32.25861	47.98127	32.50417	42.64579	32.25861	0.00704	32.50417	0.0049	32.25861	33.9196	32.50417	23.38651	32.25861	115.19799	32.50417	110.20926
32.42528	0.58943	32.67083	0.4658	32.42528	129.24252	32.67083	68.15857	32.42528	48.34987	32.67083	42.85414	32.42528	0.00708	32.67083	0.00494	32.42528	34.49573	32.67083	24.00902	32.42528	115.22253	32.67083	110.15719
32.59194	0.59521	32.8375	0.4694	32.59194	127.98756	32.8375	67.5712	32.59194	48.73731	32.8375	43.07244	32.59194	0.00713	32.8375	0.00498	32.59194	35.13837	32.8375	24.69059	32.59194	115.24754	32.8375	110.10619
32.75861	0.60157	33.00417	0.47335	32.75861	126.72004	33.00417	66.98917	32.75861	49.14239	33.00417	43.30052	32.75861	0.00719	33.00417	0.00503	32.75861	35.85006	33.00417	25.43233	32.75861	115.27289	33.00417	110.05742
32.92528	0.60846	33.17083	0.47762	32.92528	125.44298	33.17083	66.4145	32.92528	49.56528	33.17083	43.53795	32.92528	0.00727	33.17083	0.00509	32.92528	36.63262	33.17083	26.23538	32.92528	115.29869	33.17083	110.01116
33.09194	0.61581	33.3375	0.48214	33.09194	124.16143	33.3375	65.85032	33.09194	50.00541	33.3375	43.78479	33.09194	0.00735	33.3375	0.00515	33.09194	37.4881	33.3375	27.10016	33.09194	115.32537	33.3375	109.96783
33.25861	0.62355	33.50417	0.48683	33.25861	122.87946	33.50417	65.29972	33.25861	50.46221	33.50417	44.04067	33.25861	0.00744	33.50417	0.00522	33.25861	38.41789	33.50417	28.0269	33.25861	115.35249	33.50417	109.92773
33.42528	0.6316	33.67083	0.49163	33.42528	121.60103	33.67083	64.76557	33.42528	50.93484	33.67083	44.30546	33.42528	0.00754	33.67083	0.00529	33.42528	39.42317	33.67083	29.01545	33.42528	115.38078	33.67083	109.89095
33.59194	0.63985	33.8375	0.49646	33.59194	120.33217	33.8375	64.25046	33.59194	51.42299	33.8375	44.57913	33.59194	0.00764	33.8375	0.00537	33.59194	40.50424	33.8375	30.06534	33.59194	115.40983	33.8375	109.85813
33.75861	0.64822	34.00417	0.50126	33.75861	119.07505	34.00417	63.75776	33.75861	51.92618	34.00417	44.86175	33.75861	0.00775	34.00417	0.00544	33.75861	41.66126	34.00417	31.17502	33.75861	115.44004	34.00417	109.82914
33.92528	0.6566	34.17083	0.50596	33.92528	117.83648	34.17083	63.29017	33.92528	52.44336	34.17083	45.15299	33.92528	0.00787	34.17083	0.00552	33.92528	42.89355	34.17083	32.34321	33.92528	115.47111	34.17083	109.80398
34.09194	0.66491	34.3375	0.5105	34.09194	116.61963	34.3375	62.85034	34.09194	52.9749	34.3375	45.45251	34.09194	0.00799	34.3375	0.0056	34.09194	44.2003	34.3375	33.56737	34.09194	115.50313	34.3375	109.78337
34.25861	0.67307	34.50417	0.51483	34.25861	115.42951	34.50417	62.44122	34.25861	53.51932	34.50417	45.76086	34.25861	0.0081	34.50417	0.00567	34.25861	45.57926	34.50417	34.84508	34.25861	115.53651	34.50417	109.7668
34.42528	0.68097	34.67083	0.51892	34.42528	114.27009	34.67083	62.06459	34.42528	54.07651	34.67083	46.07788	34.42528	0.00822	34.67083	0.00575	34.42528	47.02835	34.67083	36.17255	34.42528	115.57064	34.67083	109.75404
34.59194	0.68857	34.8375	0.52271	34.59194	113.14635	34.8375	61.72275	34.59194	54.64613	34.8375	46.40333	34.59194	0.00833	34.8375	0.00582	34.59194	48.54387	34.8375	37.54599	34.59194	115.60654	34.8375	109.74602
34.75861	0.69579	35.00417	0.52618	34.75861	112.05957	35.00417	61.41756	34.75861	55.22742	35.00417	46.73754	34.75861	0.00844	35.00417	0.00589	34.75861	50.12244	35.00417	38.96079	34.75861	115.64308	35.00417	109.74192
34.92528	0.70259	35.17083	0.52932	34.92528	111.01641	35.17083	61.15072	34.92528	55.81965	35.17083	47.08035	34.92528	0.00855	35.17083	0.00595	34.92528	51.75876	35.17083	40.41196	34.92528	115.68076	35.17083	109.74204
35.09194	0.70891	35.3375	0.53211	35.09194	110.0181	35.3375	60.92273	35.09194	56.42273	35.3375	47.43177	35.09194	0.00865	35.3375	0.00601	35.09194	53.44831	35.3375	41.894	35.09194	115.71989	35.3375	109.74628
35.10861	0.70952	35.50417	0.53455	35.10861	109.92023	35.50417	60.73452	35.10861	56.4837	35.50417	47.79171	35.10861	0.00866	35.50417	0.00606	35.10861	53.62029	35.50417	43.40091	35.10861	115.72385	35.50417	109.75421
35.27528	2.02972	35.67083	0.53664	35.27528	150.30137	35.67083	60.58629	35.27528	60.4979	35.67083	48.1603	35.27528	0.10905	35.67083	0.00611	35.27528	63.20692	35.67083	44.92657	35.27528	152.78128	35.67083	109.76594
35.35861	467.28439	35.8375	0.53837	35.35861	183.39325	35.8375	60.4779	35.35861	61.83419	35.8375	48.53716	35.35861	75.77261	35.8375	0.00616	35.35861	65.36018	35.8375	46.46426	35.35861	157.68309	35.8375	109.78137
35.52528	465.6632	36.00417	0.53976	35.52528	274.26928	36.00417	60.4089	35.52528	53.95806	36.00417	48.92246	35.52528	74.16075	36.00417	0.0062	35.52528	76.39452	36.00417	48.00713	35.52528	157.80959	36.00417	109.80058
35.69194	448.19886	36.17083	0.54082	35.69194	292.62707	36.17083	60.37871	35.69194	55.85671	36.17083	49.31594	35.69194	72.30566	36.17083	0.00623	35.69194	87.59664	36.17083	49.54839	35.69194	157.68539	36.17083	109.82318
35.85861	434.84147	36.3375	0.54156	35.85861	305.31997	36.3375	60.38555	35.85861	60.02109	36.3375	49.71741	35.85861	70.51206	36.3375	0.00626	35.85861	99.38338	36.3375	51.081	35.85861	157.60465	36.3375	109.84904
36.02528	422.73189	36.50417	0.54201	36.02528	315.92202	36.50417	60.42823	36.02528	64.99306	36.50417	50.12636	36.02528	68.77211	36.50417	0.00628	36.02528	111.2501	36.50417	52.59792	36.02528	157.55595	36.50417	109.87807
36.19194	411.03828	36.67083	0.54216	36.19194	325.45066	36.67083	60.50493	36.19194	70.36579	36.67083	50.54284	36.19194	67.08402	36.67083	0.0063	36.19194	122.792	36.67083	54.0921	36.19194	157.53299	36.67083	109.91037
36.35861	399.619	36.8375	0.54205	36.35861	334.13624	36.8375	60.61356	36.35861	75.95615	36.8375	50.96546	36.35861	65.44896	36.8375	0.00631	36.35861	133.83465	36.8375	55.55699	36.35861	157.53324	36.8375	109.94501
36.52528	388.47704	37.00417	0.54168	36.52528	342.03568	37.00417	60.75189	36.52528	81.64607	37.00417	51.3946	36.52528	63.86575	37.00417	0.00632	36.52528	144.30817	37.00417	56.98591	36.52528	157.55559	37.00417	109.98302
36.64194	380.85639	37.17083	0.54108	36.64194	347.11912	37.17083	60.91788	36.64194	85.63959	37.17083	51.82912	36.64194	62.78822	37.17083	0.00632	36.64194	151.28294	37.17083	58.37242	36.64194	157.58402	37.17083	110.02335
36.80861	77.88754	37.3375	0.54026	36.80861	295.81138	37.3375	61.10904	36.80861	87.5784	37.3375	52.26833	36.80861	0.0203	37.3375	0.00632	36.80861	160.84895	37.3375	59.71081	36.80861	139.0703	37.3375	110.06655
36.89194	28.3651	37.50417	0.53923	36.89194	263.61852	37.50417	61.32301	36.89194	87.62874	37.50417	52.7109	36.89194	0.00892	37.50417	0.00631	36.89194	157.27877	37.50417	60.99507	36.89194	128.22894	37.50417	110.11186
37.05861	4.13747	37.67083	0.53802	37.05861	256.04254	37.67083	61.55723	37.05861	88.21382	37.67083	53.15649	37.05861	0.00891	37.67083	0.0063	37.05861	157.43695	37.67083	62.22014	37.05861	124.78589	37.67083	110.1593
37.22528	1.04906	37.8375	0.53663	37.22528	250.53505	37.8375	61.80935	37.22528	88.7463	37.8375	53.60401	37.22528	0.00896	37.8375	0.00629	37.22528	158.34518	37.8375	63.38123	37.22528	122.76697	37.8375	110.20938
37.39194	0.6602	38.00417	0.53508	37.39194	245.74527	38.00417	62.07688	37.39194	89.28963	38.00417	54.05179	37.39194	0.00902	38.00417	0.00627	37.39194	158.99852	38.00417	64.47407	37.39194	121.41519	38.00417	110.26096
37.55861	0.61593	38.17083	0.53338	37.55861	241.47684	38.17083	62.35814	37.55861	89.87649	38.17083	54.49835	37.55861	0.00908	38.17083	0.00625	37.55861	159.47727	38.17083	65.49474	37.55861	120.49775	38.17083	110.31487
37.72528	0.61569	38.3375	0.53155	37.72528	237.62121	38.3375	62.65028	37.72528	90.51911	38.3375	54.94318	37.72528	0.00914	38.3375	0.00623	37.72528	159.83345	38.3375	66.43948	37.72528	119.87811	38.3375	110.37028
37.89194	0.62111	38.50417	0.52959	37.89194	234.10511	38.50417	62.95174	37.89194	91.21582	38.50417	55.38413	37.89194	0.0092	38.50417	0.0062	37.89194	160.09796	38.50417	67.3055	37.89194	119.4695	38.50417	110.42772
38.05861	0.62718	38.67083	0.52751	38.05861	230.87286	38.67083	63.26095	38.05861	91.95568	38.67083	55.8198	38.05861	0.00926	38.67083	0.00617	38.05861	160.28769	38.67083	68.09042	38.05861	119.2109	38.67083	110.48634
38.22528	0.63316	38.8375	0.52533	38.22528	227.88334	38.8375	63.57588	38.22528	92.72557	38.8375	56.24888	38.22528	0.00931	38.8375	0.00614	38.22528	160.41276	38.8375	68.79215	38.22528	119.05984	38.8375	110.54677
38.39194	0.63884	39.00417	0.52306	38.39194	225.10108	39.00417	63.89531	38.39194	93.51208	39.00417	56.66973	38.39194	0.00936	39.00417	0.0061	38.39194	160.47803	39.00417	69.40897	38.39194	118.98397	39.00417	110.6084
38.55861	0.64412	39.17083	0.5207	38.55861	222.5016	39.17083	64.21778	38.55861	94.3022	39.17083	57.08027	38.55861	0.0094	39.17083	0.00606	38.55861	160.48753	39.17083	69.93959	38.55861	118.96123	39.17083	110.67153
38.72528	0.6489	39.3375	0.51826	38.72528	220.06583	39.3375	64.54277	38.72528	95.08747	39.3375	57.47908	38.72528	0.00942	39.3375	0.00602	38.72528	160.4424	39.3375	70.38352	38.72528	118.97628	39.3375	110.73555
38.89194	0.65315	39.50417	0.51576	38.89194	217.779	39.50417	64.86929	38.89194	95.85816	39.50417	57.86431	38.89194	0.00944	39.50417	0.00598	38.89194	160.34309	39.50417	70.74057	38.89194	119.01614	39.50417	110.80055
39.05861	0.65685	39.67083	0.5132	39.05861	215.62836	39.67083	65.1969	39.05861	96.60876	39.67083	58.23474	39.05861	0.00945	39.67083	0.00594	39.05861	160.19115	39.67083	71.0106	39.05861	119.0738	39.67083	110.86633
39.22528	0.65997	39.8375	0.51059	39.22528	213.60672	39.8375	65.52561	39.22528	97.33359	39.8375	58.58793	39.22528	0.00945	39.8375	0.00589	39.22528	159.98586	39.8375	71.19435	39.22528	119.14304	39.8375	110.93269
39.39194	0.66253	40.00417	0.50794	39.39194	211.70706	40.00417	65.8554	39.39194	98.02916	40.00417	58.9228	39.39194	0.00943	40.00417	0.00585	39.39194	159.72734	40.00417	71.29194	39.39194	119.21978	40.00417	110.99963
39.55861	0.66455	40.17083	0.50526	39.55861	209.92413	40.17083	66.18665	39.55861	98.69067	40.17083	59.23763	39.55861	0.00941	40.17083	0.0058	39.55861	159.41669	40.17083	71.30544	39.55861	119.30052	40.17083	111.06643
39.72528	0.66605	40.3375	0.50258	39.72528	208.25279	40.3375	66.52028	39.72528	99.31695	40.3375	59.53058	39.72528	0.00938	40.3375	0.00575	39.72528	159.05325	40.3375	71.23596	39.72528	119.38491	40.3375	111.13382
39.89194	0.66706	40.50417	0.49989	39.89194	206.68944	40.50417	66.85733	39.89194	99.90415	40.50417	59.80001	39.89194	0.00935	40.50417	0.0057	39.89194	158.63842	40.50417	71.08565	39.89194	119.47046	40.50417	111.20045
40.05861	0.66763	40.67083	0.49723	40.05861	205.23199	40.67083	67.19929	40.05861	100.45209	40.67083	60.04443	40.05861	0.0093	40.67083	0.00565	40.05861	158.17207	40.67083	70.85665	40.05861	119.55575	40.67083	111.26685
40.22528	0.66777	40.8375	0.4946	40.22528	203.87865	40.8375	67.5486	40.22528	100.95761	40.8375	60.2624	40.22528	0.00925	40.8375	0.0056	40.22528	157.65525	40.8375	70.55182	40.22528	119.63986	40.8375	111.33189
40.39194	0.66755	41.00417	0.49205	40.39194	202.62698	41.00417	67.90755	40.39194	101.42031	41.00417	60.45186	40.39194	0.0092	41.00417	0.00555	40.39194	157.0899	41.00417	70.1742	40.39194	119.72413	41.00417	111.39558
40.55861	0.66701	41.17083	0.48958	40.55861	201.47466	41.17083	68.27981	40.55861	101.83975	41.17083	60.61131	40.55861	0.00914	41.17083	0.0055	40.55861	156.47629	41.17083	69.72764	40.55861	119.80641	41.17083	111.45813
40.72528	0.6662	41.3375	0.48724	40.72528	200.42407	41.3375	68.6692	40.72528	102.21266	41.3375	60.7384	40.72528	0.00907	41.3375	0.00545	40.72528	155.81752	41.3375	69.21612	40.72528	119.8869	41.3375	111.51769
40.89194	0.66517	41.50417	0.48507	40.89194	199.47498	41.50417	69.08093	40.89194	102.53954	41.50417	60.83116	40.89194	0.009	41.50417	0.0054	40.89194	155.11535	41.50417	68.64415	40.89194	119.96489	41.50417	111.57449
41.05861	0.66398	41.67083	0.48311	41.05861	198.6271	41.67083	69.52105	41.05861	102.81988	41.67083	60.88658	41.05861	0.00893	41.67083	0.00536	41.05861	154.37275	41.67083	68.01734	41.05861	120.04173	41.67083	111.62793
41.22528	0.6627	41.8375	0.48141	41.22528	197.88396	41.8375	69.99769	41.22528	103.05243	41.8375	60.9003	41.22528	0.00886	41.8375	0.00532	41.22528	153.59271	41.8375	67.34155	41.22528	120.11608	41.8375	111.67607
41.39194	0.6614	42.00417	0.48005	41.39194	197.24811	42.00417	70.52008	41.39194	103.23517	42.00417	60.86734	41.39194	0.00879	42.00417	0.00528	41.39194	152.77941	42.00417	66.62338	41.39194	120.18774	42.00417	111.7178
41.55861	0.66016	42.17083	0.47909	41.55861	196.72485	42.17083	71.10043	41.55861	103.3663	42.17083	60.77943	41.55861	0.00873	42.17083	0.00525	41.55861	151.93683	42.17083	65.87095	41.55861	120.25806	42.17083	111.75132
41.72528	0.65905	42.3375	0.47862	41.72528	196.32125	42.3375	71.75132	41.72528	103.44539	42.3375	60.62417	41.72528	0.00866	42.3375	0.00523	41.72528	151.06984	42.3375	65.09222	41.72528	120.3255	42.3375	111.77298
41.89194	0.65817	42.50417	0.47874	41.89194	196.04621	42.50417	72.4851	41.89194	103.46543	42.50417	60.38253	41.89194	0.0086	42.50417	0.00522	41.89194	150.18413	42.50417	64.29507	41.89194	120.39143	42.50417	111.77753
42.05861	0.65764	42.67083	0.47958	42.05861	195.91015	42.67083	73.29766	42.05861	103.4229	42.67083	60.02214	42.05861	0.00855	42.67083	0.00522	42.05861	149.28596	42.67083	63.4837	42.05861	120.45577	42.67083	111.75609
42.22528	0.65757	42.8375	0.48123	42.22528	195.92681	42.8375	74.12104	42.22528	103.30845	42.8375	59.48923	42.22528	0.00851	42.8375	0.00523	42.22528	148.38284	42.8375	62.64424	42.22528	120.51782	42.8375	111.69441
42.39194	0.65809	43.00417	0.48373	42.39194	196.11354	43.00417	74.76212	42.39194	103.10743	43.00417	58.70595	42.39194	0.00848	43.00417	0.00526	42.39194	147.48075	43.00417	61.73419	42.39194	120.57867	43.00417	111.57922
