Time	Gly(C2w)	Time	Gly(C2wo)	Time	wC2(C2w)	Time	wC2(C2wo)	Time	C2(C2w)	Time	C2(C2wo)	Time	MGly(C2w)	Time	MGly(C2wo)	Time	Pyr(C2w)	Time	Pyr(C2wo)	Time	C3(C2w)	Time	C3(C2wo)
81.25861	1.56952	83.17083	1.19155	81.25861	288.99467	83.17083	96.40666	81.25861	96.35328	83.17083	67.89234	81.25861	0.01924	83.17083	0.01319	81.25861	175.85553	83.17083	94.91575	81.25861	145.33923	83.17083	123.55843
81.42528	1.58221	83.3375	1.19416	81.42528	286.70161	83.3375	96.30366	81.42528	97.64956	83.3375	69.06774	81.42528	0.01941	83.3375	0.01327	81.42528	176.40436	83.3375	97.28435	81.42528	145.48581	83.3375	123.59731
81.59194	1.59554	83.50417	1.1963	81.59194	284.40103	83.50417	96.25011	81.59194	99.00242	83.50417	70.26631	81.59194	0.01959	83.50417	0.01334	81.59194	177.0319	83.50417	99.65638	81.59194	145.63897	83.50417	123.63816
81.75861	1.60938	83.67083	1.19794	81.75861	282.09982	83.67083	96.24612	81.75861	100.40924	83.67083	71.48653	81.75861	0.01978	83.67083	0.01341	81.75861	177.73705	83.67083	102.02071	81.75861	145.79693	83.67083	123.68127
81.92528	1.62359	83.8375	1.19908	81.92528	279.80793	83.8375	96.29029	81.92528	101.86845	83.8375	72.72769	81.92528	0.01998	83.8375	0.01347	81.92528	178.51964	83.8375	104.36713	81.92528	145.95991	83.8375	123.72593
82.09194	1.63801	84.00417	1.19971	82.09194	277.53125	84.00417	96.38283	82.09194	103.37632	84.00417	73.98844	82.09194	0.02018	84.00417	0.01351	82.09194	179.3754	84.00417	106.68449	82.09194	146.12914	84.00417	123.77243
82.25861	1.65248	84.17083	1.19983	82.25861	275.27771	84.17083	96.52304	82.25861	104.93334	84.17083	75.26713	82.25861	0.02039	84.17083	0.01355	82.25861	180.30286	84.17083	108.96237	82.25861	146.30265	84.17083	123.82068
82.42528	1.66686	84.3375	1.19945	82.42528	273.05237	84.3375	96.70805	82.42528	106.53676	84.3375	76.56226	82.42528	0.02061	84.3375	0.01358	82.42528	181.29677	84.3375	111.19005	82.42528	146.48304	84.3375	123.87087
82.59194	1.68103	84.50417	1.19858	82.59194	270.866	84.50417	96.93735	82.59194	108.18256	84.50417	77.87215	82.59194	0.02081	84.50417	0.0136	82.59194	182.35316	84.50417	113.35803	82.59194	146.66688	84.50417	123.92322
82.75861	1.69485	84.67083	1.19724	82.75861	268.72376	84.67083	97.20741	82.75861	109.87053	84.67083	79.19487	82.75861	0.02102	84.67083	0.01361	82.75861	183.46609	84.67083	115.45603	82.75861	146.85468	84.67083	123.97668
82.92528	1.70819	84.8375	1.19544	82.92528	266.63154	84.8375	97.51618	82.92528	111.59577	84.8375	80.52817	82.92528	0.02122	84.8375	0.01361	82.92528	184.62983	84.8375	117.47446	82.92528	147.04884	84.8375	124.03167
83.09194	1.72096	85.00417	1.19319	83.09194	264.59533	85.00417	97.8609	83.09194	113.35629	85.00417	81.87	83.09194	0.02141	85.00417	0.0136	83.09194	185.83719	85.00417	119.40493	83.09194	147.24653	85.00417	124.08819
83.10861	1.7222	85.17083	1.19053	83.10861	264.39573	85.17083	98.23883	83.10861	113.53475	85.17083	83.21758	83.10861	0.02142	85.17083	0.01358	83.10861	185.96076	85.17083	121.239	83.10861	147.26666	85.17083	124.14665
83.27528	4.84469	85.3375	1.18746	83.27528	320.32855	85.3375	98.64684	83.27528	119.93059	85.3375	84.56897	83.27528	0.26283	85.3375	0.01355	83.27528	201.56242	85.3375	122.96925	83.27528	175.33806	85.3375	124.2058
83.35861	687.02825	85.50417	1.18401	83.35861	331.877	85.50417	99.08159	83.35861	123.53252	85.50417	85.92051	83.35861	106.36682	85.50417	0.01351	83.35861	194.63022	85.50417	124.5887	83.35861	179.56967	85.50417	124.26668
83.52528	779.65776	85.67083	1.18021	83.52528	356.88007	85.67083	99.54013	83.52528	123.437	85.67083	87.26984	83.52528	104.30223	85.67083	0.01347	83.52528	203.51633	85.67083	126.09074	83.52528	180.13127	85.67083	124.32856
83.69194	760.30181	85.8375	1.17607	83.69194	382.07391	85.8375	100.0195	83.69194	123.26592	85.8375	88.61376	83.69194	101.76438	85.8375	0.01342	83.69194	216.55157	85.8375	127.47026	83.69194	180.66165	85.8375	124.39197
83.85861	741.64125	86.00417	1.17161	83.85861	405.91865	86.00417	100.51592	83.85861	124.23755	86.00417	89.94904	83.85861	99.29494	86.00417	0.01336	83.85861	229.41842	86.00417	128.72284	83.85861	181.22142	86.00417	124.45585
84.02528	723.63422	86.17083	1.16686	84.02528	428.50256	86.17083	101.02827	84.02528	126.15691	86.17083	91.27237	84.02528	96.89663	86.17083	0.0133	84.02528	241.89329	86.17083	129.84453	84.02528	181.81275	86.17083	124.52074
84.19194	706.24881	86.3375	1.16184	84.19194	449.89487	86.3375	101.55183	84.19194	128.85148	86.3375	92.57951	84.19194	94.56944	86.3375	0.01323	84.19194	253.96377	86.3375	130.83176	84.19194	182.43454	86.3375	124.58652
84.35861	689.45786	86.50417	1.15655	84.35861	470.13913	86.50417	102.08554	84.35861	132.17523	86.50417	93.86781	84.35861	92.31427	86.50417	0.01315	84.35861	265.61805	86.50417	131.68212	84.35861	183.08823	86.50417	124.65289
84.52528	673.26307	86.67083	1.15104	84.52528	489.27705	86.67083	102.62649	84.52528	136.00509	86.67083	95.13385	84.52528	90.13023	86.67083	0.01307	84.52528	276.8398	86.67083	132.3946	84.52528	183.76831	86.67083	124.71963
84.64194	662.27355	86.8375	1.14532	84.64194	502.0299	86.8375	103.17366	84.64194	138.9279	86.8375	96.37278	84.64194	88.64406	86.8375	0.01298	84.64194	284.42693	86.8375	132.96722	84.64194	184.25902	86.8375	124.78738
84.80861	137.31506	87.00417	1.1394	84.80861	453.56377	87.00417	103.72422	84.80861	139.39971	87.00417	97.58163	84.80861	0.04442	87.00417	0.01289	84.80861	301.91159	87.00417	133.39985	84.80861	168.26421	87.00417	124.85508
84.89194	50.37045	87.17083	1.1333	84.89194	418.13653	87.17083	104.27621	84.89194	139.63865	87.17083	98.7573	84.89194	0.01962	87.17083	0.01279	84.89194	296.08084	87.17083	133.6933	84.89194	158.33015	87.17083	124.92264
85.05861	7.80087	87.3375	1.12706	85.05861	411.51337	87.3375	104.83044	85.05861	141.04965	87.3375	99.89533	85.05861	0.01957	87.3375	0.01269	85.05861	297.09753	87.3375	133.84827	85.05861	156.39425	87.3375	124.99069
85.22528	2.3695	87.50417	1.12067	85.22528	406.57043	87.50417	105.38418	85.22528	142.49915	87.50417	100.99094	85.22528	0.01968	87.50417	0.01259	85.22528	298.97767	87.50417	133.86578	85.22528	155.41718	87.50417	125.0589
85.39194	1.67964	87.67083	1.11418	85.39194	402.22845	87.67083	105.93821	85.39194	144.02538	87.67083	102.04304	85.39194	0.01982	87.67083	0.01249	85.39194	300.38744	87.67083	133.74801	85.39194	154.86779	87.67083	125.12708
85.55861	1.59641	87.8375	1.10759	85.55861	398.35127	87.8375	106.49161	85.55861	145.63621	87.8375	103.04693	85.55861	0.01997	87.8375	0.01238	85.55861	301.46533	87.8375	133.49772	85.55861	154.59674	87.8375	125.19492
85.72528	1.59182	88.00417	1.10094	85.72528	394.83151	88.00417	107.04619	85.72528	147.31531	88.00417	103.99891	85.72528	0.02012	88.00417	0.01226	85.72528	302.28641	88.00417	133.11712	85.72528	154.50799	88.00417	125.26189
85.89194	1.5979	88.17083	1.09425	85.89194	391.59025	88.17083	107.60007	85.89194	149.039	88.17083	104.89702	85.89194	0.02027	88.17083	0.01215	85.89194	302.89853	88.17083	132.61027	85.89194	154.53813	88.17083	125.32905
86.05861	1.60544	88.3375	1.08755	86.05861	388.57758	88.3375	108.15697	86.05861	150.78255	88.3375	105.7359	86.05861	0.02041	88.3375	0.01204	86.05861	303.3269	88.3375	131.98032	86.05861	154.64349	88.3375	125.39514
86.22528	1.61282	88.50417	1.08087	86.22528	385.75071	88.50417	108.71688	86.22528	152.52626	88.50417	106.51367	86.22528	0.02052	88.50417	0.01192	86.22528	303.59051	88.50417	131.23153	86.22528	154.79608	88.50417	125.4611
86.39194	1.61956	88.67083	1.07426	86.39194	383.08694	88.67083	109.28253	86.39194	154.25434	88.67083	107.2277	86.39194	0.02062	88.67083	0.0118	86.39194	303.70092	88.67083	130.36905	86.39194	154.97702	88.67083	125.52559
86.55861	1.62545	88.8375	1.06775	86.55861	380.57031	88.8375	109.85674	86.55861	155.95324	88.8375	107.87541	86.55861	0.02069	88.8375	0.01169	86.55861	303.66712	88.8375	129.39747	86.55861	155.17554	88.8375	125.58944
86.72528	1.63031	89.00417	1.0614	86.72528	378.18955	89.00417	110.44318	86.72528	157.61349	89.00417	108.45166	86.72528	0.02074	89.00417	0.01157	86.72528	303.49683	89.00417	128.32241	86.72528	155.38396	89.00417	125.65226
86.89194	1.63411	89.17083	1.05526	86.89194	375.93867	89.17083	111.04562	86.89194	159.22749	89.17083	108.95503	86.89194	0.02076	89.17083	0.01146	86.89194	303.19487	89.17083	127.14969	86.89194	155.5967	89.17083	125.71351
87.05861	1.63682	89.3375	1.0494	87.05861	373.80964	89.3375	111.67051	87.05861	160.78849	89.3375	109.38167	87.05861	0.02076	89.3375	0.01135	87.05861	302.76614	89.3375	125.88651	87.05861	155.80959	89.3375	125.77353
87.22528	1.63845	89.50417	1.04389	87.22528	371.80176	89.50417	112.32329	87.22528	162.28964	89.50417	109.72626	87.22528	0.02074	89.50417	0.01124	87.22528	302.21331	89.50417	124.53845	87.22528	156.02112	89.50417	125.83161
87.39194	1.63904	89.67083	1.03883	87.39194	369.912	89.67083	113.01324	87.39194	163.72728	89.67083	109.98496	87.39194	0.0207	89.67083	0.01114	87.39194	301.54128	89.67083	123.1144	87.39194	156.22946	89.67083	125.88797
87.55861	1.63865	89.8375	1.03432	87.55861	368.13255	89.8375	113.74849	87.55861	165.09625	89.8375	110.15059	87.55861	0.02064	89.8375	0.01105	87.55861	300.75516	89.8375	121.62241	87.55861	156.4339	89.8375	125.9421
87.72528	1.63733	90.00417	1.03049	87.72528	366.46849	90.00417	114.5435	87.72528	166.39169	90.00417	110.21178	87.72528	0.02056	90.00417	0.01096	87.72528	299.85498	90.00417	120.07122	87.72528	156.6332	90.00417	125.99342
87.89194	1.63515	90.17083	1.02747	87.89194	364.91531	90.17083	115.4105	87.89194	167.61121	90.17083	110.15766	87.89194	0.02047	90.17083	0.01089	87.89194	298.84898	90.17083	118.47115	87.89194	156.82697	90.17083	126.04218
88.05861	1.63219	90.3375	1.02544	88.05861	363.47466	90.3375	116.36834	88.05861	168.75054	90.3375	109.96792	88.05861	0.02036	90.3375	0.01084	88.05861	297.73893	90.3375	116.83237	88.05861	157.01479	90.3375	126.08585
88.22528	1.62852	90.50417	1.0246	88.22528	362.14325	90.50417	117.42772	88.22528	169.80727	90.50417	109.61361	88.22528	0.02024	90.50417	0.0108	88.22528	296.52635	90.50417	115.1648	88.22528	157.19594	90.50417	126.12443
88.39194	1.62426	90.67083	1.02513	88.39194	360.92641	90.67083	118.5777	88.39194	170.77684	90.67083	109.05501	88.39194	0.0201	90.67083	0.01079	88.39194	295.22072	90.67083	113.47197	88.39194	157.37104	90.67083	126.15467
88.55861	1.61946	90.8375	1.0272	88.55861	359.81669	90.8375	119.71385	88.55861	171.65966	90.8375	108.23023	88.55861	0.01996	90.8375	0.01081	88.55861	293.82441	90.8375	111.73919	88.55861	157.5373	90.8375	126.17319
88.72528	1.61426	91.00417	1.03082	88.72528	358.82485	91.00417	120.54622	88.72528	172.45035	91.00417	107.05991	88.72528	0.01981	91.00417	0.01085	88.72528	292.34154	91.00417	109.91661	88.72528	157.69794	91.00417	126.17846
88.89194	1.60875	91.17083	1.03577	88.89194	357.94806	91.17083	121.132	88.89194	173.14957	91.17083	105.55041	88.89194	0.01965	91.17083	0.01091	88.89194	290.78044	91.17083	108.0426	88.89194	157.85234	91.17083	126.18254
89.05861	1.60304	91.3375	1.04164	89.05861	357.19082	91.3375	121.89287	89.05861	173.75328	91.3375	103.99401	89.05861	0.01949	91.3375	0.01097	89.05861	289.14496	91.3375	106.26621	89.05861	157.99874	91.3375	126.21453
89.22528	1.59729	91.50417	1.04798	89.22528	356.56042	91.50417	122.65871	89.22528	174.26045	91.50417	102.54656	89.22528	0.01933	91.50417	0.01104	89.22528	287.44056	91.50417	104.57055	89.22528	158.13788	91.50417	126.27731
89.39194	1.59162	91.67083	1.05457	89.39194	356.06127	91.67083	123.30554	89.39194	174.66763	91.67083	101.20271	89.39194	0.01917	91.67083	0.01111	89.39194	285.67713	91.67083	102.92403	89.39194	158.27099	91.67083	126.36041
89.55861	1.5862	91.8375	1.06133	89.55861	355.70417	91.8375	123.80958	89.55861	174.97313	91.8375	99.956	89.55861	0.01901	91.8375	0.01119	89.55861	283.86064	91.8375	101.31882	89.55861	158.39696	91.8375	126.45622
89.72528	1.58121	92.00417	1.06821	89.72528	355.49814	92.00417	124.19017	89.72528	175.17129	92.00417	98.80071	89.72528	0.01886	92.00417	0.01126	89.72528	281.99847	92.00417	99.75626	89.72528	158.51589	92.00417	126.5582
89.89194	1.57682	92.17083	1.07517	89.89194	355.45748	92.17083	124.47302	89.89194	175.25686	92.17083	97.73164	89.89194	0.01872	92.17083	0.01134	89.89194	280.09915	92.17083	98.23971	89.89194	158.63134	92.17083	126.66477
90.05861	1.57329	92.3375	1.0822	90.05861	355.60245	92.3375	124.68356	90.05861	175.22043	92.3375	96.74486	90.05861	0.0186	92.3375	0.01142	90.05861	278.17307	92.3375	96.77203	90.05861	158.74094	92.3375	126.77204
90.22528	1.57085	92.50417	1.08928	90.22528	355.95481	92.50417	124.84299	90.22528	175.04735	92.50417	95.83667	90.22528	0.01849	92.50417	0.0115	90.22528	276.22914	92.50417	95.35514	90.22528	158.84627	92.50417	126.87972
90.39194	1.56979	92.67083	1.0964	90.39194	356.53662	92.67083	124.96514	90.39194	174.71855	92.67083	95.00305	90.39194	0.01842	92.67083	0.01158	90.39194	274.27691	92.67083	93.99014	90.39194	158.9504	92.67083	126.98671
90.55861	1.57038	92.8375	1.10355	90.55861	357.36681	92.8375	125.06201	90.55861	174.20338	92.8375	94.24099	90.55861	0.01837	92.8375	0.01167	90.55861	272.32129	92.8375	92.67664	90.55861	159.05508	92.8375	127.09156
90.72528	1.57293	93.00417	1.11072	90.72528	358.41202	93.00417	125.14106	90.72528	173.45873	93.00417	93.54684	90.72528	0.01837	93.00417	0.01175	90.72528	270.3507	93.00417	91.41394	90.72528	159.16096	93.00417	127.19419
90.89194	1.57747	93.17083	1.11792	90.89194	359.43271	93.17083	125.20965	90.89194	172.43211	93.17083	92.91762	90.89194	0.0184	93.17083	0.01183	90.89194	268.30334	93.17083	90.20118	90.89194	159.27464	93.17083	127.29471
91.05861	1.58367	93.3375	1.12516	91.05861	359.82212	93.3375	125.27061	91.05861	171.08264	93.3375	92.35032	91.05861	0.01848	93.3375	0.01192	91.05861	266.0443	93.3375	89.03659	91.05861	159.40212	93.3375	127.39333
91.22528	1.59115	93.50417	1.13242	91.22528	359.9089	93.50417	125.32661	91.22528	169.51269	93.50417	91.84124	91.22528	0.01857	93.50417	0.012	91.22528	263.69056	93.50417	87.9189	91.22528	159.54361	93.50417	127.48995
91.39194	1.59958	93.67083	1.1397	91.39194	360.29068	93.67083	125.38049	91.39194	167.9405	93.67083	91.38769	91.39194	0.01867	93.67083	0.01209	91.39194	261.44514	93.67083	86.84606	91.39194	159.69413	93.67083	127.58479
91.55861	1.60824	93.8375	1.14701	91.55861	360.71704	93.8375	125.43313	91.55861	166.40752	93.8375	90.98718	91.55861	0.01877	93.8375	0.01217	91.55861	259.25535	93.8375	85.81639	91.55861	159.85112	93.8375	127.67681
91.72528	1.61693	94.00417	1.15435	91.72528	361.03071	94.00417	125.48543	91.72528	164.91658	94.00417	90.63631	91.72528	0.01887	94.00417	0.01226	91.72528	257.08185	94.00417	84.828	91.72528	160.01101	94.00417	127.76725
91.89194	1.62561	94.17083	1.16172	91.89194	361.17362	94.17083	125.53833	91.89194	163.46628	94.17083	90.33273	91.89194	0.01897	94.17083	0.01235	91.89194	254.91155	94.17083	83.87943	91.89194	160.16973	94.17083	127.85592
92.05861	1.63427	94.3375	1.16912	92.05861	361.15049	94.3375	125.59177	92.05861	162.05882	94.3375	90.07403	92.05861	0.01907	94.3375	0.01244	92.05861	252.74232	94.3375	82.96894	92.05861	160.32979	94.3375	127.94281
92.22528	1.64294	94.44472	1.17388	92.22528	360.98075	94.44472	125.62742	92.22528	160.69449	94.44472	89.93015	92.22528	0.01918	94.44472	0.01249	92.22528	250.5783	94.44472	82.40382	92.22528	160.48966	94.44472	127.99685
92.39194	1.65162	94.61139	1.18133	92.39194	360.68763	94.61139	125.68358	92.39194	159.37317	94.61139	89.73931	92.39194	0.01928	94.61139	0.01258	92.39194	248.42703	94.61139	81.55229	92.39194	160.64728	94.61139	128.08091
92.55861	1.66035	94.77806	1.18881	92.55861	360.29777	94.77806	125.74115	92.55861	158.09456	94.77806	89.58626	92.55861	0.01939	94.77806	0.01267	92.55861	246.29055	94.77806	80.7344	92.55861	160.80495	94.77806	128.16382
92.72528	1.66911	94.94472	1.19633	92.72528	359.83005	94.94472	125.80106	92.72528	156.85874	94.94472	89.46978	92.72528	0.0195	94.94472	0.01276	92.72528	244.17322	94.94472	79.94897	92.72528	160.96038	94.94472	128.24444
92.89194	1.67793	95.11139	1.20388	92.89194	359.30518	95.11139	125.86237	92.89194	155.6653	95.11139	89.38713	92.89194	0.01961	95.11139	0.01285	92.89194	242.07948	95.11139	79.19417	92.89194	161.11546	95.11139	128.3238
93.05861	1.6868	95.27806	1.21146	93.05861	358.73157	95.27806	125.92602	93.05861	154.51362	95.27806	89.33647	93.05861	0.01972	95.27806	0.01294	93.05861	240.01092	95.27806	78.46928	93.05861	161.26967	95.27806	128.40212
93.22528	1.69573	95.44472	1.21908	93.22528	358.12431	95.44472	125.99191	93.22528	153.4045	95.44472	89.31556	93.22528	0.01983	95.44472	0.01303	93.22528	237.96903	95.44472	77.7727	93.22528	161.42125	95.44472	128.47929
93.39194	1.70471	95.61139	1.22673	93.39194	357.49078	95.61139	126.05912	93.39194	152.33466	95.61139	89.32252	93.39194	0.01994	95.61139	0.01312	93.39194	235.95459	95.61139	77.10335	93.39194	161.57133	95.61139	128.55551
93.55861	1.71376	95.77806	1.23442	93.55861	356.83954	95.77806	126.12858	93.55861	151.30366	95.77806	89.35647	93.55861	0.02005	95.77806	0.01321	93.55861	233.96795	95.77806	76.45973	93.55861	161.72159	95.77806	128.62996
93.72528	1.72287	95.94472	1.24213	93.72528	356.17327	95.94472	126.19934	93.72528	150.31432	95.94472	89.41464	93.72528	0.02016	95.94472	0.01331	93.72528	232.01154	95.94472	75.84133	93.72528	161.86985	95.94472	128.70378
93.89194	1.73205	96.00028	1.24472	93.89194	355.49943	96.00028	126.22364	93.89194	149.36104	96.00028	89.43922	93.89194	0.02028	96.00028	0.01334	93.89194	230.08328	96.00028	75.64051	93.89194	162.01766	96.00028	128.72849
94.05861	1.74129	*	*	94.05861	354.81802	*	*	94.05861	148.44687	*	*	94.05861	0.02039	*	*	94.05861	228.18409	*	*	94.05861	162.164	*	*
94.22528	1.75059	*	*	94.22528	354.13264	*	*	94.22528	147.56918	*	*	94.22528	0.02051	*	*	94.22528	226.31486	*	*	94.22528	162.30906	*	*
94.39194	1.75997	*	*	94.39194	353.44697	*	*	94.39194	146.72793	*	*	94.39194	0.02062	*	*	94.39194	224.47266	*	*	94.39194	162.45306	*	*
94.44472	1.76294	*	*	94.44472	353.22959	*	*	94.44472	146.46858	*	*	94.44472	0.02066	*	*	94.44472	223.8953	*	*	94.44472	162.49718	*	*
94.61139	1.77239	*	*	94.61139	352.54325	*	*	94.61139	145.67387	*	*	94.61139	0.02078	*	*	94.61139	222.09103	*	*	94.61139	162.64001	*	*
94.77806	1.78192	*	*	94.77806	351.85828	*	*	94.77806	144.91322	*	*	94.77806	0.0209	*	*	94.77806	220.31283	*	*	94.77806	162.78178	*	*
94.94472	1.7915	*	*	94.94472	351.17653	*	*	94.94472	144.18667	*	*	94.94472	0.02102	*	*	94.94472	218.56303	*	*	94.94472	162.92219	*	*
95.11139	1.80115	*	*	95.11139	350.49891	*	*	95.11139	143.49237	*	*	95.11139	0.02114	*	*	95.11139	216.83882	*	*	95.11139	163.06236	*	*
95.27806	1.81087	*	*	95.27806	349.82349	*	*	95.27806	142.83159	*	*	95.27806	0.02126	*	*	95.27806	215.14123	*	*	95.27806	163.20024	*	*
95.44472	1.82064	*	*	95.44472	349.15303	*	*	95.44472	142.20222	*	*	95.44472	0.02138	*	*	95.44472	213.46985	*	*	95.44472	163.33851	*	*
95.61139	1.83049	*	*	95.61139	348.48644	*	*	95.61139	141.60381	*	*	95.61139	0.0215	*	*	95.61139	211.82297	*	*	95.61139	163.47511	*	*
95.77806	1.84039	*	*	95.77806	347.82555	*	*	95.77806	141.03628	*	*	95.77806	0.02163	*	*	95.77806	210.20049	*	*	95.77806	163.61097	*	*
95.94472	1.85036	*	*	95.94472	347.16843	*	*	95.94472	140.49869	*	*	95.94472	0.02175	*	*	95.94472	208.60303	*	*	95.94472	163.74619	*	*
96.00028	1.8537	*	*	96.00028	346.95083	*	*	96.00028	140.32635	*	*	96.00028	0.02179	*	*	96.00028	208.07591	*	*	96.00028	163.79078	*	*
