TIME	Aqua: aN2O5 -> NO2p + NO3m	Aqua: NO2p + [aH2O] -> NO3m + Hp	Gas: OH + NO2 -> HNO3	Aqua: aHNO4 + HSO3m -> HSO4m + Hp + NO3m	other sources	other sinks
64.2222	1.99633E-13	1.99633E-13	6.363E-13	4.03529E-16	1.33252E-13	-4.46036E-14
64.3889	2.07958E-13	2.07958E-13	5.94506E-13	3.93941E-16	1.3136E-13	-4.08084E-14
64.5556	2.17455E-13	2.17455E-13	5.52263E-13	3.8357E-16	1.29348E-13	-3.7029E-14
64.7222	2.28353E-13	2.28353E-13	5.09625E-13	3.72379E-16	1.2726E-13	-3.32873E-14
64.8889	2.40943E-13	2.40943E-13	4.66662E-13	3.60344E-16	1.25153E-13	-2.96068E-14
65.0556	2.55616E-13	2.55616E-13	4.23462E-13	3.47439E-16	1.23096E-13	-2.60132E-14
65.2222	2.72899E-13	2.72899E-13	3.80141E-13	3.33638E-16	1.21175E-13	-2.25345E-14
65.3889	2.9352E-13	2.9352E-13	3.36848E-13	3.18912E-16	1.19502E-13	-1.92019E-14
65.5556	3.18518E-13	3.18518E-13	2.93776E-13	3.03217E-16	1.18226E-13	-1.60507E-14
65.7222	3.49412E-13	3.49412E-13	2.51178E-13	2.86494E-16	1.17552E-13	-1.31217E-14
65.8889	3.88505E-13	3.88505E-13	2.094E-13	2.68651E-16	1.17772E-13	-1.04623E-14
66.0556	4.39428E-13	4.39428E-13	1.68924E-13	2.49551E-16	1.19331E-13	-8.12919E-15
66.2222	5.08148E-13	5.08148E-13	1.30445E-13	2.28991E-16	1.22932E-13	-6.19072E-15
66.3889	6.04913E-13	6.04913E-13	9.49813E-14	2.06658E-16	1.29743E-13	-4.73201E-15
66.5556	7.47903E-13	7.47903E-13	6.40079E-14	1.82024E-16	1.4177E-13	-3.85681E-15
66.7222	9.68662E-13	9.68662E-13	3.9508E-14	1.53937E-16	1.62299E-13	-3.68869E-15
66.8889	1.30866E-12	1.30866E-12	2.35766E-14	1.19717E-16	1.94941E-13	-4.32277E-15
67.0556	1.74031E-12	1.74031E-12	1.65181E-14	8.05395E-17	2.33663E-13	-5.53262E-15
67.2222	1.95859E-12	1.95859E-12	1.4561E-14	5.83694E-17	2.43677E-13	-6.18804E-15
67.3889	1.93254E-12	1.93254E-12	1.39953E-14	5.32937E-17	1.5372E-13	-1.41098E-16
67.5556	1.89761E-12	1.89761E-12	1.37676E-14	5.22745E-17	2.26514E-13	-6.25677E-15
67.7222	1.8632E-12	1.8632E-12	1.36285E-14	3.76983E-17	2.2091E-13	-6.2823E-15
67.8889	1.82911E-12	1.82911E-12	1.35241E-14	5.33396E-17	2.17606E-13	-6.30383E-15
68.0556	1.79538E-12	1.79538E-12	1.34398E-14	5.38635E-17	2.14649E-13	-6.32171E-15
68.2222	1.76217E-12	1.76217E-12	1.33686E-14	5.44687E-17	2.04137E-13	-1.47217E-16
68.3889	1.72801E-12	1.72801E-12	1.33065E-14	0	1.92816E-13	-6.3485E-15
68.5556	1.6979E-12	1.6979E-12	1.32503E-14	5.57667E-17	1.29312E-13	-1.502E-16
68.7222	1.66709E-12	1.66709E-12	1.31984E-14	5.64227E-17	2.06643E-13	-6.36614E-15
68.8889	1.63649E-12	1.63649E-12	1.31496E-14	0	1.90745E-13	-6.37229E-15
69.0556	1.60855E-12	1.60855E-12	1.31031E-14	5.76987E-17	2.03547E-13	-6.37695E-15
69.2222	1.58087E-12	1.58087E-12	1.30585E-14	5.83215E-17	2.02083E-13	-6.38028E-15
69.3889	1.55426E-12	1.55426E-12	1.30156E-14	5.89257E-17	2.00657E-13	-6.38241E-15
69.5556	1.52874E-12	1.52874E-12	1.29744E-14	5.95209E-17	1.22118E-13	-1.57848E-16
69.7222	1.50426E-12	1.50426E-12	1.29348E-14	6.00966E-17	1.97892E-13	-6.38353E-15
69.8889	1.48082E-12	1.48082E-12	1.28969E-14	6.06824E-17	1.96547E-13	-6.3827E-15
70.0556	1.45838E-12	1.45838E-12	1.28606E-14	6.12499E-17	1.95225E-13	-6.38107E-15
70.2222	1.43693E-12	1.43693E-12	1.2826E-14	6.60971E-17	1.9363E-13	-6.37865E-15
70.3889	1.41641E-12	1.41641E-12	1.27932E-14	6.23788E-17	1.92647E-13	-6.37554E-15
70.5556	1.3968E-12	1.3968E-12	1.27621E-14	6.29465E-17	1.91392E-13	-6.37181E-15
70.7222	1.37807E-12	1.37807E-12	1.27328E-14	6.34942E-17	1.90158E-13	-6.36748E-15
70.7778	1.37081E-12	1.37081E-12	1.27216E-14	6.37394E-17	1.89672E-13	-6.36559E-15
70.9444	1.59132E-12	1.59132E-12	1.09801E-14	0	1.81376E-13	-4.51105E-15
71.0278	7.30721E-13	7.30721E-13	6.49263E-15	4.32948E-14	9.47933E-13	-7.28136E-15
71.1944	9.53449E-13	9.53449E-13	5.99907E-15	7.128E-14	5.76911E-13	-5.83352E-15
71.3611	9.86548E-13	9.86548E-13	6.04304E-15	7.83332E-14	5.24281E-13	-3.1864E-15
71.5278	9.96459E-13	9.96459E-13	6.10825E-15	8.02325E-14	5.09418E-13	-2.39215E-15
71.6944	1.00352E-12	1.00352E-12	6.17161E-15	8.17685E-14	5.01959E-13	-2.13854E-15
71.8611	1.0098E-12	1.0098E-12	6.23089E-15	8.33205E-14	4.96591E-13	-2.0438E-15
72.0278	1.01555E-12	1.01555E-12	6.28636E-15	8.4851E-14	4.92075E-13	-1.99893E-15
72.1944	1.02081E-12	1.02081E-12	6.33865E-15	8.63235E-14	4.88038E-13	-1.97118E-15
72.3611	1.02562E-12	1.02562E-12	6.38829E-15	8.77222E-14	4.84351E-13	-1.9503E-15
72.5278	1.03E-12	1.03E-12	6.43573E-15	8.9043E-14	4.80937E-13	-1.93281E-15
72.6944	1.034E-12	1.034E-12	6.48134E-15	9.02876E-14	4.77782E-13	-1.91736E-15
72.8611	1.03764E-12	1.03764E-12	6.52539E-15	9.14592E-14	4.74832E-13	-1.90338E-15
72.9444	1.03933E-12	1.03933E-12	6.5469E-15	9.20191E-14	4.73428E-13	-1.89683E-15
73.1111	1.20655E-12	1.20655E-12	1.2267E-14	0	1.20339E-13	-3.09536E-15
73.1944	1.22473E-12	1.22473E-12	1.32423E-14	0	1.1943E-13	-3.95794E-15
73.3611	1.33209E-12	1.33209E-12	1.32658E-14	1.20753E-16	1.61674E-13	-4.87191E-15
73.5278	1.31784E-12	1.31784E-12	1.32797E-14	9.81449E-17	1.60568E-13	-5.29419E-15
73.6944	1.30401E-12	1.30401E-12	1.32877E-14	8.45315E-17	1.59706E-13	-5.56638E-15
73.8611	1.29072E-12	1.29072E-12	1.3291E-14	7.6068E-17	1.58984E-13	-5.76254E-15
74.0278	1.27787E-12	1.27787E-12	1.32915E-14	7.04634E-17	1.58301E-13	-5.90041E-15
74.1944	1.26541E-12	1.26541E-12	1.329E-14	6.20909E-17	1.57463E-13	-5.99486E-15
74.3611	1.23993E-12	1.23993E-12	1.32869E-14	0	1.02912E-13	-6.05697E-15
74.5278	1.24168E-12	1.24168E-12	1.32823E-14	6.31639E-17	1.56361E-13	-6.09524E-15
74.6944	1.23043E-12	1.23043E-12	1.32767E-14	6.24084E-17	1.55722E-13	-6.11605E-15
74.8611	1.21957E-12	1.21957E-12	1.32703E-14	6.20677E-17	1.55085E-13	-6.12442E-15
75.0278	1.20911E-12	1.20911E-12	1.32633E-14	6.20397E-17	1.54453E-13	-6.12306E-15
75.1944	1.19904E-12	1.19904E-12	1.32561E-14	6.22343E-17	1.53827E-13	-6.11562E-15
75.3611	1.18936E-12	1.18936E-12	1.32489E-14	6.25927E-17	1.53207E-13	-6.10308E-15
75.5278	1.18005E-12	1.18005E-12	1.32418E-14	6.30635E-17	1.52595E-13	-6.08789E-15
75.6944	1.17111E-12	1.17111E-12	1.32349E-14	6.36202E-17	1.51991E-13	-6.07007E-15
75.8611	1.16252E-12	1.16252E-12	1.32284E-14	6.42401E-17	1.51395E-13	-6.05066E-15
76.0278	1.15427E-12	1.15427E-12	1.32223E-14	6.49057E-17	1.50809E-13	-6.03018E-15
76.1944	1.14634E-12	1.14634E-12	1.32167E-14	6.56044E-17	1.50231E-13	-6.00901E-15
76.3611	1.13873E-12	1.13873E-12	1.32116E-14	6.63314E-17	1.49662E-13	-5.98739E-15
76.5278	1.13143E-12	1.13143E-12	1.32071E-14	6.70794E-17	1.49102E-13	-5.96553E-15
76.6944	1.12442E-12	1.12442E-12	1.32031E-14	6.78459E-17	1.48551E-13	-5.94356E-15
76.8611	1.11768E-12	1.11768E-12	1.31996E-14	6.86238E-17	1.48009E-13	-5.92158E-15
77.0278	1.0676E-12	1.0676E-12	1.32468E-14	7.00788E-17	1.40014E-13	-5.60108E-15
77.1944	8.28359E-13	8.28359E-13	1.56064E-14	9.06725E-17	1.08405E-13	-4.36405E-15
77.3611	6.014E-13	6.014E-13	2.60285E-14	1.54977E-16	8.06652E-14	-3.54445E-15
77.5278	4.50912E-13	4.50912E-13	4.17678E-14	1.93499E-16	6.30953E-14	-3.58606E-15
77.6944	3.59922E-13	3.59922E-13	6.09773E-14	2.17218E-16	5.29933E-14	-4.46238E-15
77.8611	3.02824E-13	3.02824E-13	8.57086E-14	2.48472E-16	4.70686E-14	-6.06206E-15
78.0278	2.6479E-13	2.6479E-13	1.14972E-13	2.831E-16	4.36522E-14	-8.24022E-15
78.1944	2.38142E-13	2.38142E-13	1.47708E-13	3.18478E-16	4.1945E-14	-1.08792E-14
78.3611	2.18704E-13	2.18704E-13	1.83267E-13	3.54026E-16	4.14936E-14	-1.3891E-14
78.5278	2.04066E-13	2.04066E-13	2.21234E-13	3.8992E-16	4.19844E-14	-1.72071E-14
78.6944	1.92758E-13	1.92758E-13	2.61328E-13	4.25694E-16	4.3285E-14	-2.07717E-14
78.8611	1.83842E-13	1.83842E-13	3.03321E-13	4.62089E-16	4.52087E-14	-2.45379E-14
79.0278	1.76692E-13	1.76692E-13	3.46999E-13	4.99004E-16	4.76899E-14	-2.84654E-14
79.1944	1.70878E-13	1.70878E-13	3.92139E-13	5.36486E-16	5.06697E-14	-3.2519E-14
79.3611	1.66092E-13	1.66092E-13	4.38497E-13	5.74534E-16	5.41054E-14	-3.66678E-14
79.5278	1.62112E-13	1.62112E-13	4.85807E-13	6.13123E-16	5.79655E-14	-4.08835E-14
79.6944	1.58769E-13	1.58769E-13	5.33782E-13	6.52177E-16	6.22231E-14	-4.51411E-14
79.8611	1.55936E-13	1.55936E-13	5.82115E-13	6.91611E-16	6.68545E-14	-4.94171E-14
80.0278	1.53513E-13	1.53513E-13	6.30481E-13	7.31312E-16	7.18371E-14	-5.36901E-14
80.1944	1.51423E-13	1.51423E-13	6.78546E-13	7.71153E-16	7.71476E-14	-5.79401E-14
80.3611	1.49603E-13	1.49603E-13	7.25969E-13	8.10993E-16	8.27614E-14	-6.21482E-14
80.5278	1.48003E-13	1.48003E-13	7.72409E-13	8.50679E-16	8.86518E-14	-6.62969E-14
80.6944	1.46581E-13	1.46581E-13	8.17532E-13	8.89698E-16	9.47729E-14	-7.03693E-14
80.8611	1.45305E-13	1.45305E-13	8.61015E-13	9.28948E-16	1.01147E-13	-7.43496E-14
81.0278	1.44146E-13	1.44146E-13	9.02555E-13	9.67197E-16	1.07688E-13	-7.82227E-14
81.1944	1.43084E-13	1.43084E-13	9.41871E-13	1.00463E-15	1.14381E-13	-8.19743E-14
81.3611	1.42099E-13	1.42099E-13	9.78713E-13	1.04109E-15	1.2119E-13	-8.55909E-14
81.5278	1.41179E-13	1.41179E-13	1.01287E-12	1.07641E-15	1.28081E-13	-8.90596E-14
81.6944	1.40311E-13	1.40311E-13	1.04415E-12	1.11044E-15	1.35017E-13	-9.23682E-14
81.8611	1.39488E-13	1.39488E-13	1.07241E-12	1.14304E-15	1.41963E-13	-9.55053E-14
82.0278	1.38705E-13	1.38705E-13	1.09757E-12	1.17409E-15	1.48884E-13	-9.84602E-14
82.1944	1.37957E-13	1.37957E-13	1.11954E-12	1.20344E-15	1.55749E-13	-1.01223E-13
82.3611	1.37243E-13	1.37243E-13	1.13832E-12	1.23102E-15	1.62524E-13	-1.03784E-13
82.5278	1.36563E-13	1.36563E-13	1.15391E-12	1.25674E-15	1.6918E-13	-1.06136E-13
82.6944	1.35919E-13	1.35919E-13	1.16635E-12	1.28053E-15	1.75689E-13	-1.0827E-13
82.8611	1.35314E-13	1.35314E-13	1.17573E-12	1.30233E-15	1.82023E-13	-1.1018E-13
83.0278	1.34753E-13	1.34753E-13	1.18213E-12	1.3221E-15	1.88159E-13	-1.11859E-13
83.0833	1.34541E-13	1.34541E-13	1.18389E-12	1.32944E-15	1.90553E-13	-1.12464E-13
83.25	1.50885E-13	1.50885E-13	9.07424E-13	0	2.1371E-13	-9.50837E-14
83.3333	1.43435E-13	1.43435E-13	1.49244E-13	3.66576E-13	6.32154E-13	-9.80669E-14
83.5	1.57943E-13	1.57943E-13	1.52355E-13	4.14748E-13	4.48389E-13	-9.72677E-14
83.6667	1.63284E-13	1.63284E-13	1.57253E-13	4.64058E-13	3.98753E-13	-9.66089E-14
83.8333	1.67612E-13	1.67612E-13	1.6183E-13	5.02094E-13	3.81523E-13	-9.65544E-14
84	1.71641E-13	1.71641E-13	1.66159E-13	5.37786E-13	3.74616E-13	-9.64618E-14
84.1667	1.75491E-13	1.75491E-13	1.70123E-13	5.70697E-13	3.71297E-13	-9.62669E-14
84.3333	1.79225E-13	1.79225E-13	1.73615E-13	5.99799E-13	3.69146E-13	-9.59447E-14
84.5	1.82896E-13	1.82896E-13	1.76561E-13	6.24476E-13	3.67176E-13	-9.54737E-14
84.6389	1.85452E-13	1.85452E-13	1.78271E-13	6.38994E-13	3.6565E-13	-9.50471E-14
84.8056	1.58237E-13	1.58237E-13	1.10408E-12	0	1.38306E-13	-9.75868E-14
84.8889	1.51371E-13	1.51371E-13	1.32069E-12	2.15165E-15	1.41629E-13	-1.01938E-13
85.0556	1.56833E-13	1.56833E-13	1.3052E-12	1.58919E-15	1.43896E-13	-1.04456E-13
85.2222	1.57451E-13	1.57451E-13	1.28868E-12	1.29067E-15	1.46786E-13	-1.05888E-13
85.3889	1.58268E-13	1.58268E-13	1.26749E-12	1.10859E-15	1.49801E-13	-1.06609E-13
85.5556	1.59272E-13	1.59272E-13	1.24263E-12	9.91462E-16	1.52728E-13	-1.06592E-13
85.7222	1.60468E-13	1.60468E-13	1.21494E-12	9.13566E-16	1.55467E-13	-1.05869E-13
85.8889	1.61869E-13	1.61869E-13	1.185E-12	8.60421E-16	1.57955E-13	-1.04507E-13
86.0556	1.63494E-13	1.63494E-13	1.15322E-12	8.23191E-16	1.60163E-13	-1.02593E-13
86.2222	1.65363E-13	1.65363E-13	1.11993E-12	7.96356E-16	1.62053E-13	-1.00206E-13
86.3889	1.675E-13	1.675E-13	1.08536E-12	7.76246E-16	1.63609E-13	-9.74272E-14
86.5556	1.69933E-13	1.69933E-13	1.04972E-12	7.60388E-16	1.64809E-13	-9.43194E-14
86.7222	1.72691E-13	1.72691E-13	1.01313E-12	7.47117E-16	1.65641E-13	-9.0935E-14
86.8889	1.75809E-13	1.75809E-13	9.75718E-13	7.35288E-16	1.66115E-13	-8.73165E-14
87.0556	1.79323E-13	1.79323E-13	9.37559E-13	7.24107E-16	1.66218E-13	-8.34991E-14
87.2222	1.83279E-13	1.83279E-13	8.98717E-13	7.13026E-16	1.65959E-13	-7.95123E-14
87.3889	1.87726E-13	1.87726E-13	8.59239E-13	7.01663E-16	1.65351E-13	-7.53819E-14
87.5556	1.92723E-13	1.92723E-13	8.1916E-13	6.89746E-16	1.64406E-13	-7.11314E-14
87.7222	1.98339E-13	1.98339E-13	7.78503E-13	6.77088E-16	1.63144E-13	-6.6783E-14
87.8889	2.04658E-13	2.04658E-13	7.37291E-13	6.63553E-16	1.61588E-13	-6.23581E-14
88.0556	2.11778E-13	2.11778E-13	6.95542E-13	6.49044E-16	1.59763E-13	-5.78784E-14
88.2222	2.19824E-13	2.19824E-13	6.53276E-13	6.32235E-16	1.57664E-13	-5.3366E-14
88.3889	2.28946E-13	2.28946E-13	6.10516E-13	6.16833E-16	1.55441E-13	-4.88439E-14
88.5556	2.39336E-13	2.39336E-13	5.67295E-13	5.99033E-16	1.53026E-13	-4.43365E-14
88.7222	2.51238E-13	2.51238E-13	5.23655E-13	5.80052E-16	1.50509E-13	-3.987E-14
88.8889	2.64968E-13	2.64968E-13	4.79651E-13	5.59853E-16	1.47956E-13	-3.54725E-14
89.0556	2.80948E-13	2.80948E-13	4.35362E-13	5.38403E-16	1.45443E-13	-3.1175E-14
89.2222	2.99744E-13	2.99744E-13	3.90887E-13	5.15635E-16	1.43072E-13	-2.70118E-14
89.3889	3.22141E-13	3.22141E-13	3.46363E-13	4.91501E-16	1.40967E-13	-2.30214E-14
89.5556	3.49254E-13	3.49254E-13	3.01974E-13	4.65919E-16	1.39298E-13	-1.92477E-14
89.7222	3.82709E-13	3.82709E-13	2.57972E-13	4.3875E-16	1.38297E-13	-1.57411E-14
89.8889	4.24968E-13	4.24968E-13	2.14714E-13	4.09815E-16	1.38295E-13	-1.25615E-14
90.0556	4.79891E-13	4.79891E-13	1.72713E-13	3.78858E-16	1.39793E-13	-9.7799E-15
90.2222	5.53793E-13	5.53793E-13	1.32731E-13	3.4551E-16	1.43578E-13	-7.48265E-15
90.3889	6.57413E-13	6.57413E-13	9.58996E-14	3.09262E-16	1.50945E-13	-5.7758E-15
90.5556	8.09514E-13	8.09514E-13	6.38579E-14	2.69352E-16	1.64078E-13	-4.78923E-15
90.7222	1.21027E-12	1.21027E-12	3.8766E-14	0	1.09018E-13	-4.67146E-15
90.8889	1.39103E-12	1.39103E-12	2.27708E-14	1.71128E-16	2.21234E-13	-5.5177E-15
91.0556	1.81433E-12	1.81433E-12	1.59385E-14	1.12724E-16	2.60348E-13	-6.98846E-15
91.2222	2.00761E-12	2.00761E-12	1.41673E-14	8.1511E-17	2.67965E-13	-7.71928E-15
91.3889	1.97807E-12	1.97807E-12	1.36711E-14	7.46916E-17	2.5666E-13	-7.77477E-15
91.5556	1.94312E-12	1.94312E-12	1.34548E-14	7.4134E-17	2.48468E-13	-7.81625E-15
91.7222	1.90863E-12	1.90863E-12	1.33096E-14	7.42746E-17	2.4251E-13	-7.85253E-15
91.8889	1.87437E-12	1.87437E-12	1.31945E-14	7.46638E-17	2.38014E-13	-7.88322E-15
92.0556	1.84039E-12	1.84039E-12	1.30983E-14	7.51725E-17	2.34481E-13	-7.90898E-15
92.2222	1.80684E-12	1.80684E-12	1.30155E-14	7.57253E-17	2.31585E-13	-7.93044E-15
92.3889	1.77391E-12	1.77391E-12	1.29424E-14	7.69268E-17	2.29109E-13	-7.94828E-15
92.5556	1.74174E-12	1.74174E-12	1.28764E-14	7.70925E-17	2.26958E-13	-7.96303E-15
92.7222	1.71046E-12	1.71046E-12	1.28158E-14	7.7775E-17	2.24991E-13	-7.9751E-15
92.8889	1.68015E-12	1.68015E-12	1.27594E-14	7.84592E-17	1.48613E-13	-1.41511E-16
93.0556	1.65117E-12	1.65117E-12	1.27063E-14	0	1.23662E-13	-7.99251E-15
93.2222	1.56157E-12	1.56157E-12	1.26561E-14	0	1.22783E-13	-7.99832E-15
93.3889	1.59543E-12	1.59543E-12	1.26084E-14	8.04274E-17	2.18176E-13	-8.0025E-15
93.5556	1.5693E-12	1.5693E-12	1.2563E-14	8.10511E-17	2.17493E-13	-1.45845E-16
93.7222	1.54423E-12	1.54423E-12	1.25198E-14	8.16693E-17	2.15094E-13	-8.00642E-15
93.8889	1.52018E-12	1.52018E-12	1.24788E-14	8.22751E-17	2.13601E-13	-8.00643E-15
94.0556	1.49714E-12	1.49714E-12	1.24398E-14	8.28771E-17	2.12138E-13	-8.00527E-15
94.2222	1.47507E-12	1.47507E-12	1.24028E-14	8.34734E-17	2.10701E-13	-8.00305E-15
94.3889	1.45395E-12	1.45395E-12	1.23679E-14	8.40664E-17	2.0929E-13	-7.99984E-15
94.4444	1.44745E-12	1.44745E-12	1.23572E-14	8.42547E-17	2.08848E-13	-7.99863E-15
94.6111	1.44307E-12	1.44307E-12	1.21654E-14	0	1.85801E-13	-7.8095E-15
94.7778	1.42615E-12	1.42615E-12	1.199E-14	1.10349E-16	1.99468E-13	-7.57929E-15
94.9444	1.40763E-12	1.40763E-12	1.18166E-14	1.34422E-16	1.95179E-13	-7.33263E-15
95.1111	1.38846E-12	1.38846E-12	1.16432E-14	1.69591E-16	1.91026E-13	-7.11656E-15
95.2778	1.3687E-12	1.3687E-12	1.14686E-14	2.17141E-16	1.88498E-13	-6.62141E-15
95.4444	1.34859E-12	1.34859E-12	1.12917E-14	0	1.83028E-13	-6.30647E-15
95.6111	1.32753E-12	1.32753E-12	1.11104E-14	7.27017E-16	1.79719E-13	-5.99797E-15
95.7778	1.3064E-12	1.3064E-12	1.09218E-14	6.81482E-16	1.85116E-13	-5.69894E-15
95.9444	1.28458E-12	1.28458E-12	1.07212E-14	9.37452E-16	1.89712E-13	-5.38536E-15
96	1.27388E-12	1.27388E-12	1.06504E-14	0	1.69249E-13	-5.31362E-15
