TIME	Aqua: aO=C(O)CC(O)(O)O[O] -> aO=C(O)CC(=O)O + aHO2	Aqua: aO=C(O)CC(O)[O] + aO2 -> aO=C(O)CC(=O)O + aHO2	Aqua: aO=C(O)CC(=O)O[O] -> aO=C(O)CC(=O)O + aHO2 + [aH2O	Aqua: aO=C([O-])CC(O)(O)O[O] -> aO=C(O)CC(=O)[O-] + aHO2	Aqua: aO=C([O-])CC(O)[O] + aO2 -> aO=C(O)CC(=O)[O-] + aH	other sources	Aqua: aO=C(O)CC(=O)[O-] + aHO -> aO=C(O)[C]C(=O)[O-] + a	Aqua: aO=C(O)CC(=O)[O-] + aNO3 -> aO=C(O)[C]C(=O)[O-] +	other sinks
47.1944	2.05906E-16	6.57686E-17	9.31431E-17	6.99425E-16	1.29005E-16	4.47336E-17	-2.56144E-16	-1.09368E-15	-5.42296E-16
47.3611	2.19215E-16	7.0775E-17	1.35114E-16	5.62523E-16	1.02814E-16	3.50521E-17	-1.98805E-16	-1.18602E-15	-3.91274E-16
47.5278	2.18586E-16	7.20077E-17	1.50959E-16	5.23795E-16	9.71096E-17	3.23011E-17	-1.87293E-16	-1.20113E-15	-3.60405E-16
47.6944	2.19279E-16	7.30848E-17	1.58048E-16	5.08179E-16	9.49758E-17	3.16588E-17	-1.85047E-16	-1.20473E-15	-3.4701E-16
47.8611	2.20514E-16	7.42004E-17	1.63238E-16	4.972E-16	9.35039E-17	3.14741E-17	-1.84713E-16	-1.20613E-15	-3.36775E-16
48.0278	2.21738E-16	7.52728E-17	1.67914E-16	4.87456E-16	9.21975E-17	3.13804E-17	-1.84734E-16	-1.20672E-15	-3.27628E-16
48.1944	2.22796E-16	7.62501E-17	1.72229E-16	4.785E-16	9.09855E-17	3.13041E-17	-1.84776E-16	-1.20665E-15	-3.19344E-16
48.3611	2.23667E-16	7.71152E-17	1.76163E-16	4.70315E-16	8.98631E-17	3.12342E-17	-1.84774E-16	-1.20599E-15	-3.11892E-16
48.5278	2.24364E-16	7.7869E-17	1.79707E-16	4.62886E-16	8.88297E-17	3.11697E-17	-1.84723E-16	-1.2048E-15	-3.05217E-16
48.6944	2.24909E-16	7.852E-17	1.82875E-16	4.56163E-16	8.78808E-17	3.11111E-17	-1.84629E-16	-1.20315E-15	-2.99241E-16
48.8611	2.25325E-16	7.90786E-17	1.85693E-16	4.50082E-16	8.70097E-17	3.10583E-17	-1.845E-16	-1.20109E-15	-2.93879E-16
48.9444	2.2549E-16	7.93266E-17	1.8698E-16	4.4726E-16	8.6601E-17	3.1034E-17	-1.84425E-16	-1.19993E-15	-2.91403E-16
49.1111	1.10634E-16	5.88686E-17	3.26041E-16	0	0	2.70856E-17	-1.05177E-17	-4.36485E-16	-2.33639E-18
49.1944	1.18165E-16	6.21318E-17	3.45536E-16	7.21182E-18	2.07406E-18	3.01951E-17	-7.81411E-18	-4.72849E-16	-1.4721E-17
49.3611	1.288E-16	6.81945E-17	3.44462E-16	5.63085E-18	1.63917E-18	3.84338E-17	-6.78385E-18	-4.08771E-16	-1.63034E-17
49.5278	1.30897E-16	6.95634E-17	3.14409E-16	4.47003E-18	1.31036E-18	4.42555E-17	-6.074E-18	-3.44071E-16	-1.71615E-17
49.6944	1.32237E-16	7.04657E-17	2.89464E-16	3.75591E-18	1.10669E-18	4.86029E-17	-5.63632E-18	-2.9954E-16	-1.79171E-17
49.8611	1.34085E-16	7.15326E-17	2.69693E-16	3.30495E-18	9.77836E-19	5.19711E-17	-5.63128E-18	-2.68323E-16	-1.89009E-17
50.0278	1.34258E-16	7.17995E-17	2.54296E-16	2.9826E-18	8.85144E-19	5.41693E-17	-5.33446E-18	-2.4607E-16	-1.92748E-17
50.1944	1.34915E-16	7.22339E-17	2.42421E-16	2.76651E-18	8.22231E-19	5.58274E-17	-5.29713E-18	-2.30049E-16	-1.98146E-17
50.3611	1.35504E-16	7.26128E-17	2.33301E-16	2.61602E-18	7.79315E-19	5.69867E-17	-5.33119E-18	-2.18428E-16	-2.03123E-17
50.5278	1.3605E-16	7.29554E-17	2.26299E-16	2.51117E-18	7.49047E-19	5.77726E-17	-5.41953E-18	-2.09958E-16	-2.07798E-17
50.6944	1.36571E-16	7.32736E-17	2.20907E-16	2.43819E-18	7.28072E-19	5.82811E-17	-5.54964E-18	-2.03764E-16	-2.12242E-17
50.8611	1.37075E-16	7.35749E-17	2.1673E-16	2.3882E-18	7.13676E-19	5.85845E-17	-5.71218E-18	-1.99225E-16	-2.16506E-17
51.0278	1.37568E-16	7.38639E-17	2.13464E-16	2.35475E-18	7.0411E-19	5.87365E-17	-5.89997E-18	-1.95897E-16	-2.20629E-17
51.1944	1.38051E-16	7.41438E-17	2.1088E-16	2.33337E-18	6.98056E-19	5.87772E-17	-6.10743E-18	-1.93457E-16	-2.24636E-17
51.3611	1.38527E-16	7.44164E-17	2.08803E-16	2.32083E-18	6.94579E-19	5.87365E-17	-6.33021E-18	-1.9167E-16	-2.28547E-17
51.5278	1.38996E-16	7.46831E-17	2.07105E-16	2.31482E-18	6.92997E-19	5.86364E-17	-6.56489E-18	-1.90364E-16	-2.32376E-17
51.6944	1.3946E-16	7.49448E-17	2.05689E-16	2.3136E-18	6.92826E-19	5.84934E-17	-6.80876E-18	-1.89414E-16	-2.36135E-17
51.8611	1.39917E-16	7.52021E-17	2.04485E-16	2.31595E-18	6.93689E-19	5.83194E-17	-7.05969E-18	-1.88726E-16	-2.39829E-17
52.0278	1.4037E-16	7.54554E-17	2.03438E-16	2.32093E-18	6.95323E-19	5.81235E-17	-7.316E-18	-1.88234E-16	-2.43466E-17
52.1944	1.40816E-16	7.57048E-17	2.02509E-16	2.32787E-18	6.97528E-19	5.79122E-17	-7.57637E-18	-1.87886E-16	-2.47048E-17
52.3611	1.41257E-16	7.59505E-17	2.01671E-16	2.33627E-18	7.00157E-19	5.76902E-17	-7.83974E-18	-1.87646E-16	-2.50579E-17
52.5278	1.41692E-16	7.61927E-17	2.009E-16	2.34574E-18	7.03119E-19	5.74612E-17	-8.10528E-18	-1.87487E-16	-2.54062E-17
52.6944	1.42121E-16	7.64312E-17	2.00181E-16	2.356E-18	7.06271E-19	5.72279E-17	-8.37233E-18	-1.87387E-16	-2.57496E-17
52.8611	1.42544E-16	7.66662E-17	1.99503E-16	2.36685E-18	7.09626E-19	5.69918E-17	-8.64037E-18	-1.87333E-16	-2.60886E-17
53.0278	0	0	0	2.89426E-18	0	0	0	0	-2.53631E-17
53.1944	1.1672E-16	6.29357E-17	1.37393E-16	1.26167E-18	0	4.17773E-17	-1.05798E-17	-1.29751E-16	-2.54495E-17
53.3611	1.14529E-16	6.19787E-17	9.8287E-17	1.69122E-18	5.12552E-19	3.47949E-17	-1.52297E-17	-9.29568E-17	-3.06505E-17
53.5278	1.19163E-16	6.4661E-17	7.37724E-17	1.66206E-18	5.06439E-19	3.12791E-17	-1.97159E-17	-6.98085E-17	-3.62867E-17
53.6944	1.24432E-16	6.76309E-17	5.89865E-17	1.67854E-18	5.13658E-19	2.95341E-17	-2.31444E-17	-5.58187E-17	-4.06673E-17
53.8611	1.32451E-16	7.20686E-17	4.9841E-17	0	0	2.88469E-17	-2.64999E-17	-4.71392E-17	-1.43379E-19
54.0278	1.45065E-16	7.89981E-17	4.38852E-17	1.88732E-18	5.80465E-19	3.01374E-17	-3.07158E-17	-4.14476E-17	-5.12034E-17
54.1944	1.62127E-16	8.83465E-17	3.97646E-17	2.08716E-18	6.43118E-19	3.20962E-17	-3.58131E-17	-3.74722E-17	-5.86285E-17
54.3611	1.825E-16	9.94974E-17	3.67732E-17	2.33334E-18	7.19955E-19	3.47736E-17	-4.16633E-17	-3.45467E-17	-6.72052E-17
54.5278	2.05322E-16	1.11982E-16	3.45323E-17	2.61461E-18	8.07633E-19	3.79712E-17	-4.81079E-17	-3.23163E-17	-7.66534E-17
54.6944	2.30143E-16	1.25555E-16	3.28201E-17	2.92493E-18	9.04267E-19	4.15836E-17	-5.50687E-17	-3.05726E-17	-8.68317E-17
54.8611	2.5672E-16	1.40086E-16	3.14959E-17	3.26104E-18	1.00887E-18	4.55529E-17	-6.25095E-17	-2.91835E-17	-9.76704E-17
55.0278	2.84897E-16	1.55489E-16	3.04661E-17	3.62081E-18	1.12078E-18	4.98437E-17	-7.0408E-17	-2.80608E-17	-1.09126E-16
55.1944	3.1455E-16	1.71697E-16	2.9666E-17	4.00256E-18	1.23949E-18	5.44313E-17	-7.87465E-17	-2.71433E-17	-1.21165E-16
55.3611	3.45572E-16	1.88651E-16	2.90495E-17	4.40484E-18	1.36456E-18	5.92976E-17	-8.75079E-17	-2.63874E-17	-1.33759E-16
55.5278	3.77862E-16	2.06298E-16	2.85827E-17	4.82628E-18	1.49556E-18	6.44286E-17	-9.6675E-17	-2.5761E-17	-1.46877E-16
55.6944	4.11322E-16	2.24583E-16	2.82406E-17	5.26556E-18	1.63208E-18	6.98131E-17	-1.0623E-16	-2.52401E-17	-1.60492E-16
55.8611	4.45857E-16	2.43455E-16	2.80038E-17	5.72137E-18	1.77374E-18	7.54419E-17	-1.16153E-16	-2.48064E-17	-1.74576E-16
56.0278	4.8137E-16	2.62861E-16	2.78574E-17	6.19234E-18	1.92008E-18	8.13069E-17	-1.26424E-16	-2.44454E-17	-1.89098E-16
56.1944	5.17761E-16	2.82746E-16	2.77898E-17	6.67712E-18	2.07071E-18	8.7401E-17	-1.37022E-16	-2.4146E-17	-2.04028E-16
56.3611	5.5493E-16	3.03055E-16	2.77915E-17	7.17429E-18	2.22517E-18	9.37179E-17	-1.47923E-16	-2.3899E-17	-2.19335E-16
56.5278	5.92774E-16	3.23733E-16	2.7855E-17	7.68242E-18	2.38304E-18	1.00252E-16	-1.59105E-16	-2.36971E-17	-2.34984E-16
56.6944	6.31188E-16	3.44721E-16	2.79739E-17	8.20004E-18	2.54384E-18	1.06997E-16	-1.70541E-16	-2.35342E-17	-2.50942E-16
56.8611	6.70065E-16	3.65963E-16	2.81432E-17	8.72567E-18	2.70713E-18	1.13948E-16	-1.82206E-16	-2.34053E-17	-2.67173E-16
57.0278	7.09297E-16	3.87397E-16	2.83584E-17	9.25781E-18	2.87243E-18	1.21099E-16	-1.94074E-16	-2.33062E-17	-2.8364E-16
57.1944	7.48773E-16	4.08965E-16	2.8616E-17	9.79494E-18	3.03928E-18	1.28444E-16	-2.06117E-16	-2.32334E-17	-3.00306E-16
57.3611	7.88382E-16	4.30605E-16	2.89128E-17	1.03355E-17	3.2072E-18	1.35979E-16	-2.18309E-16	-2.31839E-17	-3.17132E-16
57.5278	8.28013E-16	4.52257E-16	2.9246E-17	1.08781E-17	3.37573E-18	1.43696E-16	-2.30621E-16	-2.31552E-17	-3.34078E-16
57.6944	8.6755E-16	4.73857E-16	2.96134E-17	1.14211E-17	3.54438E-18	1.51589E-16	-2.43025E-16	-2.31452E-17	-3.51105E-16
57.8611	9.06879E-16	4.95343E-16	3.00126E-17	1.19631E-17	3.7127E-18	1.59649E-16	-2.55493E-16	-2.31521E-17	-3.6817E-16
58.0278	9.45884E-16	5.16651E-16	3.0442E-17	1.25024E-17	3.8802E-18	1.67868E-16	-2.67996E-16	-2.31743E-17	-3.85231E-16
58.1944	9.84447E-16	5.37717E-16	3.08997E-17	1.30376E-17	4.04641E-18	1.76235E-16	-2.80503E-16	-2.32106E-17	-4.02244E-16
58.3611	1.02245E-15	5.58476E-16	3.13843E-17	1.35558E-17	4.20696E-18	1.84729E-16	-2.92985E-16	-2.326E-17	-4.19152E-16
58.5278	1.05976E-15	5.7886E-16	3.18942E-17	1.40893E-17	4.37303E-18	1.93363E-16	-3.0541E-16	-2.33215E-17	-4.35943E-16
58.6944	1.09627E-15	5.98802E-16	3.2428E-17	1.46028E-17	4.53247E-18	2.02093E-16	-3.17746E-16	-2.33945E-17	-4.52534E-16
58.8611	1.13184E-15	6.18232E-16	3.29846E-17	1.51058E-17	4.68865E-18	2.10911E-16	-3.2996E-16	-2.34786E-17	-4.68886E-16
59.0278	1.16635E-15	6.37081E-16	3.35627E-17	1.55967E-17	4.84108E-18	2.19794E-16	-3.42017E-16	-2.35732E-17	-4.84947E-16
59.0833	1.17982E-15	6.44442E-16	3.37997E-17	1.57883E-17	4.90045E-18	2.2336E-16	-3.46787E-16	-2.3614E-17	-4.91276E-16
59.25	1.95637E-15	1.09158E-15	4.88431E-17	3.83334E-17	0	3.65022E-16	-8.24826E-16	-3.86663E-17	-9.99231E-16
59.3333	4.1027E-16	2.28701E-16	6.07777E-18	5.79407E-15	1.83733E-15	6.37302E-16	-3.0628E-15	-1.132E-16	-8.12096E-15
59.5	1.31801E-15	7.32045E-16	2.38794E-17	3.92348E-15	1.23584E-15	6.71367E-16	-3.41899E-15	-1.97533E-16	-2.02459E-15
59.6667	1.77035E-15	9.8624E-16	3.82088E-17	3.19198E-15	1.00721E-15	6.08645E-16	-3.53925E-15	-2.09725E-16	-1.28724E-15
59.8333	2.0964E-15	1.1708E-15	5.20659E-17	2.79744E-15	8.84752E-16	5.51898E-16	-3.65904E-15	-2.1437E-16	-9.99171E-16
60	2.38858E-15	1.33643E-15	6.62982E-17	2.46416E-15	7.80808E-16	5.06242E-16	-3.75446E-15	-2.16815E-16	-8.18401E-16
60.1667	2.6501E-15	1.48477E-15	8.08891E-17	2.16782E-15	6.88015E-16	4.67164E-16	-3.82056E-15	-2.17882E-16	-6.94899E-16
60.3333	2.87594E-15	1.61286E-15	9.5299E-17	1.91246E-15	6.07744E-16	4.35323E-16	-3.85848E-15	-2.17977E-16	-6.11293E-16
60.5	3.06502E-15	1.72003E-15	1.09111E-16	1.69781E-15	5.40041E-16	4.11022E-16	-3.87119E-15	-2.17428E-16	-5.55839E-16
60.6389	3.17654E-15	1.78319E-15	1.18326E-16	1.56925E-15	4.99404E-16	3.98065E-16	-3.86684E-15	-2.16799E-16	-5.29001E-16
60.8056	9.48E-16	5.25046E-16	5.83385E-17	3.05019E-17	9.54896E-18	1.07384E-16	-3.792E-16	-4.37539E-17	-2.38593E-16
60.8889	9.48625E-16	5.16433E-16	5.49397E-17	3.02099E-17	9.36384E-18	1.07957E-16	-3.58939E-16	-4.76144E-17	-2.20497E-16
61.0556	1.01313E-15	5.53027E-16	5.4528E-17	2.38537E-17	6.81535E-18	1.27744E-16	-3.08223E-16	-3.89986E-17	-2.50467E-16
61.2222	1.05157E-15	5.74036E-16	5.15504E-17	2.01221E-17	6.22636E-18	1.46177E-16	-2.70749E-16	-3.36299E-17	-2.71515E-16
61.3889	1.08196E-15	5.9065E-16	4.92544E-17	1.75284E-17	5.47762E-18	1.61562E-16	-2.45148E-16	-2.99964E-17	-2.88062E-16
61.5556	1.1081E-15	6.04932E-16	4.76293E-17	1.60038E-17	4.96375E-18	1.7416E-16	-2.27951E-16	-2.75323E-17	-3.01263E-16
61.7222	1.13138E-15	6.1765E-16	4.65779E-17	1.49605E-17	4.64127E-18	1.84777E-16	-2.16646E-16	-2.58752E-17	-3.12497E-16
61.8889	1.15219E-15	6.29021E-16	4.59917E-17	1.42874E-17	4.43181E-18	1.93717E-16	-2.09466E-16	-2.47892E-17	-3.22053E-16
62.0556	1.17043E-15	6.38977E-16	4.57717E-17	1.38607E-17	4.29946E-18	2.01243E-16	-2.05131E-16	-2.41151E-17	-3.30167E-16
62.2222	1.18575E-15	6.47341E-16	4.58348E-17	1.35951E-17	4.21749E-18	2.07526E-16	-2.02709E-16	-2.37429E-17	-3.36933E-16
62.3889	1.19782E-15	6.53929E-16	4.61156E-17	1.34342E-17	4.16755E-18	2.12681E-16	-2.01514E-16	-2.35963E-17	-3.42386E-16
62.5556	1.20636E-15	6.58591E-16	4.65637E-17	1.33368E-17	4.13728E-18	2.16792E-16	-2.0104E-16	-2.36215E-17	-3.46536E-16
62.7222	1.2112E-15	6.61224E-16	4.71423E-17	1.32736E-17	4.1177E-18	2.19927E-16	-2.00916E-16	-2.37811E-17	-3.49392E-16
62.8889	1.2122E-15	6.61765E-16	4.78255E-17	1.3224E-17	4.10219E-18	2.22135E-16	-2.00865E-16	-2.40491E-17	-3.50959E-16
63.0556	1.20933E-15	6.6019E-16	4.85954E-17	1.31728E-17	4.08619E-18	2.23456E-16	-2.00684E-16	-2.44082E-17	-3.51253E-16
63.2222	1.20259E-15	6.56501E-16	4.94421E-17	1.31092E-17	4.06633E-18	2.23925E-16	-2.00224E-16	-2.48473E-17	-3.5029E-16
63.3889	1.19203E-15	6.50724E-16	5.03609E-17	1.30257E-17	4.04025E-18	2.23573E-16	-1.99377E-16	-2.53603E-17	-3.48093E-16
63.5556	1.17773E-15	6.42908E-16	5.1352E-17	1.2917E-17	4.00632E-18	2.22428E-16	-1.98064E-16	-2.59451E-17	-3.44693E-16
63.7222	1.15982E-15	6.33116E-16	5.24206E-17	1.27795E-17	3.96345E-18	2.20519E-16	-1.96235E-16	-2.6603E-17	-3.40124E-16
63.8889	1.13844E-15	6.2143E-16	5.35758E-17	1.26113E-17	3.911E-18	2.17876E-16	-1.93855E-16	-2.73381E-17	-3.3443E-16
64.0556	1.11377E-15	6.07945E-16	5.48318E-17	1.24113E-17	3.84867E-18	2.14532E-16	-1.90907E-16	-2.81578E-17	-3.27658E-16
64.2222	1.08601E-15	5.92771E-16	5.62075E-17	1.21794E-17	3.77642E-18	2.10525E-16	-1.87386E-16	-2.90727E-17	-3.19867E-16
64.3889	1.05537E-15	5.76029E-16	5.77285E-17	1.19164E-17	3.69445E-18	2.05899E-16	-1.83298E-16	-3.00972E-17	-3.11118E-16
64.5556	1.02211E-15	5.57854E-16	5.94279E-17	1.16233E-17	3.60315E-18	2.00703E-16	-1.78658E-16	-3.12505E-17	-3.01483E-16
64.7222	9.86503E-16	5.38391E-16	6.1349E-17	1.13021E-17	3.50307E-18	1.94991E-16	-1.73489E-16	-3.25581E-17	-2.91037E-16
64.8889	9.48827E-16	5.178E-16	6.35489E-17	1.09551E-17	3.39491E-18	1.88829E-16	-1.6782E-16	-3.40536E-17	-2.79865E-16
65.0556	9.09393E-16	4.96246E-16	6.61036E-17	1.05849E-17	3.27954E-18	1.82287E-16	-1.61686E-16	-3.57824E-17	-2.68056E-16
65.2222	8.68537E-16	4.73913E-16	6.91163E-17	1.0195E-17	3.15796E-18	1.75449E-16	-1.5513E-16	-3.78063E-17	-2.55704E-16
65.3889	8.26614E-16	4.50994E-16	7.27304E-17	9.78926E-18	3.03136E-18	1.68408E-16	-1.48195E-16	-4.02118E-17	-2.42909E-16
65.5556	7.84017E-16	4.27702E-16	7.71502E-17	9.37218E-18	2.90114E-18	1.61278E-16	-1.40932E-16	-4.31226E-17	-2.29777E-16
65.7222	7.41181E-16	4.04274E-16	8.26762E-17	8.94942E-18	2.769E-18	1.54196E-16	-1.33393E-16	-4.67216E-17	-2.1642E-16
65.8889	6.9862E-16	3.80985E-16	8.97663E-17	8.52807E-18	2.63707E-18	1.47341E-16	-1.25634E-16	-5.12878E-17	-2.02958E-16
66.0556	6.56968E-16	3.5818E-16	9.91471E-17	8.11774E-18	2.50825E-18	1.40956E-16	-1.17716E-16	-5.72652E-17	-1.89524E-16
66.2222	6.17081E-16	3.36323E-16	1.12027E-16	7.73236E-18	2.38669E-18	1.35415E-16	-1.09698E-16	-6.53956E-17	-1.76276E-16
66.3889	5.80219E-16	3.16071E-16	1.30498E-16	7.39373E-18	2.27886E-18	1.3127E-16	-1.01666E-16	-7.69537E-17	-1.63408E-16
66.5556	5.48325E-16	2.9848E-16	1.58351E-16	7.13745E-18	2.1953E-18	1.29526E-16	-9.36637E-17	-9.42698E-17	-1.51169E-16
66.7222	5.24134E-16	2.84997E-16	2.0228E-16	7.01806E-18	2.15203E-18	1.31765E-16	-8.56673E-17	-1.2145E-16	-1.39773E-16
66.8889	5.09527E-16	2.76594E-16	2.71264E-16	7.08641E-18	2.16359E-18	1.39792E-16	-7.72756E-17	-1.64019E-16	-1.28958E-16
67.0556	5.03232E-16	2.72614E-16	3.59261E-16	7.30406E-18	2.21896E-18	1.52483E-16	-6.87172E-17	-2.18292E-16	-1.18886E-16
67.2222	4.98113E-16	2.69558E-16	4.01592E-16	7.37222E-18	2.23436E-18	1.58309E-16	-6.40612E-17	-2.44542E-16	-1.13414E-16
67.3889	3.47107E-16	3.47107E-16	3.47107E-16	7.30544E-18	2.17881E-18	1.28166E-18	0	-3.47107E-16	-1.11356E-16
67.5556	4.89096E-16	2.64633E-16	4.01586E-16	7.25392E-18	2.19748E-18	1.56629E-16	-6.22013E-17	-2.45182E-16	-1.10755E-16
67.7222	4.8764E-16	2.63841E-16	4.01009E-16	7.23725E-18	2.19258E-18	1.56172E-16	-6.19999E-17	-2.45206E-16	-1.10412E-16
67.8889	4.86265E-16	2.63094E-16	4.00284E-16	7.22419E-18	2.18858E-18	1.55662E-16	-6.18611E-17	-2.45168E-16	-1.10112E-16
68.0556	4.84858E-16	2.62332E-16	3.99392E-16	7.21262E-18	2.18504E-18	1.55084E-16	-6.17575E-17	-2.45052E-16	-1.09819E-16
68.2222	4.90121E-16	2.5673E-16	3.96764E-16	7.20513E-18	2.1789E-18	1.41302E-16	-7.00172E-17	-2.33391E-16	-1.0952E-16
68.3889	4.81865E-16	2.6071E-16	3.97191E-16	7.86027E-18	3.93014E-18	1.52481E-16	-6.16064E-17	-2.44608E-16	-1.10561E-16
68.5556	3.31962E-16	3.31962E-16	3.31962E-16	7.19659E-18	2.23342E-18	1.24079E-18	0	-3.31962E-16	-1.08887E-16
68.7222	4.78582E-16	2.58933E-16	3.94591E-16	7.16908E-18	2.1718E-18	1.52241E-16	-6.14811E-17	-2.43954E-16	-1.08577E-16
68.8889	4.76833E-16	2.57986E-16	3.93192E-16	6.69865E-18	2.23288E-18	1.52407E-16	-6.14177E-17	-2.43575E-16	-1.07697E-16
69.0556	4.75018E-16	2.57004E-16	3.91749E-16	7.14582E-18	2.1647E-18	1.50601E-16	-6.1351E-17	-2.43171E-16	-1.07868E-16
69.2222	4.73146E-16	2.5599E-16	3.90271E-16	7.13364E-18	2.161E-18	1.49746E-16	-6.12805E-17	-2.42748E-16	-1.0749E-16
69.3889	4.71224E-16	2.5495E-16	3.88769E-16	7.12116E-18	2.15719E-18	1.48874E-16	-6.12059E-17	-2.42312E-16	-1.07098E-16
69.5556	4.7285E-16	2.36425E-16	3.54638E-16	7.12761E-18	2.15173E-18	1.19423E-16	-1.18213E-16	-2.36425E-16	-1.06713E-16
69.7222	4.67262E-16	2.52804E-16	3.85724E-16	7.09548E-18	2.14937E-18	1.47093E-16	-6.10449E-17	-2.41414E-16	-1.06281E-16
69.8889	4.65237E-16	2.51708E-16	3.84191E-16	7.0824E-18	2.14538E-18	1.4619E-16	-6.09593E-17	-2.40959E-16	-1.05858E-16
70.0556	4.6319E-16	2.50599E-16	3.82659E-16	7.06924E-18	2.14136E-18	1.45281E-16	-6.08708E-17	-2.40504E-16	-1.05428E-16
70.2222	4.61128E-16	2.49482E-16	3.81129E-16	7.05266E-18	2.13619E-18	1.44365E-16	-6.07799E-17	-2.40049E-16	-1.04992E-16
70.3889	4.59054E-16	2.48359E-16	3.79606E-16	7.04284E-18	2.13329E-18	1.43457E-16	-6.06868E-17	-2.39598E-16	-1.0455E-16
70.5556	4.56974E-16	2.47232E-16	3.78092E-16	7.02967E-18	2.12927E-18	1.42545E-16	-6.05922E-17	-2.39151E-16	-1.04105E-16
70.7222	4.54892E-16	2.46103E-16	3.76589E-16	7.01658E-18	2.12526E-18	1.41634E-16	-6.04961E-17	-2.38709E-16	-1.03657E-16
70.7778	4.54058E-16	2.45652E-16	3.75991E-16	7.01137E-18	2.12367E-18	1.4127E-16	-6.04573E-17	-2.38534E-16	-1.03477E-16
70.9444	6.26826E-16	3.46808E-16	3.92208E-16	0	0	1.70928E-16	-1.29153E-16	-2.84239E-16	-1.77014E-16
71.0278	2.49936E-16	1.11353E-16	6.50751E-17	1.82864E-15	4.69032E-16	1.68313E-16	-6.73804E-16	-6.93796E-16	-1.48494E-15
71.1944	3.44158E-16	1.16993E-16	2.04504E-16	8.37764E-16	1.59951E-16	5.4511E-17	-1.95345E-16	-1.10866E-15	-3.49867E-16
71.3611	3.37546E-16	1.1767E-16	2.57613E-16	7.02681E-16	1.3619E-16	4.37893E-17	-1.58227E-16	-1.15059E-15	-2.86699E-16
71.5278	3.34977E-16	1.1844E-16	2.72142E-16	6.72092E-16	1.31749E-16	4.18148E-17	-1.52824E-16	-1.15624E-15	-2.74164E-16
71.6944	3.35345E-16	1.19656E-16	2.79217E-16	6.56916E-16	1.29639E-16	4.1366E-17	-1.51939E-16	-1.15784E-15	-2.67042E-16
71.8611	3.36232E-16	1.20979E-16	2.8504E-16	6.44306E-16	1.27915E-16	4.11824E-17	-1.51882E-16	-1.15858E-15	-2.6085E-16
72.0278	3.37073E-16	1.22248E-16	2.90371E-16	6.32653E-16	1.26323E-16	4.10471E-17	-1.51985E-16	-1.15879E-15	-2.5515E-16
72.1944	3.37756E-16	1.23407E-16	2.95243E-16	6.21811E-16	1.2483E-16	4.09213E-17	-1.52098E-16	-1.15855E-15	-2.49909E-16
72.3611	3.38269E-16	1.24444E-16	2.99641E-16	6.11766E-16	1.23432E-16	4.07984E-17	-1.52188E-16	-1.1579E-15	-2.45114E-16
72.5278	3.38627E-16	1.25362E-16	3.03573E-16	6.02484E-16	1.22126E-16	4.06776E-17	-1.52248E-16	-1.15688E-15	-2.40733E-16
72.6944	3.38846E-16	1.26168E-16	3.07065E-16	5.93913E-16	1.20906E-16	4.05589E-17	-1.52282E-16	-1.15554E-15	-2.36728E-16
72.8611	3.38944E-16	1.26873E-16	3.10148E-16	5.85991E-16	1.19767E-16	4.04426E-17	-1.52293E-16	-1.15392E-15	-2.3306E-16
72.9444	3.38952E-16	1.27191E-16	3.11547E-16	5.82255E-16	1.19226E-16	4.03854E-17	-1.52291E-16	-1.15302E-15	-2.31341E-16
73.1111	1.75971E-16	9.38478E-17	4.84322E-16	7.97252E-18	0	3.90812E-17	-8.23234E-18	-4.47339E-16	-1.04455E-17
73.1944	1.87759E-16	9.90458E-17	5.06905E-16	9.28787E-18	0	4.41498E-17	-7.38712E-18	-4.81437E-16	-1.17788E-17
73.3611	2.02601E-16	1.07506E-16	4.9815E-16	8.90968E-18	2.63241E-18	5.58176E-17	-6.36809E-18	-4.13827E-16	-1.61188E-17
73.5278	2.06061E-16	1.0947E-16	4.55051E-16	7.04504E-18	2.0754E-18	6.39559E-17	-5.90278E-18	-3.50411E-16	-1.70815E-17
73.6944	2.07898E-16	1.10953E-16	4.20024E-16	5.95736E-18	1.76281E-18	7.02566E-17	-5.44545E-18	-3.07282E-16	-1.78831E-17
73.8611	2.09437E-16	1.11971E-16	3.92997E-16	5.26317E-18	1.56083E-18	7.45962E-17	-5.28223E-18	-2.7758E-16	-1.85824E-17
74.0278	2.10675E-16	1.12779E-16	3.7247E-16	4.80691E-18	1.43068E-18	7.76602E-17	-5.2359E-18	-2.56821E-16	-1.92013E-17
74.1944	2.11743E-16	1.13461E-16	3.57005E-16	4.5101E-18	1.35303E-18	7.97659E-17	-5.27587E-18	-2.42168E-16	-1.9756E-17
74.3611	2.12712E-16	1.14064E-16	3.45369E-16	0	0	8.10966E-17	-5.38489E-18	-2.31742E-16	-4.12181E-19
74.5278	2.1362E-16	1.14615E-16	3.36581E-16	4.14991E-18	1.24069E-18	8.21216E-17	-5.53221E-18	-2.24288E-16	-2.07614E-17
74.6944	2.14489E-16	1.15131E-16	3.29883E-16	4.05511E-18	1.21324E-18	8.26821E-17	-5.72099E-18	-2.18917E-16	-2.12211E-17
74.8611	2.15331E-16	1.15622E-16	3.24708E-16	3.99252E-18	1.19532E-18	8.29859E-17	-5.93743E-18	-2.15023E-16	-2.16622E-17
