TIME	Aqua: aO=C(O)CC(O)(O)O[O] -> aO=C(O)CC(=O)O + aHO2	Aqua: aO=C(O)CC(O)[O] + aO2 -> aO=C(O)CC(=O)O + aHO2	Aqua: aO=C(O)CC(=O)O[O] -> aO=C(O)CC(=O)O + aHO2 + [aH2O	Aqua: aO=C([O-])CC(O)(O)O[O] -> aO=C(O)CC(=O)[O-] + aHO2	Aqua: aO=C([O-])CC(O)[O] + aO2 -> aO=C(O)CC(=O)[O-] + aH	other sources	Aqua: aO=C(O)CC(=O)[O-] + aHO -> aO=C(O)[C]C(=O)[O-] + a	Aqua: aO=C(O)CC(=O)[O-] + aNO3 -> aO=C(O)[C]C(=O)[O-] +	other sinks
75.0278	2.16152E-16	1.16097E-16	3.20639E-16	3.95273E-18	1.18399E-18	8.30978E-17	-6.17416E-18	-2.1218E-16	-2.20885E-17
75.1944	2.16957E-16	1.16556E-16	3.17372E-16	3.92905E-18	1.17737E-18	8.30815E-17	-6.42763E-18	-2.10085E-16	-2.25031E-17
75.3611	2.17748E-16	1.17005E-16	3.14682E-16	3.91685E-18	1.1741E-18	8.29716E-17	-6.69264E-18	-2.08524E-16	-2.29078E-17
75.5278	2.18527E-16	1.17444E-16	3.12411E-16	3.91285E-18	1.17322E-18	8.2795E-17	-6.96558E-18	-2.07345E-16	-2.33044E-17
75.6944	2.19294E-16	1.17875E-16	3.10445E-16	3.9147E-18	1.17406E-18	8.25729E-17	-7.24514E-18	-2.06441E-16	-2.36937E-17
75.8611	2.20049E-16	1.18298E-16	3.08701E-16	3.92076E-18	1.17613E-18	8.23191E-17	-7.52916E-18	-2.05734E-16	-2.40765E-17
76.0278	2.20795E-16	1.18714E-16	3.0712E-16	3.92983E-18	1.17908E-18	8.20437E-17	-7.81623E-18	-2.0517E-16	-2.44535E-17
76.1944	2.21529E-16	1.19124E-16	3.05661E-16	3.94107E-18	1.18267E-18	8.1754E-17	-8.10529E-18	-2.0471E-16	-2.48249E-17
76.3611	2.22253E-16	1.19528E-16	3.04293E-16	3.95386E-18	1.18671E-18	8.1455E-17	-8.39551E-18	-2.04326E-16	-2.51912E-17
76.5278	2.22967E-16	1.19926E-16	3.02996E-16	3.96776E-18	1.19108E-18	8.11506E-17	-8.68627E-18	-2.03998E-16	-2.55524E-17
76.6944	2.2367E-16	1.20317E-16	3.01753E-16	3.98246E-18	1.19567E-18	8.08433E-17	-8.97706E-18	-2.03711E-16	-2.59088E-17
76.8611	2.24363E-16	1.20702E-16	3.00553E-16	3.99772E-18	1.20043E-18	8.05348E-17	-9.2675E-18	-2.03456E-16	-2.62604E-17
77.0278	2.16235E-16	1.16366E-16	2.8368E-16	3.83989E-18	1.15346E-18	7.64511E-17	-9.55271E-18	-1.92547E-16	-2.59761E-17
77.1944	1.8967E-16	1.02263E-16	2.16715E-16	3.24257E-18	9.77161E-19	6.17349E-17	-1.14353E-17	-1.47372E-16	-2.61524E-17
77.3611	1.87731E-16	1.01577E-16	1.571E-16	2.97724E-18	9.02913E-19	5.18371E-17	-1.67725E-17	-1.06865E-16	-3.18459E-17
77.5278	1.96012E-16	1.06345E-16	1.17674E-16	2.92569E-18	8.92316E-19	4.66548E-17	-2.19989E-17	-7.99546E-17	-3.80534E-17
77.6944	2.06597E-16	1.12275E-16	9.36739E-17	2.97095E-18	9.09675E-19	4.42761E-17	-2.62237E-17	-6.3525E-17	-4.32458E-17
77.8611	2.226E-16	1.21108E-16	7.89017E-17	3.12408E-18	9.59276E-19	4.41609E-17	-3.0533E-17	-5.33542E-17	-4.88626E-17
78.0278	2.4655E-16	1.34249E-16	6.93807E-17	3.4008E-18	1.04655E-18	4.60325E-17	-3.57398E-17	-4.67259E-17	-5.59649E-17
78.1944	2.78001E-16	1.5147E-16	6.28732E-17	3.78792E-18	1.16771E-18	4.94652E-17	-4.20024E-17	-4.21166E-17	-6.46771E-17
78.3611	3.14995E-16	1.71707E-16	5.82128E-17	4.257E-18	1.31405E-18	5.39933E-17	-4.91119E-17	-3.87384E-17	-7.46267E-17
78.5278	3.56095E-16	1.94171E-16	5.47691E-17	4.78762E-18	1.47937E-18	5.93072E-17	-5.68916E-17	-3.61745E-17	-8.55156E-17
78.6944	4.00492E-16	2.18447E-16	5.22074E-17	5.36866E-18	1.66023E-18	6.52693E-17	-6.52395E-17	-3.41777E-17	-9.7188E-17
78.8611	4.47772E-16	2.44285E-16	5.02706E-17	5.99371E-18	1.85467E-18	7.17617E-17	-7.41172E-17	-3.25961E-17	-1.09561E-16
79.0278	4.97624E-16	2.71526E-16	4.88155E-17	6.65839E-18	2.06135E-18	7.87342E-17	-8.34908E-17	-3.13257E-17	-1.22582E-16
79.1944	5.49813E-16	3.0004E-16	4.77369E-17	7.35929E-18	2.27924E-18	8.6146E-17	-9.33353E-17	-3.02951E-17	-1.36208E-16
79.3611	6.04136E-16	3.29718E-16	4.69598E-17	8.09344E-18	2.50741E-18	9.3967E-17	-1.03628E-16	-2.94535E-17	-1.50404E-16
79.5278	6.60407E-16	3.60459E-16	4.64292E-17	8.85817E-18	2.74505E-18	1.02174E-16	-1.14348E-16	-2.87635E-17	-1.65137E-16
79.6944	7.1845E-16	3.92166E-16	4.61041E-17	9.6509E-18	2.99135E-18	1.10748E-16	-1.25473E-16	-2.81973E-17	-1.80377E-16
79.8611	7.78096E-16	4.24747E-16	4.59531E-17	1.04691E-17	3.24555E-18	1.19675E-16	-1.36981E-16	-2.77336E-17	-1.96092E-16
80.0278	8.39172E-16	4.58109E-16	4.59517E-17	1.13103E-17	3.50686E-18	1.28939E-16	-1.48848E-16	-2.73558E-17	-2.12251E-16
80.1944	9.01507E-16	4.92157E-16	4.60806E-17	1.21719E-17	3.77451E-18	1.38531E-16	-1.61052E-16	-2.70506E-17	-2.28822E-16
80.3611	9.64929E-16	5.26798E-16	4.6324E-17	1.30514E-17	4.04768E-18	1.48438E-16	-1.73566E-16	-2.68077E-17	-2.45773E-16
80.5278	1.02926E-15	5.61935E-16	4.66692E-17	1.39462E-17	4.32558E-18	1.58651E-16	-1.86364E-16	-2.66183E-17	-2.6307E-16
80.6944	1.09432E-15	5.97471E-16	4.71055E-17	1.48533E-17	4.59746E-18	1.69171E-16	-1.99421E-16	-2.64754E-17	-2.80679E-16
80.8611	1.15994E-15	6.33307E-16	4.76239E-17	1.57709E-17	4.89228E-18	1.79952E-16	-2.12708E-16	-2.63731E-17	-2.9856E-16
81.0278	1.22592E-15	6.69342E-16	4.82169E-17	1.66955E-17	5.17942E-18	1.91021E-16	-2.26196E-16	-2.63064E-17	-3.16682E-16
81.1944	1.29208E-15	7.05476E-16	4.88776E-17	1.76247E-17	5.46798E-18	2.02355E-16	-2.39858E-16	-2.62711E-17	-3.35003E-16
81.3611	1.35824E-15	7.41606E-16	4.96003E-17	1.85558E-17	5.75711E-18	2.13942E-16	-2.53663E-16	-2.62637E-17	-3.53486E-16
81.5278	1.4242E-15	7.77629E-16	5.03797E-17	1.94861E-17	6.04598E-18	2.25772E-16	-2.67582E-16	-2.6281E-17	-3.72089E-16
81.6944	1.48978E-15	8.13441E-16	5.12113E-17	2.04129E-17	6.33375E-18	2.3783E-16	-2.81584E-16	-2.63204E-17	-3.90773E-16
81.8611	1.55478E-15	8.48937E-16	5.20907E-17	2.13336E-17	6.61961E-18	2.50102E-16	-2.95639E-16	-2.63797E-17	-4.09494E-16
82.0278	1.61901E-15	8.84011E-16	5.30139E-17	2.22454E-17	6.90271E-18	2.62571E-16	-3.09714E-16	-2.64568E-17	-4.28208E-16
82.1944	1.68227E-15	9.18558E-16	5.39774E-17	2.31457E-17	7.18224E-18	2.7522E-16	-3.23778E-16	-2.65502E-17	-4.46872E-16
82.3611	1.74438E-15	9.52469E-16	5.49778E-17	2.40319E-17	7.45735E-18	2.88027E-16	-3.37799E-16	-2.66584E-17	-4.65437E-16
82.5278	1.80511E-15	9.85634E-16	5.60116E-17	2.49012E-17	7.72723E-18	3.00968E-16	-3.51741E-16	-2.67803E-17	-4.83855E-16
82.6944	1.86429E-15	1.01795E-15	5.7076E-17	2.5751E-17	7.99103E-18	3.14018E-16	-3.6557E-16	-2.69149E-17	-5.02077E-16
82.8611	1.9217E-15	1.04929E-15	5.81678E-17	2.65785E-17	8.24792E-18	3.27145E-16	-3.7925E-16	-2.70613E-17	-5.20048E-16
83.0278	1.97713E-15	1.07956E-15	5.92841E-17	2.73811E-17	8.49706E-18	3.40317E-16	-3.92742E-16	-2.72191E-17	-5.37715E-16
83.0833	1.99871E-15	1.09134E-15	5.97368E-17	2.76946E-17	8.59435E-18	3.45589E-16	-3.98078E-16	-2.72854E-17	-5.44683E-16
83.25	3.29617E-15	1.9777E-15	0	5.9544E-17	1.9021E-17	6.75775E-16	-6.59234E-16	0	-1.03449E-15
83.3333	9.1916E-16	5.12162E-16	1.62839E-17	8.07448E-15	2.55849E-15	9.67148E-16	-3.53487E-15	-1.404E-16	-5.84319E-15
83.5	2.09124E-15	1.16222E-15	4.99716E-17	4.23754E-15	1.33382E-15	8.1234E-16	-3.1425E-15	-2.03872E-16	-1.28032E-15
83.6667	2.58063E-15	1.4393E-15	7.34543E-17	3.45609E-15	1.0911E-15	6.9594E-16	-3.21252E-15	-2.11442E-16	-8.88165E-16
83.8333	2.94899E-15	1.64849E-15	9.33591E-17	3.03262E-15	9.59728E-16	6.27088E-16	-3.3064E-15	-2.14466E-16	-7.23827E-16
84	3.27592E-15	1.83417E-15	1.12572E-16	2.67265E-15	8.47394E-16	5.74983E-16	-3.37908E-15	-2.15924E-16	-6.16767E-16
84.1667	3.56248E-15	1.9969E-15	1.31166E-16	2.3599E-15	7.49353E-16	5.32773E-16	-3.42813E-15	-2.16325E-16	-5.44309E-16
84.3333	3.80686E-15	2.13559E-15	1.48693E-16	2.09427E-15	6.65766E-16	4.99908E-16	-3.45533E-15	-2.15992E-16	-4.96447E-16
84.5	4.01028E-15	2.25093E-15	1.64932E-16	1.87142E-15	5.95437E-16	4.75435E-16	-3.46296E-15	-2.15185E-16	-4.65971E-16
84.6389	4.12983E-15	2.31865E-15	1.75528E-16	1.73735E-15	5.53043E-16	4.62512E-16	-3.45786E-15	-2.14446E-16	-4.52044E-16
84.8056	1.38514E-15	7.63841E-16	8.80196E-17	4.48014E-17	1.12004E-17	1.53879E-16	-4.14898E-16	-5.25792E-17	-2.536E-16
84.8889	1.39284E-15	7.60258E-16	8.35391E-17	4.46096E-17	1.38249E-17	1.56078E-16	-3.97728E-16	-5.09639E-17	-2.43075E-16
85.0556	1.48895E-15	8.12561E-16	8.12705E-17	3.55049E-17	1.10068E-17	1.85569E-16	-3.44414E-16	-4.32011E-17	-2.78489E-16
85.2222	1.54378E-15	8.42524E-16	7.73442E-17	2.97375E-17	9.22039E-18	2.12042E-16	-3.04283E-16	-3.75644E-17	-3.02675E-16
85.3889	1.58657E-15	8.65901E-16	7.44316E-17	2.6187E-17	8.12046E-18	2.33316E-16	-2.77442E-16	-3.38293E-17	-3.2122E-16
85.5556	1.6232E-15	8.85914E-16	7.25041E-17	2.39606E-17	7.43064E-18	2.50642E-16	-2.59989E-16	-3.13716E-17	-3.36165E-16
85.7222	1.65582E-15	9.03729E-16	7.13986E-17	2.25638E-17	6.99784E-18	2.64933E-16	-2.49048E-16	-2.97878E-17	-3.48603E-16
85.8889	1.68497E-15	9.19643E-16	7.09391E-17	2.17005E-17	6.73063E-18	2.76825E-16	-2.42575E-16	-2.88133E-17	-3.59123E-16
86.0556	1.71042E-15	9.33531E-16	7.09745E-17	2.11836E-17	6.57015E-18	2.86764E-16	-2.39095E-16	-2.82641E-17	-3.68017E-16
86.2222	1.73168E-15	9.45132E-16	7.13648E-17	2.0886E-17	6.47809E-18	2.94935E-16	-2.3755E-16	-2.80385E-17	-3.7541E-16
86.3889	1.74823E-15	9.54164E-16	7.20271E-17	2.07227E-17	6.42723E-18	3.01607E-16	-2.37164E-16	-2.8034E-17	-3.81354E-16
86.5556	1.75971E-15	9.60418E-16	7.28859E-17	2.06343E-17	6.39976E-18	3.06878E-16	-2.37383E-16	-2.82002E-17	-3.85871E-16
86.7222	1.76583E-15	9.63749E-16	7.3891E-17	2.05797E-17	6.38272E-18	3.10841E-16	-2.37804E-16	-2.84983E-17	-3.88974E-16
86.8889	1.76644E-15	9.64074E-16	7.50086E-17	2.05297E-17	6.36704E-18	3.13565E-16	-2.38139E-16	-2.89025E-17	-3.90675E-16
87.0556	1.7615E-15	9.61361E-16	7.62176E-17	2.04644E-17	6.34658E-18	3.15103E-16	-2.38179E-16	-2.93963E-17	-3.90988E-16
87.2222	1.751E-15	9.55617E-16	7.75069E-17	2.03696E-17	6.31696E-18	3.15497E-16	-2.37777E-16	-2.99701E-17	-3.89932E-16
87.3889	1.73503E-15	9.46881E-16	7.88733E-17	2.0236E-17	6.27524E-18	3.14784E-16	-2.36829E-16	-3.06193E-17	-3.8753E-16
87.5556	1.7137E-15	9.35223E-16	8.03206E-17	2.00573E-17	6.2195E-18	3.12998E-16	-2.35264E-16	-3.13437E-17	-3.83812E-16
87.7222	1.68719E-15	9.20735E-16	8.18584E-17	1.98298E-17	6.14858E-18	3.10173E-16	-2.33037E-16	-3.21463E-17	-3.78811E-16
87.8889	1.6557E-15	9.03529E-16	8.35029E-17	1.95516E-17	6.06188E-18	3.06347E-16	-2.30121E-16	-3.30336E-17	-3.72571E-16
88.0556	1.61949E-15	8.8374E-16	8.52762E-17	1.92223E-17	5.95928E-18	3.01562E-16	-2.26506E-16	-3.40152E-17	-3.65139E-16
88.2222	1.57882E-15	8.61521E-16	8.7208E-17	1.88362E-17	5.83213E-18	2.95884E-16	-2.22195E-16	-3.51045E-17	-3.56576E-16
88.3889	1.53402E-15	8.37041E-16	8.93368E-17	1.84137E-17	5.70745E-18	2.89317E-16	-2.172E-16	-3.63191E-17	-3.46941E-16
88.5556	1.48542E-15	8.10486E-16	9.17121E-17	1.79386E-17	5.55947E-18	2.81976E-16	-2.11544E-16	-3.7682E-17	-3.36311E-16
88.7222	1.43339E-15	7.82059E-16	9.43983E-17	1.74201E-17	5.39798E-18	2.73917E-16	-2.05255E-16	-3.92235E-17	-3.24762E-16
88.8889	1.37833E-15	7.51977E-16	9.74793E-17	1.6862E-17	5.22414E-18	2.65225E-16	-1.9837E-16	-4.09833E-17	-3.12383E-16
89.0556	1.32068E-15	7.20474E-16	1.01067E-16	1.62687E-17	5.03928E-18	2.55995E-16	-1.90931E-16	-4.30146E-17	-2.99265E-16
89.2222	1.26089E-15	6.87797E-16	1.05311E-16	1.56453E-17	4.84497E-18	2.46336E-16	-1.82987E-16	-4.53901E-17	-2.85507E-16
89.3889	1.19945E-15	6.54217E-16	1.10421E-16	1.49976E-17	4.64299E-18	2.36376E-16	-1.74588E-16	-4.82109E-17	-2.71216E-16
89.5556	1.1369E-15	6.20026E-16	1.16693E-16	1.43325E-17	4.43543E-18	2.26265E-16	-1.65792E-16	-5.16214E-17	-2.565E-16
89.7222	1.07385E-15	5.8555E-16	1.24561E-16	1.36583E-17	4.2248E-18	2.16191E-16	-1.56657E-16	-5.58342E-17	-2.41479E-16
89.8889	1.011E-15	5.51173E-16	1.34686E-16	1.29854E-17	4.01427E-18	2.06392E-16	-1.47246E-16	-6.11731E-17	-2.26279E-16
90.0556	9.49242E-16	5.17369E-16	1.48108E-16	1.2328E-17	3.80805E-18	1.97201E-16	-1.37626E-16	-6.8151E-17	-2.11041E-16
90.2222	8.89759E-16	4.84776E-16	1.66548E-16	1.17065E-17	3.61224E-18	1.8911E-16	-1.27867E-16	-7.76162E-17	-1.95932E-16
90.3889	8.34304E-16	4.54334E-16	1.92971E-16	1.11527E-17	3.43631E-18	1.82903E-16	-1.18046E-16	-9.10321E-17	-1.81159E-16
90.5556	7.85593E-16	4.27492E-16	2.32639E-16	1.07185E-17	3.2956E-18	1.7989E-16	-1.08236E-16	-1.11001E-16	-1.66995E-16
90.7222	7.47437E-16	4.06273E-16	2.94587E-16	0	0	1.79579E-16	-9.83791E-17	-1.42038E-16	-2.47736E-16
90.8889	7.22228E-16	3.91921E-16	3.89811E-16	1.05101E-17	3.20791E-18	1.91859E-16	-8.82324E-17	-1.89478E-16	-1.4103E-16
91.0556	7.075E-16	3.8316E-16	5.06081E-16	1.07251E-17	3.25785E-18	2.06771E-16	-7.80742E-17	-2.47438E-16	-1.29291E-16
91.2222	6.96934E-16	3.77072E-16	5.57823E-16	1.07552E-17	3.25984E-18	2.12812E-16	-7.27961E-17	-2.73446E-16	-1.23152E-16
91.3889	6.87798E-16	3.72081E-16	5.5823E-16	1.063E-17	3.22048E-18	2.11283E-16	-7.12466E-17	-2.74042E-16	-1.21046E-16
91.5556	6.84338E-16	3.70194E-16	5.5782E-16	1.05804E-17	3.20573E-18	2.10577E-16	-7.07119E-17	-2.74256E-16	-1.20334E-16
91.7222	6.81723E-16	3.6877E-16	5.57227E-16	1.05462E-17	3.19517E-18	2.0993E-16	-7.03664E-17	-2.74414E-16	-1.19835E-16
91.8889	6.79154E-16	3.67373E-16	5.56365E-16	1.05154E-17	3.18571E-18	2.092E-16	-7.00772E-17	-2.74466E-16	-1.19368E-16
92.0556	6.76542E-16	3.65954E-16	5.55228E-16	1.04859E-17	3.17665E-18	2.08383E-16	-6.98228E-17	-2.74401E-16	-1.18911E-16
92.2222	6.73874E-16	3.64505E-16	5.53845E-16	1.04569E-17	3.16781E-18	2.0749E-16	-6.95935E-17	-2.74229E-16	-1.18459E-16
92.3889	6.71141E-16	3.63023E-16	5.52256E-16	1.04284E-17	3.15883E-18	2.06532E-16	-6.93813E-17	-2.73965E-16	-1.18006E-16
92.5556	6.68336E-16	3.61502E-16	5.50498E-16	1.0399E-17	3.15009E-18	2.05518E-16	-6.91795E-17	-2.73625E-16	-1.17549E-16
92.7222	6.65458E-16	3.59942E-16	5.48606E-16	1.03696E-17	3.14112E-18	2.04458E-16	-6.89836E-17	-2.73223E-16	-1.17084E-16
92.8889	5.85005E-16	2.92502E-16	5.85005E-16	1.03937E-17	3.08386E-18	2.94216E-16	0	-2.92502E-16	-1.16577E-16
93.0556	6.59498E-16	3.56713E-16	5.44525E-16	0	0	2.00464E-16	-6.85932E-17	-2.72281E-16	-1.35786E-16
93.2222	6.56428E-16	3.5505E-16	5.42376E-16	0	0	1.99312E-16	-6.84152E-17	-2.71759E-16	-1.31991E-16
93.3889	6.53312E-16	3.53362E-16	5.40179E-16	1.02483E-17	3.10415E-18	1.99884E-16	-6.82129E-17	-2.71216E-16	-1.15128E-16
93.5556	6.55745E-16	3.4973E-16	5.39168E-16	1.02182E-17	3.09349E-18	1.9117E-16	-7.28605E-17	-2.7687E-16	-1.14616E-16
93.7222	6.46966E-16	3.49925E-16	5.35684E-16	1.01861E-17	3.08521E-18	1.97473E-16	-6.78246E-17	-2.70076E-16	-1.14101E-16
93.8889	6.43754E-16	3.48186E-16	5.33406E-16	1.01549E-17	3.07571E-18	1.96252E-16	-6.76297E-17	-2.69491E-16	-1.13578E-16
94.0556	6.40526E-16	3.46437E-16	5.31118E-16	1.01238E-17	3.06623E-18	1.95023E-16	-6.74345E-17	-2.68899E-16	-1.13052E-16
94.2222	6.37288E-16	3.44683E-16	5.28827E-16	1.00928E-17	3.05677E-18	1.9379E-16	-6.72393E-17	-2.68304E-16	-1.12522E-16
94.3889	6.34046E-16	3.42927E-16	5.26537E-16	1.00619E-17	3.04736E-18	1.92555E-16	-6.70446E-17	-2.67708E-16	-1.1199E-16
94.4444	6.33019E-16	3.42371E-16	5.25814E-16	1.00521E-17	3.04439E-18	1.92165E-16	-6.6983E-17	-2.6752E-16	-1.11821E-16
94.6111	6.37557E-16	3.45697E-16	5.09403E-16	9.61413E-18	2.40353E-18	1.93872E-16	-6.76637E-17	-2.56413E-16	-1.1594E-16
94.7778	6.42044E-16	3.48944E-16	4.99752E-16	9.91689E-18	2.99378E-18	1.91865E-16	-7.04896E-17	-2.52155E-16	-1.19767E-16
94.9444	6.47784E-16	3.52826E-16	5.00062E-16	1.0307E-17	3.1714E-18	1.88657E-16	-7.54642E-17	-2.55081E-16	-1.23511E-16
95.1111	6.55024E-16	3.57492E-16	5.09007E-16	1.13248E-17	3.37334E-18	1.84385E-16	-8.27061E-17	-2.64476E-16	-1.2672E-16
95.2778	6.64217E-16	3.63199E-16	5.25605E-16	1.24475E-17	3.81083E-18	1.78783E-16	-9.24872E-17	-2.80091E-16	-1.29738E-16
95.4444	6.76007E-16	3.70308E-16	5.49358E-16	1.45478E-17	4.47624E-18	1.72051E-16	-1.05293E-16	-3.02212E-16	-1.31956E-16
95.6111	6.91302E-16	3.79325E-16	5.80362E-16	1.66168E-17	5.08983E-18	1.64694E-16	-1.21953E-16	-3.31832E-16	-1.34323E-16
95.7778	7.1147E-16	3.91002E-16	6.1947E-16	2.00065E-17	6.25203E-18	1.56483E-16	-1.43887E-16	-3.71006E-16	-1.35876E-16
95.9444	7.38795E-16	4.06582E-16	6.68498E-16	2.50713E-17	7.69574E-18	1.47828E-16	-1.7367E-16	-4.23573E-16	-1.36549E-16
96	7.50136E-16	4.12998E-16	6.87552E-16	2.73189E-17	8.19567E-18	1.43641E-16	-1.86104E-16	-4.45168E-16	-1.36467E-16
