Time	Gly(C2wo)	increasing(KH)	Time	wC2(C2wo)	increasing(KH)	Time	C2(C2wo)	increasing(KH)
89.50417	0.63866	483.37086	89.50417	81.88584	277.52008	89.50417	120.4943	214.97993
89.67083	0.63586	481.35204	89.67083	82.39845	278.54892	89.67083	120.99669	215.91276
89.8375	0.63334	479.46056	89.8375	82.97441	279.67941	89.8375	121.43935	216.74418
90.00417	0.63117	477.73659	90.00417	83.62792	280.93735	90.00417	121.81767	217.46145
90.17083	0.62943	476.22073	90.17083	84.37524	282.3549	90.17083	122.12272	218.0567
90.3375	0.62823	474.97087	90.3375	85.2372	283.97114	90.3375	122.34515	218.51032
90.50417	0.62767	474.04173	90.50417	86.233	285.82124	90.50417	122.47114	218.80101
90.67083	0.62789	473.49707	90.67083	87.36165	287.91942	90.67083	122.48559	218.89848
90.8375	0.62893	473.36879	90.8375	88.53403	290.17921	90.8375	122.35762	218.75179
91.00417	0.63072	473.5999	91.00417	89.49184	292.31134	91.00417	122.02998	218.25595
91.17083	0.63305	474.07136	91.17083	90.31923	294.33712	91.17083	121.44778	217.32346
91.3375	0.63582	474.73035	91.3375	91.51726	296.74156	91.3375	120.76778	216.21972
91.50417	0.63882	475.47743	91.50417	92.92654	299.38085	91.50417	120.11506	215.15189
91.67083	0.6419	476.23999	91.67083	94.33264	302.0389	91.67083	119.49573	214.13134
91.8375	0.645	476.9967	91.8375	95.63249	304.6075	91.8375	118.91107	213.15507
92.00417	0.64809	477.7436	92.00417	96.79288	307.04476	92.00417	118.35772	212.21801
92.17083	0.65119	478.4871	92.17083	97.81365	309.34883	92.17083	117.83525	211.31878
92.3375	0.6543	479.2323	92.3375	98.70742	311.52388	92.3375	117.34236	210.45562
92.50417	0.65743	479.98636	92.50417	99.49087	313.58874	92.50417	116.87849	209.62823
92.67083	0.66057	480.75251	92.67083	100.18122	315.55678	92.67083	116.43987	208.83229
92.8375	0.66374	481.53525	92.8375	100.79302	317.44219	92.8375	116.02928	208.06956
93.00417	0.66693	482.33289	93.00417	101.34019	319.25777	93.00417	115.64337	207.33709
93.17083	0.67015	483.15035	93.17083	101.83413	321.01349	93.17083	115.28257	206.63422
93.3375	0.6734	483.98535	93.3375	102.28332	322.71865	93.3375	114.94467	205.96151
93.50417	0.67668	484.84224	93.50417	102.69688	324.38171	93.50417	114.62948	205.3151
93.67083	0.67998	485.71648	93.67083	103.08014	326.00868	93.67083	114.33646	204.69604
93.8375	0.68332	486.61336	93.8375	103.43827	327.60415	93.8375	114.06462	204.10277
94.00417	0.68668	487.52854	94.00417	103.77716	329.17218	94.00417	113.81313	203.53489
94.17083	0.69006	488.46372	94.17083	104.0991	330.71727	94.17083	113.58123	202.99064
94.3375	0.69348	489.42078	94.3375	104.40686	332.24174	94.3375	113.36837	202.47108
94.44472	0.69569	490.04317	94.44472	104.5978	333.21033	94.44472	113.24141	202.14838
94.61139	0.69915	491.03061	94.61139	104.88843	334.70598	94.61139	113.05809	201.66492
94.77806	0.70264	492.03917	94.77806	105.17097	336.18874	94.77806	112.89189	201.20246
94.94472	0.70615	493.06527	94.94472	105.4466	337.65768	94.94472	112.74265	200.76114
95.11139	0.70969	494.11025	95.11139	105.71707	339.11483	95.11139	112.60906	200.33926
95.27806	0.71326	495.17524	95.27806	105.98266	340.56001	95.27806	112.49114	199.93656
95.44472	0.71685	496.25964	95.44472	106.2442	341.99719	95.44472	112.3877	199.55252
95.61139	0.72047	497.3614	95.61139	106.50372	343.42469	95.61139	112.29895	199.18676
95.77806	0.72412	498.48316	95.77806	106.76029	344.84418	95.77806	112.22373	198.83828
95.94472	0.72778	499.62152	95.94472	107.01492	346.25483	95.94472	112.16221	198.50628
96.00028	0.72902	500.00337	96.00028	107.10035	346.72517	96.00028	112.14431	198.40044
