TIME	Aqua: HSO3m + aH2O2 + Hp -> SO4mm + Hp + [aH2O]	Aqua: SO3mm + aO3 -> SO4mm + aO2	Aqua: HSO5m + HSO3m + Hp -> SO4mm + Hp	Aqua: aHNO4 + HSO3m -> HSO4m + Hp + NO3m	Gas: HSO3 -> HO2 + SULF	other sources	other sinks
59.8333	6.24663E-12	4.98765E-13	1.48113E-14	4.19021E-13	2.33409E-14	3.05754E-13	-2.76262E-15
60	5.99178E-12	2.90497E-13	9.39164E-15	4.52047E-13	2.29608E-14	2.42412E-13	-2.83196E-15
60.1667	5.8972E-12	1.77809E-13	6.11276E-15	4.83019E-13	2.25119E-14	1.98065E-13	-2.89346E-15
60.3333	5.82764E-12	1.14289E-13	4.27462E-15	5.10738E-13	2.19912E-14	1.66485E-13	-2.95288E-15
60.5	5.75568E-12	7.7074E-14	3.18816E-15	5.34331E-13	2.14038E-14	1.43492E-13	-3.01291E-15
60.6389	5.7002E-12	6.00711E-14	2.67143E-15	5.48177E-13	2.09567E-14	1.30953E-13	-3.05482E-15
60.8056	1.41062E-14	1.85909E-19	1.97544E-20	0	1.26747E-13	2.77999E-15	0
60.8889	9.04721E-15	1.0474E-19	1.04916E-20	0	1.49947E-13	2.78396E-15	-1.18007E-15
61.0556	1.29378E-14	0	0	1.03433E-15	1.50701E-13	2.08897E-15	-2.23282E-15
61.2222	1.63785E-14	3.85876E-20	1.13007E-20	8.39739E-16	1.51547E-13	3.4574E-15	-2.39127E-15
61.3889	1.99462E-14	0	0	7.16326E-16	1.51747E-13	2.80799E-15	-3.31097E-15
61.5556	2.36946E-14	2.26099E-20	1.20568E-20	6.36776E-16	1.51362E-13	3.79354E-15	-2.72615E-15
61.7222	2.73351E-14	0	0	5.83063E-16	1.50453E-13	3.88787E-15	-2.85574E-15
61.8889	3.09574E-14	0	0	5.45941E-16	1.4906E-13	3.95E-15	-2.96404E-15
62.0556	3.45525E-14	0	0	5.19793E-16	1.47215E-13	3.9887E-15	-3.05678E-15
62.2222	3.81126E-14	1.51129E-20	1.36016E-20	5.01003E-16	1.44941E-13	4.01659E-15	-3.13333E-15
62.3889	4.1627E-14	0	0	4.87101E-16	1.42261E-13	4.03694E-15	-3.19918E-15
62.5556	4.50846E-14	0	0	4.76476E-16	1.39193E-13	4.05348E-15	-3.25581E-15
62.7222	4.84744E-14	0	0	4.67951E-16	1.35755E-13	4.0698E-15	-3.3055E-15
62.8889	5.17854E-14	1.44874E-20	1.50446E-20	4.61041E-16	1.31964E-13	4.08559E-15	-3.34958E-15
63.0556	5.50075E-14	1.39333E-20	1.39333E-20	4.54156E-16	1.27837E-13	4.10218E-15	-3.38998E-15
63.2222	5.81313E-14	1.49039E-20	1.5587E-20	4.47879E-16	1.23392E-13	4.11994E-15	-3.42756E-15
63.3889	6.11479E-14	1.51764E-20	1.58278E-20	4.41568E-16	1.18647E-13	4.13919E-15	-3.46358E-15
63.5556	6.40499E-14	1.5449E-20	1.59935E-20	4.35006E-16	1.1362E-13	4.16026E-15	-3.49912E-15
63.7222	6.68307E-14	1.58019E-20	1.60853E-20	4.2791E-16	1.08332E-13	4.18358E-15	-3.5355E-15
63.8889	6.9485E-14	1.60966E-20	1.60966E-20	4.20512E-16	1.02804E-13	4.20978E-15	-3.57313E-15
64.0556	7.20079E-14	1.78445E-20	1.78445E-20	4.12368E-16	9.70585E-14	4.23961E-15	-3.61396E-15
64.2222	7.43962E-14	1.68804E-20	1.60953E-20	4.03529E-16	9.11202E-14	4.2742E-15	-3.65918E-15
64.3889	7.66474E-14	1.72921E-20	1.59993E-20	3.93954E-16	8.50157E-14	4.31489E-15	-3.71046E-15
64.5556	7.876E-14	1.76714E-20	1.58462E-20	3.83571E-16	7.87734E-14	4.36358E-15	-3.76986E-15
64.7222	8.07337E-14	1.84311E-20	1.57981E-20	3.72379E-16	7.24241E-14	4.42261E-15	-3.83987E-15
64.8889	8.2569E-14	1.84921E-20	1.51899E-20	3.60344E-16	6.6001E-14	4.49511E-15	-3.92374E-15
65.0556	8.42668E-14	1.92254E-20	1.4856E-20	3.47438E-16	5.95398E-14	4.58524E-15	-4.02566E-15
65.2222	8.58296E-14	1.94282E-20	1.48197E-20	3.33634E-16	5.30793E-14	4.69859E-15	-4.15125E-15
65.3889	8.72598E-14	1.98584E-20	1.44341E-20	3.18925E-16	4.6662E-14	4.8429E-15	-4.30819E-15
65.5556	8.85611E-14	2.02728E-20	1.40135E-20	3.03185E-16	4.03346E-14	5.02914E-15	-4.50741E-15
65.7222	8.97371E-14	2.09982E-20	1.32989E-20	2.86494E-16	3.41506E-14	5.27337E-15	-4.76489E-15
65.8889	9.07923E-14	2.11346E-20	1.3324E-20	2.6865E-16	2.81723E-14	5.59997E-15	-5.1048E-15
66.0556	9.17315E-14	2.15715E-20	1.26891E-20	2.49551E-16	2.24765E-14	6.04757E-15	-5.56552E-15
66.2222	9.25597E-14	2.18941E-20	1.21854E-20	2.20054E-16	1.71622E-14	6.6802E-15	-6.21166E-15
66.3889	9.32819E-14	2.20605E-20	1.19494E-20	2.06658E-16	1.23619E-14	7.60932E-15	-7.15123E-15
66.5556	9.39043E-14	2.27117E-20	1.16128E-20	1.82028E-16	8.25432E-15	9.03601E-15	-8.58706E-15
66.7222	9.44323E-14	1.83471E-20	1.83471E-20	1.53933E-16	5.06748E-15	1.13171E-14	-1.08734E-14
66.8889	9.48707E-14	2.32425E-20	1.19502E-20	1.19716E-16	3.03099E-15	1.49358E-14	-1.44914E-14
67.0556	9.52222E-14	2.33877E-20	1.2611E-20	8.0538E-17	2.15455E-15	1.95943E-14	-1.91439E-14
67.2222	9.55165E-14	2.34451E-20	1.31292E-20	5.572E-17	1.94514E-15	2.18794E-14	-2.14239E-14
67.3889	9.5789E-14	2.35118E-20	1.3049E-20	0	1.91577E-15	2.19421E-14	0
67.5556	9.60488E-14	0	0	5.25517E-17	1.92969E-15	2.19337E-14	-2.14842E-14
67.7222	9.63073E-14	2.37291E-20	1.33403E-20	6.54115E-17	1.95451E-15	2.19245E-14	-2.148E-14
67.8889	9.65604E-14	2.38913E-20	1.33649E-20	5.33143E-17	1.98324E-15	2.18918E-14	-2.14322E-14
68.0556	9.68094E-14	2.46593E-20	1.47956E-20	5.38611E-17	2.01402E-15	2.18441E-14	-2.13825E-14
68.2222	9.70539E-14	2.43241E-20	1.35266E-20	0	2.046E-15	2.17836E-14	-1.30063E-14
68.3889	9.5507E-14	0	0	0	2.07859E-15	2.40628E-14	-2.27947E-14
68.5556	9.75312E-14	2.47471E-20	1.36823E-20	0	2.1114E-15	2.16339E-14	0
68.7222	9.7761E-14	2.48957E-20	1.38177E-20	5.64173E-17	2.14414E-15	2.15484E-14	-2.10794E-14
68.8889	9.60097E-14	0	0	0	2.17663E-15	1.39093E-14	-1.76124E-14
69.0556	9.8211E-14	2.52587E-20	1.37775E-20	5.77011E-17	2.20873E-15	2.13636E-14	-2.08912E-14
69.2222	9.84296E-14	2.5419E-20	1.38147E-20	5.83199E-17	2.24036E-15	2.12664E-14	-2.07923E-14
69.3889	9.8644E-14	2.57599E-20	1.4168E-20	5.8926E-17	2.27149E-15	2.11669E-14	-2.06911E-14
69.5556	9.88551E-14	2.60983E-20	1.41266E-20	0	2.30209E-15	2.10658E-14	0
69.7222	9.90606E-14	3.21582E-20	0	6.01007E-17	2.33214E-15	2.09634E-14	-2.04845E-14
69.8889	9.92629E-14	3.14447E-20	1.57223E-20	6.06794E-17	2.36165E-15	2.08605E-14	-2.03799E-14
70.0556	9.94614E-14	2.68816E-20	1.42809E-20	6.12435E-17	2.39062E-15	2.0757E-14	-2.0275E-14
70.2222	9.96558E-14	2.71416E-20	1.42914E-20	6.20598E-17	2.41907E-15	2.06534E-14	-2.01732E-14
70.3889	9.98464E-14	2.68704E-20	1.51146E-20	6.23803E-17	2.447E-15	2.055E-14	-2.0065E-14
70.5556	1.00033E-13	2.78196E-20	1.43735E-20	6.29456E-17	2.47442E-15	2.04469E-14	-1.99604E-14
70.7222	1.00217E-13	4.15283E-20	0	6.35125E-17	2.50134E-15	2.03441E-14	-1.98563E-14
70.7778	1.00289E-13	2.79036E-20	1.45099E-20	6.374E-17	2.51198E-15	2.03032E-14	-1.98147E-14
70.9444	6.01152E-13	0	0	6.72242E-16	2.21925E-15	1.43614E-14	-1.82458E-14
71.0278	2.39635E-12	3.11428E-12	4.29022E-13	4.32948E-14	1.21678E-15	1.63503E-12	-1.0319E-14
71.1944	2.46E-12	1.18984E-12	4.495E-13	7.12799E-14	9.656E-16	4.81152E-13	-1.53803E-14
71.3611	1.73398E-12	7.91777E-13	3.66359E-13	7.83332E-14	9.52275E-16	2.92511E-13	-1.60036E-14
71.5278	9.67622E-13	7.21303E-13	3.6946E-13	8.02325E-14	9.54281E-16	2.46499E-13	-1.61225E-14
71.6944	8.70567E-13	6.80506E-13	3.79853E-13	8.17685E-14	9.57159E-16	2.29923E-13	-1.61828E-14
71.8611	8.53301E-13	6.45471E-13	3.84438E-13	8.33205E-14	9.59584E-16	2.21321E-13	-1.62306E-14
72.0278	8.46733E-13	6.14209E-13	3.84079E-13	8.4851E-14	9.61606E-16	2.15354E-13	-1.62711E-14
72.1944	8.42022E-13	5.86486E-13	3.81063E-13	8.63236E-14	9.6337E-16	2.10492E-13	-1.63051E-14
72.3611	8.37864E-13	5.62013E-13	3.76929E-13	8.77222E-14	9.64983E-16	2.06251E-13	-1.63334E-14
72.5278	8.34001E-13	5.40419E-13	3.72505E-13	8.90431E-14	9.66518E-16	2.02443E-13	-1.63558E-14
72.6944	8.30358E-13	5.21327E-13	3.68178E-13	9.02876E-14	9.6802E-16	1.9898E-13	-1.63741E-14
72.8611	8.26899E-13	5.04393E-13	3.64114E-13	9.14592E-14	9.6952E-16	1.95805E-13	-1.63877E-14
72.9444	8.25231E-13	4.96642E-13	3.62199E-13	9.20191E-14	9.70276E-16	1.94313E-13	-1.6393E-14
73.1111	0	0	0	0	1.83115E-15	1.91967E-16	-1.08579E-14
73.1944	0	0	0	0	1.98226E-15	1.96605E-16	-1.15739E-14
73.3611	1.70854E-15	0	0	1.20191E-16	2.0187E-15	1.72303E-14	-1.69849E-14
73.5278	2.22469E-15	7.0992E-20	6.90536E-21	0	2.05268E-15	1.81665E-14	-1.77315E-14
73.6944	2.75564E-15	0	0	8.46842E-17	2.08508E-15	1.88023E-14	-1.84451E-14
73.8611	3.29119E-15	0	0	7.60874E-17	2.11619E-15	1.92667E-14	-1.89073E-14
74.0278	3.83357E-15	3.25583E-20	7.12939E-21	7.04946E-17	2.14635E-15	1.95957E-14	-1.92321E-14
74.1944	4.39461E-15	0	0	6.68923E-17	2.17569E-15	1.96411E-14	-1.9445E-14
74.3611	0	0	0	0	2.20424E-15	2.10946E-16	-1.04579E-14
74.5278	5.50004E-15	2.44221E-20	7.33927E-21	6.32032E-17	2.23204E-15	2.00209E-14	-1.96453E-14
74.6944	6.06888E-15	0	0	6.24057E-17	2.25913E-15	2.00428E-14	-1.96633E-14
74.8611	6.6439E-15	2.27518E-20	7.46048E-21	6.22131E-17	2.28556E-15	2.00293E-14	-1.96462E-14
75.0278	7.22478E-15	2.24059E-20	7.53161E-21	6.12872E-17	2.31136E-15	1.999E-14	-1.96023E-14
75.1944	7.8111E-15	2.22664E-20	8.09686E-21	6.22354E-17	2.33659E-15	1.99323E-14	-1.95421E-14
75.3611	8.40243E-15	2.21516E-20	7.65493E-21	6.21429E-17	2.36127E-15	1.98617E-14	-1.94681E-14
75.5278	8.99838E-15	2.21867E-20	7.70966E-21	6.30638E-17	2.38545E-15	1.97821E-14	-1.93854E-14
75.6944	9.59858E-15	2.31282E-20	7.70941E-21	6.36208E-17	2.40914E-15	1.96965E-14	-1.92966E-14
75.8611	1.02027E-14	2.24506E-20	7.83848E-21	6.42398E-17	2.43237E-15	1.9607E-14	-1.9204E-14
76.0278	1.08104E-14	2.26598E-20	7.91439E-21	6.49057E-17	2.45515E-15	1.9515E-14	-1.91089E-14
76.1944	1.14214E-14	2.28644E-20	7.95814E-21	6.56037E-17	2.47752E-15	1.94216E-14	-1.90126E-14
76.3611	1.20355E-14	2.30956E-20	8.03055E-21	6.63318E-17	2.49947E-15	1.93276E-14	-1.89157E-14
76.5278	1.26524E-14	2.33237E-20	8.10159E-21	6.70797E-17	2.52102E-15	1.92335E-14	-1.88187E-14
76.6944	1.32718E-14	2.34487E-20	8.22226E-21	6.78448E-17	2.54219E-15	1.91397E-14	-1.87222E-14
76.8611	1.38935E-14	2.36906E-20	8.08949E-21	6.86242E-17	2.56298E-15	1.90465E-14	-1.86262E-14
77.0278	1.45167E-14	0	0	6.97151E-17	2.59213E-15	1.79788E-14	-1.75596E-14
77.1944	1.51912E-14	2.4461E-20	6.79153E-21	9.51452E-17	3.07013E-15	1.38368E-14	-1.33905E-14
77.3611	1.6223E-14	2.46089E-20	5.59292E-21	1.54976E-16	5.14751E-15	1.03036E-14	-9.67741E-15
77.5278	1.76773E-14	2.51377E-20	5.29215E-21	1.93499E-16	8.30418E-15	8.11068E-15	-7.22511E-15
77.6944	1.92679E-14	2.6113E-20	5.93478E-21	2.17218E-16	1.21761E-14	6.77026E-15	-5.7315E-15
77.8611	2.08815E-14	2.57502E-20	5.59787E-21	2.48472E-16	1.71723E-14	5.85365E-15	-4.81311E-15
78.0278	2.25471E-14	2.6572E-20	5.90488E-21	2.831E-16	2.30903E-14	5.19408E-15	-4.22251E-15
78.1944	2.43292E-14	0	0	3.18481E-16	2.97114E-14	4.71619E-15	-3.8199E-15
78.3611	2.62675E-14	2.75885E-20	7.83041E-21	3.54035E-16	3.68999E-14	4.36727E-15	-3.53255E-15
78.5278	2.83756E-14	2.80428E-20	8.72515E-21	3.9748E-16	4.45713E-14	4.10923E-15	-3.31908E-15
78.6944	3.06558E-14	2.85905E-20	1.03965E-20	4.25694E-16	5.2671E-14	3.91733E-15	-3.16436E-15
78.8611	3.31088E-14	2.94095E-20	1.13113E-20	4.62089E-16	6.11597E-14	3.77508E-15	-3.04654E-15
79.0278	3.57352E-14	2.94076E-20	1.20055E-20	4.9901E-16	7.00037E-14	3.67116E-15	-2.95855E-15
79.1944	3.85362E-14	2.98664E-20	1.326E-20	5.36486E-16	7.91711E-14	3.5975E-15	-2.89382E-15
79.3611	4.15137E-14	3.93172E-20	1.96586E-20	5.74537E-16	8.86283E-14	3.54815E-15	-2.84752E-15
79.5278	4.46695E-14	3.07316E-20	1.62697E-20	6.13123E-16	9.83398E-14	3.51874E-15	-2.81624E-15
79.6944	4.80058E-14	3.14352E-20	1.7464E-20	6.52177E-16	1.08267E-13	3.50572E-15	-2.79735E-15
79.8611	5.15246E-14	3.18941E-20	1.87419E-20	6.91611E-16	1.18369E-13	3.50642E-15	-2.78882E-15
80.0278	5.52278E-14	3.19047E-20	2.02322E-20	7.31312E-16	1.28602E-13	3.51865E-15	-2.78908E-15
80.1944	5.91174E-14	3.27522E-20	2.21299E-20	7.71152E-16	1.38918E-13	3.54064E-15	-2.79684E-15
80.3611	6.31948E-14	2.95617E-20	2.95617E-20	8.10993E-16	1.4927E-13	3.57093E-15	-2.81106E-15
80.5278	6.7461E-14	3.40171E-20	2.47397E-20	8.50679E-16	1.59607E-13	3.60832E-15	-2.83088E-15
80.6944	7.19147E-14	0	0	8.90053E-16	1.69877E-13	3.62202E-15	-2.86208E-15
80.8611	7.65621E-14	3.45074E-20	2.83728E-20	9.28948E-16	1.80028E-13	3.70034E-15	-2.88447E-15
81.0278	8.13965E-14	3.54554E-20	3.01037E-20	9.67197E-16	1.90007E-13	3.75333E-15	-2.91708E-15
81.1944	8.64185E-14	3.57405E-20	3.23687E-20	1.00463E-15	1.99762E-13	3.81006E-15	-2.95288E-15
81.3611	9.16257E-14	3.61497E-20	3.35676E-20	1.04109E-15	2.09244E-13	3.86994E-15	-2.99146E-15
81.5278	9.70153E-14	3.61696E-20	3.61696E-20	1.07641E-15	2.18403E-13	3.93246E-15	-3.03242E-15
81.6944	1.02583E-13	3.7067E-20	3.76554E-20	1.11044E-15	2.27194E-13	3.99716E-15	-3.07541E-15
81.8611	1.08324E-13	3.80453E-20	3.92343E-20	1.14304E-15	2.35572E-13	4.06362E-15	-3.1201E-15
82.0278	1.14232E-13	0	0	1.17407E-15	2.435E-13	4.13129E-15	-3.16625E-15
82.1944	1.20299E-13	3.91417E-20	4.29917E-20	1.20344E-15	2.50939E-13	4.2004E-15	-3.21343E-15
82.3611	1.26517E-13	3.9281E-20	4.48049E-20	1.23102E-15	2.57858E-13	4.27006E-15	-3.26151E-15
82.5278	1.32876E-13	4.03332E-20	4.71588E-20	1.25674E-15	2.6423E-13	4.34016E-15	-3.31022E-15
82.6944	1.39366E-13	4.0905E-20	4.86117E-20	1.28053E-15	2.70031E-13	4.41044E-15	-3.35931E-15
82.8611	1.45972E-13	4.12356E-20	5.07516E-20	1.30232E-15	2.7524E-13	4.48061E-15	-3.40855E-15
83.0278	1.52683E-13	4.19381E-20	5.26915E-20	1.3221E-15	2.79843E-13	4.55044E-15	-3.45776E-15
83.0833	1.55393E-13	4.18845E-20	5.34833E-20	1.32944E-15	2.81511E-13	4.57821E-15	-3.47738E-15
83.25	9.68488E-13	3.57563E-19	5.34883E-19	0	2.26071E-13	6.03785E-15	-2.4339E-15
83.3333	9.20489E-12	9.28571E-12	2.37305E-13	3.66576E-13	3.40111E-14	1.75484E-12	-2.37914E-15
83.5	9.44549E-12	1.43802E-12	4.10332E-14	4.14748E-13	2.8239E-14	5.67165E-13	-3.12972E-15
83.6667	7.1756E-12	6.04434E-13	2.24608E-14	4.64058E-13	2.76225E-14	3.63201E-13	-3.26134E-15
83.8333	6.38882E-12	3.47412E-13	1.4903E-14	5.02094E-13	2.72627E-14	2.86334E-13	-3.34353E-15
84	6.23746E-12	2.13272E-13	9.75105E-15	5.37786E-13	2.68696E-14	2.35163E-13	-3.41651E-15
84.1667	6.15804E-12	1.3707E-13	6.69177E-15	5.70697E-13	2.64062E-14	1.98307E-13	-3.48533E-15
84.3333	6.08447E-12	9.21061E-14	4.90001E-15	5.99799E-13	2.58663E-14	1.71244E-13	-3.5511E-15
84.5	6.00491E-12	6.45435E-14	3.78225E-15	6.24476E-13	2.52513E-14	1.50886E-13	-3.61565E-15
84.6389	5.9442E-12	5.14792E-14	3.23022E-15	6.38994E-13	2.47788E-14	1.39481E-13	-3.66096E-15
84.8056	2.61599E-14	0	0	4.17454E-15	1.50184E-13	1.80274E-16	-1.56125E-15
84.8889	1.31898E-14	1.55283E-19	2.27784E-20	2.49157E-15	1.78039E-13	3.0795E-15	-2.15701E-15
85.0556	1.89817E-14	8.69716E-20	2.38514E-20	1.58919E-15	1.78416E-13	3.51295E-15	-2.73563E-15
85.2222	2.47412E-14	5.73666E-20	2.47964E-20	1.29068E-15	1.78824E-13	3.81256E-15	-2.99843E-15
85.3889	3.04661E-14	4.26095E-20	2.56138E-20	1.10858E-15	1.78453E-13	4.05097E-15	-3.22041E-15
85.5556	3.61488E-14	3.45013E-20	2.63786E-20	9.91461E-16	1.77406E-13	4.24441E-15	-3.40628E-15
85.7222	4.17823E-14	2.97637E-20	2.71415E-20	9.13562E-16	1.75762E-13	4.40186E-15	-3.56096E-15
85.8889	4.73575E-14	0	0	8.60402E-16	1.7358E-13	4.5299E-15	-3.68992E-15
86.0556	5.28616E-14	2.52202E-20	2.86593E-20	8.08508E-16	1.70902E-13	4.63802E-15	-3.78846E-15
86.2222	5.82815E-14	0	0	7.96362E-16	1.67761E-13	4.72794E-15	-3.88875E-15
86.3889	6.36009E-14	0	5.34415E-20	7.76245E-16	1.64186E-13	4.80568E-15	-3.96679E-15
86.5556	6.88044E-14	2.81141E-20	2.81141E-20	7.60387E-16	1.60202E-13	4.87321E-15	-4.03498E-15
86.7222	7.38763E-14	0	0	7.47105E-16	1.55832E-13	4.93374E-15	-4.09525E-15
86.8889	7.88012E-14	2.43203E-20	3.19205E-20	7.35287E-16	1.51097E-13	4.98733E-15	-4.15076E-15
87.0556	8.35661E-14	2.39624E-20	3.24509E-20	7.24107E-16	1.46018E-13	5.0371E-15	-4.20194E-15
87.2222	8.81584E-14	2.42889E-20	3.27574E-20	7.13026E-16	1.40616E-13	5.08367E-15	-4.2506E-15
87.3889	9.25672E-14	2.4671E-20	3.30571E-20	7.01664E-16	1.34913E-13	5.12812E-15	-4.29802E-15
87.5556	9.67829E-14	2.51377E-20	3.32795E-20	6.89747E-16	1.28929E-13	5.17151E-15	-4.34541E-15
87.7222	1.00798E-13	2.56108E-20	3.33364E-20	6.77088E-16	1.22687E-13	5.21494E-15	-4.39398E-15
87.8889	1.04605E-13	2.6104E-20	3.3343E-20	6.63554E-16	1.16212E-13	5.25962E-15	-4.44505E-15
88.0556	1.08199E-13	2.66306E-20	3.32032E-20	6.49044E-16	1.09527E-13	5.30694E-15	-4.50009E-15
88.2222	1.11576E-13	0	0	6.33488E-16	1.0266E-13	5.36407E-15	-4.55606E-15
88.3889	1.14736E-13	2.77405E-20	3.27842E-20	6.16833E-16	9.56368E-14	5.41654E-15	-4.6292E-15
88.5556	1.17676E-13	2.77489E-20	3.27941E-20	5.99033E-16	8.84887E-14	5.48333E-15	-4.70779E-15
88.7222	1.20396E-13	2.86756E-20	3.1694E-20	5.80053E-16	8.1247E-14	5.5621E-15	-4.79967E-15
88.8889	1.22898E-13	2.92675E-20	3.10646E-20	5.59857E-16	7.39456E-14	5.65688E-15	-4.90881E-15
89.0556	1.25186E-13	2.98152E-20	3.03383E-20	5.38406E-16	6.66213E-14	5.7729E-15	-5.04041E-15
89.2222	1.27261E-13	3.40143E-20	3.40143E-20	5.15635E-16	5.93138E-14	5.91733E-15	-5.20143E-15
89.3889	1.2913E-13	2.71289E-20	2.71289E-20	4.91504E-16	5.20667E-14	6.09966E-15	-5.4014E-15
89.5556	1.30797E-13	3.18046E-20	2.75067E-20	4.65919E-16	4.49292E-14	6.33379E-15	-5.65383E-15
89.7222	1.32268E-13	3.1904E-20	2.67716E-20	4.38695E-16	3.79581E-14	6.6395E-15	-5.97843E-15
89.8889	1.33549E-13	3.24325E-20	2.56933E-20	4.09819E-16	3.12221E-14	7.04703E-15	-6.40516E-15
90.0556	1.34647E-13	3.29567E-20	2.47175E-20	3.78857E-16	2.48075E-14	7.60391E-15	-6.98112E-15
90.2222	1.35569E-13	3.36582E-20	2.34587E-20	3.45511E-16	1.88292E-14	8.3886E-15	-7.78425E-15
90.3889	1.36321E-13	3.3734E-20	2.24893E-20	3.09262E-16	1.3443E-14	9.53632E-15	-8.94886E-15
90.5556	1.36912E-13	3.43366E-20	2.23484E-20	2.69352E-16	8.86028E-15	1.12876E-14	-1.0714E-14
90.7222	0	0	0	0	5.3448E-15	1.96692E-16	-6.89779E-15
90.8889	1.3764E-13	3.48243E-20	2.27519E-20	1.71127E-16	3.14381E-15	1.83532E-14	-1.77893E-14
91.0556	1.37789E-13	3.49895E-20	2.37025E-20	1.12723E-16	2.23022E-15	2.36469E-14	-2.30775E-14
91.2222	1.37847E-13	3.50334E-20	2.43924E-20	8.15121E-17	2.02719E-15	2.60546E-14	-2.54815E-14
91.3889	1.37874E-13	0	0	7.50365E-17	2.00137E-15	2.61132E-14	-2.55518E-14
91.5556	1.37892E-13	0	0	7.41068E-17	2.01371E-15	2.61367E-14	-2.55674E-14
91.7222	1.37909E-13	4.76195E-20	4.76195E-20	7.42858E-17	2.03512E-15	2.61393E-14	-2.55657E-14
91.8889	1.37924E-13	3.75083E-20	2.50056E-20	7.46634E-17	2.05993E-15	2.61196E-14	-2.55442E-14
92.0556	1.37937E-13	4.57278E-20	4.57278E-20	7.51609E-17	2.08669E-15	2.6081E-14	-2.55044E-14
92.2222	1.37948E-13	0	0	7.57661E-17	2.11469E-15	2.60271E-14	-2.54488E-14
92.3889	1.37957E-13	0	0	7.65907E-17	2.14341E-15	2.596E-14	-2.53814E-14
92.5556	1.37965E-13	3.60151E-20	2.51671E-20	7.70918E-17	2.17248E-15	2.58817E-14	-2.53011E-14
92.7222	1.37971E-13	3.6589E-20	2.51351E-20	7.77764E-17	2.20162E-15	2.57954E-14	-2.52136E-14
92.8889	1.37978E-13	3.6616E-20	2.5337E-20	0	2.23065E-15	2.57025E-14	0
93.0556	1.80733E-13	0	0	0	2.25943E-15	2.18759E-16	-1.30751E-14
93.2222	0	0	0	0	2.28787E-15	2.21228E-16	-1.30307E-14
93.3889	1.37982E-13	3.7362E-20	2.54518E-20	8.04243E-17	2.31591E-15	2.53945E-14	-2.48082E-14
93.5556	1.37981E-13	3.76623E-20	2.55973E-20	0	2.34352E-15	2.52854E-14	-8.27624E-15
93.7222	1.37978E-13	3.77984E-20	2.55791E-20	8.16607E-17	2.37067E-15	2.51741E-14	-2.45859E-14
93.8889	1.37975E-13	3.79727E-20	2.56572E-20	8.2276E-17	2.39735E-15	2.50613E-14	-2.44721E-14
94.0556	1.3797E-13	3.84256E-20	2.56171E-20	8.28762E-17	2.42356E-15	2.49474E-14	-2.43572E-14
94.2222	1.37964E-13	3.83115E-20	2.46288E-20	8.3472E-17	2.4493E-15	2.48326E-14	-2.42415E-14
94.3889	1.37956E-13	3.89269E-20	2.56348E-20	8.40662E-17	2.47458E-15	2.47174E-14	-2.41254E-14
94.4444	1.37954E-13	3.89749E-20	2.58209E-20	8.42614E-17	2.48249E-15	2.46808E-14	-2.40885E-14
94.6111	1.51979E-13	0	0	0	2.47748E-15	1.81204E-14	-2.13536E-14
94.7778	1.75879E-13	4.66326E-20	3.30813E-20	0	2.47372E-15	2.36472E-14	-2.31006E-14
94.9444	2.01018E-13	5.70406E-20	3.80271E-20	0	2.46824E-15	2.29139E-14	-2.2477E-14
95.1111	2.31915E-13	7.43664E-20	4.4163E-20	0	2.46057E-15	2.21402E-14	-2.15524E-14
95.2778	2.70535E-13	0	0	2.2076E-16	2.4504E-15	2.13229E-14	-2.07347E-14
95.4444	3.19893E-13	0	0	2.30832E-16	2.43736E-15	2.05589E-14	-2.00521E-14
95.6111	3.84568E-13	0	0	5.54105E-16	2.42089E-15	1.93507E-14	-1.9058E-14
95.7778	4.74402E-13	0	0	6.3874E-16	2.40014E-15	1.89487E-14	-1.86844E-14
95.9444	6.0526E-13	7.41996E-19	1.33547E-19	1.03029E-15	2.37376E-15	1.90404E-14	-1.81756E-14
96	6.65799E-13	0	0	1.63867E-15	2.36333E-15	2.52589E-16	-1.36629E-14
